CVID,Horas,Uso
21154,6,CST
21155,6,CST
21156,6,CST
21157,6,CST
21158,6,CST
21159,6,CST
21160,6,CST
21161,6,CST
21162,6,CST
21163,6,CST
21164,6,CST
21165,6,CST
21166,6,CST
21167,6,CST
21168,6,CST
21169,6,CST
21170,6,CST
21171,6,CST
21172,6,CST
21173,6,CST
21174,6,CST
21175,6,CST
21176,6,CST
21177,6,CST
21178,6,CST
21179,6,CST
21180,6,CST
21181,6,CST
21182,6,CST
21183,6,CST
21184,6,CST
21185,6,CST
21186,6,CST
21187,6,CST
21188,6,CST
21189,6,CST
21190,6,CST
21191,6,CST
21192,6,CST
21193,6,CST
21194,6,CST
21195,6,CST
21196,6,CST
21197,6,CST
21198,6,CST
21199,6,CST
21200,6,CST
21201,6,CST
21202,6,CST
21203,6,CST
21204,6,CST
21205,6,CST
21206,6,CST
21207,6,CST
21208,6,CST
21209,6,CST
21210,6,CST
21211,6,CST
21212,6,CST
21213,6,CST
21214,6,CST
21215,6,CST
21216,6,CST
21217,6,CST
22000,6,CST
22001,6,CST
22002,6,CST
22003,6,CST
22004,6,CST
22005,6,CST
22006,6,CST
22007,6,CST
22008,6,CST
22009,6,CST
22010,6,CST
22011,6,CST
22012,6,CST
22013,6,CST
22014,6,CST
22015,6,CST
22016,6,CST
22017,6,CST
22018,6,CST
23000,5,EST
23001,5,EST
23002,5,EST
23003,5,EST
23004,5,EST
23005,5,EST
23006,5,EST
23007,5,EST
23008,5,EST
23009,5,EST
23010,5,EST
24000,6,CST
24001,6,CST
24002,6,CST
24003,6,CST
24004,6,CST
24005,6,CST
24006,6,CST
24007,6,CST
24008,6,CST
24009,6,CST
24010,6,CST
24011,6,CST
24012,6,CST
24013,6,CST
24014,6,CST
24015,6,CST
24016,6,CST
24017,6,CST
24018,6,CST
24019,6,CST
24020,6,CST
24021,6,CST
24022,6,CST
24023,6,CST
24024,6,CST
24025,6,CST
24026,6,CST
24027,6,CST
24028,6,CST
24029,6,CST
24030,6,CST
24031,6,CST
24032,6,CST
24033,6,CST
24034,6,CST
24035,6,CST
24036,6,CST
24037,6,CST
24038,6,CST
24039,6,CST
24040,6,CST
24041,6,CST
24042,6,CST
24043,6,CST
24044,6,CST
24045,6,CST
24046,6,CST
24047,6,CST
24048,6,CST
24049,6,CST
24050,6,CST
24051,6,CST
24052,6,CST
24053,6,CST
24054,6,CST
24055,6,CST
24056,6,CST
24057,6,CST
24058,6,CST
25000,7,MST
25001,7,MST
25002,7,MST
25003,7,MST
25004,7,MST
25005,7,MST
25006,7,MST
25007,7,MST
25008,7,MST
25009,7,MST
25010,7,MST
25011,7,MST
25012,7,MST
25013,7,MST
25014,7,MST
25015,7,MST
25016,7,MST
25017,7,MST
25018,7,MST
26000,7,MST
26001,7,MST
26002,7,MST
26003,7,MST
26004,7,MST
26005,7,MST
26006,7,MST
26007,7,MST
26008,7,MST
26009,7,MST
26010,7,MST
26011,7,MST
26012,7,MST
26013,7,MST
26014,7,MST
26015,7,MST
26016,7,MST
26017,7,MST
26018,7,MST
26019,7,MST
26020,7,MST
26021,7,MST
26022,7,MST
26023,7,MST
26024,7,MST
26025,7,MST
26026,7,MST
26027,7,MST
26028,7,MST
26029,7,MST
26030,7,MST
26031,7,MST
26032,7,MST
26033,7,MST
26034,7,MST
26035,7,MST
26036,7,MST
26037,7,MST
26038,7,MST
26039,7,MST
26040,7,MST
26041,7,MST
26042,7,MST
26043,7,MST
26044,7,MST
26045,7,MST
26046,7,MST
26047,7,MST
26048,7,MST
26049,7,MST
26050,7,MST
26051,7,MST
26052,7,MST
26053,7,MST
26054,7,MST
26055,7,MST
26056,7,MST
26057,7,MST
26058,7,MST
26059,7,MST
26060,7,MST
26061,7,MST
26062,7,MST
26063,7,MST
26064,7,MST
26065,7,MST
26066,7,MST
26067,7,MST
26068,7,MST
26069,7,MST
26070,7,MST
26071,7,MST
26072,7,MST
27000,6,CST
27001,6,CST
27002,6,CST
27003,6,CST
27004,6,CST
27005,6,CST
27006,6,CST
27007,6,CST
27008,6,CST
27009,6,CST
27010,6,CST
27011,6,CST
27012,6,CST
27013,6,CST
27014,6,CST
27015,6,CST
27016,6,CST
27017,6,CST
28000,6,CST
28001,6,CST
28002,6,CST
28003,6,CST
28004,6,CST
28005,6,CST
28006,6,CST
28007,6,CST
28008,6,CST
28009,6,CST
28010,6,CST
28011,6,CST
28012,6,CST
28013,6,CST
28014,6,CST
28015,6,CST
28016,6,CST
28017,6,CST
28018,6,CST
28019,6,CST
28020,6,CST
28021,6,CST
28022,6,CST
28023,6,CST
28024,6,CST
28025,6,CST
28026,6,CST
28027,6,CST
28028,6,CST
28029,6,CST
28030,6,CST
28031,6,CST
28032,6,CST
28033,6,CST
28034,6,CST
28035,6,CST
28036,6,CST
28037,6,CST
28038,6,CST
28039,6,CST
28040,6,CST
28041,6,CST
28042,6,CST
28043,6,CST
29000,6,CST
29001,6,CST
29002,6,CST
29003,6,CST
29004,6,CST
29005,6,CST
29006,6,CST
29007,6,CST
29008,6,CST
29009,6,CST
29010,6,CST
29011,6,CST
29012,6,CST
29013,6,CST
29014,6,CST
29015,6,CST
29016,6,CST
29017,6,CST
29018,6,CST
29019,6,CST
29020,6,CST
29021,6,CST
29022,6,CST
29023,6,CST
29024,6,CST
29025,6,CST
29026,6,CST
29027,6,CST
29028,6,CST
29029,6,CST
29030,6,CST
29031,6,CST
29032,6,CST
29033,6,CST
29034,6,CST
29035,6,CST
29036,6,CST
29037,6,CST
29038,6,CST
29039,6,CST
29040,6,CST
29041,6,CST
29042,6,CST
29043,6,CST
29044,6,CST
29045,6,CST
29046,6,CST
29047,6,CST
29048,6,CST
29049,6,CST
29050,6,CST
29051,6,CST
29052,6,CST
29053,6,CST
29054,6,CST
29055,6,CST
29056,6,CST
29057,6,CST
29058,6,CST
29059,6,CST
29060,6,CST
30000,6,CST
30001,6,CST
30002,6,CST
30003,6,CST
30004,6,CST
30005,6,CST
30006,6,CST
30007,6,CST
30008,6,CST
30009,6,CST
30010,6,CST
30011,6,CST
30012,6,CST
30013,6,CST
30014,6,CST
30015,6,CST
30016,6,CST
30017,6,CST
30018,6,CST
30019,6,CST
30020,6,CST
30021,6,CST
30022,6,CST
30023,6,CST
30024,6,CST
30025,6,CST
30026,6,CST
30027,6,CST
30028,6,CST
30029,6,CST
30030,6,CST
30031,6,CST
30032,6,CST
30033,6,CST
30034,6,CST
30035,6,CST
30036,6,CST
30037,6,CST
30038,6,CST
30039,6,CST
30040,6,CST
30041,6,CST
30042,6,CST
30043,6,CST
30044,6,CST
30045,6,CST
30046,6,CST
30047,6,CST
30048,6,CST
30049,6,CST
30050,6,CST
30051,6,CST
30052,6,CST
30053,6,CST
30054,6,CST
30055,6,CST
30056,6,CST
30057,6,CST
30058,6,CST
30059,6,CST
30060,6,CST
30061,6,CST
30062,6,CST
30063,6,CST
30064,6,CST
30065,6,CST
30066,6,CST
30067,6,CST
30068,6,CST
30069,6,CST
30070,6,CST
30071,6,CST
30072,6,CST
30073,6,CST
30074,6,CST
30075,6,CST
30076,6,CST
30077,6,CST
30078,6,CST
30079,6,CST
30080,6,CST
30081,6,CST
30082,6,CST
30083,6,CST
30084,6,CST
30085,6,CST
30086,6,CST
30087,6,CST
30088,6,CST
30089,6,CST
30090,6,CST
30091,6,CST
30092,6,CST
30093,6,CST
30094,6,CST
30095,6,CST
30096,6,CST
30097,6,CST
30098,6,CST
30099,6,CST
30100,6,CST
30101,6,CST
30102,6,CST
30103,6,CST
30104,6,CST
30105,6,CST
30106,6,CST
30107,6,CST
30108,6,CST
30109,6,CST
30110,6,CST
30111,6,CST
30112,6,CST
30113,6,CST
30114,6,CST
30115,6,CST
30116,6,CST
30117,6,CST
30118,6,CST
30119,6,CST
30120,6,CST
30121,6,CST
30122,6,CST
30123,6,CST
30124,6,CST
30125,6,CST
30126,6,CST
30127,6,CST
30128,6,CST
30129,6,CST
30130,6,CST
30131,6,CST
30132,6,CST
30133,6,CST
30134,6,CST
30135,6,CST
30136,6,CST
30137,6,CST
30138,6,CST
30139,6,CST
30140,6,CST
30141,6,CST
30142,6,CST
30143,6,CST
30144,6,CST
30145,6,CST
30146,6,CST
30147,6,CST
30148,6,CST
30149,6,CST
30150,6,CST
30151,6,CST
30152,6,CST
30153,6,CST
30154,6,CST
30155,6,CST
30156,6,CST
30157,6,CST
30158,6,CST
30159,6,CST
30160,6,CST
30161,6,CST
30162,6,CST
30163,6,CST
30164,6,CST
30165,6,CST
30166,6,CST
30167,6,CST
30168,6,CST
30169,6,CST
30170,6,CST
30171,6,CST
30172,6,CST
30173,6,CST
30174,6,CST
30175,6,CST
30176,6,CST
30177,6,CST
30178,6,CST
30179,6,CST
30180,6,CST
30181,6,CST
30182,6,CST
30183,6,CST
30184,6,CST
30185,6,CST
30186,6,CST
30187,6,CST
30188,6,CST
30189,6,CST
30190,6,CST
30191,6,CST
30192,6,CST
30193,6,CST
30194,6,CST
30195,6,CST
30196,6,CST
30197,6,CST
30198,6,CST
30199,6,CST
30200,6,CST
30201,6,CST
30202,6,CST
30203,6,CST
30204,6,CST
30205,6,CST
30206,6,CST
30207,6,CST
30208,6,CST
30209,6,CST
30210,6,CST
30211,6,CST
30212,6,CST
31000,6,CST
31001,6,CST
31002,6,CST
31003,6,CST
31004,6,CST
31005,6,CST
31006,6,CST
31007,6,CST
31008,6,CST
31009,6,CST
31010,6,CST
31011,6,CST
31012,6,CST
31013,6,CST
31014,6,CST
31015,6,CST
31016,6,CST
31017,6,CST
31018,6,CST
31019,6,CST
31020,6,CST
31021,6,CST
31022,6,CST
31023,6,CST
31024,6,CST
31025,6,CST
31026,6,CST
31027,6,CST
31028,6,CST
31029,6,CST
31030,6,CST
31031,6,CST
31032,6,CST
31033,6,CST
31034,6,CST
31035,6,CST
31036,6,CST
31037,6,CST
31038,6,CST
31039,6,CST
31040,6,CST
31041,6,CST
31042,6,CST
31043,6,CST
31044,6,CST
31045,6,CST
31046,6,CST
31047,6,CST
31048,6,CST
31049,6,CST
31050,6,CST
31051,6,CST
31052,6,CST
31053,6,CST
31054,6,CST
31055,6,CST
31056,6,CST
31057,6,CST
31058,6,CST
31059,6,CST
31060,6,CST
31061,6,CST
31062,6,CST
31063,6,CST
31064,6,CST
31065,6,CST
31066,6,CST
31067,6,CST
31068,6,CST
31069,6,CST
31070,6,CST
31071,6,CST
31072,6,CST
31073,6,CST
31074,6,CST
31075,6,CST
31076,6,CST
31077,6,CST
31078,6,CST
31079,6,CST
31080,6,CST
31081,6,CST
31082,6,CST
31083,6,CST
31084,6,CST
31085,6,CST
31086,6,CST
31087,6,CST
31088,6,CST
31089,6,CST
31090,6,CST
31091,6,CST
31092,6,CST
31093,6,CST
31094,6,CST
31095,6,CST
31096,6,CST
31097,6,CST
31098,6,CST
31099,6,CST
31100,6,CST
31101,6,CST
31102,6,CST
31103,6,CST
31104,6,CST
31105,6,CST
31106,6,CST
32000,6,CST
32001,6,CST
32002,6,CST
32003,6,CST
32004,6,CST
32005,6,CST
32006,6,CST
32007,6,CST
32008,6,CST
32009,6,CST
32010,6,CST
32011,6,CST
32012,6,CST
32013,6,CST
32014,6,CST
32015,6,CST
32016,6,CST
32017,6,CST
32018,6,CST
32019,6,CST
32020,6,CST
32021,6,CST
32022,6,CST
32023,6,CST
32024,6,CST
32025,6,CST
32026,6,CST
32027,6,CST
32028,6,CST
32029,6,CST
32030,6,CST
32031,6,CST
32032,6,CST
32033,6,CST
32034,6,CST
32035,6,CST
32036,6,CST
32037,6,CST
32038,6,CST
32039,6,CST
32040,6,CST
32041,6,CST
32042,6,CST
32043,6,CST
32044,6,CST
32045,6,CST
32046,6,CST
32047,6,CST
32048,6,CST
32049,6,CST
32050,6,CST
32051,6,CST
32052,6,CST
32053,6,CST
32054,6,CST
32055,6,CST
32056,6,CST
32057,6,CST
32058,6,CST
