 GRIDCODE,CVIDE,Fa,USs4ginMUNICIPIO (m2)
       32296 ,        1007 ,  0.188555822     ,   192282768.    
       32297 ,        1007 ,  0.147543520     ,   192282768.    
       32647 ,        1007 ,   0.00000000     ,   192282768.    
       32648 ,        1007 ,   0.00000000     ,   192282768.    
       32649 ,        1007 ,   0.00000000     ,   192282768.    
       32650 ,        1007 ,   7.58146793E-02 ,   192282768.    
       30881 ,        1008 ,   0.00000000     ,   106332152.    
       30882 ,        1008 ,   0.00000000     ,   106332152.    
       30883 ,        1008 ,   0.00000000     ,   106332152.    
       31233 ,        1008 ,   0.00000000     ,   106332152.    
       31234 ,        1008 ,   0.00000000     ,   106332152.    
       31235 ,        1008 ,   2.80226227E-02 ,   106332152.    
       31236 ,        1008 ,   0.00000000     ,   106332152.    
       31585 ,        1008 ,   0.00000000     ,   106332152.    
       31586 ,        1008 ,   0.00000000     ,   106332152.    
       31587 ,        1008 ,   1.15087181E-02 ,   106332152.    
       31588 ,        1008 ,  0.460261077     ,   106332152.    
       31589 ,        1008 ,  0.230997115     ,   106332152.    
       31939 ,        1008 ,   0.00000000     ,   106332152.    
       31940 ,        1008 ,   0.00000000     ,   106332152.    
       31941 ,        1008 ,  0.159236878     ,   106332152.    
       31942 ,        1008 ,  0.109973565     ,   106332152.    
       32292 ,        1008 ,   0.00000000     ,   106332152.    
       32293 ,        1008 ,   0.00000000     ,   106332152.    
       32294 ,        1008 ,   0.00000000     ,   106332152.    
       31591 ,        1009 ,   7.62432143E-02 ,   143216672.    
       31592 ,        1009 ,   5.79156540E-02 ,   143216672.    
       31943 ,        1009 ,   7.05194473E-02 ,   143216672.    
       31944 ,        1009 ,  0.424061865     ,   143216672.    
       31945 ,        1009 ,   2.53005931E-03 ,   143216672.    
       32296 ,        1009 ,   3.07212904E-04 ,   143216672.    
       32297 ,        1009 ,  0.298733056     ,   143216672.    
       32298 ,        1009 ,   4.50401008E-02 ,   143216672.    
       32650 ,        1009 ,   2.04525739E-02 ,   143216672.    
       32651 ,        1009 ,   4.19680774E-03 ,   143216672.    
       30179 ,        1010 ,   1.51485228E-03 ,   362805312.    
       30180 ,        1010 ,  0.138042927     ,   362805312.    
       30181 ,        1010 ,   6.15401752E-02 ,   362805312.    
       30532 ,        1010 ,   0.00000000     ,   362805312.    
       30533 ,        1010 ,  0.192580536     ,   362805312.    
       30534 ,        1010 ,  0.209481761     ,   362805312.    
       30535 ,        1010 ,   7.04624578E-02 ,   362805312.    
       30536 ,        1010 ,   9.69606917E-04 ,   362805312.    
       30886 ,        1010 ,   4.43828255E-02 ,   362805312.    
       30887 ,        1010 ,  0.203110635     ,   362805312.    
       30888 ,        1010 ,   5.03059998E-02 ,   362805312.    
       30889 ,        1010 ,   0.00000000     ,   362805312.    
       31239 ,        1010 ,   0.00000000     ,   362805312.    
       31240 ,        1010 ,   2.58099120E-02 ,   362805312.    
       31241 ,        1010 ,   1.79837050E-03 ,   362805312.    
       30884 ,        1011 ,  0.141414911     ,   75128064.0    
       30885 ,        1011 ,  0.117819726     ,   75128064.0    
       30886 ,        1011 ,   0.00000000     ,   75128064.0    
       31237 ,        1011 ,  0.335400909     ,   75128064.0    
       31238 ,        1011 ,  0.278595299     ,   75128064.0    
       31239 ,        1011 ,  0.126745492     ,   75128064.0    
       31592 ,        1011 ,   2.36450014E-05 ,   75128064.0    
       58300 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58301 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58302 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58303 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58304 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58642 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58643 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58644 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58645 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58646 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58647 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58648 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58649 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58650 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58651 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58652 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58653 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58654 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58655 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58656 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58657 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58995 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58996 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58997 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58998 ,        2001 ,   0.00000000     ,   2.23587072E+09
       58999 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59000 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59001 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59002 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59003 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59004 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59005 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59006 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59007 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59008 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59009 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59010 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59335 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59336 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59337 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59348 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59349 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59350 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59351 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59352 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59353 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59354 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59355 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59356 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59357 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59358 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59359 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59360 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59361 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59362 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59363 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59688 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59689 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59690 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59702 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59703 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59704 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59705 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59706 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59707 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59708 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59709 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59710 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59711 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59712 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59713 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59714 ,        2001 ,   0.00000000     ,   2.23587072E+09
       59715 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60042 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60043 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60055 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60056 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60057 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60058 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60059 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60060 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60061 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60062 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60063 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60064 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60065 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60066 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60067 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60068 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60069 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60071 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60392 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60395 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60396 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60408 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60409 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60410 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60411 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60412 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60413 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60414 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60415 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60416 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60417 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60418 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60419 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60420 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60421 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60422 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60745 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60749 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60761 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60762 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60763 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60764 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60765 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60766 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60767 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60768 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60769 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60770 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60771 ,        2001 ,   0.00000000     ,   2.23587072E+09
       60772 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61114 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61115 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61116 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61117 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61118 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61119 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61120 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61121 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61122 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61123 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61124 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61125 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61466 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61467 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61468 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61469 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61470 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61471 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61472 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61473 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61474 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61475 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61476 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61477 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61478 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61480 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61818 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61819 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61820 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61821 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61822 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61823 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61824 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61825 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61826 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61827 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61828 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61829 ,        2001 ,   0.00000000     ,   2.23587072E+09
       61830 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62170 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62171 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62172 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62173 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62174 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62175 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62176 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62177 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62178 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62179 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62180 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62181 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62182 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62183 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62523 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62524 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62525 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62526 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62527 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62528 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62529 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62530 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62531 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62532 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62533 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62534 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62535 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62875 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62876 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62877 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62878 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62879 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62880 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62881 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62882 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62883 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62884 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62885 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62886 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62887 ,        2001 ,   0.00000000     ,   2.23587072E+09
       62891 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63227 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63228 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63229 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63230 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63231 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63232 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63233 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63234 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63235 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63236 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63237 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63238 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63239 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63244 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63579 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63580 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63581 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63582 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63583 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63584 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63585 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63586 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63587 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63588 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63589 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63590 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63591 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63592 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63932 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63933 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63934 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63935 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63936 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63937 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63938 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63939 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63940 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63941 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63942 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63943 ,        2001 ,   0.00000000     ,   2.23587072E+09
       63944 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64246 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64247 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64284 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64285 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64286 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64287 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64288 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64289 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64290 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64291 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64292 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64293 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64294 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64295 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64296 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64297 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64599 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64600 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64636 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64637 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64638 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64639 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64640 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64641 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64642 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64643 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64644 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64645 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64646 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64647 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64648 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64649 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64952 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64953 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64988 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64989 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64990 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64991 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64992 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64993 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64994 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64995 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64996 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64997 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64998 ,        2001 ,   0.00000000     ,   2.23587072E+09
       64999 ,        2001 ,   0.00000000     ,   2.23587072E+09
       65000 ,        2001 ,   0.00000000     ,   2.23587072E+09
       65001 ,        2001 ,   0.00000000     ,   2.23587072E+09
       65305 ,        2001 ,   0.00000000     ,   2.23587072E+09
       65306 ,        2001 ,   0.00000000     ,   2.23587072E+09
       65339 ,        2001 ,   0.00000000     ,   2.23587072E+09
