 GRIDCODE,CVIDE,Fa,USs4ginMUNICIPIO (m2)
       55942 ,        5023 ,   0.00000000     ,   42670820.0    
       55943 ,        5023 ,   0.00000000     ,   42670820.0    
       55944 ,        5023 ,   0.00000000     ,   42670820.0    
       55945 ,        5023 ,   0.00000000     ,   42670820.0    
       55946 ,        5023 ,   0.00000000     ,   42670820.0    
       55947 ,        5023 ,   0.00000000     ,   42670820.0    
       55948 ,        5023 ,   0.00000000     ,   42670820.0    
       55949 ,        5023 ,   0.00000000     ,   42670820.0    
       56286 ,        5023 ,   0.00000000     ,   42670820.0    
       56287 ,        5023 ,   0.00000000     ,   42670820.0    
       56288 ,        5023 ,   0.00000000     ,   42670820.0    
       56289 ,        5023 ,   0.00000000     ,   42670820.0    
       56290 ,        5023 ,   0.00000000     ,   42670820.0    
       56291 ,        5023 ,   0.00000000     ,   42670820.0    
       56292 ,        5023 ,   0.00000000     ,   42670820.0    
       56293 ,        5023 ,   0.00000000     ,   42670820.0    
       56294 ,        5023 ,   0.00000000     ,   42670820.0    
       56295 ,        5023 ,   0.00000000     ,   42670820.0    
       56296 ,        5023 ,   0.00000000     ,   42670820.0    
       56297 ,        5023 ,   0.00000000     ,   42670820.0    
       56298 ,        5023 ,   0.00000000     ,   42670820.0    
       56299 ,        5023 ,   0.00000000     ,   42670820.0    
       56300 ,        5023 ,   0.00000000     ,   42670820.0    
       56301 ,        5023 ,   0.00000000     ,   42670820.0    
       56302 ,        5023 ,   0.00000000     ,   42670820.0    
       56639 ,        5023 ,   0.00000000     ,   42670820.0    
       56640 ,        5023 ,   0.00000000     ,   42670820.0    
       56641 ,        5023 ,   0.00000000     ,   42670820.0    
       56642 ,        5023 ,   0.00000000     ,   42670820.0    
       56643 ,        5023 ,   0.00000000     ,   42670820.0    
       56644 ,        5023 ,   0.00000000     ,   42670820.0    
       56645 ,        5023 ,   0.00000000     ,   42670820.0    
       56646 ,        5023 ,   0.00000000     ,   42670820.0    
       56647 ,        5023 ,   0.00000000     ,   42670820.0    
       56648 ,        5023 ,   0.00000000     ,   42670820.0    
       56649 ,        5023 ,   0.00000000     ,   42670820.0    
       56650 ,        5023 ,   0.00000000     ,   42670820.0    
       56651 ,        5023 ,   0.00000000     ,   42670820.0    
       56652 ,        5023 ,   0.00000000     ,   42670820.0    
       56653 ,        5023 ,   0.00000000     ,   42670820.0    
       56654 ,        5023 ,   0.00000000     ,   42670820.0    
       56992 ,        5023 ,   0.00000000     ,   42670820.0    
       56993 ,        5023 ,   0.00000000     ,   42670820.0    
       56994 ,        5023 ,   0.00000000     ,   42670820.0    
       56995 ,        5023 ,   0.00000000     ,   42670820.0    
       56996 ,        5023 ,   0.00000000     ,   42670820.0    
       56997 ,        5023 ,   0.00000000     ,   42670820.0    
       56998 ,        5023 ,   0.00000000     ,   42670820.0    
       56999 ,        5023 ,   0.00000000     ,   42670820.0    
       57000 ,        5023 ,   0.00000000     ,   42670820.0    
       57001 ,        5023 ,   0.00000000     ,   42670820.0    
       57002 ,        5023 ,   0.00000000     ,   42670820.0    
       57003 ,        5023 ,   0.00000000     ,   42670820.0    
       57004 ,        5023 ,   0.00000000     ,   42670820.0    
       57005 ,        5023 ,   0.00000000     ,   42670820.0    
       57006 ,        5023 ,   0.00000000     ,   42670820.0    
       57007 ,        5023 ,   0.00000000     ,   42670820.0    
       57345 ,        5023 ,   0.00000000     ,   42670820.0    
       57346 ,        5023 ,   0.00000000     ,   42670820.0    
       57347 ,        5023 ,   0.00000000     ,   42670820.0    
       57348 ,        5023 ,   0.00000000     ,   42670820.0    
       57349 ,        5023 ,   0.00000000     ,   42670820.0    
       57350 ,        5023 ,   0.00000000     ,   42670820.0    
       57351 ,        5023 ,   0.00000000     ,   42670820.0    
       57352 ,        5023 ,   0.00000000     ,   42670820.0    
       57353 ,        5023 ,   0.00000000     ,   42670820.0    
       57354 ,        5023 ,   0.00000000     ,   42670820.0    
       57355 ,        5023 ,   0.00000000     ,   42670820.0    
       57356 ,        5023 ,   0.00000000     ,   42670820.0    
       57357 ,        5023 ,   0.00000000     ,   42670820.0    
       57358 ,        5023 ,   0.00000000     ,   42670820.0    
       57699 ,        5023 ,   0.00000000     ,   42670820.0    
       57700 ,        5023 ,   0.00000000     ,   42670820.0    
       57701 ,        5023 ,   0.00000000     ,   42670820.0    
       57702 ,        5023 ,   0.00000000     ,   42670820.0    
       57703 ,        5023 ,   0.00000000     ,   42670820.0    
       57704 ,        5023 ,   0.00000000     ,   42670820.0    
       57705 ,        5023 ,   7.43720233E-02 ,   42670820.0    
       57706 ,        5023 ,  0.178616419     ,   42670820.0    
       57707 ,        5023 ,   0.00000000     ,   42670820.0    
       57708 ,        5023 ,   0.00000000     ,   42670820.0    
       57709 ,        5023 ,   0.00000000     ,   42670820.0    
       57710 ,        5023 ,   0.00000000     ,   42670820.0    
       57711 ,        5023 ,   0.00000000     ,   42670820.0    
       58052 ,        5023 ,   0.00000000     ,   42670820.0    
       58053 ,        5023 ,   0.00000000     ,   42670820.0    
       58054 ,        5023 ,   0.00000000     ,   42670820.0    
       58055 ,        5023 ,   0.00000000     ,   42670820.0    
       58056 ,        5023 ,   0.00000000     ,   42670820.0    
       58057 ,        5023 ,   0.00000000     ,   42670820.0    
       58058 ,        5023 ,  0.100521468     ,   42670820.0    
       58059 ,        5023 ,  0.165105537     ,   42670820.0    
       58060 ,        5023 ,   0.00000000     ,   42670820.0    
       58061 ,        5023 ,   0.00000000     ,   42670820.0    
       58062 ,        5023 ,   0.00000000     ,   42670820.0    
       58063 ,        5023 ,   0.00000000     ,   42670820.0    
       58064 ,        5023 ,   0.00000000     ,   42670820.0    
       58405 ,        5023 ,   0.00000000     ,   42670820.0    
       58406 ,        5023 ,   0.00000000     ,   42670820.0    
       58407 ,        5023 ,   0.00000000     ,   42670820.0    
       58408 ,        5023 ,   0.00000000     ,   42670820.0    
       58409 ,        5023 ,   0.00000000     ,   42670820.0    
       58410 ,        5023 ,   0.00000000     ,   42670820.0    
       58411 ,        5023 ,   0.00000000     ,   42670820.0    
       58412 ,        5023 ,   0.00000000     ,   42670820.0    
       58413 ,        5023 ,  0.188455626     ,   42670820.0    
       58414 ,        5023 ,   1.06352819E-02 ,   42670820.0    
       58415 ,        5023 ,   0.00000000     ,   42670820.0    
       58416 ,        5023 ,   0.00000000     ,   42670820.0    
       58417 ,        5023 ,   0.00000000     ,   42670820.0    
       58759 ,        5023 ,   0.00000000     ,   42670820.0    
       58760 ,        5023 ,   0.00000000     ,   42670820.0    
       58761 ,        5023 ,  0.109447874     ,   42670820.0    
       58762 ,        5023 ,   0.00000000     ,   42670820.0    
       58763 ,        5023 ,   0.00000000     ,   42670820.0    
       58764 ,        5023 ,   0.00000000     ,   42670820.0    
       58765 ,        5023 ,   0.00000000     ,   42670820.0    
       58766 ,        5023 ,   0.00000000     ,   42670820.0    
       58767 ,        5023 ,   0.00000000     ,   42670820.0    
       58768 ,        5023 ,   0.00000000     ,   42670820.0    
       58769 ,        5023 ,   0.00000000     ,   42670820.0    
       58770 ,        5023 ,   0.00000000     ,   42670820.0    
       59110 ,        5023 ,   0.00000000     ,   42670820.0    
       59111 ,        5023 ,   0.00000000     ,   42670820.0    
       59112 ,        5023 ,   0.00000000     ,   42670820.0    
       59113 ,        5023 ,   0.00000000     ,   42670820.0    
       59114 ,        5023 ,   3.22039681E-03 ,   42670820.0    
       59115 ,        5023 ,   0.00000000     ,   42670820.0    
       59116 ,        5023 ,   0.00000000     ,   42670820.0    
       59117 ,        5023 ,   0.00000000     ,   42670820.0    
       59118 ,        5023 ,   0.00000000     ,   42670820.0    
       59119 ,        5023 ,   0.00000000     ,   42670820.0    
       59120 ,        5023 ,   0.00000000     ,   42670820.0    
       59121 ,        5023 ,   0.00000000     ,   42670820.0    
       59122 ,        5023 ,   0.00000000     ,   42670820.0    
       59463 ,        5023 ,   0.00000000     ,   42670820.0    
       59464 ,        5023 ,   0.00000000     ,   42670820.0    
       59465 ,        5023 ,   0.00000000     ,   42670820.0    
       59466 ,        5023 ,   0.00000000     ,   42670820.0    
       59467 ,        5023 ,   0.00000000     ,   42670820.0    
       59468 ,        5023 ,   0.00000000     ,   42670820.0    
       59469 ,        5023 ,   0.00000000     ,   42670820.0    
       59470 ,        5023 ,   0.00000000     ,   42670820.0    
       59471 ,        5023 ,   0.00000000     ,   42670820.0    
       59472 ,        5023 ,   0.00000000     ,   42670820.0    
       59473 ,        5023 ,   0.00000000     ,   42670820.0    
       59474 ,        5023 ,   0.00000000     ,   42670820.0    
       59475 ,        5023 ,   0.00000000     ,   42670820.0    
       59816 ,        5023 ,   0.00000000     ,   42670820.0    
       59817 ,        5023 ,   0.00000000     ,   42670820.0    
       59818 ,        5023 ,   0.00000000     ,   42670820.0    
       59819 ,        5023 ,   0.00000000     ,   42670820.0    
       59820 ,        5023 ,   0.00000000     ,   42670820.0    
       59821 ,        5023 ,   0.00000000     ,   42670820.0    
       59822 ,        5023 ,   0.00000000     ,   42670820.0    
       59823 ,        5023 ,   0.00000000     ,   42670820.0    
       59824 ,        5023 ,   0.00000000     ,   42670820.0    
       59825 ,        5023 ,   0.00000000     ,   42670820.0    
       59826 ,        5023 ,   0.00000000     ,   42670820.0    
       59827 ,        5023 ,   0.00000000     ,   42670820.0    
       60170 ,        5023 ,   0.00000000     ,   42670820.0    
       60171 ,        5023 ,   0.00000000     ,   42670820.0    
       60172 ,        5023 ,   0.00000000     ,   42670820.0    
       60173 ,        5023 ,   0.00000000     ,   42670820.0    
       60174 ,        5023 ,   0.00000000     ,   42670820.0    
       60175 ,        5023 ,   0.00000000     ,   42670820.0    
       60176 ,        5023 ,   0.00000000     ,   42670820.0    
       60177 ,        5023 ,   0.00000000     ,   42670820.0    
       60178 ,        5023 ,   0.00000000     ,   42670820.0    
       60179 ,        5023 ,   0.00000000     ,   42670820.0    
       60180 ,        5023 ,   0.00000000     ,   42670820.0    
       60524 ,        5023 ,   0.00000000     ,   42670820.0    
       60525 ,        5023 ,   0.00000000     ,   42670820.0    
       60526 ,        5023 ,   0.00000000     ,   42670820.0    
       60527 ,        5023 ,   0.00000000     ,   42670820.0    
       60528 ,        5023 ,   0.00000000     ,   42670820.0    
       60529 ,        5023 ,   0.00000000     ,   42670820.0    
       60530 ,        5023 ,   0.00000000     ,   42670820.0    
       60531 ,        5023 ,   0.00000000     ,   42670820.0    
       60532 ,        5023 ,   0.00000000     ,   42670820.0    
       60533 ,        5023 ,   0.00000000     ,   42670820.0    
       60534 ,        5023 ,   0.00000000     ,   42670820.0    
       60877 ,        5023 ,   0.00000000     ,   42670820.0    
       60878 ,        5023 ,   0.00000000     ,   42670820.0    
       60879 ,        5023 ,   0.00000000     ,   42670820.0    
       60880 ,        5023 ,   0.00000000     ,   42670820.0    
       60881 ,        5023 ,   0.00000000     ,   42670820.0    
       60882 ,        5023 ,   0.00000000     ,   42670820.0    
       60883 ,        5023 ,   0.00000000     ,   42670820.0    
       60884 ,        5023 ,   0.00000000     ,   42670820.0    
       60885 ,        5023 ,   0.00000000     ,   42670820.0    
       60886 ,        5023 ,   0.00000000     ,   42670820.0    
       60887 ,        5023 ,   0.00000000     ,   42670820.0    
       61231 ,        5023 ,   0.00000000     ,   42670820.0    
       61232 ,        5023 ,   0.00000000     ,   42670820.0    
       61233 ,        5023 ,   0.00000000     ,   42670820.0    
       61234 ,        5023 ,   0.00000000     ,   42670820.0    
       61235 ,        5023 ,   0.00000000     ,   42670820.0    
       61236 ,        5023 ,   0.00000000     ,   42670820.0    
       61237 ,        5023 ,   0.00000000     ,   42670820.0    
       61238 ,        5023 ,   0.00000000     ,   42670820.0    
       61239 ,        5023 ,   0.00000000     ,   42670820.0    
       61240 ,        5023 ,   0.00000000     ,   42670820.0    
       61586 ,        5023 ,   0.00000000     ,   42670820.0    
       61587 ,        5023 ,   0.00000000     ,   42670820.0    
       61588 ,        5023 ,   0.00000000     ,   42670820.0    
       61589 ,        5023 ,   0.00000000     ,   42670820.0    
       61590 ,        5023 ,   0.00000000     ,   42670820.0    
       61591 ,        5023 ,   0.00000000     ,   42670820.0    
       61592 ,        5023 ,   0.00000000     ,   42670820.0    
       61593 ,        5023 ,   0.00000000     ,   42670820.0    
       61940 ,        5023 ,   0.00000000     ,   42670820.0    
       61941 ,        5023 ,   0.00000000     ,   42670820.0    
       61942 ,        5023 ,   0.00000000     ,   42670820.0    
       61943 ,        5023 ,   0.00000000     ,   42670820.0    
       61944 ,        5023 ,   0.00000000     ,   42670820.0    
       62294 ,        5023 ,   0.00000000     ,   42670820.0    
       62295 ,        5023 ,   0.00000000     ,   42670820.0    
       62296 ,        5023 ,   0.00000000     ,   42670820.0    
       42893 ,        5024 ,   0.00000000     ,   517908832.    
       42894 ,        5024 ,   1.69907900E-04 ,   517908832.    
       43245 ,        5024 ,   0.00000000     ,   517908832.    
       43246 ,        5024 ,   0.00000000     ,   517908832.    
       43247 ,        5024 ,   0.00000000     ,   517908832.    
       43248 ,        5024 ,   0.00000000     ,   517908832.    
       43597 ,        5024 ,   0.00000000     ,   517908832.    
       43598 ,        5024 ,   0.00000000     ,   517908832.    
       43599 ,        5024 ,   0.00000000     ,   517908832.    
       43600 ,        5024 ,   0.00000000     ,   517908832.    
       43601 ,        5024 ,   0.00000000     ,   517908832.    
       43949 ,        5024 ,   0.00000000     ,   517908832.    
       43950 ,        5024 ,   0.00000000     ,   517908832.    
       43951 ,        5024 ,   0.00000000     ,   517908832.    
       43952 ,        5024 ,   0.00000000     ,   517908832.    
       43953 ,        5024 ,   0.00000000     ,   517908832.    
       43954 ,        5024 ,   0.00000000     ,   517908832.    
       43955 ,        5024 ,   0.00000000     ,   517908832.    
       44296 ,        5024 ,   0.00000000     ,   517908832.    
       44297 ,        5024 ,   0.00000000     ,   517908832.    
       44298 ,        5024 ,   0.00000000     ,   517908832.    
       44299 ,        5024 ,   0.00000000     ,   517908832.    
       44300 ,        5024 ,   0.00000000     ,   517908832.    
       44301 ,        5024 ,   0.00000000     ,   517908832.    
       44302 ,        5024 ,   0.00000000     ,   517908832.    
       44303 ,        5024 ,   0.00000000     ,   517908832.    
       44304 ,        5024 ,   0.00000000     ,   517908832.    
       44305 ,        5024 ,   0.00000000     ,   517908832.    
       44306 ,        5024 ,   0.00000000     ,   517908832.    
       44307 ,        5024 ,   1.47994338E-02 ,   517908832.    
       44308 ,        5024 ,   7.07393233E-03 ,   517908832.    
       44648 ,        5024 ,   0.00000000     ,   517908832.    
       44649 ,        5024 ,   0.00000000     ,   517908832.    
       44650 ,        5024 ,   0.00000000     ,   517908832.    
       44651 ,        5024 ,   0.00000000     ,   517908832.    
       44652 ,        5024 ,   0.00000000     ,   517908832.    
       44653 ,        5024 ,   0.00000000     ,   517908832.    
       44654 ,        5024 ,   2.50311885E-02 ,   517908832.    
       44655 ,        5024 ,   0.00000000     ,   517908832.    
       44656 ,        5024 ,   0.00000000     ,   517908832.    
       44657 ,        5024 ,   0.00000000     ,   517908832.    
       44658 ,        5024 ,   0.00000000     ,   517908832.    
       44659 ,        5024 ,   0.00000000     ,   517908832.    
       45000 ,        5024 ,   0.00000000     ,   517908832.    
       45001 ,        5024 ,   0.00000000     ,   517908832.    
       45002 ,        5024 ,   0.00000000     ,   517908832.    
       45003 ,        5024 ,   0.00000000     ,   517908832.    
       45004 ,        5024 ,   0.00000000     ,   517908832.    
       45005 ,        5024 ,   0.00000000     ,   517908832.    
       45006 ,        5024 ,   0.00000000     ,   517908832.    
       45007 ,        5024 ,   0.00000000     ,   517908832.    
       45008 ,        5024 ,   0.00000000     ,   517908832.    
       45009 ,        5024 ,   0.00000000     ,   517908832.    
       45010 ,        5024 ,   0.00000000     ,   517908832.    
       45011 ,        5024 ,   0.00000000     ,   517908832.    
       45012 ,        5024 ,   0.00000000     ,   517908832.    
       45353 ,        5024 ,   0.00000000     ,   517908832.    
       45354 ,        5024 ,   0.00000000     ,   517908832.    
       45355 ,        5024 ,   0.00000000     ,   517908832.    
       45356 ,        5024 ,   0.00000000     ,   517908832.    
       45357 ,        5024 ,   0.00000000     ,   517908832.    
       45358 ,        5024 ,   0.00000000     ,   517908832.    
       45359 ,        5024 ,   0.00000000     ,   517908832.    
       45360 ,        5024 ,   0.00000000     ,   517908832.    
       45361 ,        5024 ,   1.16752950E-03 ,   517908832.    
       45362 ,        5024 ,   3.94759253E-02 ,   517908832.    
       45363 ,        5024 ,   0.00000000     ,   517908832.    
       45364 ,        5024 ,   0.00000000     ,   517908832.    
       45365 ,        5024 ,   0.00000000     ,   517908832.    
       45706 ,        5024 ,   0.00000000     ,   517908832.    
       45707 ,        5024 ,   0.00000000     ,   517908832.    
       45708 ,        5024 ,   0.00000000     ,   517908832.    
       45709 ,        5024 ,   0.00000000     ,   517908832.    
       45710 ,        5024 ,   0.00000000     ,   517908832.    
       45711 ,        5024 ,   1.17021557E-02 ,   517908832.    
       45712 ,        5024 ,   2.76081376E-02 ,   517908832.    
       45713 ,        5024 ,   1.47066284E-02 ,   517908832.    
       45714 ,        5024 ,   1.33846784E-02 ,   517908832.    
       45715 ,        5024 ,   1.91673189E-02 ,   517908832.    
       45716 ,        5024 ,   7.08932802E-03 ,   517908832.    
       45717 ,        5024 ,   1.45533157E-03 ,   517908832.    
       46058 ,        5024 ,   0.00000000     ,   517908832.    
       46059 ,        5024 ,   0.00000000     ,   517908832.    
       46060 ,        5024 ,   0.00000000     ,   517908832.    
       46061 ,        5024 ,   0.00000000     ,   517908832.    
       46062 ,        5024 ,   4.97720437E-03 ,   517908832.    
       46063 ,        5024 ,   4.74113785E-03 ,   517908832.    
       46064 ,        5024 ,  0.120937534     ,   517908832.    
       46065 ,        5024 ,   3.77237983E-02 ,   517908832.    
       46066 ,        5024 ,   0.00000000     ,   517908832.    
       46067 ,        5024 ,   9.18941200E-03 ,   517908832.    
       46068 ,        5024 ,   0.00000000     ,   517908832.    
       46069 ,        5024 ,   6.01749271E-02 ,   517908832.    
       46070 ,        5024 ,   1.64246288E-04 ,   517908832.    
       46409 ,        5024 ,   0.00000000     ,   517908832.    
       46410 ,        5024 ,   0.00000000     ,   517908832.    
       46411 ,        5024 ,   0.00000000     ,   517908832.    
       46412 ,        5024 ,   4.26636281E-04 ,   517908832.    
       46413 ,        5024 ,   0.00000000     ,   517908832.    
       46414 ,        5024 ,   3.29824950E-04 ,   517908832.    
       46415 ,        5024 ,   2.43752245E-02 ,   517908832.    
       46416 ,        5024 ,   0.00000000     ,   517908832.    
       46417 ,        5024 ,   1.86639503E-02 ,   517908832.    
       46418 ,        5024 ,   7.13554397E-02 ,   517908832.    
       46419 ,        5024 ,   0.00000000     ,   517908832.    
       46420 ,        5024 ,   2.09818296E-02 ,   517908832.    
       46421 ,        5024 ,   0.00000000     ,   517908832.    
       46422 ,        5024 ,   4.60157200E-04 ,   517908832.    
       46763 ,        5024 ,   0.00000000     ,   517908832.    
       46764 ,        5024 ,   1.20371161E-03 ,   517908832.    
       46765 ,        5024 ,   1.35912318E-02 ,   517908832.    
       46766 ,        5024 ,   6.00563269E-03 ,   517908832.    
       46767 ,        5024 ,   0.00000000     ,   517908832.    
       46768 ,        5024 ,   2.16542613E-02 ,   517908832.    
       46769 ,        5024 ,   2.03546584E-02 ,   517908832.    
       46770 ,        5024 ,   9.20877085E-07 ,   517908832.    
       46771 ,        5024 ,   3.98212224E-02 ,   517908832.    
       46772 ,        5024 ,   0.00000000     ,   517908832.    
       46773 ,        5024 ,   2.30495855E-02 ,   517908832.    
       46774 ,        5024 ,   1.43438289E-02 ,   517908832.    
       47117 ,        5024 ,   1.00094667E-02 ,   517908832.    
       47118 ,        5024 ,   1.47562346E-03 ,   517908832.    
       47119 ,        5024 ,   5.95213212E-02 ,   517908832.    
       47120 ,        5024 ,   0.00000000     ,   517908832.    
       47121 ,        5024 ,   5.84881008E-03 ,   517908832.    
       47122 ,        5024 ,   9.06493217E-02 ,   517908832.    
       47123 ,        5024 ,   3.37688997E-02 ,   517908832.    
       47124 ,        5024 ,   2.01677233E-02 ,   517908832.    
       47125 ,        5024 ,   2.32652854E-02 ,   517908832.    
       47126 ,        5024 ,   2.04276834E-02 ,   517908832.    
       47127 ,        5024 ,   0.00000000     ,   517908832.    
       47128 ,        5024 ,   0.00000000     ,   517908832.    
       47471 ,        5024 ,   0.00000000     ,   517908832.    
       47472 ,        5024 ,   9.63844266E-03 ,   517908832.    
       47473 ,        5024 ,   0.00000000     ,   517908832.    
       47474 ,        5024 ,   0.00000000     ,   517908832.    
       47475 ,        5024 ,   8.22538976E-03 ,   517908832.    
       47476 ,        5024 ,   9.80154332E-03 ,   517908832.    
       47477 ,        5024 ,   9.84263979E-03 ,   517908832.    
       47478 ,        5024 ,   0.00000000     ,   517908832.    
       47479 ,        5024 ,   0.00000000     ,   517908832.    
       47480 ,        5024 ,   0.00000000     ,   517908832.    
       47481 ,        5024 ,   0.00000000     ,   517908832.    
       47825 ,        5024 ,   0.00000000     ,   517908832.    
       47826 ,        5024 ,   0.00000000     ,   517908832.    
       47828 ,        5024 ,   0.00000000     ,   517908832.    
       47829 ,        5024 ,   0.00000000     ,   517908832.    
       47830 ,        5024 ,   0.00000000     ,   517908832.    
       47831 ,        5024 ,   0.00000000     ,   517908832.    
       47832 ,        5024 ,   0.00000000     ,   517908832.    
       47833 ,        5024 ,   0.00000000     ,   517908832.    
       47834 ,        5024 ,   0.00000000     ,   517908832.    
       48181 ,        5024 ,   0.00000000     ,   517908832.    
       48182 ,        5024 ,   0.00000000     ,   517908832.    
       48183 ,        5024 ,   0.00000000     ,   517908832.    
       48184 ,        5024 ,   0.00000000     ,   517908832.    
       48185 ,        5024 ,   0.00000000     ,   517908832.    
       48186 ,        5024 ,   0.00000000     ,   517908832.    
       48187 ,        5024 ,   0.00000000     ,   517908832.    
       48535 ,        5024 ,   0.00000000     ,   517908832.    
       48536 ,        5024 ,   0.00000000     ,   517908832.    
       48537 ,        5024 ,   0.00000000     ,   517908832.    
       48538 ,        5024 ,   0.00000000     ,   517908832.    
       48539 ,        5024 ,   0.00000000     ,   517908832.    
       48540 ,        5024 ,   0.00000000     ,   517908832.    
       48891 ,        5024 ,   0.00000000     ,   517908832.    
       48892 ,        5024 ,   0.00000000     ,   517908832.    
       48893 ,        5024 ,   0.00000000     ,   517908832.    
       49243 ,        5024 ,   0.00000000     ,   517908832.    
       49244 ,        5024 ,   0.00000000     ,   517908832.    
       49245 ,        5024 ,   0.00000000     ,   517908832.    
       49246 ,        5024 ,   0.00000000     ,   517908832.    
       49596 ,        5024 ,   0.00000000     ,   517908832.    
       49597 ,        5024 ,   0.00000000     ,   517908832.    
       49598 ,        5024 ,   0.00000000     ,   517908832.    
       49599 ,        5024 ,   0.00000000     ,   517908832.    
       49948 ,        5024 ,   0.00000000     ,   517908832.    
       49949 ,        5024 ,   0.00000000     ,   517908832.    
       49950 ,        5024 ,   0.00000000     ,   517908832.    
       49951 ,        5024 ,   0.00000000     ,   517908832.    
       59497 ,        5025 ,   2.66363621E-02 ,   70368536.0    
       59848 ,        5025 ,   0.00000000     ,   70368536.0    
       59849 ,        5025 ,   5.31790517E-02 ,   70368536.0    
       59850 ,        5025 ,  0.178518668     ,   70368536.0    
       60200 ,        5025 ,   0.00000000     ,   70368536.0    
       60201 ,        5025 ,   0.00000000     ,   70368536.0    
       60202 ,        5025 ,  0.258034468     ,   70368536.0    
       60203 ,        5025 ,   3.30764018E-02 ,   70368536.0    
       60553 ,        5025 ,   0.00000000     ,   70368536.0    
       60554 ,        5025 ,   5.24507314E-02 ,   70368536.0    
       60555 ,        5025 ,  0.181155235     ,   70368536.0    
       60906 ,        5025 ,   0.00000000     ,   70368536.0    
       60907 ,        5025 ,  0.170871332     ,   70368536.0    
       60908 ,        5025 ,   4.60777879E-02 ,   70368536.0    
       52785 ,        5026 ,   0.00000000     ,   86778992.0    
       52786 ,        5026 ,   0.00000000     ,   86778992.0    
       53138 ,        5026 ,   0.00000000     ,   86778992.0    
       53139 ,        5026 ,   0.00000000     ,   86778992.0    
       53490 ,        5026 ,   0.00000000     ,   86778992.0    
       53491 ,        5026 ,   0.00000000     ,   86778992.0    
       53492 ,        5026 ,   0.00000000     ,   86778992.0    
       53493 ,        5026 ,   0.00000000     ,   86778992.0    
       53842 ,        5026 ,   0.00000000     ,   86778992.0    
       53843 ,        5026 ,   0.00000000     ,   86778992.0    
       53844 ,        5026 ,   0.00000000     ,   86778992.0    
       53845 ,        5026 ,   0.00000000     ,   86778992.0    
       53846 ,        5026 ,   0.00000000     ,   86778992.0    
       53847 ,        5026 ,   0.00000000     ,   86778992.0    
       54193 ,        5026 ,   0.00000000     ,   86778992.0    
       54194 ,        5026 ,   0.00000000     ,   86778992.0    
       54195 ,        5026 ,   4.42509390E-02 ,   86778992.0    
       54196 ,        5026 ,   0.00000000     ,   86778992.0    
       54197 ,        5026 ,   0.00000000     ,   86778992.0    
       54198 ,        5026 ,   0.00000000     ,   86778992.0    
       54199 ,        5026 ,   0.00000000     ,   86778992.0    
       54200 ,        5026 ,   0.00000000     ,   86778992.0    
       54201 ,        5026 ,   0.00000000     ,   86778992.0    
       54202 ,        5026 ,   0.00000000     ,   86778992.0    
       54203 ,        5026 ,   0.00000000     ,   86778992.0    
       54545 ,        5026 ,   0.00000000     ,   86778992.0    
       54546 ,        5026 ,   6.63327947E-02 ,   86778992.0    
       54547 ,        5026 ,   4.84234653E-02 ,   86778992.0    
       54548 ,        5026 ,   0.00000000     ,   86778992.0    
       54549 ,        5026 ,   1.89842843E-03 ,   86778992.0    
       54550 ,        5026 ,  0.468739390     ,   86778992.0    
       54551 ,        5026 ,  0.125121102     ,   86778992.0    
       54552 ,        5026 ,   0.00000000     ,   86778992.0    
       54553 ,        5026 ,   0.00000000     ,   86778992.0    
       54554 ,        5026 ,   2.56721978E-04 ,   86778992.0    
       54555 ,        5026 ,   8.65800828E-02 ,   86778992.0    
       54556 ,        5026 ,   0.00000000     ,   86778992.0    
       54896 ,        5026 ,   0.00000000     ,   86778992.0    
       54897 ,        5026 ,   0.00000000     ,   86778992.0    
       54898 ,        5026 ,   6.20286353E-03 ,   86778992.0    
       54899 ,        5026 ,   7.36325830E-02 ,   86778992.0    
       54900 ,        5026 ,   0.00000000     ,   86778992.0    
       54901 ,        5026 ,   0.00000000     ,   86778992.0    
       54902 ,        5026 ,   0.00000000     ,   86778992.0    
       54903 ,        5026 ,   0.00000000     ,   86778992.0    
       54904 ,        5026 ,   1.00051375E-05 ,   86778992.0    
       54905 ,        5026 ,   0.00000000     ,   86778992.0    
       54906 ,        5026 ,   0.00000000     ,   86778992.0    
       54907 ,        5026 ,   1.16147718E-03 ,   86778992.0    
       54908 ,        5026 ,   1.57965202E-04 ,   86778992.0    
       55249 ,        5026 ,   0.00000000     ,   86778992.0    
       55250 ,        5026 ,   0.00000000     ,   86778992.0    
       55251 ,        5026 ,   3.87244560E-02 ,   86778992.0    
       55252 ,        5026 ,   3.85077149E-02 ,   86778992.0    
       55253 ,        5026 ,   0.00000000     ,   86778992.0    
       55254 ,        5026 ,   0.00000000     ,   86778992.0    
       55255 ,        5026 ,   0.00000000     ,   86778992.0    
       55602 ,        5026 ,   0.00000000     ,   86778992.0    
       55603 ,        5026 ,   0.00000000     ,   86778992.0    
       55956 ,        5026 ,   0.00000000     ,   86778992.0    
       46074 ,        5027 ,   1.47772711E-02 ,   425823104.    
       46075 ,        5027 ,   8.53651166E-02 ,   425823104.    
       46076 ,        5027 ,   4.90534818E-03 ,   425823104.    
       46077 ,        5027 ,   8.04543681E-03 ,   425823104.    
       46078 ,        5027 ,   2.46610790E-02 ,   425823104.    
       46079 ,        5027 ,   1.60718691E-02 ,   425823104.    
       46080 ,        5027 ,   0.00000000     ,   425823104.    
