 GRIDCODE,CVIDE,Fv,USs4ginMUNICIPIO (m2)
       60143 ,        8002 ,   0.00000000     ,   8.83056538E+09
       60144 ,        8002 ,   3.07677407E-03 ,   8.83056538E+09
       60145 ,        8002 ,   7.35986372E-03 ,   8.83056538E+09
       60146 ,        8002 ,   8.33579712E-03 ,   8.83056538E+09
       60147 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60148 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60149 ,        8002 ,   8.58090073E-03 ,   8.83056538E+09
       60150 ,        8002 ,   3.31918360E-03 ,   8.83056538E+09
       60152 ,        8002 ,   8.05803647E-05 ,   8.83056538E+09
       60157 ,        8002 ,   4.90703911E-04 ,   8.83056538E+09
       60495 ,        8002 ,   1.36501377E-03 ,   8.83056538E+09
       60496 ,        8002 ,   3.36728012E-03 ,   8.83056538E+09
       60497 ,        8002 ,   6.49292720E-03 ,   8.83056538E+09
       60498 ,        8002 ,   5.72749833E-03 ,   8.83056538E+09
       60499 ,        8002 ,   8.41543451E-03 ,   8.83056538E+09
       60500 ,        8002 ,   9.15821455E-03 ,   8.83056538E+09
       60501 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60502 ,        8002 ,   9.12844297E-03 ,   8.83056538E+09
       60503 ,        8002 ,   9.16357152E-03 ,   8.83056538E+09
       60504 ,        8002 ,   5.49641624E-03 ,   8.83056538E+09
       60505 ,        8002 ,   7.19735352E-03 ,   8.83056538E+09
       60506 ,        8002 ,   4.58652899E-03 ,   8.83056538E+09
       60507 ,        8002 ,   6.21592905E-03 ,   8.83056538E+09
       60508 ,        8002 ,   4.88415034E-03 ,   8.83056538E+09
       60509 ,        8002 ,   6.91382308E-03 ,   8.83056538E+09
       60510 ,        8002 ,   6.70247478E-03 ,   8.83056538E+09
       60511 ,        8002 ,   3.01113923E-05 ,   8.83056538E+09
       60848 ,        8002 ,   4.76383371E-03 ,   8.83056538E+09
       60849 ,        8002 ,   9.14029963E-03 ,   8.83056538E+09
       60850 ,        8002 ,   2.40693334E-03 ,   8.83056538E+09
       60851 ,        8002 ,   6.09682640E-03 ,   8.83056538E+09
       60852 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60853 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60854 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60855 ,        8002 ,   8.81531835E-03 ,   8.83056538E+09
       60856 ,        8002 ,   7.94157013E-03 ,   8.83056538E+09
       60857 ,        8002 ,   7.87897408E-03 ,   8.83056538E+09
       60858 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60859 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60860 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60861 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       60862 ,        8002 ,   7.92560168E-03 ,   8.83056538E+09
       60863 ,        8002 ,   9.25165543E-04 ,   8.83056538E+09
       61200 ,        8002 ,   1.77020195E-03 ,   8.83056538E+09
       61201 ,        8002 ,   8.48654844E-03 ,   8.83056538E+09
       61202 ,        8002 ,   9.05739609E-03 ,   8.83056538E+09
       61203 ,        8002 ,   5.24631469E-03 ,   8.83056538E+09
       61204 ,        8002 ,   8.53761006E-03 ,   8.83056538E+09
       61205 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61206 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61207 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61208 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61209 ,        8002 ,   8.96102376E-03 ,   8.83056538E+09
       61210 ,        8002 ,   7.30224932E-03 ,   8.83056538E+09
       61211 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61212 ,        8002 ,   8.38228222E-03 ,   8.83056538E+09
       61213 ,        8002 ,   7.01962458E-03 ,   8.83056538E+09
       61214 ,        8002 ,   6.85691368E-03 ,   8.83056538E+09
       61215 ,        8002 ,   3.20422975E-03 ,   8.83056538E+09
       61553 ,        8002 ,   3.98918428E-03 ,   8.83056538E+09
       61554 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61555 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61556 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61557 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61558 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61559 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61560 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61561 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61562 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61563 ,        8002 ,   9.14590061E-03 ,   8.83056538E+09
       61564 ,        8002 ,   8.17184057E-03 ,   8.83056538E+09
       61565 ,        8002 ,   1.43098156E-03 ,   8.83056538E+09
       61906 ,        8002 ,   5.02689136E-03 ,   8.83056538E+09
       61907 ,        8002 ,   8.60036630E-03 ,   8.83056538E+09
       61908 ,        8002 ,   9.15407017E-03 ,   8.83056538E+09
       61909 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61910 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61911 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61912 ,        8002 ,   9.12778638E-03 ,   8.83056538E+09
       61913 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61914 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61915 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61916 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61917 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       61918 ,        8002 ,   5.19253593E-03 ,   8.83056538E+09
       62260 ,        8002 ,   4.63686418E-04 ,   8.83056538E+09
       62261 ,        8002 ,   6.67496398E-03 ,   8.83056538E+09
       62262 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62263 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62264 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62265 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62266 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62267 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62268 ,        8002 ,   8.45273398E-03 ,   8.83056538E+09
       62269 ,        8002 ,   8.85991566E-03 ,   8.83056538E+09
       62270 ,        8002 ,   7.01792212E-03 ,   8.83056538E+09
       62271 ,        8002 ,   3.92379332E-03 ,   8.83056538E+09
       62272 ,        8002 ,   1.29339114E-05 ,   8.83056538E+09
       62614 ,        8002 ,   6.49934076E-03 ,   8.83056538E+09
       62615 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62616 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62617 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62618 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62619 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62620 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62621 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62622 ,        8002 ,   7.60173099E-03 ,   8.83056538E+09
       62623 ,        8002 ,   4.11745161E-04 ,   8.83056538E+09
       62967 ,        8002 ,   7.21425191E-03 ,   8.83056538E+09
       62968 ,        8002 ,   8.97235982E-03 ,   8.83056538E+09
       62969 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62970 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62971 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62972 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62973 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       62974 ,        8002 ,   7.92100094E-03 ,   8.83056538E+09
       62975 ,        8002 ,   9.39626480E-04 ,   8.83056538E+09
       63320 ,        8002 ,   2.55849399E-03 ,   8.83056538E+09
       63321 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63322 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63323 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63324 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63325 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63326 ,        8002 ,   4.90035443E-03 ,   8.83056538E+09
       63327 ,        8002 ,   9.39400459E-04 ,   8.83056538E+09
       63673 ,        8002 ,   5.23841241E-04 ,   8.83056538E+09
       63674 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63675 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63676 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       63677 ,        8002 ,   7.68294092E-03 ,   8.83056538E+09
       63678 ,        8002 ,   2.35262164E-03 ,   8.83056538E+09
       63679 ,        8002 ,   1.46885368E-03 ,   8.83056538E+09
       64026 ,        8002 ,   4.07816988E-05 ,   8.83056538E+09
       64027 ,        8002 ,   7.46852392E-03 ,   8.83056538E+09
       64028 ,        8002 ,   8.88502412E-03 ,   8.83056538E+09
       64029 ,        8002 ,   9.17268544E-03 ,   8.83056538E+09
       64030 ,        8002 ,   4.27795667E-03 ,   8.83056538E+09
       64380 ,        8002 ,   1.57763902E-03 ,   8.83056538E+09
       64381 ,        8002 ,   1.10657071E-03 ,   8.83056538E+09
       64382 ,        8002 ,   5.80888591E-04 ,   8.83056538E+09
       64383 ,        8002 ,   1.31704102E-04 ,   8.83056538E+09
       50973 ,        8003 ,   2.36234046E-04 ,   1.75872115E+09
       51325 ,        8003 ,   2.00623944E-02 ,   1.75872115E+09
       51326 ,        8003 ,   2.01561972E-02 ,   1.75872115E+09
       51678 ,        8003 ,   6.82908669E-03 ,   1.75872115E+09
       51679 ,        8003 ,   1.57899410E-02 ,   1.75872115E+09
       52029 ,        8003 ,   1.18493696E-03 ,   1.75872115E+09
       52030 ,        8003 ,   1.67470910E-02 ,   1.75872115E+09
       52031 ,        8003 ,   3.38274613E-02 ,   1.75872115E+09
       52032 ,        8003 ,   2.84121260E-02 ,   1.75872115E+09
       52033 ,        8003 ,   3.60068213E-03 ,   1.75872115E+09
       52381 ,        8003 ,   8.28447752E-04 ,   1.75872115E+09
       52382 ,        8003 ,   3.52129526E-02 ,   1.75872115E+09
       52383 ,        8003 ,   2.91847158E-02 ,   1.75872115E+09
       52384 ,        8003 ,   4.39375564E-02 ,   1.75872115E+09
       52385 ,        8003 ,   3.48938331E-02 ,   1.75872115E+09
       52734 ,        8003 ,   2.01716510E-04 ,   1.75872115E+09
       52735 ,        8003 ,   2.16853470E-02 ,   1.75872115E+09
       52736 ,        8003 ,   3.98672000E-02 ,   1.75872115E+09
       52737 ,        8003 ,   2.32669674E-02 ,   1.75872115E+09
       52738 ,        8003 ,   1.01587065E-02 ,   1.75872115E+09
       53087 ,        8003 ,   8.90899077E-03 ,   1.75872115E+09
       53088 ,        8003 ,   4.26219255E-02 ,   1.75872115E+09
       53089 ,        8003 ,   3.20032090E-02 ,   1.75872115E+09
       53090 ,        8003 ,   3.65323499E-02 ,   1.75872115E+09
       53091 ,        8003 ,   1.24636991E-02 ,   1.75872115E+09
       53440 ,        8003 ,   5.26147196E-04 ,   1.75872115E+09
       53441 ,        8003 ,   9.81471688E-03 ,   1.75872115E+09
       53442 ,        8003 ,   3.93997431E-02 ,   1.75872115E+09
       53443 ,        8003 ,   3.58422287E-02 ,   1.75872115E+09
       53444 ,        8003 ,   3.22393775E-02 ,   1.75872115E+09
       53445 ,        8003 ,   2.07090415E-02 ,   1.75872115E+09
       53446 ,        8003 ,   6.65287673E-03 ,   1.75872115E+09
       53795 ,        8003 ,   2.16590203E-02 ,   1.75872115E+09
       53796 ,        8003 ,   4.60458398E-02 ,   1.75872115E+09
       53797 ,        8003 ,   3.91724817E-02 ,   1.75872115E+09
       53798 ,        8003 ,   3.00622731E-02 ,   1.75872115E+09
       53799 ,        8003 ,   2.79617794E-02 ,   1.75872115E+09
       54148 ,        8003 ,   3.23661715E-02 ,   1.75872115E+09
       54149 ,        8003 ,   4.33730707E-02 ,   1.75872115E+09
       54150 ,        8003 ,   3.86229977E-02 ,   1.75872115E+09
       54151 ,        8003 ,   2.23809034E-02 ,   1.75872115E+09
       54152 ,        8003 ,   1.25244558E-02 ,   1.75872115E+09
       54501 ,        8003 ,   3.87797691E-03 ,   1.75872115E+09
       54502 ,        8003 ,   5.22635470E-04 ,   1.75872115E+09
       54503 ,        8003 ,   1.60487052E-02 ,   1.75872115E+09
       54504 ,        8003 ,   1.58381544E-03 ,   1.75872115E+09
       59086 ,        8004 ,   5.24481088E-02 ,   483757088.    
       59087 ,        8004 ,   5.63192740E-02 ,   483757088.    
       59437 ,        8004 ,   2.82375957E-03 ,   483757088.    
       59438 ,        8004 ,  0.130297855     ,   483757088.    
       59439 ,        8004 ,  0.159754604     ,   483757088.    
       59440 ,        8004 ,   9.07637253E-02 ,   483757088.    
       59790 ,        8004 ,   1.44289073E-03 ,   483757088.    
       59791 ,        8004 ,  0.153351203     ,   483757088.    
       59792 ,        8004 ,  0.167439401     ,   483757088.    
       59793 ,        8004 ,  0.108764216     ,   483757088.    
       60144 ,        8004 ,   3.00179999E-02 ,   483757088.    
       60145 ,        8004 ,   3.30743194E-02 ,   483757088.    
       60146 ,        8004 ,   1.35026043E-02 ,   483757088.    
       68951 ,        8005 ,   5.82544562E-05 ,   1.21299251E+10
       68952 ,        8005 ,   1.60402869E-05 ,   1.21299251E+10
       69304 ,        8005 ,   2.48302380E-03 ,   1.21299251E+10
       69305 ,        8005 ,   4.49861120E-03 ,   1.21299251E+10
       69306 ,        8005 ,   4.25460702E-03 ,   1.21299251E+10
       69307 ,        8005 ,   2.15586112E-03 ,   1.21299251E+10
       69308 ,        8005 ,   2.48101028E-03 ,   1.21299251E+10
       69309 ,        8005 ,   7.34674279E-04 ,   1.21299251E+10
       69653 ,        8005 ,   2.23490656E-06 ,   1.21299251E+10
       69654 ,        8005 ,   3.88535368E-03 ,   1.21299251E+10
       69655 ,        8005 ,   3.48084304E-03 ,   1.21299251E+10
       69656 ,        8005 ,   4.12213057E-03 ,   1.21299251E+10
       69657 ,        8005 ,   6.39524870E-03 ,   1.21299251E+10
       69658 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       69659 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       69660 ,        8005 ,   6.30014110E-03 ,   1.21299251E+10
       69661 ,        8005 ,   6.52284129E-03 ,   1.21299251E+10
       69662 ,        8005 ,   5.98631101E-03 ,   1.21299251E+10
       69663 ,        8005 ,   1.94236846E-03 ,   1.21299251E+10
       70006 ,        8005 ,   1.37608353E-04 ,   1.21299251E+10
       70007 ,        8005 ,   5.96308056E-03 ,   1.21299251E+10
       70008 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70009 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70010 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70011 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70012 ,        8005 ,   5.23413671E-03 ,   1.21299251E+10
       70013 ,        8005 ,   4.97447373E-03 ,   1.21299251E+10
       70014 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70015 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70016 ,        8005 ,   6.03570463E-03 ,   1.21299251E+10
       70017 ,        8005 ,   4.75055393E-04 ,   1.21299251E+10
       70359 ,        8005 ,   4.61447082E-04 ,   1.21299251E+10
       70360 ,        8005 ,   6.32127747E-03 ,   1.21299251E+10
       70361 ,        8005 ,   6.62220595E-03 ,   1.21299251E+10
       70362 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70363 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70364 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70365 ,        8005 ,   6.04181690E-03 ,   1.21299251E+10
       70366 ,        8005 ,   6.67741289E-03 ,   1.21299251E+10
       70367 ,        8005 ,   6.62752101E-03 ,   1.21299251E+10
       70368 ,        8005 ,   6.36992045E-03 ,   1.21299251E+10
       70369 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70370 ,        8005 ,   1.59521727E-03 ,   1.21299251E+10
       70711 ,        8005 ,   1.49215339E-04 ,   1.21299251E+10
       70712 ,        8005 ,   6.28362061E-04 ,   1.21299251E+10
       70713 ,        8005 ,   4.27863700E-03 ,   1.21299251E+10
       70714 ,        8005 ,   6.28770702E-03 ,   1.21299251E+10
       70715 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70716 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70717 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70718 ,        8005 ,   4.82920511E-03 ,   1.21299251E+10
       70719 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70720 ,        8005 ,   5.00499643E-03 ,   1.21299251E+10
       70721 ,        8005 ,   5.77089377E-03 ,   1.21299251E+10
       70722 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       70723 ,        8005 ,   2.77306186E-03 ,   1.21299251E+10
       70724 ,        8005 ,   1.52831979E-03 ,   1.21299251E+10
       70725 ,        8005 ,   2.95206555E-04 ,   1.21299251E+10
       71064 ,        8005 ,   2.20216112E-03 ,   1.21299251E+10
       71065 ,        8005 ,   5.30314259E-03 ,   1.21299251E+10
       71066 ,        8005 ,   3.49475956E-03 ,   1.21299251E+10
       71067 ,        8005 ,   6.35900442E-03 ,   1.21299251E+10
       71068 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71069 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71070 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71071 ,        8005 ,   6.54244050E-03 ,   1.21299251E+10
       71072 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71073 ,        8005 ,   5.45192463E-03 ,   1.21299251E+10
       71074 ,        8005 ,   6.58658240E-03 ,   1.21299251E+10
       71075 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71076 ,        8005 ,   4.28645732E-03 ,   1.21299251E+10
       71077 ,        8005 ,   1.29071751E-03 ,   1.21299251E+10
       71078 ,        8005 ,   3.81076185E-04 ,   1.21299251E+10
       71416 ,        8005 ,   1.52079971E-04 ,   1.21299251E+10
       71417 ,        8005 ,   6.07644720E-03 ,   1.21299251E+10
       71418 ,        8005 ,   5.41916769E-03 ,   1.21299251E+10
       71419 ,        8005 ,   4.59897332E-03 ,   1.21299251E+10
       71420 ,        8005 ,   6.63802726E-03 ,   1.21299251E+10
       71421 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71422 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71423 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71424 ,        8005 ,   5.61661040E-03 ,   1.21299251E+10
       71425 ,        8005 ,   5.45680337E-03 ,   1.21299251E+10
       71426 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71427 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71428 ,        8005 ,   5.97419171E-03 ,   1.21299251E+10
       71429 ,        8005 ,   1.67815562E-03 ,   1.21299251E+10
       71430 ,        8005 ,   3.56180128E-03 ,   1.21299251E+10
       71431 ,        8005 ,   3.17426793E-06 ,   1.21299251E+10
       71769 ,        8005 ,   1.97439967E-05 ,   1.21299251E+10
       71770 ,        8005 ,   6.61781104E-03 ,   1.21299251E+10
       71771 ,        8005 ,   6.53913198E-03 ,   1.21299251E+10
       71772 ,        8005 ,   4.36615478E-03 ,   1.21299251E+10
       71773 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71774 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71775 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71776 ,        8005 ,   6.38690311E-03 ,   1.21299251E+10
       71777 ,        8005 ,   6.01218268E-03 ,   1.21299251E+10
       71778 ,        8005 ,   6.66385470E-03 ,   1.21299251E+10
       71779 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71780 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71781 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       71782 ,        8005 ,   6.58019353E-03 ,   1.21299251E+10
       71783 ,        8005 ,   4.98521654E-03 ,   1.21299251E+10
       71784 ,        8005 ,   1.24443148E-03 ,   1.21299251E+10
       72123 ,        8005 ,   6.33112760E-03 ,   1.21299251E+10
       72124 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72125 ,        8005 ,   5.02454722E-03 ,   1.21299251E+10
       72126 ,        8005 ,   6.38374873E-03 ,   1.21299251E+10
       72127 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72128 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72129 ,        8005 ,   4.38571256E-03 ,   1.21299251E+10
       72130 ,        8005 ,   6.57827128E-03 ,   1.21299251E+10
       72131 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72132 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72133 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72134 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72135 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72136 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72137 ,        8005 ,   6.50201458E-03 ,   1.21299251E+10
       72138 ,        8005 ,   5.74636506E-03 ,   1.21299251E+10
       72139 ,        8005 ,   1.73373570E-04 ,   1.21299251E+10
       72476 ,        8005 ,   6.02093479E-03 ,   1.21299251E+10
       72477 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72478 ,        8005 ,   4.76396456E-03 ,   1.21299251E+10
       72479 ,        8005 ,   6.67269621E-03 ,   1.21299251E+10
       72480 ,        8005 ,   6.08970597E-03 ,   1.21299251E+10
       72481 ,        8005 ,   4.69549326E-03 ,   1.21299251E+10
       72482 ,        8005 ,   5.37863839E-03 ,   1.21299251E+10
       72483 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72484 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72485 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72486 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72487 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72488 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72489 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72490 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72491 ,        8005 ,   3.90207116E-03 ,   1.21299251E+10
       72829 ,        8005 ,   5.71002439E-03 ,   1.21299251E+10
       72830 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72831 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72832 ,        8005 ,   6.37803692E-03 ,   1.21299251E+10
       72833 ,        8005 ,   4.65331227E-03 ,   1.21299251E+10
       72834 ,        8005 ,   6.22055028E-03 ,   1.21299251E+10
       72835 ,        8005 ,   6.63692132E-03 ,   1.21299251E+10
       72836 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72837 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72838 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72839 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72840 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72841 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72842 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       72843 ,        8005 ,   5.46915084E-03 ,   1.21299251E+10
       72844 ,        8005 ,   2.27942225E-03 ,   1.21299251E+10
       73182 ,        8005 ,   5.45743993E-03 ,   1.21299251E+10
       73183 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73184 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73185 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73186 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73187 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73188 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73189 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73190 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73191 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73192 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73193 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73194 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73195 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73196 ,        8005 ,   4.42921789E-03 ,   1.21299251E+10
       73535 ,        8005 ,   5.18371258E-03 ,   1.21299251E+10
       73536 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73537 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73538 ,        8005 ,   6.60410803E-03 ,   1.21299251E+10
       73539 ,        8005 ,   6.61586132E-03 ,   1.21299251E+10
       73540 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73541 ,        8005 ,   6.58847857E-03 ,   1.21299251E+10
       73542 ,        8005 ,   6.67769974E-03 ,   1.21299251E+10
       73543 ,        8005 ,   6.67627482E-03 ,   1.21299251E+10
       73544 ,        8005 ,   6.52623177E-03 ,   1.21299251E+10
       73545 ,        8005 ,   6.26893900E-03 ,   1.21299251E+10
       73546 ,        8005 ,   6.03040447E-03 ,   1.21299251E+10
       73547 ,        8005 ,   5.79882553E-03 ,   1.21299251E+10
       73548 ,        8005 ,   5.55936480E-03 ,   1.21299251E+10
       73549 ,        8005 ,   2.94561102E-03 ,   1.21299251E+10
       73888 ,        8005 ,   1.64679089E-03 ,   1.21299251E+10
       73889 ,        8005 ,   1.94654509E-03 ,   1.21299251E+10
       73890 ,        8005 ,   1.63052895E-03 ,   1.21299251E+10
       73891 ,        8005 ,   8.36615160E-04 ,   1.21299251E+10
       73892 ,        8005 ,   4.72598214E-04 ,   1.21299251E+10
       73893 ,        8005 ,   8.35067243E-04 ,   1.21299251E+10
       73894 ,        8005 ,   4.27023071E-04 ,   1.21299251E+10
       73895 ,        8005 ,   3.51442723E-04 ,   1.21299251E+10
       73896 ,        8005 ,   9.85972583E-05 ,   1.21299251E+10
       60129 ,        8006 ,   5.58179058E-02 ,   647304384.    
       60130 ,        8006 ,   4.77413684E-02 ,   647304384.    
       60481 ,        8006 ,   5.22859879E-02 ,   647304384.    
       60482 ,        8006 ,  0.101523519     ,   647304384.    
       60483 ,        8006 ,   7.33791813E-02 ,   647304384.    
       60833 ,        8006 ,   1.36106333E-03 ,   647304384.    
       60834 ,        8006 ,  0.108279645     ,   647304384.    
       60835 ,        8006 ,   1.17429243E-02 ,   647304384.    
       60836 ,        8006 ,   7.31295124E-02 ,   647304384.    
       60837 ,        8006 ,   9.52820946E-03 ,   647304384.    
       61186 ,        8006 ,   1.40895054E-03 ,   647304384.    
       61187 ,        8006 ,  0.103456661     ,   647304384.    
       61188 ,        8006 ,   2.55571641E-02 ,   647304384.    
       61189 ,        8006 ,   9.39675942E-02 ,   647304384.    
       61190 ,        8006 ,   1.11206826E-02 ,   647304384.    
       61539 ,        8006 ,   1.22555846E-03 ,   647304384.    
       61540 ,        8006 ,   2.35522222E-02 ,   647304384.    
       61541 ,        8006 ,  0.102347650     ,   647304384.    
       61542 ,        8006 ,   5.46367057E-02 ,   647304384.    
       61893 ,        8006 ,   1.62670972E-07 ,   647304384.    
       61894 ,        8006 ,   4.77748774E-02 ,   647304384.    
