GRIDCODE,CVE_ENT&CVE_MUN,Fa,USs4ginMUNICIPIO (m2)
18934,21001,0.003635682,110064395.7
18934,21004,0.005428209,107935714.6
18934,21104,0.330409508,126451757.7
18934,21104,0.022852864,126451757.7
18934,21152,0.15308203,61750073.01
18934,21164,0.008815157,167982335.1
18935,21096,0.110816078,42960127.87
18935,21104,0.007344431,126451757.7
18935,21152,0.65114281,61750073.01
18936,21096,0.651558433,42960127.87
18936,21142,0.167212693,150839074.2
18936,21152,0.06001111,61750073.01
18937,21012,0.267665653,48345201.49
18937,21130,0.049537185,88583153.81
18937,21137,0.086234617,139490911.9
18937,21142,0.038008241,150839074.2
18937,21142,0.000362381,150839074.2
18938,21012,0.311496183,48345201.49
18938,21137,0.276309214,139490911.9
18938,21179,0.122421655,181439502.3
18939,21179,0.260396756,181439502.3
18940,21179,0.09271836,181439502.3
18940,21179,0.038375511,181439502.3
18941,21179,0.024134551,181439502.3
18941,30008,0.024773547,43948395.8
18941,30029,0.08521226,25218268.96
18942,30008,0.616091132,43948395.8
18942,30029,0.518740847,25218268.96
18943,21050,0.158629933,66917993.62
18943,30008,0.003064949,43948395.8
18943,30008,0.15149434,43948395.8
18943,30029,0.380296307,25218268.96
18943,30047,0.05011077,112248589.6
18943,30047,0.040685625,112248589.6
18943,30071,0.024188563,116041482.7
18944,30071,0.402603366,116041482.7
18944,30080,0.056439921,82051439.28
18945,30043,0.016381326,168233172.6
18945,30071,0.411142723,116041482.7
18945,30080,0.003923467,82051439.28
18945,30080,0.04497064,82051439.28
18945,30146,0.188441019,16251379.67
18945,30165,0.011280501,55794566.79
18945,30165,0.131026258,55794566.79
18945,30200,0.227719667,56670317.87
18946,30043,0.01224469,168233172.6
18946,30071,0.024660486,116041482.7
18946,30165,0.007419028,55794566.79
18946,30200,0.339393716,56670317.87
18947,30043,0.068741005,168233172.6
18948,30043,0.189124876,168233172.6
18948,30043,0.018996837,168233172.6
18948,30043,0.094307866,168233172.6
18948,30200,0.001767932,56670317.87
18948,30200,0.004071429,56670317.87
18949,30043,0.092118336,168233172.6
18949,30043,5.72312E-05,168233172.6
18949,30043,0.048835501,168233172.6
18949,30148,0.048697266,347361590.3
18949,30148,0.042994184,347361590.3
18949,30148,0.018723195,347361590.3
18949,30200,0.003262428,56670317.87
18950,30043,0.002110569,168233172.6
18950,30148,0.142171691,347361590.3
18950,30148,0.018555996,347361590.3
18950,30148,0.057820787,347361590.3
18951,30100,0.006525001,224488832.8
18951,30100,0.181620949,224488832.8
18951,30100,0.043795946,224488832.8
18951,30100,0.009093304,224488832.8
18951,30148,0.048707526,347361590.3
18951,30148,0.015662313,347361590.3
18951,30148,0.011340404,347361590.3
18952,30090,0.029019917,67735243.08
18952,30100,0.265096765,224488832.8
18952,30105,0.003909538,192964314.1
18952,30193,0.000236478,58911572.3
18953,30090,0.002743063,67735243.08
18953,30105,0.082853002,192964314.1
18954,30105,0.007516558,192964314.1
19036,23004,0.000140647,1529501141
19038,23004,0.001569864,1529501141
19039,23004,0.000219291,1529501141
19039,23004,0.013643909,1529501141
19040,23004,0.017771728,1529501141
19042,23004,0.010198075,1529501141
19043,23004,0.002751528,1529501141
19044,23004,0.024569425,1529501141
19205,14043,0.005827337,443691592.7
19207,14022,0.278739489,154969329.8
19208,14022,0.163999503,154969329.8
19208,14022,0.000761254,154969329.8
19208,14022,0.025059116,154969329.8
19209,06007,0.004887473,464684117.7
19209,06007,0.001796332,464684117.7
19209,06007,0.000240097,464684117.7
19209,06007,1.90509E-05,464684117.7
19209,06007,0.012020281,464684117.7
19209,14022,0.066410676,154969329.8
19209,14022,0.000237308,154969329.8
19209,14022,0.004188028,154969329.8
19209,14022,3.53844E-05,154969329.8
19209,14022,0.007987822,154969329.8
19210,06007,0.0030165,464684117.7
19210,06007,0.001115577,464684117.7
19210,14022,0.068422822,154969329.8
19210,14022,0.001218184,154969329.8
19212,06007,0.036309266,464684117.7
19213,06007,0.000521119,464684117.7
19214,06007,0.000536645,464684117.7
19215,06004,0.019042075,177507940
19216,06004,0.049238338,177507940
19216,06010,0.062030936,126369494.6
19217,06004,0.075525453,177507940
19217,06004,0.032555065,177507940
19217,06010,0.009128402,126369494.6
19217,06010,0.108512602,126369494.6
19217,06010,0.060130583,126369494.6
19217,06003,0.004216484,149696070.3
19218,06004,0.000145502,177507940
19218,06004,0.017705182,177507940
19218,06010,0.227833081,126369494.6
19218,06010,0.079534019,126369494.6
19218,06003,0.074078134,149696070.3
19218,06002,0.007587968,268151164.7
19218,06002,0.01000209,268151164.7
19219,06010,0.022893899,126369494.6
19219,06002,0.105377198,268151164.7
19219,06005,0.130401314,334515006.4
19220,06005,0.237961732,334515006.4
19221,06005,0.047972949,334515006.4
19221,14065,0.043324376,160917981.6
19221,14108,0.065447959,331881917.7
19222,14065,0.12644335,160917981.6
19222,14108,0.073672245,331881917.7
19223,14065,0.006250112,160917981.6
19227,14049,0.046133188,179072475.9
19228,14049,0.088651124,179072475.9
19228,14049,0.016096836,179072475.9
19229,14049,0.063582822,179072475.9
19230,16012,0.003544618,387171876.3
19230,14049,0.133197084,179072475.9
19230,14049,0.036576703,179072475.9
19231,16012,6.93606E-05,387171876.3
19231,16012,3.82249E-08,387171876.3
19231,14049,0.105336344,179072475.9
19231,14049,0.044373766,179072475.9
19232,16012,0.007923738,387171876.3
19232,16012,0.003206382,387171876.3
19233,16012,0.040210143,387171876.3
19233,16083,0.057959387,337355251.5
19234,16083,0.113183891,337355251.5
19235,16083,0.211299854,337355251.5
19236,16083,0.005614581,337355251.5
19238,16033,0.035745993,129816142.8
19238,16102,0.036818443,336274287
19238,16102,0.004264944,336274287
19238,16102,2.25836E-05,336274287
19239,16059,0.007658393,122459483.6
19239,16087,0.002169728,82097956.39
19239,16087,0.303215055,82097956.39
19239,16102,0.003068869,336274287
19239,16102,0.052067404,336274287
19240,16059,0.058024962,122459483.6
19240,16059,0.098517063,122459483.6
19240,16009,0.011748544,287583412.4
19240,16009,0.01868166,287583412.4
19240,16087,0.021522641,82097956.39
19240,16087,0.27103295,82097956.39
19241,16009,0.065195066,287583412.4
19241,16009,0.004550039,287583412.4
19241,16087,0.004688672,82097956.39
19241,16079,0.031422788,307735085
19241,16079,0.000213844,307735085
19242,16009,0.166819611,287583412.4
19242,16079,0.078477228,307735085
19243,16009,0.146455572,287583412.4
19243,16082,0.017537502,310068058.7
19243,16079,0.064046885,307735085
19244,16082,0.180625079,310068058.7
19245,16082,0.056063734,310068058.7
19245,16082,0.016377882,310068058.7
19253,16099,0.010944782,152903018.1
19254,16099,0.025802804,152903018.1
19254,16099,0.045803603,152903018.1
19255,16046,0.027863341,96743559.44
19255,16046,0.025315597,96743559.44
19255,16099,0.087794554,152903018.1
19255,16099,0.012498693,152903018.1
19255,16099,0.119297624,152903018.1
19255,16047,0.002198685,93512267.55
19256,16081,0.18568995,14714840.83
19256,16046,0.171073429,96743559.44
19256,16046,0.422130564,96743559.44
19256,16046,0.095982757,96743559.44
19256,16099,0.01630918,152903018.1
19256,16099,0.016297179,152903018.1
19256,16047,0.002327144,93512267.55
19256,16047,0.00317575,93512267.55
19257,16081,0.413511784,14714840.83
19257,16081,0.003060361,14714840.83
19257,16046,0.021339685,96743559.44
19257,16046,0.0220985,96743559.44
19258,15041,0.371207385,6377037.878
19258,15032,0.012050534,93506487.4
19258,16081,0.318675585,14714840.83
19259,15111,9.09531E-05,220644887.9
19259,15111,0.020557065,220644887.9
19259,15110,0.053228565,148897460.4
19259,15041,0.019239866,6377037.878
19259,15032,0.062825078,93506487.4
19259,15032,0.088972349,93506487.4
19259,15032,4.13473E-05,93506487.4
19260,15111,0.005313746,220644887.9
19260,15110,0.023824983,148897460.4
19260,15110,0.005345828,148897460.4
19260,15110,0.056179141,148897460.4
19260,15032,0.196511673,93506487.4
19260,15032,0.049703646,93506487.4
19260,15032,0.003822925,93506487.4
19260,15032,0.003058216,93506487.4
19261,15111,0.007072619,220644887.9
19261,15110,0.016765802,148897460.4
19261,15032,0.222649477,93506487.4
19261,15032,0.013526503,93506487.4
19261,15007,0.346608194,81099413.95
19261,15007,0.0009278,81099413.95
19262,15114,0.001072383,340899441.2
19262,15114,0.000888761,340899441.2
19262,15111,0.005526904,220644887.9
19262,15007,0.4364132,81099413.95
19262,15007,0.019354381,81099413.95
19263,15118,0.030493481,186081535.1
19263,15114,0.006085699,340899441.2
19263,15007,0.055654817,81099413.95
19263,15005,2.27974E-06,397074190.4
19263,15005,0.045224627,397074190.4
19264,15118,0.106110283,186081535.1
19264,15118,0.002140327,186081535.1
19264,15118,0.184469344,186081535.1
19264,15118,0.02307138,186081535.1
19264,15118,0.043516861,186081535.1
19264,15005,0.024093083,397074190.4
19264,15005,0.001380563,397074190.4
19264,15005,0.00726841,397074190.4
19265,15118,0.124535558,186081535.1
19265,15118,0.039925619,186081535.1
19265,15118,0.01985962,186081535.1
19265,15118,0.050627548,186081535.1
19265,15106,0.000231862,308553329
19265,15106,0.073538939,308553329
19265,15106,0.012885101,308553329
19265,15106,0.00362812,308553329
19265,15005,0.000626817,397074190.4
19266,15106,0.072860752,308553329
19266,15106,0.003183905,308553329
19266,15054,0.353866281,46523412.75
19267,15106,0.018098074,308553329
19267,15076,1,11516238.82
19267,15054,0.532252253,46523412.75
19267,15051,0.091472174,111456069.8
19267,15051,0.0036888,111456069.8
19268,15101,0.059754333,89065195.1
19268,15062,0.771377218,42799224.8
19268,15051,0.097627552,111456069.8
19268,15051,0.007346589,111456069.8
19268,15019,0.033986141,15163277.01
19269,15101,0.009180134,89065195.1
19269,15062,0.18952507,42799224.8
19270,09012,0.019478841,106039800.1
19270,09012,0.000254277,106039800.1
19270,09008,0.222664532,17141414.76
19270,09008,0.70126969,17141414.76
19270,09010,0.187541415,12961265.7
19271,09012,0.314146328,106039800.1
19271,09012,0.003120541,106039800.1
19271,09008,0.009170849,17141414.76
19272,09012,0.076686267,106039800.1
19272,09012,3.75071E-07,106039800.1
19272,09013,0.346642194,83512840.76
19272,09013,0.154029465,83512840.76
19272,09007,0.012375773,5650196.649
19273,09013,0.310737822,83512840.76
19273,09013,0.044301853,83512840.76
19273,09011,0.328419334,62969081.36
19273,09011,0.014251038,62969081.36
19273,09011,0.022371608,62969081.36
19273,09011,0.000635034,62969081.36
19273,09007,0.064891075,5650196.649
19273,09009,0.059086286,98701330.99
19273,09009,0.020199482,98701330.99
19274,09011,0.165770379,62969081.36
19274,09011,0.14265737,62969081.36
19274,09009,0.008641917,98701330.99
19274,15122,0.836156999,23722378.4
19274,15122,0.000766834,23722378.4
19274,15122,0.013818503,23722378.4
19274,15039,0.001895329,114421073.7
19274,15025,0.179193004,114112287.2
19274,15025,0.024548735,114112287.2
19274,15025,0.00141291,114112287.2
19275,15103,0.009040367,31782129.3
19275,15083,0.175821296,19516892.73
19275,15039,0.007517243,114421073.7
19275,15039,0.007166496,114421073.7
19275,15025,0.386853764,114112287.2
19275,15025,0.11968417,114112287.2
19275,15022,0.876725262,14700179.98
19275,15022,0.076050996,14700179.98
19276,15103,0.188106836,31782129.3
19276,15039,0.005391878,114421073.7
19276,15025,0.173141456,114112287.2
19278,21048,0.002766645,66700540.15
19278,21122,0.066946141,35095820.22
19278,21143,0.109731828,54603214.54
19278,21180,0.059269268,209175669.1
19279,21048,0.223140485,66700540.15
19279,21122,0.773322842,35095820.22
19279,21122,0.139346604,35095820.22
19279,21132,0.003199868,82310762.65
19279,21132,0.005057702,82310762.65
19279,21143,0.257719587,54603214.54
19279,21143,0.265765529,54603214.54
19279,21180,0.02305177,209175669.1
19280,29019,0.049742138,22982108.07
19280,21048,0.179226009,66700540.15
19280,21048,0.001404658,66700540.15
19280,21074,0.043220974,141700868.6
19280,21074,0.05769605,141700868.6
19280,21122,0.001018318,35095820.22
19280,21122,0.019366095,35095820.22
19280,21132,0.123431465,82310762.65
19280,21132,0.451005034,82310762.65
19280,21143,0.016973252,54603214.54
19281,29057,0.323254343,7923507.962
19281,29057,0.644104113,7923507.962
19281,29057,0.017407819,7923507.962
19281,29056,0.014444707,9148500.822
19281,29056,0.112684833,9148500.822
19281,29049,0.008490913,10151757.71
19281,29032,0.028877885,25999911.87
19281,29032,0.011975436,25999911.87
19281,29023,0.063254997,52217873.16
19281,29023,0.455637068,52217873.16
19281,29023,0.294501739,52217873.16
19281,29019,0.123843376,22982108.07
19281,29019,0.301933144,22982108.07
19281,29015,0.009703563,67499955.23
19281,21074,0.009676636,141700868.6
19281,21074,0.06501418,141700868.6
19281,21132,0.070777353,82310762.65
19281,21132,0.002795546,82310762.65
19282,29060,0.170806388,6012103.306
19282,29059,0.382343632,5408105.409
19282,29058,0.188708386,10040965.08
19282,29057,0.015233725,7923507.962
19282,29054,0.033710425,4016177.141
19282,29054,0.966289575,4016177.141
19282,29053,0.605848926,4467876.672
19282,29053,0.024843006,4467876.672
19282,29053,0.369308067,4467876.672
19282,29051,0.666266475,7744236.273
19282,29051,0.326052792,7744236.273
19282,29051,0.007680732,7744236.273
19282,29049,0.322885173,10151757.71
19282,29044,0.145381205,24478082.79
19282,29044,0.000599122,24478082.79
19282,29044,0.200909639,24478082.79
19282,29033,0.115347163,48738378.82
19282,29032,0.356703597,25999911.87
19282,29032,0.356679492,25999911.87
19282,29032,0.133684106,25999911.87
19282,29029,0.888794818,16362770.39
19282,29028,0.034241654,29352013.92
19282,29023,0.00257596,52217873.16
19282,29023,0.003403567,52217873.16
19283,29060,0.7889534,6012103.306
19283,29059,0.617656368,5408105.409
19283,29058,0.213209921,10040965.08
19283,29050,0.884558358,9665801.903
19283,29048,0.454456135,11750391.94
19283,29041,0.132947102,23127932.57
19283,29029,0.111205182,16362770.39
19283,29028,0.761520199,29352013.92
19283,29025,0.002487974,53805724.21
19283,29022,0.982930024,11478367.56
19283,29017,0.223043425,11106491.38
19283,29010,0.060377869,59394099.56
19284,29050,0.064887887,9665801.903
19284,29028,0.062855151,29352013.92
19284,29025,0.095982098,53805724.21
19284,29022,0.017069976,11478367.56
19284,29017,0.001723143,11106491.38
19284,29010,0.020070762,59394099.56
19285,29037,0.113725635,68279357.2
19285,29016,0.062005872,43080604.11
19285,29013,0.026314474,252907174.1
19285,21001,0.000813232,110064395.7
19285,21163,0.037038493,50153868.5
19286,29037,0.648054734,68279357.2
19286,29016,0.64168427,43080604.11
19286,29016,0.030464056,43080604.11
19286,29013,0.006643789,252907174.1
19286,21104,0.033604315,126451757.7
19287,29037,0.081227917,68279357.2
19287,29037,0.003350386,68279357.2
19287,29016,0.005044641,43080604.11
19287,29016,0.03992955,43080604.11
19287,21117,0.84882465,4090777.805
19287,21104,0.410778299,126451757.7
19287,21104,0.020270148,126451757.7
19287,21104,0.021040956,126451757.7
19287,21128,0.059294195,89445257.08
19288,21096,0.045119822,42960127.87
19288,21104,0.001485206,126451757.7
19288,21128,0.26147475,89445257.08
19288,21128,0.037415815,89445257.08
19288,21152,0.000309679,61750073.01
19289,21096,0.090546047,42960127.87
19289,21108,0.015358062,128913387.2
19289,21128,0.062958408,89445257.08
19289,21128,0.004525983,89445257.08
19289,21142,0.237203942,150839074.2
19289,21142,0.005701959,150839074.2
19290,21108,0.130177379,128913387.2
19290,21108,0.012618993,128913387.2
19290,21137,0.077304037,139490911.9
19290,21142,0.207922447,150839074.2
19290,21142,0.092415914,150839074.2
19291,21137,0.426884476,139490911.9
19291,21142,0.000854232,150839074.2
19291,21179,0.010424662,181439502.3
19292,21067,0.038023517,169426719.1
19292,21093,0.127114849,42577382.48
19292,21137,0.04873884,139490911.9
19292,21179,0.249484091,181439502.3
19293,21067,0.015388004,169426719.1
19293,21093,0.133665234,42577382.48
19293,21093,0.065267539,42577382.48
19293,21093,0.040638029,42577382.48
19293,21179,0.016724009,181439502.3
19294,21058,0.160898166,18762142.53
19294,21116,0.015592947,97363177.89
19295,21050,0.158787028,66917993.62
19295,21058,0.274491083,18762142.53
19295,21116,0.283924237,97363177.89
19296,21050,0.487663521,66917993.62
19296,21050,0.01045885,66917993.62
19296,21116,0.009339727,97363177.89
19296,30024,0.012509292,211181742.1
19296,30029,9.25613E-05,25218268.96
19296,30071,0.005852524,116041482.7
19296,30071,0.000400354,116041482.7
19297,21050,0.019114041,66917993.62
19297,30024,0.087999894,211181742.1
19297,30071,0.128976606,116041482.7
19297,30146,0.365936839,16251379.67
19297,30188,0.00063946,76318413.57
19297,30188,0.283787801,76318413.57
19298,30043,0.120106528,168233172.6
19298,30071,0.002175378,116041482.7
19298,30146,0.445622142,16251379.67
19298,30162,0.180291322,30317927.99
19298,30162,0.175342058,30317927.99
19298,30179,0.54731587,10220226.99
19298,30188,0.00429415,76318413.57
19298,30188,0.428612682,76318413.57
19299,30024,0.008509507,211181742.1
19299,30043,0.015018527,168233172.6
19299,30134,0.000754112,304788047.9
19299,30179,0.45268413,10220226.99
19299,30188,2.5398E-05,76318413.57
19300,30043,0.003394486,168233172.6
19300,30134,0.003388382,304788047.9
19300,30134,0.000924684,304788047.9
19301,30043,0.158261515,168233172.6
19301,30043,0.045858769,168233172.6
19301,30043,0.018709873,168233172.6
19301,30126,0.002421791,368651712
19301,30126,0.003993718,368651712
19301,30126,0.031221738,368651712
19301,30134,0.038177481,304788047.9
19301,30134,0.002478132,304788047.9
19302,30043,0.012485626,168233172.6
19302,30043,0.038115202,168233172.6
19302,30043,0.045131236,168233172.6
19302,30126,0.00560771,368651712
19302,30126,0.104978169,368651712
19302,30126,0.039461649,368651712
19302,30126,0.012262736,368651712
19303,30100,0.026544689,224488832.8
19303,30126,0.007291762,368651712
19303,30126,0.056302026,368651712
19303,30126,0.025898188,368651712
19303,30148,0.040730002,347361590.3
19304,30100,0.1023448,224488832.8
19304,30100,0.118568835,224488832.8
19304,30100,0.000396794,224488832.8
19304,30126,0.058457682,368651712
19304,30126,0.010380846,368651712
19304,30126,0.004830463,368651712
19304,30148,0.006376465,347361590.3
19304,30193,0.001044611,58911572.3
19304,30193,0.017966391,58911572.3
19305,30100,0.02213703,224488832.8
19305,30100,0.02752446,224488832.8
19305,30100,0.002658202,224488832.8
19305,30105,8.4665E-08,192964314.1
19305,30193,0.038500146,58911572.3
19305,30193,0.02465823,58911572.3
19305,30193,0.546657714,58911572.3
19306,30193,0.082850113,58911572.3
19388,04010,0.010353294,145707027.3
19388,23004,0.000473891,1529501141
19389,04010,7.38149E-05,145707027.3
19389,23004,0.028396227,1529501141
19391,23004,7.00865E-05,1529501141
19392,23004,0.027300075,1529501141
19392,23004,0.006767263,1529501141
19393,23004,1.04177E-06,1529501141
19393,23004,0.004956521,1529501141
19397,23004,0.018030566,1529501141
19556,14043,0.001159598,443691592.7
19557,14043,0.002059193,443691592.7
19557,14043,0.00013788,443691592.7
19558,14043,0.061931233,443691592.7
19560,14022,0.007243052,154969329.8
19561,14043,0.006965577,443691592.7
19561,14022,0.005689161,154969329.8
19561,14027,0.08793629,197402717.4
19562,14027,0.045917444,197402717.4
19562,14027,0.011571435,197402717.4
19567,06008,0.157700537,39463678.42
19568,06010,0.028394669,126369494.6
19568,06008,0.089356821,39463678.42
19569,06010,0.081972509,126369494.6
19569,06008,0.00018489,39463678.42
19570,06010,0.003149344,126369494.6
19570,06003,0.048508319,149696070.3
19570,06003,5.08169E-05,149696070.3
19571,06010,0.051019369,126369494.6
19571,06003,0.483855154,149696070.3
19572,06010,0.169666459,126369494.6
19572,06003,0.070460507,149696070.3
19572,06002,0.007445022,268151164.7
19572,06005,0.138471346,334515006.4
19573,06005,0.213000673,334515006.4
19573,14103,0.007850771,74194247.68
19574,06005,0.040379626,334515006.4
19574,14103,0.118565613,74194247.68
19574,14108,0.048502205,331881917.7
19575,14065,0.026526511,160917981.6
19575,14108,0.112584355,331881917.7
19575,14087,0.180692066,39023622.34
19576,14108,1.12386E-05,331881917.7
19576,14087,0.022751908,39023622.34
19580,14049,0.001870501,179072475.9
19581,14049,0.007636115,179072475.9
19581,14049,1.52706E-05,179072475.9
19582,14049,0.01660498,179072475.9
19583,14049,0.092100937,179072475.9
19584,16012,0.001493425,387171876.3
19584,14049,0.01647043,179072475.9
19584,14049,0.025602326,179072475.9
19585,16012,0.007531898,387171876.3
19585,16012,0.054329565,387171876.3
19586,16012,0.02352414,387171876.3
19586,16083,0.111852618,337355251.5
19587,16083,0.157691286,337355251.5
19588,16058,0.041504659,63406377.39
19588,16083,0.095991695,337355251.5
19588,16083,0.002156369,337355251.5
19589,16058,0.011617638,63406377.39
19589,16058,0.030338981,63406377.39
19589,16058,0.087968045,63406377.39
19589,16083,0.004444061,337355251.5
19589,16102,0.003918828,336274287
19590,16058,0.313957435,63406377.39
19590,16102,0.095513094,336274287
19591,16087,0.00360156,82097956.39
19591,16102,0.099505574,336274287
19591,16102,0.002777952,336274287
19592,16087,0.005041543,82097956.39
19592,16087,0.114905338,82097956.39
19592,16087,0.242717778,82097956.39
19592,16111,0.213251742,50032082.35
19592,16111,0.086090024,50032082.35
19592,16111,0.023289106,50032082.35
19592,16102,0.024777663,336274287
19592,16102,0.000224252,336274287
19593,16087,0.00402104,82097956.39
19593,16087,0.005689281,82097956.39
19593,16111,0.03208979,50032082.35
19593,16111,0.013559493,50032082.35
19594,16087,0.021394412,82097956.39
19594,16079,0.144140157,307735085
19594,16111,0.032379276,50032082.35
19595,16079,0.256512593,307735085
19596,16079,0.185046872,307735085
19597,16082,0.118843251,310068058.7
19597,16079,0.041138399,307735085
19598,16082,0.133120541,310068058.7
19599,16082,0.056490538,310068058.7
19599,16049,0.490214097,28269787.81
19599,16001,0.006021689,107462176.4
19600,16049,0.28912496,28269787.81
19604,16101,0.163655797,51238404.84
19607,16099,0.016407194,152903018.1
19608,16099,0.000516058,152903018.1
19608,16047,0.003191852,93512267.55
19609,16046,0.070837325,96743559.44
19609,16047,0.144275783,93512267.55
19609,16047,0.020294288,93512267.55
19609,16112,0.018324364,259666947.3
19609,16112,0.010305057,259666947.3
19610,16081,0.056438508,14714840.83
19610,16046,0.044529907,96743559.44
19610,16046,0.098828897,96743559.44
19610,16112,0.028115144,259666947.3
19610,16112,0.003710304,259666947.3
19610,16112,0.062738777,259666947.3
19610,16112,0.000941814,259666947.3
19611,15041,0.397045834,6377037.878
19611,15032,0.095754061,93506487.4
19611,16081,0.002006298,14714840.83
19611,16112,0.047959505,259666947.3
19612,15111,0.052253777,220644887.9
19612,15111,0.022431895,220644887.9
19612,15032,0.010500347,93506487.4
19612,15032,0.021003287,93506487.4
19613,15111,0.164467678,220644887.9
19613,15111,0.006155312,220644887.9
19613,15032,0.043098273,93506487.4
19613,15032,0.08725484,93506487.4
19614,15114,0.028847047,340899441.2
19614,15111,0.234978575,220644887.9
19614,15032,0.089227444,93506487.4
19614,15007,0.022811896,81099413.95
19615,15114,0.197997365,340899441.2
19615,15114,0.007165051,340899441.2
19615,15111,0.024254107,220644887.9
19615,15007,0.070391414,81099413.95
19616,15118,0.000124771,186081535.1
19616,15114,0.020470555,340899441.2
19616,15114,0.003686575,340899441.2
19616,15114,0.014707887,340899441.2
19616,15005,0.004089274,397074190.4
19616,15005,0.005258435,397074190.4
19616,15005,0.070129591,397074190.4
19616,15005,0.091089616,397074190.4
19617,15118,0.014638253,186081535.1
19617,15118,0.011896366,186081535.1
19617,15118,0.000366712,186081535.1
19617,15005,0.132905991,397074190.4
19617,15005,0.058479299,397074190.4
19618,15118,0.046157269,186081535.1
19618,15118,0.01079036,186081535.1
19618,15106,0.087357824,308553329
19618,15106,0.023707313,308553329
19618,15106,0.041456252,308553329
19618,15005,0.056125243,397074190.4
19619,15106,0.089014455,308553329
19619,15106,0.071853213,308553329
19619,15106,0.071983442,308553329
19619,15106,0.006507208,308553329
19619,15067,0.027332868,56103469.28
19620,15106,0.033071798,308553329
19620,15106,0.081755885,308553329
19620,15051,0.024071049,111456069.8
19620,15051,0.190396634,111456069.8
19621,15051,0.234274841,111456069.8
19621,15051,0.072122253,111456069.8
19622,09004,0.055598782,16487696.17
19622,15051,0.045192961,111456069.8
19622,15037,0.869620826,37051194.7
19623,09008,0.065427436,17141414.76
19623,09010,0.770422671,12961265.7
19623,09004,0.944401218,16487696.17
19623,15037,0.039180856,37051194.7
19624,09008,0.001467493,17141414.76
19624,09010,0.042035914,12961265.7
19625,09013,0.007505772,83512840.76
19626,09011,0.215533511,62969081.36
19626,09011,0.000620548,62969081.36
19626,09007,0.672980659,5650196.649
19627,09011,0.10816856,62969081.36
19627,09007,0.249752493,5650196.649
19627,15122,0.149257663,23722378.4
19627,15070,0.159827841,1458395.082
19627,15039,0.002805922,114421073.7
19627,15039,0.002359708,114421073.7
19627,15029,0.006005321,23120295.04
19628,15039,0.51395226,114421073.7
19628,15039,0.083479893,114421073.7
19628,15029,0.005233969,23120295.04
19628,15025,0.043579945,114112287.2
19628,15025,0.002639559,114112287.2
19629,15039,0.198997417,114421073.7
19629,15025,0.032764449,114112287.2
19630,15039,0.010897888,114421073.7
19630,15039,0.077385582,114421073.7
19630,21180,0.003371748,209175669.1
19631,15039,0.00159767,114421073.7
19631,21180,0.307029649,209175669.1
19631,21180,0.002057354,209175669.1
19631,21180,0.005657065,209175669.1
19632,29015,0.001497083,67499955.23
19632,21132,0.029190306,82310762.65
19632,21134,0.529903715,49413908.97
19632,21134,0.191875505,49413908.97
19632,21134,0.063296967,49413908.97
19632,21143,0.045579152,54603214.54
19632,21143,0.165945076,54603214.54
19632,21180,0.054572195,209175669.1
19632,21180,0.023453967,209175669.1
19632,21180,0.056562554,209175669.1
19633,29019,0.303263389,22982108.07
19633,29015,0.076965997,67499955.23
19633,29015,0.138328461,67499955.23
19633,29015,0.172258246,67499955.23
19633,21132,0.15883729,82310762.65
19633,21132,0.155705438,82310762.65
19633,21134,0.024651392,49413908.97
19633,21143,0.133766359,54603214.54
19633,21143,0.004519215,54603214.54
19634,29056,0.839835022,9148500.822
19634,29056,0.033035438,9148500.822
19634,29049,0.095380998,10151757.71
19634,29049,0.370106906,10151757.71
19634,29024,0.002779182,26962195.99
19634,29024,0.176961662,26962195.99
19634,29023,0.013286429,52217873.16
19634,29023,0.030065381,52217873.16
19634,29019,0.136422272,22982108.07
19634,29019,0.08479568,22982108.07
19634,29015,0.071670955,67499955.23
19634,29015,0.331072164,67499955.23
19634,29015,0.058841436,67499955.23
19635,29060,0.036883841,6012103.306
19635,29049,0.202630248,10151757.71
19635,29049,0.000505762,10151757.71
19635,29048,0.001060257,11750391.94
19635,29036,0.815306741,6480770.106
19635,29036,0.184693259,6480770.106
19635,29033,0.715678183,48738378.82
19635,29032,0.003832869,25999911.87
19635,29024,0.132153565,26962195.99
19635,29024,0.298540506,26962195.99
19635,29023,0.001267543,52217873.16
19635,29010,0.006836819,59394099.56
19636,29060,0.003356371,6012103.306
19636,29048,0.544483608,11750391.94
19636,29033,0.098911407,48738378.82
19636,29026,0.30250354,25743118.86
19636,29018,0.580362899,26006937.55
19636,29010,0.541208966,59394099.56
19636,29002,0.66968198,11546166.85
19636,29001,0.380414826,11329640.15
19637,29052,0.652726162,32938167.53
19637,29050,0.050553755,9665801.903
19637,29026,0.306771168,25743118.86
19637,29018,0.419637101,26006937.55
19637,29010,0.371505583,59394099.56
19637,29009,0.704224502,16282072.84
19638,29052,0.321261494,32938167.53
19638,29013,0.242072957,252907174.1
19639,29016,0.19071274,43080604.11
19639,29016,0.028881649,43080604.11
19639,29013,0.242041233,252907174.1
19639,29013,0.019484192,252907174.1
19639,29013,0.008238485,252907174.1
19640,29016,0.001277223,43080604.11
19640,29013,0.129338729,252907174.1
19640,29013,0.012400467,252907174.1
19640,29013,0.006966807,252907174.1
19640,29008,0.193429806,82179672.98
19640,21117,0.15117535,4090777.805
19640,21104,0.045871883,126451757.7
19640,21104,0.012904504,126451757.7
19640,21128,0.216773496,89445257.08
