GRIDCODE,CVE_ENT&CVE_MUN,Fa,USs4ginMUNICIPIO (m2)
294,07087,0.236112998,115375920.2
295,07087,0.038379864,115375920.2
645,07089,0.004207749,695529726.9
646,07089,0.025040501,695529726.9
646,07089,0.018561173,695529726.9
646,07087,0.019544414,115375920.2
646,07087,0.037873657,115375920.2
646,07087,0.000236283,115375920.2
647,07087,0.089049165,115375920.2
647,07087,0.248263975,115375920.2
648,07087,0.003392756,115375920.2
648,07087,0.190531413,115375920.2
997,07089,0.001056459,695529726.9
997,07054,0.015519139,244403394.5
998,07089,0.102568905,695529726.9
998,07054,0.002081446,244403394.5
999,07089,0.113313508,695529726.9
999,07089,0.000615183,695529726.9
999,07035,0.002076409,92077538.21
999,07087,0.010747104,115375920.2
1000,07102,0.025821295,75802490.21
1000,07089,0.001204044,695529726.9
1000,07035,0.712912097,92077538.21
1000,07087,0.108879236,115375920.2
1001,07035,0.077437681,92077538.21
1001,07087,0.016989136,115375920.2
1349,07054,0.065834532,244403394.5
1350,07054,0.011379817,244403394.5
1350,07054,0.288205921,244403394.5
1351,07089,0.078256806,695529726.9
1351,07054,0.10742745,244403394.5
1352,07102,0.00051078,75802490.21
1352,07089,0.00747649,695529726.9
1352,07089,0.083261883,695529726.9
1353,07102,0.318133537,75802490.21
1353,07055,1,22828068.35
1353,07089,0.003216023,695529726.9
1353,07035,0.179149536,92077538.21
1354,07035,0.028424277,92077538.21
1702,07037,0.007754462,97357485.07
1702,07054,0.173555529,244403394.5
1703,07089,0.000355375,695529726.9
1703,07089,0.001582791,695529726.9
1703,07037,0.004266872,97357485.07
1703,07037,0.042154833,97357485.07
1703,07054,0.00121563,244403394.5
1703,07054,0.144911316,244403394.5
1703,07054,0.115215832,244403394.5
1704,07089,0.019283475,695529726.9
1704,07089,0.04449528,695529726.9
1704,07089,0.014914638,695529726.9
1704,07037,0.010202583,97357485.07
1704,07054,0.015354674,244403394.5
1704,07054,0.054095916,244403394.5
1705,07089,0.048892457,695529726.9
1705,07089,0.000224415,695529726.9
1706,07102,0.132181066,75802490.21
1706,07102,0.072251828,75802490.21
1707,07102,2.12056E-08,75802490.21
2055,07037,0.000990798,97357485.07
2055,07054,0.001217716,244403394.5
2056,07089,0.001552171,695529726.9
2056,07037,0.370431303,97357485.07
2056,07037,0.011982847,97357485.07
2056,07054,0.003603323,244403394.5
2056,07054,0.000335177,244403394.5
2056,07054,4.6582E-05,244403394.5
2057,07089,0.001344286,695529726.9
2057,07037,0.016507725,97357485.07
2057,07037,0.071057303,97357485.07
2058,07089,0.056708292,695529726.9
2058,07037,0.022570546,97357485.07
2059,07102,0.315922488,75802490.21
2059,07089,0.043725298,695529726.9
2059,07015,0.094971676,93958824.81
2060,07102,0.135178985,75802490.21
2060,07015,0.069927027,93958824.81
2406,07071,0.010801609,201058411.8
2407,07040,0.0157266,192522402.1
2407,07071,0.000301642,201058411.8
2408,07040,0.351826861,192522402.1
2408,07037,0.00202921,97357485.07
2408,07071,0.005080214,201058411.8
2409,07040,0.052321244,192522402.1
2409,07037,0.014762667,97357485.07
2409,07103,0.005281418,115261601.1
2409,07103,0.040041861,115261601.1
2410,07089,0.011521389,695529726.9
2410,07037,0.414462296,97357485.07
2410,07103,0.109193098,115261601.1
2411,07089,0.107158689,695529726.9
2411,07037,0.010197762,97357485.07
2412,07089,0.036952789,695529726.9
2412,07015,0.544155605,93958824.81
2413,07015,0.278339554,93958824.81
2413,07105,0.97333134,47151170.22
2414,07105,0.02666866,47151170.22
2759,07003,0.198916508,75687136.5
2759,07071,0.140375873,201058411.8
2760,07003,0.000782158,75687136.5
2760,07040,8.76209E-05,192522402.1
2760,07071,0.289124102,201058411.8
2760,07071,0.022980498,201058411.8
2761,07040,0.049900725,192522402.1
2761,07040,0.108284634,192522402.1
2761,07071,0.003620703,201058411.8
2761,07071,0.011221679,201058411.8
2761,07071,0.097548425,201058411.8
2762,07040,0.101794193,192522402.1
2762,07040,0.010891426,192522402.1
2762,07103,0.168039319,115261601.1
2763,07089,0.056489772,695529726.9
2763,07037,0.000628793,97357485.07
2763,07103,0.361338608,115261601.1
2764,07089,0.082422266,695529726.9
2764,07057,0.009526096,281938581.2
2765,07015,0.012216724,93958824.81
2766,07015,0.000389415,93958824.81
3110,07003,0.048554952,75687136.5
3111,07003,0.455824469,75687136.5
3112,07003,0.029055771,75687136.5
3112,07003,0.009192089,75687136.5
3113,07003,0.009078528,75687136.5
3113,07032,0.006411199,193571500.1
3113,07071,0.001797218,201058411.8
3113,07071,0.055473843,201058411.8
3114,07032,0.006589694,193571500.1
3114,07040,0.121665519,192522402.1
3114,07071,0.179045421,201058411.8
3115,07032,0.005712377,193571500.1
3115,07040,0.153817117,192522402.1
3115,07103,0.180304464,115261601.1
3115,07071,0.000146099,201058411.8
3115,07057,0.104524362,281938581.2
3116,07089,0.01271756,695529726.9
3116,07103,0.135801233,115261601.1
3116,07057,0.176034251,281938581.2
3117,07089,0.020880332,695529726.9
3117,07057,0.015660348,281938581.2
3464,07003,0.177663995,75687136.5
3464,07032,0.004559592,193571500.1
3465,07003,0.02746799,75687136.5
3465,07032,0.019870066,193571500.1
3466,07032,0.009352564,193571500.1
3466,07071,0.072102827,201058411.8
3467,07032,0.000303523,193571500.1
3467,07032,0.109203401,193571500.1
3467,07032,0.16698185,193571500.1
3467,07040,0.001254863,192522402.1
3467,07071,0.110379846,201058411.8
3467,07057,0.001221102,281938581.2
3467,07057,0.001819047,281938581.2
3468,07032,0.013453216,193571500.1
3468,07032,0.046925592,193571500.1
3468,07040,0.032429198,192522402.1
3468,07057,0.037214345,281938581.2
3468,07057,0.186483442,281938581.2
3469,07057,0.007345365,281938581.2
3469,07057,0.091800162,281938581.2
3470,07057,0.022091844,281938581.2
3815,07051,0.001412141,322308219.8
3816,07051,0.004822666,322308219.8
3816,07051,0.073576619,322308219.8
3817,07003,0.043463541,75687136.5
3817,07001,0.264232966,120755592.6
3817,07051,0.052070421,322308219.8
3818,07001,0.396934323,120755592.6
3819,07032,0.265283191,193571500.1
3819,07032,0.040274816,193571500.1
3819,07001,0.066919044,120755592.6
3820,07032,0.091120963,193571500.1
3820,07032,0.080618285,193571500.1
3820,07032,0.031023859,193571500.1
3821,07032,0.057857131,193571500.1
3821,07057,0.113878409,281938581.2
3822,07070,0.093407797,60207052.39
3822,07057,0.177549941,281938581.2
3822,07057,2.05619E-05,281938581.2
3823,07070,0.298730777,60207052.39
3823,07057,0.054830724,281938581.2
4123,20439,0.082205566,126989333.7
4124,20439,0.089239963,126989333.7
4124,20439,0.052814156,126989333.7
4127,20413,0.260447537,30351466.74
4127,20413,0.030764653,30351466.74
4127,20324,0.115529009,74443640.06
4128,20413,0.232864856,30351466.74
4128,20413,0.024888086,30351466.74
4167,07069,0.001365651,431920319.9
4167,07051,0.000766746,322308219.8
4168,07051,0.030290203,322308219.8
4169,07051,0.130682667,322308219.8
4170,07001,0.021487465,120755592.6
4170,07051,0.090939379,322308219.8
4171,07001,0.028405671,120755592.6
4171,07001,0.034060422,120755592.6
4171,07080,3.87946E-05,87081458.07
4172,07032,0.00109526,193571500.1
4172,07032,0.025593727,193571500.1
4172,07001,0.013087372,120755592.6
4172,07001,0.174872738,120755592.6
4172,07080,0.011289684,87081458.07
4173,07032,0.017769695,193571500.1
4175,07070,0.076140211,60207052.39
4176,07080,0.0593955,87081458.07
4176,07070,0.531721215,60207052.39
4176,07036,1,2591773.709
4472,20401,0.000156198,268334006
4473,20401,0.054280551,268334006
4474,20401,0.03727403,268334006
4474,20439,0.059496371,126989333.7
4475,20439,0.022310321,126989333.7
4476,20439,0.003209604,126989333.7
4477,20439,0.022010218,126989333.7
4477,20439,0.000988634,126989333.7
4478,20439,0.013308579,126989333.7
4480,20413,0.020076879,30351466.74
4481,20413,0.218511304,30351466.74
4481,20413,0.010749847,30351466.74
4519,07069,0.05307413,431920319.9
4520,07069,0.152937435,431920319.9
4520,07051,0.015723943,322308219.8
4521,07069,0.031728988,431920319.9
4521,07051,0.206891149,322308219.8
4522,07051,0.233189981,322308219.8
4523,07051,0.115607778,322308219.8
4524,07008,0.010378947,99134558.07
4524,07117,0.008547043,127552543.2
4524,07080,0.274908564,87081458.07
4524,07051,0.009165607,322308219.8
4528,07080,0.135629891,87081458.07
4528,07011,0.048195151,95579076.72
4529,07080,0.130843976,87081458.07
4529,07011,0.000923826,95579076.72
4529,07011,0.034212565,95579076.72
4824,20318,0.023654618,240407887.6
4825,20401,0.139257632,268334006
4825,20318,0.008979211,240407887.6
4826,20401,0.267280951,268334006
4827,20401,0.199890261,268334006
4827,20117,0.001044251,69225090.75
4827,20439,0.137327401,126989333.7
4828,20117,0.050864225,69225090.75
4828,20439,0.441188356,126989333.7
4829,20085,0.12101502,143904786.3
4829,20439,0.062796507,126989333.7
4829,20509,0.704940427,15565032.74
4830,20012,0.057023556,78090761.29
4830,20085,0.086160013,143904786.3
4830,20509,0.270839185,15565032.74
4831,20071,0.006996429,68940602.06
4831,20012,0.080812067,78090761.29
4831,20324,0.055236922,74443640.06
4832,20071,0.062556534,68940602.06
4832,20324,0.50223591,74443640.06
4833,20413,0.201696837,30351466.74
4833,20071,0.014379801,68940602.06
4833,20324,0.209182425,74443640.06
4837,20307,0.030599407,84644556.16
4838,20307,0.013047976,84644556.16
4839,20307,0.004766436,84644556.16
4869,07069,0.054271163,431920319.9
4871,07069,0.028676929,431920319.9
4872,07069,0.0937053,431920319.9
4873,07020,0.000926067,349944412.8
4873,07069,0.091468727,431920319.9
4874,07020,0.01134921,349944412.8
4874,07069,0.096474385,431920319.9
4874,07051,0.018162871,322308219.8
4875,07020,0.00138257,349944412.8
4875,07069,0.005924268,431920319.9
4875,07051,0.016697829,322308219.8
4876,07008,0.126527683,99134558.07
4876,07117,0.261234868,127552543.2
4877,07008,0.024203465,99134558.07
4877,07117,0.510480546,127552543.2
4877,07080,0.02134157,87081458.07
4878,07008,0.002308108,99134558.07
4878,07008,0.077993069,99134558.07
4878,07117,0.09384517,127552543.2
4878,07080,0.001876888,87081458.07
4879,07030,0.00445919,416556662.4
4879,07008,0.006045344,99134558.07
4880,07030,9.59067E-06,416556662.4
4880,07080,0.161830489,87081458.07
4881,07030,0.011727425,416556662.4
4881,07080,0.20220162,87081458.07
4881,07011,0.028050028,95579076.72
4882,07030,0.001148412,416556662.4
4882,07011,0.473199002,95579076.72
4883,07034,0.045536116,407486807.2
4883,07006,0.535563089,6432604.175
4883,07011,0.211768207,95579076.72
4884,07034,0.000124621,407486807.2
4885,07034,0.01881474,407486807.2
4885,07006,0.464436911,6432604.175
5172,20334,0.056665508,493541019
5173,20334,0.00777589,493541019
5173,20334,0.097675504,493541019
5173,20364,0.021290544,188316335.3
5174,20334,0.068750037,493541019
5174,20334,0.017683734,493541019
5174,20364,0.06536674,188316335.3
5175,20334,0.076271499,493541019
5175,20334,0.04186107,493541019
5176,20334,0.026827647,493541019
5176,20318,0.146182997,240407887.6
5176,20526,0.017501832,115857301.9
5177,20318,0.298764114,240407887.6
5178,20401,0.044488396,268334006
5178,20318,0.2864744,240407887.6
5178,20153,1.42456E-05,115472962.5
5179,20401,0.141631152,268334006
5179,20318,0.055480534,240407887.6
5179,20344,0.013174266,85576311.93
5180,20401,0.11574083,268334006
5180,20113,0.098152202,72325632.67
5180,20117,0.187284718,69225090.75
5180,20344,0.119844845,85576311.93
5181,20113,0.061725455,72325632.67
5181,20117,0.295671996,69225090.75
5181,20439,0.002302794,126989333.7
5182,20085,0.396324661,143904786.3
5182,20117,0.181071463,69225090.75
5182,20439,0.010801528,126989333.7
5182,20509,0.024220389,15565032.74
5183,20012,0.164312977,78090761.29
5183,20085,0.377738154,143904786.3
5184,20071,0.247704602,68940602.06
5184,20012,0.692929405,78090761.29
5184,20085,0.011858183,143904786.3
5184,20324,0.015297349,74443640.06
5185,20071,0.567421532,68940602.06
5185,20253,0.02900986,9036904.526
5185,20324,0.009807583,74443640.06
5186,20071,0.100941102,68940602.06
5186,20253,0.97099014,9036904.526
5186,20324,0.092710801,74443640.06
5192,20307,0.466173285,84644556.16
5193,20453,0.033876947,44577198.51
5193,20307,0.270698324,84644556.16
5194,20453,0.208290135,44577198.51
5195,20453,0.011014173,44577198.51
5223,07069,0.020362103,431920319.9
5224,07069,0.079136483,431920319.9
5225,07020,0.031749763,349944412.8
5225,07069,0.083970807,431920319.9
5226,07020,0.002394183,349944412.8
5226,07020,0.036676702,349944412.8
5226,07069,0.003285186,431920319.9
5229,07008,0.084331854,99134558.07
5229,07117,0.010508822,127552543.2
5230,07008,0.095560688,99134558.07
5230,07008,0.049310658,99134558.07
5230,07117,0.003135711,127552543.2
5230,07117,0.064970135,127552543.2
5231,07030,0.023070604,416556662.4
5231,07008,0.37224519,99134558.07
5231,07117,0.047277705,127552543.2
5232,07030,0.045353672,416556662.4
5232,07030,0.010463047,416556662.4
5232,07008,0.120025628,99134558.07
5233,07030,0.090086633,416556662.4
5233,07030,0.00182451,416556662.4
5233,07080,0.00051359,87081458.07
5234,07030,0.127279831,416556662.4
5234,07030,0.054455206,416556662.4
5234,07080,0.000129432,87081458.07
5234,07011,0.028134396,95579076.72
5235,07034,0.054606468,407486807.2
5235,07034,0.004503001,407486807.2
5235,07030,0.087082723,416556662.4
5235,07030,0.010591875,416556662.4
5235,07011,0.044231179,95579076.72
5235,07011,0.123903712,95579076.72
5236,07034,0.033234434,407486807.2
5236,07034,0.033027489,407486807.2
5236,07034,0.094432158,407486807.2
5236,07011,0.007381934,95579076.72
5237,07034,0.087859605,407486807.2
5237,07034,0.014951262,407486807.2
5238,07034,0.165518015,407486807.2
5239,07034,0.001555496,407486807.2
5521,20467,0.0338715,305187242.7
5522,20334,0.030717017,493541019
5522,20467,0.121172455,305187242.7
5523,20334,0.03583063,493541019
5524,20334,0.043217268,493541019
5525,20334,0.011000202,493541019
5525,20334,0.090478774,493541019
5526,20334,0.012413614,493541019
5526,20334,0.034736676,493541019
5526,20334,0.047684783,493541019
5526,20364,0.137140073,188316335.3
5527,20334,0.005604754,493541019
5527,20364,0.225121628,188316335.3
5528,20334,0.037522481,493541019
5528,20526,0.177652917,115857301.9
5528,20364,0.091309999,188316335.3
5529,20334,0.004030156,493541019
5529,20318,0.021381074,240407887.6
5529,20526,0.343169506,115857301.9
5529,20153,0.012224828,115472962.5
5530,20318,0.099486759,240407887.6
5530,20153,0.32627131,115472962.5
5530,20153,0.087302772,115472962.5
5531,20318,0.049313776,240407887.6
5531,20318,0.001183364,240407887.6
5531,20159,0.699856902,36202738.66
5531,20153,0.153764789,115472962.5
5531,20153,0.217633682,115472962.5
5532,20318,0.009099154,240407887.6
5532,20159,0.072345013,36202738.66
5532,20344,0.408536378,85576311.93
5532,20344,0.090055089,85576311.93
5532,20153,0.147297706,115472962.5
5532,20153,0.029320176,115472962.5
5533,20113,0.332695561,72325632.67
5533,20291,0.709646412,22005028.73
5533,20344,0.27981486,85576311.93
5534,20113,0.37320049,72325632.67
5534,20117,0.191133437,69225090.75
5534,20366,0.521167547,66470258.86
5535,20085,0.00690397,143904786.3
5535,20117,0.092929909,69225090.75
5535,20366,0.153054707,66470258.86
5537,20012,0.004921994,78090761.29
5546,20453,0.00907394,44577198.51
5546,20307,0.181021627,84644556.16
5547,20453,0.512891333,44577198.51
5547,20307,0.033692945,84644556.16
5548,20453,0.062609134,44577198.51
5548,20453,0.086963482,44577198.51
5549,20453,0.075280855,44577198.51
5550,20515,0.007044639,218165326.5
5573,07097,0.003681748,430753410.6
5574,07097,0.069789579,430753410.6
5574,07069,0.01430045,431920319.9
5575,07097,0.039586322,430753410.6
5575,07107,0.05534657,488077196.5
5575,07069,0.027254148,431920319.9
5576,07107,0.033920841,488077196.5
5576,07069,0.062252047,431920319.9
5577,07107,0.002444252,488077196.5
5577,07069,0.09891064,431920319.9
5578,07069,0.00090116,431920319.9
5583,07030,0.00084954,416556662.4
5583,07008,0.02340147,99134558.07
5584,07030,0.133691983,416556662.4
5584,07008,0.007667896,99134558.07
5585,07030,0.029749478,416556662.4
5585,07030,0.004273236,416556662.4
5586,07030,0.051714111,416556662.4
5587,07030,0.032252889,416556662.4
5588,07034,0.05343866,407486807.2
5588,07030,0.050702314,416556662.4
5589,07034,0.053040227,407486807.2
5589,07034,0.04168965,407486807.2
5590,07034,0.002768624,407486807.2
5590,07034,0.02726426,407486807.2
5591,07034,0.030137314,407486807.2
5591,07034,0.050881714,407486807.2
5592,07034,3.2321E-06,407486807.2
5871,20482,0.004254284,97305624.04
5872,20482,0.388757786,97305624.04
5872,20414,0.128619838,73865419.27
5873,20414,0.354876613,73865419.27
5874,20467,0.020318886,305187242.7
5875,20334,0.005269038,493541019
5875,20334,0.000764679,493541019
5875,20334,0.000758251,493541019
5875,20467,0.173175108,305187242.7
5876,20334,0.003118052,493541019
5878,20334,0.12331912,493541019
5879,20334,0.090456633,493541019
5879,20334,0.000227111,493541019
5879,20334,0.0100153,493541019
5879,20272,0.247063449,34612316.61
5879,20364,0.062158569,188316335.3
5880,20364,0.256344956,188316335.3
5881,20526,0.116287165,115857301.9
5881,20526,0.04080809,115857301.9
5881,20364,0.016867714,188316335.3
5881,20364,0.066702744,188316335.3
5882,20526,0.253917321,115857301.9
5882,20433,0.520887135,19771202.83
5882,20202,0.01254668,15916892.62
5883,20526,0.009033139,115857301.9
5883,20153,0.000542099,115472962.5
5883,20153,0.01494354,115472962.5
5883,20202,0.040006229,15916892.62
5884,20159,0.227798085,36202738.66
5884,20153,0.010684853,115472962.5
5885,20344,0.065445046,85576311.93
5886,20113,0.128408196,72325632.67
5886,20291,0.290353588,22005028.73
5886,20344,0.023129516,85576311.93
5887,20113,0.005818096,72325632.67
5887,20366,0.178289133,66470258.86
5888,20366,0.147488613,66470258.86
5890,20254,0.122711691,34783248.25
5890,20279,0.33896381,31832067.77
5891,20254,0.137686367,34783248.25
5891,20236,1,1019913.948
5891,20279,0.66103619,31832067.77
5891,20424,0.118778134,31237771.34
5902,20515,0.00172185,218165326.5
5903,20515,0.064798553,218165326.5
5903,20515,0.063025227,218165326.5
5903,20515,8.47309E-05,218165326.5
5904,20515,0.006749039,218165326.5
5924,07097,0.008638035,430753410.6
5925,07097,0.013029229,430753410.6
5925,07107,0.002379743,488077196.5
5926,07097,0.110950282,430753410.6
5926,07107,0.002608284,488077196.5
5927,07097,0.071430277,430753410.6
5927,07107,0.014791229,488077196.5
5928,07097,0.002928439,430753410.6
5928,07107,0.029107561,488077196.5
5929,07107,0.02615644,488077196.5
5930,07107,0.008635974,488077196.5
5931,07020,0.011251107,349944412.8
5931,07107,0.021777352,488077196.5
5932,07020,0.045065382,349944412.8
5939,07030,0.038503882,416556662.4
5939,07020,0.029713809,349944412.8
5940,07030,0.122784059,416556662.4
5941,07030,0.057473784,416556662.4
5942,07099,0.00385612,339107701.2
5942,07034,0.028576598,407486807.2
5942,07034,0.015629683,407486807.2
5943,07099,0.033669293,339107701.2
5943,07099,0.067329456,339107701.2
5943,07034,0.013644779,407486807.2
5943,07034,0.042207357,407486807.2
5944,07099,0.10493769,339107701.2
5944,07034,0.058683068,407486807.2
5945,07099,0.020985514,339107701.2
6225,20482,0.554205737,97305624.04
6225,20414,0.080123019,73865419.27
6226,20414,0.387962811,73865419.27
6227,20467,0.050276236,305187242.7
6227,20467,0.001003631,305187242.7
6228,20489,0.003251622,191654600.5
6228,20489,0.024187843,191654600.5
6228,20467,0.170881386,305187242.7
6228,20467,0.028204131,305187242.7
6229,20334,0.001046187,493541019
6229,20334,0.009435301,493541019
6229,20489,0.006129205,191654600.5
6229,20489,0.001927132,191654600.5
6229,20467,0.053757371,305187242.7
6229,20467,0.014806736,305187242.7
6230,20334,9.44254E-05,493541019
6230,20543,0.002690636,99218513.67
6230,20467,0.008723021,305187242.7
6231,20334,0.00169403,493541019
6232,20334,0.000269662,493541019
6232,20272,0.228771393,34612316.61
6232,20364,0.013555369,188316335.3
6233,20364,0.037876053,188316335.3
6234,20497,1,1892.079312
6234,20526,0.041630032,115857301.9
6234,20433,0.023858698,19771202.83
6234,20364,0.006265609,188316335.3
6235,20433,0.455254167,19771202.83
6235,20202,0.586479984,15916892.62
6236,20202,0.360967107,15916892.62
6243,20254,0.276775937,34783248.25
6243,20347,0.11835378,90377991.49
6243,20095,0.247053915,3999246.897
6244,20254,0.462826005,34783248.25
6244,20347,0.507293567,90377991.49
6244,20424,0.50110319,31237771.34
6244,20512,0.114064643,17975200.13
6245,20347,0.000603799,90377991.49
6245,20424,0.380118676,31237771.34
6245,20512,0.885935357,17975200.13
6256,20515,0.12187124,218165326.5
6257,20079,0.017093121,29800031.35
6257,20515,0.042240606,218165326.5
6257,20515,0.025387305,218165326.5
6258,20515,0.00012203,218165326.5
6276,07097,0.020147568,430753410.6
6277,07097,0.099959469,430753410.6
6278,07097,0.046735173,430753410.6
6278,07107,0.030633379,488077196.5
6279,07097,0.001682673,430753410.6
6279,07107,0.010676035,488077196.5
6280,07107,0.001257639,488077196.5
6282,07107,0.041503612,488077196.5
6283,07107,0.005360243,488077196.5
6284,07107,0.021225566,488077196.5
6285,07020,0.000225604,349944412.8
6286,07020,0.043921197,349944412.8
6286,07020,0.009533591,349944412.8
6286,07020,0.004758116,349944412.8
6287,07020,0.026776749,349944412.8
6287,07020,0.09087645,349944412.8
6292,07030,0.004134872,416556662.4
6292,07020,0.043091747,349944412.8
6293,07030,0.00153068,416556662.4
6294,07030,0.004786454,416556662.4
6294,07083,0.000149963,85137945.62
6295,07099,0.022804134,339107701.2
6295,07034,0.027871429,407486807.2
6295,07083,0.006901087,85137945.62
6296,07099,0.000335077,339107701.2
6296,07099,0.000191462,339107701.2
6297,07099,0.029323013,339107701.2
6297,07099,4.13072E-07,339107701.2
6298,07099,0.06491279,339107701.2
6578,20482,0.052782193,97305624.04
6578,20414,0.043206957,73865419.27
6579,20414,0.005210762,73865419.27
6580,20467,0.092178349,305187242.7
6580,20367,1,4738658.502
6581,20489,0.229210968,191654600.5
6581,20467,0.049125627,305187242.7
6582,20489,8.05202E-05,191654600.5
6582,20489,0.389800458,191654600.5
6582,20543,0.001134867,99218513.67
6582,20467,0.000375879,305187242.7
6582,20467,0.019824562,305187242.7
6583,20489,0.003114468,191654600.5
6583,20489,0.061142716,191654600.5
6583,20543,0.357766217,99218513.67
6583,20467,0.005709437,305187242.7
6583,20467,0.000624433,305187242.7
6584,20334,0.006725885,493541019
6584,20543,0.448558615,99218513.67
6584,20272,0.004600722,34612316.61
6585,20334,5.90795E-05,493541019
6585,20543,0.065699145,99218513.67
6585,20213,1,1759048.78
6585,20272,0.519564436,34612316.61
6594,20362,0.016321876,7027179.239
6595,20059,0.052721836,294996131.7
6595,20533,1,11805086.98
6596,20059,0.026049912,294996131.7
6596,20154,0.057649685,40319459.59
6596,20167,0.283165256,13530848.37
6596,20167,0.011899553,13530848.37
6596,20347,0.06208063,90377991.49
6596,20095,0.752946085,3999246.897
6597,20154,0.366613434,40319459.59
6597,20347,0.311668224,90377991.49
6597,20126,0.22895055,46209783.7
6598,20126,0.000464597,46209783.7
6610,20515,0.051156486,218165326.5
6611,20079,0.036213438,29800031.35
6611,20079,0.263978869,29800031.35
6611,20515,0.008773105,218165326.5
6612,20043,0.001212081,236089377.7
6612,20079,0.072577411,29800031.35
6612,20079,0.338869708,29800031.35
6612,20248,0.321447655,52665009.08
6612,20308,0.015741984,16129807.69
6612,20308,0.202634574,16129807.69
6613,20043,0.000419581,236089377.7
6613,20248,0.677114438,52665009.08
6614,20248,0.001437907,52665009.08
6628,07097,0.034977077,430753410.6
6629,07097,0.141364864,430753410.6
6630,07097,0.135064107,430753410.6
6631,07097,0.001938089,430753410.6
6633,07107,0.047844895,488077196.5
6634,07107,0.038545569,488077196.5
6636,07107,0.010329157,488077196.5
6637,07107,0.015668903,488077196.5
6638,07020,0.000961292,349944412.8
6638,07107,0.030781987,488077196.5
6639,07020,0.008363045,349944412.8
6639,07020,0.006853516,349944412.8
6639,07020,0.068659936,349944412.8
6639,07107,0.000435492,488077196.5
6640,07020,0.009204433,349944412.8
6640,07020,0.124061589,349944412.8
6640,07020,0.049222753,349944412.8
6641,07020,0.00073436,349944412.8
6642,07020,0.003988084,349944412.8
6647,07019,0.009963155,251962027.5
6648,07099,0.056091627,339107701.2
6648,07019,0.012251018,251962027.5
6923,12023,0.02511178,354865692
6924,12023,0.04550608,354865692
6926,12023,0.002209693,354865692
6927,20402,0.260077468,56675122.48
6928,20402,0.126533309,56675122.48
6928,20168,1,10911.54521
6934,20082,0.033040659,40887662.15
6934,20467,0.106358232,305187242.7
6934,20467,0.007041496,305187242.7
6935,20489,0.022469267,191654600.5
6935,20489,0.232239857,191654600.5
6935,20543,0.006605078,99218513.67
6935,20467,0.005470871,305187242.7
6935,20467,0.018700003,305187242.7
6936,20489,0.026445943,191654600.5
6936,20543,0.117545442,99218513.67
6936,20386,1,1746546.026
6944,20277,0.001439899,262843223.5
6944,20534,0.086713582,25422977.41
6945,20534,0.221951853,25422977.41
6946,20059,0.00072101,294996131.7
6946,20351,0.227578926,40831692.53
6946,20353,0.980847416,27518840.84
6946,20384,0.150709886,36121032.12
6947,20059,0.037515437,294996131.7
6947,20061,0.632995246,22526117.47
6947,20353,0.019152584,27518840.84
6947,20362,0.983678124,7027179.239
6947,20384,0.779204486,36121032.12
6948,20059,0.221010631,294996131.7
6948,20167,0.000824115,13530848.37
6948,20061,0.007449492,22526117.47
6948,20235,0.017269457,79982649.5
6948,20538,0.618139601,18300978.65
6949,20059,0.068797523,294996131.7
6949,20154,0.509059145,40319459.59
6949,20167,0.704111075,13530848.37
6949,20126,0.041403797,46209783.7
6949,20235,0.141217331,79982649.5
6949,20538,0.162241063,18300978.65
6950,20059,0.014587601,294996131.7
6950,20154,0.066677737,40319459.59
6950,20126,0.692100459,46209783.7
6950,20146,0.270478063,30470730.89
6950,20170,0.001571939,51546157.1
6951,20146,0.002430021,30470730.89
6951,20170,0.077660517,51546157.1
6963,20515,0.018366811,218165326.5
6963,20515,0.084853069,218165326.5
6964,20079,0.074962222,29800031.35
6964,20079,0.131286694,29800031.35
6964,20124,0.036399627,112546105.6
6964,20124,0.012025024,112546105.6
6964,20515,0.041633257,218165326.5
6964,20515,0.112674416,218165326.5
6964,20515,0.066623164,218165326.5
6965,20043,0.018738007,236089377.7
6965,20043,0.017477785,236089377.7
6965,20079,0.065018538,29800031.35
6965,20308,0.646229557,16129807.69
6965,20308,0.135393885,16129807.69
6965,20124,0.305488571,112546105.6
6965,20124,6.01128E-05,112546105.6
6965,20515,0.022999679,218165326.5
6966,20043,0.026847906,236089377.7
6966,20043,0.002795195,236089377.7
6966,20124,0.007728011,112546105.6
6969,20043,0.000429401,236089377.7
6969,20130,0.079916915,107902346.7
6970,20130,7.88532E-06,107902346.7
6972,20143,0.01392509,113469040.6
6973,20141,0.02290537,105724260.9
6973,20143,0.179052636,113469040.6
6974,20141,0.013128954,105724260.9
6976,20025,0.516606692,16527793.4
6976,20327,0.084912952,67651733.04
6977,20327,0.054559358,67651733.04
6981,07097,0.06155585,430753410.6
6981,07009,0.263734667,43498012.12
6981,07108,0.001705905,605634238.7
6982,07097,0.087552291,430753410.6
6982,07009,0.005093981,43498012.12
6982,07108,0.006083472,605634238.7
6983,07097,0.048988928,430753410.6
6986,07108,0.018062104,605634238.7
6986,07107,0.013593155,488077196.5
6987,07108,0.013050654,605634238.7
6987,07107,0.087891266,488077196.5
6988,07108,0.002852256,605634238.7
6988,07107,0.015211556,488077196.5
6989,07107,0.020899719,488077196.5
6989,07107,0.034167287,488077196.5
6990,07107,0.050335516,488077196.5
6990,07107,0.02140836,488077196.5
6990,07107,0.063275624,488077196.5
6991,07107,0.03480469,488077196.5
