GRIDCODE,CVENTMUN,Suma de Fter
10481,20522,0.93762985
10482,20038,0.204976487
10482,20138,0.163500498
10482,20246,1
10482,20299,1
10482,20522,0.06237015
10483,20060,0.816036588
10484,20060,0.183963412
10484,20437,0.804842327
10484,20454,0.020713797
10484,20554,0.09935854
10485,20031,0.011760872
10485,20437,0.136855956
10485,20454,0.80235751
10485,20502,0.150066507
10486,20394,0.37541524
10486,20502,0.208363938
10487,20190,0.080022562
10487,20394,0.011448577
10491,20207,0.327949501
10497,20057,0.006526582
10498,20057,0.059954806
10514,7061,0.004577541
10515,7061,0.186558989
10516,7012,0.050647885
10519,7013,1
10519,7029,1
10519,7085,0.205329249
10520,7085,0.412253408
10525,7026,0.621499873
10530,7059,0.012019804
10531,7059,0.039589016
10532,7059,0.010318541
10536,7059,0.027838893
10540,7059,0.043943666
10541,7059,0.014424637
10779,12057,0.022322097
10780,12057,0.10027028
10783,12057,0.053171938
10787,12011,0.140642929
10788,12011,0.020385371
10794,12029,0.056864657
10795,12029,0.094803997
10799,12051,0.18210357
10803,12010,0.021703492
10803,12076,0.534070808
10804,12063,0.412843354
10804,12072,0.060189993
10804,12076,0.000176462
10805,12063,0.587156646
10806,12009,0.340290924
10806,12041,0.221056585
10807,12009,0.519354187
10807,12043,0.199169559
10808,12009,0.053041854
10808,12043,0.676432471
10808,12078,0.050727614
10810,20016,0.179001831
10811,20016,0.820998169
10811,20242,0.582621926
10812,20242,0.108655095
10812,20348,0.413138612
10812,20469,0.244801551
10813,20348,0.123629728
10815,20208,0.257310231
10816,20208,0.189918706
10817,20397,0.204264003
10817,20480,0.032344882
10818,20050,0.034187259
10818,20127,0.588320213
10818,20397,0.156108026
10819,20050,0.191488206
10819,20086,0.563366687
10819,20127,0.411679787
10820,20050,0.774324535
10820,20119,0.711970994
10820,20258,0.560658811
10821,20195,1
10821,20492,0.063615629
10822,20006,0.034159941
10822,20046,0.33214605
10822,20492,0.394271149
10823,20046,0.169118176
10823,20217,1
10823,20569,0.491573112
10824,20094,0.365564974
10824,20569,0.380071962
10825,20094,0.634435026
10827,20294,0.001458566
10828,20178,0.594002108
10828,20193,0.02946529
10828,20338,1
10829,20178,0.405997891
10829,20504,0.892307396
10829,20544,0.272998923
10831,20363,0.56854887
10831,20365,0.319335436
10832,20262,0.005071134
10832,20443,0.474869672
10832,20496,0.484464449
10834,20097,0.010705389
10834,20114,0.009229411
10834,20120,0.744466267
10834,20138,0.029072461
10834,20442,0.405134682
10834,20473,0.426948206
10834,20503,0.896949937
10835,20038,0.519919038
10835,20097,0.244870791
10835,20114,0.990770589
10835,20120,0.255533733
10835,20138,0.236731467
10835,20257,0.372855272
10835,20503,0.103050063
10836,20038,0.275104475
10836,20257,0.367150566
10837,20554,0.363501776
10838,20502,0.641569555
10838,20554,0.066863821
10840,20190,0.141214364
10841,20190,0.016796685
10844,20207,0.161826594
10845,20207,0.211379453
10846,20057,0.082474905
10846,20207,0.135117314
10848,20057,0.013517541
10849,20057,0.289546225
10850,20057,0.116692338
10850,30091,0.003475792
10851,20057,0.290235257
10851,20407,0.021983319
10852,20407,0.087701587
10852,30091,0.005396894
10870,7021,0.08240818
10871,7018,0.349241249
