GRIDCODE,CVENTMUN,Suma de Fter
14697,21127,0.1076245
14698,20459,0.049220014
14698,21127,0.425315555
14699,20022,0.79790001
14699,20340,0.053402084
14699,20459,0.253400097
14700,20340,0.042646729
14700,20459,0.262321403
14702,21027,0.261458713
14703,21027,0.01157301
14707,20109,1
14707,20545,0.756876434
14707,21035,0.10023452
14708,20545,0.00943182
14708,21035,0.029166384
14709,20142,0.107788732
14709,20163,1
14709,20234,0.84469677
14709,20322,0.22967529
14709,20434,0.804220122
14710,20029,0.787497441
14710,20041,0.485835169
14710,20234,0.061895741
14710,20249,1
14710,20374,1.000000001
14711,20041,0.431354289
14711,20171,0.650665214
14713,20134,0.063739136
14713,20171,0.349334786
14713,20309,0.610915193
14714,20134,0.439966168
14714,20309,0.389084807
14719,20184,0.137881781
14720,20044,0.044163518
14720,20184,0.000597759
14721,20044,0.182843139
14722,30054,0.144296154
14723,30169,0.23886379
14724,30077,0.333985469
14724,30169,0.085968813
14727,30094,0.038962543
14728,30094,0.097864608
14732,30003,0.131997592
14733,30003,0.269381152
14733,30104,0.045311365
14733,30145,0.113989068
14733,30149,0.080785306
14734,30059,0.416056888
14734,30104,0.076614881
14734,30145,0.585889085
14734,30149,0.080395743
14735,30059,0.577910098
14735,30089,0.025795342
14737,30048,0.139659211
14737,30108,0.006372308
14738,30108,0.019219278
14739,30082,0.219635793
14739,30111,0.022121904
14740,30111,0.430735827
14741,30111,0.20851569
14742,30204,0.078896396
14745,27008,0.037564731
14747,27008,0.049958014
14748,27002,0.002658551
14748,27008,0.024848705
14750,27002,0.06782109
14750,27008,0.004752606
14751,27002,0.073752528
14751,27008,0.004726663
14753,27006,0.075097711
14754,27004,0.066015005
14754,27006,0.535733448
14755,27004,0.004061343
14761,27012,0.009895568
14762,27012,0.016906921
14763,27012,0.001529928
14764,27011,0.047979781
14764,27012,0.060877365
14766,27011,0.000432224
14767,27011,0.10077552
14768,27011,0.131221281
14769,27007,0.152429346
14769,27011,0.063764224
14770,27007,0.190650911
14772,27001,0.025498749
14773,27001,0.003495416
14778,27001,0.030091785
14779,27001,0.037204434
14989,16008,0.453100624
14999,16010,0.956294771
15005,12016,0.058354298
15006,12016,0.207765411
15007,12016,0.072932202
15011,12073,0.109860144
15012,12073,0.088406229
15013,12073,0.034888827
15014,12022,0.004604084
15014,12073,0.063966953
15015,12022,0.101825998
15018,12022,0.072085099
15019,12050,0.463315452
15021,12064,0.217039663
15021,12067,0.334267042
15022,12007,0.125418561
15022,12064,0.063297141
15022,12067,0.360937594
15028,12026,0.052053336
15028,12058,0.652589644
15029,12026,0.108116033
15032,12059,0.298858841
15033,12034,0.134315536
15034,12034,0.221470046
15040,21032,0.410488803
15040,21073,0.85858717
15041,21032,0.287093191
15041,21047,0.072775754
15041,21073,0.14141283
15042,21047,0.115241733
15043,21047,0.150415599
15047,21009,1
15048,21003,0.002989838
15049,21003,0.434387856
15050,21127,0.467059945
15051,20459,0.07402772
15051,21190,1
15053,20459,0.14111341
15054,20459,0.035951075
15054,21027,0.197556184
15055,21027,0.529412092
15059,21035,0.184315046
15061,20490,0.810875007
15061,20545,0.233691746
15061,21035,0.154223998
15061,21036,0.15764239
15062,20142,0.892211268
15062,20228,1.000000001
15062,20322,0.770324709
15062,20434,0.195779878
15062,20490,0.189124992
15063,20029,0.212502559
15063,20041,0.082810542
15063,20406,0.42325671
15069,20278,0.00492954
15073,30176,0.051973945
15074,20044,0.035765457
15074,30176,0.948026055
15075,30054,0.148690554
15076,30054,0.543218354
15076,30169,0.098423819
15077,30169,0.203700348
15081,30073,0.285886127
15081,30094,0.016004241
15082,30073,0.194887792
15083,30073,0.001073647
15085,30003,0.123081094
15085,30149,0.135065512
15086,30003,0.037966572
15086,30104,0.069575964
15086,30149,0.338461905
15087,30104,0.605712404
15087,30149,0.046840041
15088,30059,0.006033014
15093,30039,0.626615621
15093,30111,0.024314631
15094,30039,0.019154264
15094,30204,0.416433596
15095,30204,0.294224834
15098,27008,0.002241614
15106,27006,0.024202362
15109,27004,0.027366093
15110,27004,0.123528264
15111,27004,0.073120859
15115,27012,0.012794839
15117,27011,0.013577648
15118,27011,0.067030377
15119,27011,0.120346488
15120,27011,0.027950737
15121,27011,0.00069095
15125,27001,0.091229188
15128,27001,0.0022786
15130,27001,0.016736017
15134,4011,0.052815335
15135,4011,0.138847238
15136,4011,0.087359909
15353,16010,0.043705229
15363,12073,0.055407151
15364,12073,0.107047075
15370,12022,0.054833225
15371,12022,0.265103225
15371,16077,0.00410458
15372,12027,0.021602143
15372,12050,0.536684548
15373,12064,0.194834801
15374,12064,0.212970778
15374,12067,0.029635791
15381,12037,0.102151085
15394,21047,0.061945956
15395,21047,0.140089046
15396,21047,0.181064694
15396,21085,0.038214154
15399,21157,0.349651713
15400,21157,0.493434495
15402,21003,0.207752334
15402,21147,0.261686136
15406,21018,0.507719745
15411,21214,1
15412,21035,0.027070112
15413,21035,0.50498994
15413,21036,0.393132998
15413,21217,0.237969108
15414,21036,0.449224612
15414,21217,0.286210578
15416,20406,0.17847432
15417,20406,0.156578537
15421,20278,0.004704095
15422,20278,0.258325432
15424,30207,0.516774946
15425,30045,0.069127417
15425,30207,0.24063598
15426,30045,0.207961382
15429,30054,0.163794938
15429,30208,0.407623695
15430,30169,0.13176779
15430,30208,0.058513578
15433,30073,0.038505996
15433,30141,0.038983072
15434,30073,0.311806668
15434,30141,0.043461602
15435,30073,0.167839771
15435,30141,0.048287314
15438,30149,0.118471603
15439,30104,0.139390239
15439,30149,0.12862157
15440,30104,0.063395147
15440,30209,1
15445,30039,0.301429975
15446,30039,0.05280014
15448,30204,0.210445174
15456,27002,0.241958286
15459,27010,0.795707834
15460,27006,0.364966479
15460,27010,0.204292166
15462,27004,0.005219408
15462,27013,0.206980101
15463,27004,0.10557501
15464,27004,0.23586617
15465,27004,0.009099192
15471,27011,0.014202869
15475,4007,1
15478,27001,0.098901396
15480,27001,0.000217818
15488,4011,0.137164902
15695,16015,0.147341518
15716,12073,0.114439177
15718,12073,0.015058198
15719,12073,0.066553958
15720,12073,0.070852601
15720,16038,0.042494095
15725,12027,0.20361493
15726,12064,0.220425898
15729,15105,0.011321818
15730,15105,0.32465809
15734,12037,0.37106668
15736,12055,0.066282845
15737,12055,0.05651953
15738,12015,0.254033066
15739,12015,0.127660594
15740,17017,0.152295414
15741,12034,0.10105785
15741,17017,0.736850436
15741,17025,0.882419107
15742,12034,0.024170166
15743,17025,0.117580893
15747,21047,0.021799443
15747,21051,0.049571934
15748,21051,0.182460011
15749,21047,0.002904036
15749,21085,0.256686853
15750,21085,0.090267949
15753,21042,0.380775686
15753,21157,0.156913792
15754,21147,0.277374671
15755,21147,0.426900342
15758,21082,0.029039585
15759,21018,0.492280255
15760,21156,0.018356706
15763,21120,0.007727282
15763,21156,0.040821026
15766,21010,0.959030726
15766,21217,0.217507954
15769,21145,0.122835906
15770,20406,0.241690433
15770,21145,0.654390773
15770,30173,0.058481975
15773,20002,0.058324797
15774,20002,0.026882707
15774,20278,0.719759263
15775,20278,0.01228167
15777,30207,0.242589074
15778,30045,0.020758086
15779,30045,0.366599873
15780,30045,0.186291413
15781,30045,0.149261829
15782,30208,0.380191452
15783,30169,0.004960088
15783,30208,0.153671275
15786,30143,0.15584595
15787,30141,0.174354572
15787,30143,0.099227312
15788,30141,0.172687415
15790,30032,0.054519708
15790,30149,0.047159044
15791,30149,0.01259524
15792,30149,0.011604035
15794,30122,1
15807,27002,0.075334537
15808,27002,0.53847501
15810,27005,0.006777284
15815,27013,0.793019899
15817,27003,0.028620544
15817,27004,0.157040185
15818,27003,0.036920761
15818,27004,0.008840623
15823,27011,0.054676696
15824,27011,0.12523421
15830,4003,0.039045424
15830,27001,0.007341674
15831,27001,0.016340464
16048,16015,0.198382541
16067,16029,0.014117875
16069,12073,0.047138962
16069,16038,0.071001656
16070,12073,0.064568274
16070,16038,0.108351633
16071,12073,0.063109523
16071,16038,0.118323065
16072,16038,0.074844133
16073,16038,0.089504251
16077,12027,0.136261037
16078,12027,0.103050382
16079,12027,0.081017506
16079,12064,0.091431719
16082,15105,0.010036581
16083,12031,1
16083,15105,0.201788253
16084,12058,0.019801324
16084,15105,0.359649816
16086,12047,0.199191625
16087,12037,0.526782236
16087,12047,0.327049424
16088,12055,0.058610916
16089,12055,0.026680432
16090,12055,0.053095214
16091,12015,0.61830634
16091,12055,0.143891719
16093,17017,0.110854149
16100,21051,0.190626882
16101,21051,0.256338594
16102,21021,0.172386849
16102,21051,0.007073748
16102,21085,0.203660483
16103,21085,0.029425141
16104,21085,0.075323791
16105,21007,0.563571229
16105,21085,0.05798066
16106,21042,0.409245391
16106,21206,0.162688271
16107,21042,0.209978923
16107,21147,0.034038851
16107,21206,0.239718722
16110,21082,0.25814956
16111,21037,1
16111,21082,0.712810855
16111,21092,0.342463346
16112,21092,0.462258809
16116,21010,0.040969274
16116,21120,0.490234843
16117,21120,0.373596488
16117,21195,0.015963051
16122,21061,0.592520695
16122,21145,0.205008575
16122,21217,0.258312363
16122,30173,0.041481422
16123,21145,0.017764747
16123,30173,0.170759113
16126,20002,0.46163942
16127,20002,0.316072402
16127,30174,0.139846088
16128,30174,0.000179996
16129,30174,0.00250073
16139,30143,0.019203832
16140,30141,0.046838828
16141,30141,0.083341444
16143,30032,0.48195801
16163,27005,0.124160983
16164,27005,0.402269862
16164,27014,1
16171,27003,0.080116501
16175,27003,0.067564169
16175,27011,0.078100266
16176,27011,0.154016729
16187,4003,0.005234293
16192,4011,0.075403707
16194,4011,0.010965097
16401,16015,0.152550967
16419,16029,0.934024544
16420,16029,0.051857582
16427,16038,0.087623829
16428,16038,0.024276698
16428,16077,0.280327209
16429,16077,0.216678518
16430,12027,0.151443921
16433,15008,0.035996999
16434,15008,0.009576259
16435,15008,0.033813784
16436,15105,0.089682907
16437,12058,0.237546437
16437,15105,0.002862534
16438,12058,0.033744954
16438,15008,0.004506311
16438,15080,0.225626091
16439,12047,0.131632355
16439,15080,0.044068743
16439,15117,0.146921092
16440,12047,0.342126595
16440,12060,0.050361759
16440,15117,0.271715838
16441,12055,0.309482487
16441,12060,0.13752546
16442,12055,0.223685885
16442,12060,0.17043256
16443,12055,0.06175097
16443,12060,0.080242129
16453,21051,0.269097594
16453,21168,0.731683249
16455,21021,0.827613152
16455,21051,0.044831238
16455,21085,0.069995629
16455,21176,1
16456,21085,0.117176448
16457,21085,0.054660243
16458,21007,0.436428772
16460,21031,1
16460,21146,0.669190479
16460,21206,0.273293141
16464,21092,0.084540967
16465,21092,0.110736877
16465,21161,0.176684511
16465,21177,0.027208334
16466,21161,0.82331549
16470,21120,0.128441387
16470,21156,0.940822268
16470,21195,0.046904269
16471,21195,0.937132681
16471,30019,0.016426917
16471,30184,0.426180866
16471,30195,0.001080422
16472,30019,0.983573083
16472,30159,1
16472,30184,0.050341043
16474,21061,0.407479305
16474,30201,0.172953258
16475,30173,0.391939505
16475,30201,0.062904142
16476,20021,1
16476,30173,0.337337986
16479,20002,0.137080675
16491,30015,0.389327055
16491,30143,0.354625001
16492,30143,0.270675305
16493,30143,0.1004226
16494,30141,0.007286074
16496,30032,0.075786789
16515,27005,0.109248798
16516,27005,0.357543071
16525,27003,0.193819739
16526,27003,0.284798064
16527,27003,0.222640493
16528,27003,0.061323892
16534,4003,0.008543989
16538,4003,0.012036117
16539,4003,0.16545364
16541,4011,0.004266392
16543,4011,0.010393933
16544,4011,0.284916909
16545,4011,0.197866578
16562,4010,0.337060115
16565,4010,0.040207296
16565,23004,0.018469051
16751,16026,0.095389897
16754,16015,0.177121134
16770,16035,0.096150306
16777,16038,0.010827354
16781,16038,0.039336312
16781,16077,0.498889692
16782,12027,0.010198266
16783,12027,0.137987203
16786,15008,0.251168195
16787,15008,0.089994263
16788,15008,0.177998972
16789,15008,0.032356641
16790,15008,0.036613575
16790,15080,0.186162298
16791,15080,0.125943803
16792,15004,0.148456683
16792,15080,0.007495932
16793,12060,0.021064979
16793,15004,0.043703638
16793,15117,0.384283426
16794,12049,0.012840598
16794,12060,0.262011472
16794,15117,0.014129642
16795,12049,0.640634238
16795,12060,0.238236974
16795,15117,0.065271279
16796,12060,0.040124667
16799,17015,0.037269663
16800,17024,0.252460236
16801,17024,0.306404279
16806,21168,0.268316751
16807,21069,0.500027648
16807,21165,0.638360935
16808,21069,0.052190656
16808,21185,0.889575615
16809,21085,0.006608649
16810,21062,1
16810,21121,0.255347328
16810,21133,1
16810,21201,1
16813,21052,0.44391346
16813,21146,0.231388789
16814,21052,0.556086539
16814,21070,0.372030237
16814,21146,0.099420732
16814,21206,0.22159656
16815,21206,0.102703307
16817,21177,0.018651837
16817,21203,0.369331941
16818,21177,0.254841082
16822,21103,0.665932115
16823,21103,0.334067885
16823,30006,0.917503292
16823,30147,0.122530182
16824,30020,0.175689131
16824,30147,0.00807412
16824,30184,0.321897946
16824,30195,0.998919578
16825,30020,0.129407316
16825,30184,0.201580145
16826,30110,1
16826,30171,1
16826,30201,0.125828631
16827,30201,0.058006361
16831,30174,0.124455188
16832,30174,0.321733336
16833,30174,0.095936308
16834,30174,0.122769849
16835,30174,0.050849273
16843,30139,0.31696276
16844,30015,0.287010009
16844,30139,0.68303724
16848,30141,0.000800795
16849,30032,0.387735492
16849,30141,0.007301406
16878,27003,0.024195837
16892,4003,0.140180776
16914,4010,0.06984159
16915,4010,0.144738522
16917,4010,0.002232944
16918,23004,0.002277719
17100,6009,0.348893007
17101,6009,0.074455436
17101,16014,0.172474832
17102,16014,0.432880022
17103,16014,0.013633887
17103,16026,0.13949187
17104,16026,0.247131854
17106,16015,0.100994701
17107,16015,0.071116055
17110,16002,0.253445021
17110,16015,0.042664896
17111,16002,0.286010281
17118,16035,0.153272363
17119,16035,0.079203754
17123,16035,0.275768175
17130,16038,0.068869457
17131,16038,0.11860785
17132,16038,0.119489533
17133,16038,0.026450132
17135,12027,0.106420593
17136,12027,0.003436853
17139,12027,0.044967165
17139,15008,0.053255549
17139,15082,0.797273536
17140,15008,0.066421173
17140,15082,0.140982722
17141,15008,0.208298278
17141,15082,0.061743742
17143,15080,0.064871635
17144,15080,0.176390902
17145,15080,0.130277303
17146,15004,0.807839679
17146,15117,0.117678724
17147,12049,0.070719991
17148,12049,0.275805173
17148,15107,1
17151,17015,0.457116249
17152,17015,0.505614088
17153,17008,1
17153,17024,0.099327974
17154,17024,0.34180751
17158,17033,1
17159,21005,0.519270938
17159,21033,0.327066026
17160,21165,0.361639065
17161,21069,0.428973032
17161,21185,0.110424385
17162,21166,0.747217741
17163,21121,0.304768057
17163,21166,0.252782259
17164,21159,0.442493719
17165,21150,0.390472411
17165,21159,0.11385766
17166,21095,1
17166,21131,0.165547476
17166,21150,0.463088291
17166,21193,0.071947733
17167,21070,0.627969763
17167,21131,0.834452525
17167,21193,0.047416878
17169,21079,1
17169,21098,1
17169,21203,0.300131518
17170,21203,0.330536541
17171,21177,0.09289803
17172,21177,0.526362905
17173,21110,0.347982036
17173,21177,0.080037813
17174,21046,0.38065711
17174,21099,0.528616325
17175,21046,0.619342889
17175,30006,0.033762558
17176,30006,0.04873415
17177,30020,0.132065897
17177,30147,0.823932759
17177,30168,0.10427274
17178,30020,0.562837657
17178,30168,0.133819469
17179,30201,0.264161739
17180,30201,0.168284898
17181,30117,0.101249753
17182,30052,0.0640854
17182,30117,0.156497295
17183,30117,0.505810894
17184,30117,0.155726375
17184,30174,0.141729233
17198,30015,0.06190759
17199,30015,0.261755345
17199,30141,0.060672229
17200,30141,0.033716441
17201,30141,0.083340352
17248,4003,0.03896623
17249,4003,0.081649307
17249,4009,0.741899503
17267,4010,0.113030428
17453,6009,0.212705347
17454,6006,0.345792622
17454,6009,0.36394621
17455,16014,0.381011259
17456,16026,0.017968605
17457,16026,0.166514011
17458,16015,0.054772374
17458,16026,0.019517575
17459,16015,0.055055814
17476,16035,0.287791908
17477,16035,0.001717382
17492,15123,0.044913399
17493,15123,0.087719697
17497,15080,0.039163292
17512,17022,0.38686797
17512,17032,1
17512,21005,0.480729062
17512,21022,0.488770172
17512,21033,0.672933974
17513,21022,0.372241944
17513,21188,0.533328827
17514,21022,0.133681166
17514,21069,0.010254954
17514,21188,0.041714767
17515,21069,0.008553709
17516,21019,0.250132547
17516,21121,0.32468596
17517,21121,0.115198656
17517,21159,0.443648621
17518,21114,0.470917853
17519,21150,0.146439298
17519,21193,0.633553051
17520,21193,0.050955116
17521,21153,1
17521,21182,0.133067849
17522,21189,0.94224253
17523,21154,0.294026076
17523,21189,0.05775747
17526,21110,0.652017964
17528,21063,0.901005033
17528,21099,0.471383676
17528,30018,0.999999999
17528,30099,0.434621658
17529,30099,0.396605112
17530,30030,1
17530,30147,0.045462938
17531,30098,1
17531,30135,1
17531,30185,1
17532,30014,0.653102676
17532,30068,0.359264873
17532,30085,0.341883793
17532,30113,1
17532,30168,0.76190779
17532,30201,0.135262492
17533,30014,0.346897324
17533,30052,0.14775624
17533,30068,0.503821129
17533,30201,0.012598477
17534,30052,0.586940006
17534,30117,0.078902752
17535,30031,0.009410892
17535,30052,0.201218354
17535,30053,0.298373038
17535,30117,0.001812931
17536,30031,0.354214308
17537,30031,0.633739015
17540,30049,0.133170227
17540,30181,0.532916412
17552,30141,0.065384451
17553,30141,0.133544006
17601,4003,0.061884246
17620,4010,0.112978167
17803,6001,0.169981786
17806,6006,0.03018725
17807,6006,0.335242553
17808,6002,0.108590922
17809,6002,0.041956633
17809,16026,0.119333071
17810,16026,0.152001373
17811,16026,0.042651744
17817,16089,0.019158254
17818,16002,0.057839147
17819,16002,0.310148324
17819,16006,1
17824,16064,0.056343231
17829,16035,0.101075492
17830,16035,0.005020622
17845,15123,0.198390598
17846,15123,0.327328196
17852,15021,0.135096085
17855,15052,0.13851553
17855,15088,1
17856,15052,0.86148447
17858,15063,0.294980404
17858,17007,0.469132385
17862,17002,1
17862,17026,1
17862,17029,1
17863,15068,0.495143258
17863,17030,1
17864,15034,1
17864,15068,0.023244532
17864,17016,1
17865,17022,0.613132029
17865,21188,0.091544903
17866,21022,0.005306719
17866,21188,0.333411503
17867,21019,0.354003719
17868,21019,0.29603005
17869,21019,0.099833685
17870,21106,0.668735141
17870,21114,0.327628498
17871,21114,0.201453649
17872,21040,0.031302399
17872,21193,0.196127223
17874,21097,0.92404709
17874,21182,0.699713157
17875,21097,0.07595291
17875,21151,1
17875,21182,0.167218995
17876,21144,1
17876,21154,0.705973924
17877,21115,0.990759313
17880,21063,0.098994967
17881,21023,0.44981193
17882,21023,0.55018807
17882,30099,0.16877323
17882,30101,0.118689829
17884,30022,0.065641263
17884,30085,0.441026102
17885,30044,0.138420069
17885,30068,0.136913999
17885,30085,0.087476562
17886,30044,0.048007399
17887,30021,0.453992176
17888,30021,0.546007824
17888,30053,0.701626963
17888,30125,0.130764135
17889,30031,0.002635785
17889,30125,0.059712189
17893,30181,0.024158818
17895,30181,0.442924771
17944,4003,0.097434751
17973,4010,0.08861822
17974,4010,0.029510194
17992,23004,0.047218731
18156,6001,0.374107921
18159,6006,0.282305079
18162,6002,0.279825742
18163,14065,0.252548959
18171,16002,0.074049829
18172,16002,0.018507398
18177,16064,0.034425441
18186,16097,0.321661996
18194,16092,0.086095829
18198,15123,0.34164811
18203,15077,1
18203,15086,0.384139254
18203,15097,1
18204,15021,0.168051959
18204,15086,0.615860746
18205,15021,0.660847778
18209,15049,1
18210,15063,0.448968943
18211,15063,0.256050653
18211,17007,0.530867615
18216,15068,0.387823025
18216,15094,1
18217,15068,0.093789186
18221,21126,0.09277005
18222,21106,0.056481633
18222,21119,0.165207515
18222,21125,1
18222,21126,0.367968563
18222,21140,0.041905594
18223,21106,0.274783226
18226,21040,0.968697601
18229,21065,0.076722459
18230,21065,0.923277541
18230,21115,0.009240687
18232,21045,1
18235,30101,0.384858418
18236,30101,0.496451753
18236,30127,0.858663435
18237,30022,0.934358737
18237,30047,0.058742424
18237,30062,0.839797947
18237,30085,0.129613542
18237,30127,0.141336565
18238,30044,0.39163054
18239,30044,0.323337003
18241,30125,0.2441716
18242,30007,1
18242,30125,0.328671527
18243,30125,0.194513162
18244,30049,0.668606518
18244,30125,0.042167386
18245,30049,0.174717409
18245,30148,0.433735785
18307,4003,0.000895006
18311,4009,0.258100497
18327,4010,0.061782526
18345,23004,0.004631478
18346,23004,0.035871589
18509,6001,0.455910292
18509,6004,0.056218858
18511,6002,0.032618227
18511,6004,0.152484256
18512,6002,0.274033217
18512,6006,0.006472497
18514,6002,0.233641073
18515,6002,0.002521902
18516,14065,0.389538329
18524,16012,0.577493018
18525,16012,0.117752867
18530,16064,0.091202751
18531,16055,0.688611247
18531,16064,0.079434096
18532,16055,0.311388753
18534,16059,0.027306696
18539,16082,0.478192772
18539,16097,0.678338004
18547,16092,0.401038263
18558,15021,0.036004178
18558,15106,0.006553923
18558,15118,0.783226171
18559,15106,0.077309721
18560,15090,1
18563,15101,1
18565,9012,0.599871149
18566,9012,0.400128851
18566,17009,1
18570,15015,1
18570,15017,0.656146822
18571,15009,0.412699082
18572,15009,0.587300918
18572,21138,0.416371636
18573,21026,0.463803118
18573,21102,0.015599754
18573,21138,0.583628364
18574,21026,0.536196882
18574,21102,0.984400246
18574,21126,0.347051292
18574,21140,0.041192495
18575,21090,0.569158393
18575,21119,0.834792485
18575,21126,0.192210095
18575,21140,0.894672642
18576,21041,0.58704446
18576,21140,0.022229269
18579,21001,0.269658204
18580,21001,0.05293514
18581,21004,1
18587,21179,0.005604119
18589,30047,0.214608739
18590,30047,0.497798753
18590,30062,0.160202053
18590,30186,0.173868808
18591,30080,0.292328994
18591,30186,0.826131193
18592,30044,0.09860499
18592,30080,0.628168551
18592,30165,0.018007832
18593,30165,0.070128363
18597,30148,0.167826925
18598,30049,0.023505846
18598,30148,0.061835805
18599,30090,0.641158481
18599,30100,0.379110779
18599,30105,0.038798156
18599,30148,0.048129783
18600,30090,0.242528788
18600,30105,0.039096635
18601,30105,0.421750368
18660,4003,0.021083578
18661,4003,0.09382895
18692,23004,0.014098095
18699,23004,0.036131303
18859,6007,0.074597922
18860,6007,0.276180163
18862,6004,0.283581578
18863,6004,0.19734733
18864,6004,0.310367977
18867,6002,0.02444215
18868,6002,0.002370133
18868,14065,0.010901991
18869,14065,0.202241431
18871,14087,0.115927375
18872,14087,0.004767265
18875,14049,0.102749812
18875,16089,0.838220992
18876,16089,0.142620754
18877,14049,0.00292749
18877,16012,0.014752561
18878,14049,0.019620605
18883,16064,0.73859448
18887,16059,0.593010077
18888,16009,0.293423112
18888,16059,0.260484825
18889,16009,0.163633496
18890,16009,0.506281681
18890,16082,0.178828013
18891,16082,0.165481964
18892,16082,0.174825401
18900,16092,0.403314615
18903,16099,1
18906,15041,0.598669922
18906,15110,1
18913,15018,0.792742721
18914,15018,0.207257279
18914,15073,1
18923,15017,0.343853178
18926,21060,0.120972103
18926,21074,0.865600963
18927,21048,0.022894026
18927,21060,0.879027897
18927,21074,0.132010902
18928,21034,0.563891669
18928,21074,0.002388136
18928,21090,0.430841608
18928,21136,1
18928,21181,1
18929,21034,0.436108332
18929,21041,0.412955539
18932,21001,0.677406656
18933,21104,0.133252506
18934,21104,0.016957468
18935,21104,0.151389682
18935,21152,1
18938,21179,0.478009659
18940,21179,0.188606971
18943,21050,0.15771613
18943,30029,0.953310542
18943,30047,0.224532479
18944,30047,0.004317605
18944,30071,0.045764679
18945,30080,0.079502454
18945,30165,0.911863805
18946,30043,0.135379297
18947,30043,0.222077554
18948,30043,0.220376105
18949,30043,0.0502188
18949,30148,0.188734793
18950,30148,0.096760976
18951,30100,0.024442273
18952,30090,0.116312732
18952,30100,0.596446948
18952,30105,0.500354839
19011,4003,0.000463624
19015,4003,0.032247009
19039,23004,0.029741785
19040,23004,0.067474665
19044,23004,0.030000937
19045,23004,0.006101668
19052,23004,0.03540906
19211,6007,0.212002757
19211,14027,0.004340403
19212,6007,0.437219158
19224,14087,0.374739653
19227,14049,0.10220047
19228,14049,0.231821782
19231,14049,0.11749471
19233,16083,0.249344728
19234,16083,0.068087881
19235,16083,0.208026323
19239,16087,0.13695785
19240,16059,0.119198402
19240,16087,0.632483446
19241,16009,0.03666171
19252,16092,0.051712233
19252,16101,0.150344692
19253,16092,0.05783906
19259,15041,0.401330078
19262,15007,0.372769467
19262,15114,0.00082914
19263,15005,0.002190707
19263,15007,0.627230533
19263,15114,0.041286212
19264,15118,0.080914389
19265,15118,0.13585944
19266,15054,1
19267,15051,0.007625748
19274,9011,0.796948994
19274,15025,0.031550345
19274,15039,0.021664834
19274,15122,0.683127453
19277,15025,0.498324647
19279,21048,0.231391074
19280,21048,0.745714901
19280,21132,0.06502256
19281,29023,1
19282,29059,0.864578774
19283,29017,0.985765404
19283,29022,1
19283,29029,1
19283,29041,1
19283,29048,0.244035114
19283,29050,0.339432355
19283,29059,0.135421226
19283,29060,0.97612168
19284,29010,0.251916369
19284,29017,0.014234596
19284,29025,1
19284,29050,0.490613892
19287,21104,0.681302509
19287,21117,1
19287,21128,0.753310771
19288,21104,0.017097834
19291,21179,0.11078266
19292,21179,0.216996592
19294,21058,0.27603947
19295,21050,0.175423278
19295,21058,0.049042238
19295,21116,0.30334129
19295,30029,0.035731122
19296,21050,0.666860593
19296,30029,0.010958337
19296,30071,0.498962571
19297,30071,0.455272749
19297,30188,0.246793921
19298,30043,0.261792901
19298,30188,0.060063763
19299,30024,0.670577996
19299,30043,0.110155343
19299,30134,0.12884156
19299,30188,0.693142316
19300,30134,0.043672082
19302,30126,1
19303,30148,0.002975934
19305,30193,1
19367,4003,0.135604647
19368,4003,0.048578703
19368,4004,0.025880018
19392,23004,0.079834492
19393,23004,0.002534011
19405,23004,0.035176424
19570,6003,0.01248048
19571,6003,0.028891535
19574,14103,0.971841075
19574,14108,0.083103231
19575,14065,0.011783489
19575,14087,0.003344081
19575,14108,0.217393262
19576,14087,0.153097322
19577,14065,0.132985801
19577,14087,0.179984075
19580,14049,0.202322441
19584,14049,0.165398466
19585,16012,0.18393931
19586,16012,0.106062245
19586,16083,0.305379413
19587,16083,0.049413778
19588,16083,0.119747877
19591,16102,0.210135726
19592,16087,0.230558705
19592,16111,0.639261875
19604,16101,0.016939824
19605,16101,0.309005847
19609,16047,1
19609,16112,0.017984305
19610,16112,0.982015696
19611,15032,0.028816781
19613,15032,0.936460183
19613,15111,0.387215624
19614,15032,0.034723035
19614,15111,0.50755653
19614,15114,0.00314891
19615,15114,0.024977687
19616,15005,0.138977914
19616,15114,0.174019766
19617,15005,0.181066206
19618,15005,0.081759655
19618,15106,0.086076114
19619,15067,0.122981172
19619,15106,0.469015243
19620,15051,0.404565565
19620,15106,0.090219185
19621,15051,0.280885774
19622,15037,0.564617487
19622,15051,0.306922914
19627,9011,0.203051007
19627,15122,0.316872546
19630,15025,0.470125008
19630,15039,0.978335166
19632,21134,0.53607363
19632,21143,0.122127421
19633,21132,0.934977439
19633,21134,0.027843029
19633,21143,0.877872579
19633,29015,0.406839024
19634,29015,0.169821329
19634,29024,0.026301915
19636,29002,1
19636,29010,0.708167143
19636,29018,0.330976472
19636,29033,1
19636,29048,0.755964886
19636,29060,0.02387832
19637,29009,1
19637,29010,0.039916489
19637,29018,0.669023529
19637,29026,1
19637,29050,0.169953753
19637,29052,1
19640,21128,0.204489839
19640,29008,0.197580557
19641,21128,0.04219939
19641,29008,0.469879228
19644,21067,0.368935877
19644,21137,1
19645,21067,0.058639931
19646,21067,0.262831365
19646,21093,0.264741889
19647,21058,0.516914061
19647,21093,0.153293196
19647,30025,0.049419696
19648,21058,0.158004231
19648,21116,0.59665331
19649,21116,0.100005401
19649,30079,0.156821562
19653,30017,0.022174147
19653,30134,0.35521422
19655,30134,0.133875048
19718,4003,0.016869709
