GRIDCODE,LONG,LATITUDE,Huso,Pob
0,-116.620885,14.169697,6,0
1,-116.538572,14.177889,6,0
2,-116.45625,14.186036,6,0
3,-116.373918,14.194137,6,0
4,-116.291577,14.202192,6,0
5,-116.209226,14.210201,6,0
6,-116.126866,14.218164,6,0
7,-116.044497,14.226081,6,0
8,-115.962118,14.233951,6,0
9,-115.87973,14.241776,6,0
10,-115.797333,14.249555,6,0
11,-115.714927,14.257288,6,0
12,-115.632512,14.264975,6,0
13,-115.550087,14.272616,6,0
14,-115.467654,14.280211,6,0
15,-115.385212,14.28776,6,0
16,-115.30276,14.295262,6,0
17,-115.2203,14.302719,6,0
18,-115.137832,14.310129,6,0
19,-115.055354,14.317494,6,0
20,-114.972868,14.324812,6,0
21,-114.890373,14.332084,6,0
22,-114.80787,14.33931,6,0
23,-114.725358,14.34649,6,0
24,-114.642838,14.353624,6,0
25,-114.560309,14.360712,6,0
26,-114.477772,14.367753,6,0
27,-114.395227,14.374748,6,0
28,-114.312674,14.381697,6,0
29,-114.230112,14.3886,6,0
30,-114.147542,14.395457,6,0
31,-114.064964,14.402267,6,0
32,-113.982378,14.409032,6,0
33,-113.899785,14.41575,6,0
34,-113.817183,14.422421,6,0
35,-113.734573,14.429047,6,0
36,-113.651956,14.435626,6,0
37,-113.569331,14.442159,6,0
38,-113.486698,14.448646,6,0
39,-113.404057,14.455086,6,0
40,-113.321409,14.46148,6,0
41,-113.238753,14.467828,6,0
42,-113.15609,14.474129,6,0
43,-113.07342,14.480384,6,0
44,-112.990742,14.486593,6,0
45,-112.908057,14.492755,6,0
46,-112.825364,14.498872,6,0
47,-112.742664,14.504941,6,0
48,-112.659957,14.510965,6,0
49,-112.577243,14.516942,6,0
50,-112.494522,14.522872,6,0
51,-112.411794,14.528756,6,0
52,-112.329059,14.534594,6,0
53,-112.246318,14.540386,6,0
54,-112.163569,14.54613,6,0
55,-112.080813,14.551829,6,0
56,-111.998051,14.557481,6,0
57,-111.915282,14.563087,6,0
58,-111.832507,14.568646,6,0
59,-111.749725,14.574159,6,0
60,-111.666936,14.579625,6,0
61,-111.584141,14.585045,6,0
62,-111.50134,14.590418,6,0
63,-111.418532,14.595745,6,0
64,-111.335718,14.601026,6,0
65,-111.252898,14.606259,6,0
66,-111.170071,14.611447,6,0
67,-111.087239,14.616588,6,0
68,-111.0044,14.621682,6,0
69,-110.921555,14.62673,6,0
70,-110.838705,14.631731,6,0
71,-110.755848,14.636686,6,0
72,-110.672986,14.641594,6,0
73,-110.590118,14.646456,6,0
74,-110.507244,14.651271,6,0
75,-110.424364,14.656039,6,0
76,-110.341479,14.660761,6,0
77,-110.258588,14.665437,6,0
78,-110.175692,14.670065,6,0
79,-110.09279,14.674647,6,0
80,-110.009883,14.679183,6,0
81,-109.92697,14.683672,6,0
82,-109.844052,14.688114,6,0
83,-109.761129,14.69251,6,0
84,-109.678201,14.696859,6,0
85,-109.595267,14.701162,6,0
86,-109.512329,14.705417,6,0
87,-109.429385,14.709627,6,0
88,-109.346437,14.713789,6,0
89,-109.263483,14.717905,6,0
90,-109.180525,14.721974,6,0
91,-109.097562,14.725997,6,0
92,-109.014594,14.729973,6,0
93,-108.931621,14.733902,6,0
94,-108.848644,14.737785,6,0
95,-108.765662,14.74162,6,0
96,-108.682675,14.74541,6,0
97,-108.599685,14.749152,6,0
98,-108.516689,14.752848,6,0
99,-108.43369,14.756497,6,0
100,-108.350686,14.760099,6,0
101,-108.267678,14.763655,6,0
102,-108.184665,14.767164,6,0
103,-108.101649,14.770626,6,0
104,-108.018628,14.774042,6,0
105,-107.935603,14.77741,6,0
106,-107.852574,14.780732,6,0
107,-107.769542,14.784008,6,0
108,-107.686505,14.787236,6,0
109,-107.603465,14.790418,6,0
110,-107.520421,14.793553,6,0
111,-107.437373,14.796641,6,0
112,-107.354322,14.799682,6,0
113,-107.271267,14.802677,6,0
114,-107.188208,14.805625,6,0
115,-107.105146,14.808526,6,0
116,-107.022081,14.81138,6,0
117,-106.939012,14.814188,6,0
118,-106.85594,14.816949,6,0
119,-106.772865,14.819663,6,0
120,-106.689786,14.82233,6,0
121,-106.606704,14.82495,6,0
122,-106.52362,14.827524,6,0
123,-106.440532,14.830051,6,0
124,-106.357441,14.832531,6,0
125,-106.274347,14.834964,6,0
126,-106.19125,14.83735,6,0
127,-106.108151,14.83969,6,0
128,-106.025049,14.841982,6,0
129,-105.941944,14.844228,6,0
130,-105.858836,14.846427,6,0
131,-105.775726,14.848579,6,0
132,-105.692613,14.850685,6,0
133,-105.609498,14.852743,6,0
134,-105.526381,14.854755,6,0
135,-105.443261,14.85672,6,0
136,-105.360138,14.858638,6,0
137,-105.277014,14.860509,6,0
138,-105.193887,14.862333,6,0
139,-105.110758,14.864111,6,0
140,-105.027627,14.865841,6,0
141,-104.944494,14.867525,6,0
142,-104.861359,14.869162,6,0
143,-104.778222,14.870752,6,0
144,-104.695083,14.872295,6,0
145,-104.611943,14.873791,6,0
146,-104.5288,14.87524,6,0
147,-104.445656,14.876643,6,0
148,-104.362511,14.877999,6,0
149,-104.279363,14.879307,6,0
150,-104.196215,14.880569,6,0
151,-104.113064,14.881784,6,0
152,-104.029913,14.882952,6,0
153,-103.94676,14.884073,6,0
154,-103.863605,14.885148,6,0
155,-103.780449,14.886175,6,0
156,-103.697293,14.887156,6,0
157,-103.614135,14.888089,6,0
158,-103.530976,14.888976,6,0
159,-103.447815,14.889816,6,0
160,-103.364654,14.890609,6,0
161,-103.281492,14.891355,6,0
162,-103.19833,14.892054,6,0
163,-103.115166,14.892707,6,0
164,-103.032002,14.893312,6,0
165,-102.948836,14.893871,6,0
166,-102.865671,14.894382,6,0
167,-102.782504,14.894847,6,0
168,-102.699338,14.895265,6,0
169,-102.61617,14.895636,6,0
170,-102.533002,14.89596,6,0
171,-102.449834,14.896237,6,0
172,-102.366666,14.896467,6,0
173,-102.283497,14.896651,6,0
174,-102.200329,14.896787,6,0
175,-102.11716,14.896877,6,0
176,-102.033991,14.896919,6,0
177,-101.950821,14.896915,6,0
178,-101.867652,14.896864,6,0
179,-101.784483,14.896766,6,0
180,-101.701315,14.896621,6,0
181,-101.618146,14.896429,6,0
182,-101.534978,14.89619,6,0
183,-101.45181,14.895904,6,0
184,-101.368642,14.895572,6,0
185,-101.285475,14.895192,6,0
186,-101.202308,14.894766,6,0
187,-101.119142,14.894292,6,0
188,-101.035976,14.893772,6,0
189,-100.952811,14.893205,6,0
190,-100.869647,14.892591,6,0
191,-100.786483,14.89193,6,0
192,-100.703321,14.891223,6,0
193,-100.620159,14.890468,6,0
194,-100.536998,14.889666,6,0
195,-100.453838,14.888818,6,0
196,-100.370679,14.887922,6,0
197,-100.287521,14.88698,6,0
198,-100.204365,14.885991,6,0
199,-100.121209,14.884955,6,0
200,-100.038055,14.883872,6,0
201,-99.954902,14.882742,6,0
202,-99.871751,14.881566,6,0
203,-99.788601,14.880342,6,0
204,-99.705452,14.879072,6,0
205,-99.622305,14.877754,6,0
206,-99.53916,14.87639,6,0
207,-99.456016,14.874979,6,0
208,-99.372874,14.873521,6,0
209,-99.289734,14.872016,6,0
210,-99.206595,14.870465,6,0
211,-99.123459,14.868866,6,0
212,-99.040324,14.867221,6,0
213,-98.957192,14.865529,6,0
214,-98.874061,14.863789,6,0
215,-98.790932,14.862004,6,0
216,-98.707806,14.860171,6,0
217,-98.624682,14.858291,6,0
218,-98.54156,14.856364,6,0
219,-98.458441,14.854391,6,0
220,-98.375323,14.852371,6,0
221,-98.292209,14.850304,6,0
222,-98.209096,14.84819,6,0
223,-98.125987,14.846029,6,0
224,-98.04288,14.843822,6,0
225,-97.959775,14.841567,6,0
226,-97.876674,14.839266,6,0
227,-97.793575,14.836918,6,0
228,-97.710478,14.834523,6,0
229,-97.627385,14.832081,6,0
230,-97.544295,14.829593,6,0
231,-97.461208,14.827057,6,0
232,-97.378123,14.824475,6,0
233,-97.295042,14.821846,6,0
234,-97.211964,14.819171,6,0
235,-97.128889,14.816448,6,0
236,-97.045818,14.813679,6,0
237,-96.96275,14.810863,6,0
238,-96.879685,14.808,6,0
239,-96.796623,14.80509,6,0
240,-96.713566,14.802134,6,0
241,-96.630511,14.79913,6,0
242,-96.547461,14.79608,6,0
243,-96.464413,14.792984,6,0
244,-96.38137,14.78984,6,0
245,-96.29833,14.78665,6,0
246,-96.215295,14.783413,6,0
247,-96.132263,14.780129,6,0
248,-96.049235,14.776799,6,0
249,-95.966211,14.773421,6,0
250,-95.883191,14.769997,6,0
251,-95.800175,14.766527,6,0
252,-95.717163,14.763009,6,0
253,-95.634156,14.759445,6,0
254,-95.551153,14.755834,6,0
255,-95.468154,14.752176,6,0
256,-95.38516,14.748472,6,0
257,-95.302169,14.744721,6,0
258,-95.219184,14.740923,6,0
259,-95.136203,14.737079,6,0
260,-95.053227,14.733188,6,0
261,-94.970255,14.72925,6,0
262,-94.887288,14.725266,6,0
263,-94.804325,14.721235,6,0
264,-94.721368,14.717157,6,0
265,-94.638415,14.713033,6,0
266,-94.555468,14.708861,6,0
267,-94.472525,14.704644,6,0
268,-94.389587,14.700379,6,0
269,-94.306655,14.696068,6,0
270,-94.223727,14.691711,6,0
271,-94.140805,14.687307,6,0
272,-94.057888,14.682856,6,0
273,-93.974977,14.678358,6,0
274,-93.89207,14.673814,6,0
275,-93.80917,14.669223,6,0
276,-93.726274,14.664586,6,0
277,-93.643384,14.659902,6,0
278,-93.5605,14.655172,6,0
279,-93.477622,14.650395,6,0
280,-93.394749,14.645571,6,0
281,-93.311882,14.640701,6,0
282,-93.22902,14.635784,6,0
283,-93.146165,14.630821,6,0
284,-93.063315,14.625811,6,0
285,-92.980472,14.620755,6,0
286,-92.897634,14.615652,6,0
287,-92.814803,14.610503,6,0
288,-92.731977,14.605307,6,0
289,-92.649158,14.600065,6,0
290,-92.566345,14.594776,6,0
291,-92.483539,14.589441,6,0
292,-92.400739,14.584059,6,0
293,-92.317945,14.57863,6,243
294,-92.235157,14.573156,6,6284
295,-92.152377,14.567634,6,1969
296,-92.069602,14.562067,6,0
297,-91.986835,14.556452,6,0
298,-91.904074,14.550792,6,0
299,-91.821319,14.545085,6,0
300,-91.738572,14.539331,6,0
301,-91.655831,14.533532,6,0
302,-91.573098,14.527685,6,0
303,-91.490371,14.521793,6,0
304,-91.407651,14.515854,6,0
305,-91.324938,14.509868,6,0
306,-91.242233,14.503836,6,0
307,-91.159534,14.497758,6,0
308,-91.076843,14.491634,6,0
309,-90.994159,14.485463,6,0
310,-90.911483,14.479245,6,0
311,-90.828814,14.472982,6,0
312,-90.746152,14.466672,6,0
313,-90.663497,14.460316,6,0
314,-90.580851,14.453913,6,0
315,-90.498212,14.447464,6,0
316,-90.41558,14.440969,6,0
317,-90.332956,14.434428,6,0
318,-90.25034,14.42784,6,0
319,-90.167732,14.421206,6,0
320,-90.085132,14.414526,6,0
321,-90.002539,14.4078,6,0
322,-89.919955,14.401027,6,0
323,-89.837379,14.394208,6,0
324,-89.75481,14.387343,6,0
325,-89.67225,14.380432,6,0
326,-89.589698,14.373474,6,0
327,-89.507154,14.366471,6,0
328,-89.424619,14.359421,6,0
329,-89.342092,14.352325,6,0
330,-89.259573,14.345183,6,0
331,-89.177063,14.337994,6,0
332,-89.094561,14.33076,6,0
333,-89.012068,14.323479,6,0
334,-88.929583,14.316152,6,0
335,-88.847108,14.30878,6,0
336,-88.76464,14.301361,6,0
337,-88.682182,14.293896,6,0
338,-88.599732,14.286385,6,0
339,-88.517292,14.278827,6,0
340,-88.43486,14.271224,6,0
341,-88.352437,14.263575,6,0
342,-88.270024,14.25588,6,0
343,-88.187619,14.248138,6,0
344,-88.105224,14.240351,6,0
345,-88.022837,14.232518,6,0
346,-87.94046,14.224638,6,0
347,-87.858093,14.216713,6,0
348,-87.775734,14.208742,6,0
349,-87.693385,14.200724,6,0
350,-87.611046,14.192661,6,0
351,-87.528716,14.184552,6,0
352,-87.446395,14.176397,6,0
353,-116.62931,14.250014,6,0
354,-116.54695,14.258213,6,0
355,-116.464581,14.266367,6,0
356,-116.382203,14.274474,6,0
357,-116.299815,14.282535,6,0
358,-116.217417,14.29055,6,0
359,-116.13501,14.298519,6,0
360,-116.052594,14.306442,6,0
361,-115.970169,14.31432,6,0
362,-115.887734,14.322151,6,0
363,-115.80529,14.329936,6,0
364,-115.722836,14.337675,6,0
365,-115.640374,14.345368,6,0
366,-115.557903,14.353015,6,0
367,-115.475422,14.360616,6,0
368,-115.392933,14.36817,6,0
369,-115.310435,14.375679,6,0
370,-115.227928,14.383141,6,0
371,-115.145412,14.390558,6,0
372,-115.062888,14.397928,6,0
373,-114.980354,14.405252,6,0
374,-114.897813,14.41253,6,0
375,-114.815262,14.419762,6,0
376,-114.732703,14.426947,6,0
377,-114.650136,14.434086,6,0
378,-114.56756,14.44118,6,0
379,-114.484976,14.448227,6,0
380,-114.402384,14.455227,6,0
381,-114.319783,14.462182,6,0
382,-114.237174,14.46909,6,0
383,-114.154557,14.475952,6,0
384,-114.071932,14.482768,6,0
385,-113.989299,14.489538,6,0
386,-113.906658,14.496261,6,0
387,-113.824009,14.502938,6,0
388,-113.741352,14.509568,6,0
389,-113.658687,14.516153,6,0
390,-113.576014,14.522691,6,0
391,-113.493334,14.529183,6,0
392,-113.410646,14.535628,6,0
393,-113.327951,14.542027,6,0
394,-113.245248,14.54838,6,0
395,-113.162537,14.554686,6,0
396,-113.079819,14.560946,6,0
397,-112.997094,14.56716,6,0
398,-112.914361,14.573327,6,0
399,-112.831621,14.579448,6,0
400,-112.748874,14.585522,6,0
401,-112.66612,14.591551,6,0
402,-112.583359,14.597532,6,0
403,-112.50059,14.603467,6,0
404,-112.417814,14.609356,6,0
405,-112.335032,14.615199,6,0
406,-112.252243,14.620995,6,0
407,-112.169446,14.626744,6,0
408,-112.086643,14.632447,6,0
409,-112.003834,14.638104,6,0
410,-111.921017,14.643714,6,0
411,-111.838194,14.649277,6,0
412,-111.755365,14.654794,6,0
413,-111.672528,14.660265,6,0
414,-111.589686,14.665689,6,0
415,-111.506837,14.671067,6,0
416,-111.423981,14.676398,6,0
417,-111.34112,14.681682,6,0
418,-111.258252,14.68692,6,0
419,-111.175378,14.692112,6,0
420,-111.092497,14.697256,6,0
421,-111.009611,14.702355,6,0
422,-110.926719,14.707406,6,0
423,-110.84382,14.712412,6,0
424,-110.760916,14.71737,6,0
425,-110.678006,14.722282,6,0
426,-110.59509,14.727148,6,0
427,-110.512168,14.731967,6,0
428,-110.429241,14.736739,6,0
429,-110.346308,14.741464,6,0
430,-110.263369,14.746143,6,0
431,-110.180425,14.750776,6,0
432,-110.097476,14.755362,6,0
433,-110.014521,14.759901,6,0
434,-109.93156,14.764393,6,0
435,-109.848595,14.768839,6,0
436,-109.765624,14.773238,6,0
437,-109.682647,14.777591,6,0
438,-109.599666,14.781897,6,0
439,-109.51668,14.786156,6,0
440,-109.433688,14.790368,6,0
441,-109.350692,14.794534,6,0
442,-109.26769,14.798653,6,0
443,-109.184684,14.802726,6,0
444,-109.101673,14.806751,6,0
445,-109.018657,14.81073,6,0
446,-108.935637,14.814663,6,0
447,-108.852612,14.818548,6,0
448,-108.769582,14.822387,6,0
449,-108.686547,14.826179,6,0
450,-108.603509,14.829925,6,0
451,-108.520465,14.833623,6,0
452,-108.437418,14.837275,6,0
453,-108.354366,14.84088,6,0
454,-108.27131,14.844439,6,0
455,-108.188249,14.84795,6,0
456,-108.105185,14.851415,6,0
457,-108.022116,14.854833,6,0
458,-107.939043,14.858205,6,0
459,-107.855967,14.861529,6,0
460,-107.772886,14.864807,6,0
461,-107.689801,14.868038,6,0
462,-107.606713,14.871222,6,0
463,-107.523621,14.87436,6,0
464,-107.440525,14.87745,6,0
465,-107.357426,14.880494,6,0
466,-107.274323,14.883491,6,0
467,-107.191216,14.886441,6,0
468,-107.108106,14.889345,6,0
469,-107.024993,14.892201,6,0
470,-106.941876,14.895011,6,0
471,-106.858755,14.897774,6,0
472,-106.775632,14.90049,6,0
473,-106.692505,14.90316,6,0
474,-106.609375,14.905782,6,0
475,-106.526243,14.908358,6,0
476,-106.443107,14.910886,6,0
477,-106.359968,14.913368,6,0
478,-106.276826,14.915803,6,0
479,-106.193681,14.918191,6,0
480,-106.110533,14.920533,6,0
481,-106.027383,14.922827,6,0
482,-105.94423,14.925075,6,0
483,-105.861074,14.927276,6,0
484,-105.777916,14.929429,6,0
485,-105.694755,14.931536,6,0
486,-105.611592,14.933597,6,0
487,-105.528426,14.93561,6,0
488,-105.445258,14.937576,6,0
489,-105.362087,14.939496,6,0
490,-105.278915,14.941368,6,0
491,-105.19574,14.943194,6,0
492,-105.112563,14.944973,6,0
493,-105.029383,14.946705,6,0
494,-104.946202,14.94839,6,0
495,-104.863019,14.950028,6,0
496,-104.779834,14.951619,6,0
497,-104.696647,14.953163,6,0
498,-104.613458,14.954661,6,0
499,-104.530267,14.956111,6,0
500,-104.447075,14.957515,6,0
501,-104.363881,14.958871,6,0
502,-104.280686,14.960181,6,0
503,-104.197489,14.961444,6,0
504,-104.11429,14.96266,6,0
505,-104.03109,14.963829,6,0
506,-103.947889,14.964951,6,0
507,-103.864686,14.966026,6,0
508,-103.781482,14.967055,6,0
509,-103.698277,14.968036,6,0
510,-103.615071,14.96897,6,0
511,-103.531864,14.969858,6,0
512,-103.448656,14.970698,6,0
513,-103.365446,14.971492,6,0
514,-103.282236,14.972239,6,0
515,-103.199025,14.972938,6,0
516,-103.115813,14.973591,6,0
517,-103.0326,14.974197,6,0
518,-102.949387,14.974756,6,0
519,-102.866173,14.975268,6,0
520,-102.782958,14.975733,6,0
521,-102.699743,14.976151,6,0
522,-102.616528,14.976523,6,0
523,-102.533312,14.976847,6,0
524,-102.450095,14.977124,6,0
525,-102.366879,14.977355,6,0
526,-102.283662,14.977538,6,0
527,-102.200445,14.977675,6,0
528,-102.117228,14.977764,6,0
529,-102.03401,14.977807,6,0
530,-101.950793,14.977803,6,0
531,-101.867576,14.977751,6,0
532,-101.784358,14.977653,6,0
533,-101.701141,14.977508,6,0
534,-101.617925,14.977316,6,0
535,-101.534708,14.977077,6,0
536,-101.451492,14.976791,6,0
537,-101.368276,14.976458,6,0
538,-101.28506,14.976078,6,0
539,-101.201845,14.975652,6,0
540,-101.118631,14.975178,6,0
541,-101.035417,14.974657,6,0
542,-100.952204,14.97409,6,0
543,-100.868991,14.973475,6,0
544,-100.785779,14.972814,6,0
545,-100.702568,14.972106,6,0
546,-100.619358,14.97135,6,0
547,-100.536149,14.970548,6,0
548,-100.452941,14.969699,6,0
549,-100.369734,14.968803,6,0
550,-100.286528,14.96786,6,0
551,-100.203323,14.96687,6,0
552,-100.120119,14.965833,6,0
553,-100.036917,14.96475,6,0
554,-99.953716,14.963619,6,0
555,-99.870516,14.962441,6,0
556,-99.787318,14.961217,6,0
557,-99.704121,14.959946,6,0
558,-99.620926,14.958627,6,0
559,-99.537732,14.957262,6,0
560,-99.45454,14.95585,6,0
561,-99.37135,14.954391,6,0
562,-99.288162,14.952885,6,0
563,-99.204975,14.951332,6,0
564,-99.12179,14.949732,6,0
565,-99.038607,14.948085,6,0
566,-98.955427,14.946392,6,0
567,-98.872248,14.944651,6,0
568,-98.789071,14.942864,6,0
569,-98.705897,14.94103,6,0
570,-98.622724,14.939149,6,0
571,-98.539554,14.937221,6,0
572,-98.456386,14.935246,6,0
573,-98.373221,14.933224,6,0
574,-98.290058,14.931155,6,0
575,-98.206898,14.92904,6,0
576,-98.12374,14.926877,6,0
577,-98.040585,14.924668,6,0
578,-97.957432,14.922412,6,0
579,-97.874282,14.920109,6,0
580,-97.791135,14.917759,6,0
581,-97.707991,14.915362,6,0
582,-97.62485,14.912918,6,0
583,-97.541711,14.910428,6,0
584,-97.458576,14.907891,6,0
585,-97.375443,14.905307,6,0
586,-97.292314,14.902676,6,0
587,-97.209188,14.899998,6,0
588,-97.126065,14.897273,6,0
589,-97.042946,14.894502,6,0
590,-96.959829,14.891683,6,0
591,-96.876716,14.888818,6,0
592,-96.793607,14.885906,6,0
593,-96.710501,14.882947,6,0
594,-96.627399,14.879942,6,0
595,-96.5443,14.87689,6,0
596,-96.461205,14.87379,6,0
597,-96.378113,14.870644,6,0
598,-96.295026,14.867452,6,0
599,-96.211942,14.864212,6,0
600,-96.128862,14.860926,6,0
601,-96.045786,14.857593,6,0
602,-95.962714,14.854213,6,0
603,-95.879646,14.850786,6,0
604,-95.796582,14.847313,6,0
605,-95.713523,14.843792,6,0
606,-95.630467,14.840225,6,0
607,-95.547416,14.836612,6,0
608,-95.464369,14.832951,6,0
609,-95.381327,14.829244,6,0
610,-95.298289,14.82549,6,0
611,-95.215255,14.821689,6,0
612,-95.132226,14.817842,6,0
613,-95.049202,14.813948,6,0
614,-94.966182,14.810007,6,0
615,-94.883167,14.80602,6,0
616,-94.800157,14.801985,6,0
617,-94.717152,14.797904,6,0
618,-94.634151,14.793777,6,0
619,-94.551156,14.789602,6,0
620,-94.468165,14.785381,6,0
621,-94.38518,14.781114,6,0
622,-94.302199,14.776799,6,0
623,-94.219224,14.772438,6,0
624,-94.136254,14.768031,6,0
625,-94.053289,14.763576,6,0
626,-93.97033,14.759075,6,0
627,-93.887376,14.754528,6,0
628,-93.804427,14.749933,6,0
629,-93.721484,14.745292,6,0
630,-93.638547,14.740605,6,0
631,-93.555615,14.735871,6,0
632,-93.472688,14.73109,6,0
633,-93.389768,14.726263,6,0
634,-93.306853,14.721389,6,0
635,-93.223944,14.716468,6,0
636,-93.141041,14.711501,6,0
637,-93.058143,14.706487,6,0
638,-92.975252,14.701427,6,0
639,-92.892367,14.69632,6,0
640,-92.809488,14.691167,6,0
641,-92.726615,14.685967,6,0
642,-92.643748,14.680721,6,0
643,-92.560887,14.675428,6,0
644,-92.478033,14.670088,6,0
645,-92.395185,14.664702,6,1351
646,-92.312344,14.659269,6,2665
647,-92.229509,14.65379,6,4875
648,-92.146681,14.648265,6,17583
649,-92.063859,14.642693,6,0
650,-91.981043,14.637074,6,0
651,-91.898235,14.631409,6,0
652,-91.815433,14.625698,6,0
653,-91.732638,14.61994,6,0
654,-91.64985,14.614135,6,0
655,-91.567069,14.608284,6,0
656,-91.484295,14.602387,6,0
657,-91.401527,14.596443,6,0
658,-91.318767,14.590453,6,0
659,-91.236014,14.584417,6,0
660,-91.153268,14.578334,6,0
661,-91.07053,14.572204,6,0
662,-90.987798,14.566029,6,0
663,-90.905074,14.559806,6,0
664,-90.822358,14.553538,6,0
665,-90.739649,14.547223,6,0
666,-90.656947,14.540862,6,0
667,-90.574253,14.534454,6,0
668,-90.491566,14.528001,6,0
669,-90.408888,14.5215,6,0
670,-90.326217,14.514954,6,0
671,-90.243553,14.508361,6,0
672,-90.160898,14.501722,6,0
673,-90.07825,14.495036,6,0
674,-89.995611,14.488305,6,0
675,-89.912979,14.481527,6,0
676,-89.830355,14.474703,6,0
677,-89.74774,14.467832,6,0
678,-89.665132,14.460915,6,0
679,-89.582533,14.453952,6,0
680,-89.499942,14.446943,6,0
681,-89.41736,14.439888,6,0
682,-89.334785,14.432786,6,0
683,-89.25222,14.425638,6,0
684,-89.169662,14.418444,6,0
685,-89.087113,14.411204,6,0
686,-89.004573,14.403918,6,0
687,-88.922041,14.396585,6,0
688,-88.839519,14.389207,6,0
689,-88.757004,14.381782,6,0
690,-88.674499,14.374311,6,0
691,-88.592002,14.366794,6,0
692,-88.509515,14.359231,6,0
693,-88.427036,14.351622,6,0
694,-88.344566,14.343966,6,0
695,-88.262106,14.336265,6,0
696,-88.179654,14.328518,6,0
697,-88.097212,14.320724,6,0
698,-88.014779,14.312885,6,0
699,-87.932355,14.304999,6,0
700,-87.84994,14.297067,6,0
701,-87.767535,14.28909,6,0
702,-87.685139,14.281066,6,0
703,-87.602753,14.272997,6,0
704,-87.520376,14.264881,6,0
705,-87.438009,14.25672,6,0
706,-116.637744,14.330348,6,0
707,-116.555338,14.338554,6,0
708,-116.472922,14.346714,6,0
709,-116.390497,14.354827,6,0
710,-116.308062,14.362895,6,0
711,-116.225618,14.370916,6,0
712,-116.143164,14.378892,6,0
713,-116.060701,14.386821,6,0
714,-115.978228,14.394704,6,0
715,-115.895746,14.402542,6,0
716,-115.813255,14.410333,6,0
717,-115.730755,14.418078,6,0
718,-115.648246,14.425777,6,0
719,-115.565727,14.43343,6,0
720,-115.4832,14.441037,6,0
721,-115.400663,14.448597,6,0
722,-115.318118,14.456112,6,0
723,-115.235564,14.46358,6,0
724,-115.153001,14.471002,6,0
725,-115.07043,14.478378,6,0
726,-114.987849,14.485708,6,0
727,-114.90526,14.492992,6,0
728,-114.822663,14.500229,6,0
729,-114.740057,14.50742,6,0
730,-114.657442,14.514565,6,0
731,-114.574819,14.521664,6,0
732,-114.492188,14.528717,6,0
733,-114.409548,14.535723,6,0
734,-114.3269,14.542683,6,0
735,-114.244244,14.549597,6,0
736,-114.16158,14.556464,6,0
737,-114.078907,14.563285,6,0
738,-113.996227,14.57006,6,0
739,-113.913539,14.576788,6,0
740,-113.830842,14.583471,6,0
741,-113.748138,14.590107,6,0
742,-113.665426,14.596696,6,0
743,-113.582706,14.603239,6,0
744,-113.499978,14.609736,6,0
745,-113.417243,14.616187,6,0
746,-113.3345,14.622591,6,0
747,-113.25175,14.628948,6,0
748,-113.168992,14.63526,6,0
749,-113.086226,14.641525,6,0
750,-113.003454,14.647743,6,0
751,-112.920674,14.653915,6,0
752,-112.837886,14.660041,6,0
753,-112.755091,14.66612,6,0
754,-112.67229,14.672153,6,0
755,-112.589481,14.678139,6,0
756,-112.506665,14.684079,6,0
757,-112.423842,14.689973,6,0
758,-112.341011,14.695819,6,0
759,-112.258175,14.70162,6,0
760,-112.175331,14.707374,6,0
761,-112.09248,14.713081,6,0
762,-112.009623,14.718742,6,0
763,-111.926759,14.724357,6,0
764,-111.843888,14.729925,6,0
765,-111.761011,14.735446,6,0
766,-111.678127,14.740921,6,0
767,-111.595237,14.746349,6,0
768,-111.51234,14.751731,6,0
769,-111.429437,14.757066,6,0
770,-111.346528,14.762355,6,0
771,-111.263612,14.767597,6,0
772,-111.18069,14.772792,6,0
773,-111.097762,14.777941,6,0
774,-111.014828,14.783044,6,0
775,-110.931888,14.788099,6,0
776,-110.848942,14.793109,6,0
777,-110.76599,14.798071,6,0
778,-110.683032,14.802987,6,0
779,-110.600068,14.807856,6,0
780,-110.517099,14.812679,6,0
781,-110.434124,14.817455,6,0
782,-110.351143,14.822184,6,0
783,-110.268156,14.826867,6,0
784,-110.185164,14.831503,6,0
785,-110.102167,14.836092,6,0
786,-110.019164,14.840635,6,0
787,-109.936156,14.845131,6,0
788,-109.853142,14.84958,6,0
789,-109.770123,14.853983,6,0
790,-109.687099,14.858338,6,0
791,-109.60407,14.862648,6,0
792,-109.521036,14.86691,6,0
793,-109.437996,14.871126,6,0
794,-109.354952,14.875295,6,0
795,-109.271903,14.879417,6,0
796,-109.188848,14.883493,6,0
797,-109.105789,14.887522,6,0
798,-109.022726,14.891504,6,0
799,-108.939657,14.895439,6,0
800,-108.856584,14.899328,6,0
801,-108.773506,14.90317,6,0
802,-108.690424,14.906965,6,0
803,-108.607337,14.910713,6,0
804,-108.524246,14.914415,6,0
805,-108.44115,14.918069,6,0
806,-108.35805,14.921677,6,0
807,-108.274946,14.925239,6,0
808,-108.191837,14.928753,6,0
809,-108.108725,14.932221,6,0
810,-108.025608,14.935641,6,0
811,-107.942487,14.939015,6,0
812,-107.859363,14.942342,6,0
813,-107.776234,14.945623,6,0
814,-107.693101,14.948856,6,0
815,-107.609965,14.952043,6,0
816,-107.526825,14.955183,6,0
817,-107.443681,14.958276,6,0
818,-107.360533,14.961322,6,0
819,-107.277382,14.964322,6,0
820,-107.194227,14.967274,6,0
