ID_DB,CBM04,Lumped species,,,,,,,,,,,
12,Code,PAR,OLE,TOL,XYL,FORM,ALD2,ETH,ISOP,MEOH,ETOH,UNR,NVOL
4,43205,0.175,0.175,0,0,0,0,0,0,0,0,0,0
4,43201,0.00076,0,0,0,0,0,0,0,0,0,0.07524,0
4,43502,0,0,0,0,0.076,0,0,0,0,0,0,0
4,43214,0.176,0,0,0,0,0,0,0,0,0,0,0
5,43201,0.00828,0,0,0,0,0,0,0,0,0,0.81972,0
5,43203,0,0,0,0,0,0,0.117,0,0,0,0,0
5,43202,0.01,0,0,0,0,0,0,0,0,0,0.04,0
5,45201,0.019,0,0,0,0,0,0,0,0,0,0.095,0
5,43206,0.008,0,0,0,0,0,0,0,0,0,0.008,0
5,43205,0.003,0.003,0,0,0,0,0,0,0,0,0,0
7,43201,0.007,0,0,0,0,0,0,0,0,0,0.693,0
7,43502,0,0,0,0,0.3,0,0,0,0,0,0,0
8,43203,0,0,0,0,0,0,0.287,0,0,0,0,0
8,43205,0.173,0.173,0,0,0,0,0,0,0,0,0,0
8,43213,0.268,0.134,0,0,0,0,0,0,0,0,0,0
8,43201,0.00116,0,0,0,0,0,0,0,0,0,0.11484,0
8,43206,0.113,0,0,0,0,0,0,0,0,0,0.113,0
8,45201,0.079,0,0,0,0,0,0,0,0,0,0.395,0
8,43218,0,0.14,0,0,0,0,0,0,0,0,0,0
8,43202,0.0112,0,0,0,0,0,0,0,0,0,0.0448,0
9,43203,0,0,0,0,0,0,0.287,0,0,0,0,0
9,43205,0.173,0.173,0,0,0,0,0,0,0,0,0,0
9,43213,0.268,0.134,0,0,0,0,0,0,0,0,0,0
9,43201,0.00116,0,0,0,0,0,0,0,0,0,0.11484,0
9,43206,0.113,0,0,0,0,0,0,0,0,0,0.113,0
9,45201,0.079,0,0,0,0,0,0,0,0,0,0.395,0
9,43218,0,0.14,0,0,0,0,0,0,0,0,0,0
9,43202,0.0112,0,0,0,0,0,0,0,0,0,0.0448,0
11,43201,0.00453,0,0,0,0,0,0,0,0,0,0.44847,0
11,43203,0,0,0,0,0,0,0.277,0,0,0,0,0
11,45201,0.141,0,0,0,0,0,0,0,0,0,0.705,0
11,43202,0.032,0,0,0,0,0,0,0,0,0,0.128,0
11,43205,0.019,0.019,0,0,0,0,0,0,0,0,0,0
11,43206,0.012,0,0,0,0,0,0,0,0,0,0.012,0
11,45202,0,0,0.007,0,0,0,0,0,0,0,0,0
11,43204,0.0075,0,0,0,0,0,0,0,0,0,0.0075,0
11,43218,0,0.01,0,0,0,0,0,0,0,0,0,0
11,43213,0.002,0.001,0,0,0,0,0,0,0,0,0,0
12,43822,0,0,0,0,0,0,0,0,0,0,2.526,0
12,43201,0.00158,0,0,0,0,0,0,0,0,0,0.15642,0
13,43201,0.00733,0,0,0,0,0,0,0,0,0,0.72567,0
13,43206,0.148,0,0,0,0,0,0,0,0,0,0.148,0
13,43203,0,0,0,0,0,0,0.059,0,0,0,0,0
13,43202,0.012,0,0,0,0,0,0,0,0,0,0.048,0
13,43205,0.03,0.03,0,0,0,0,0,0,0,0,0,0
14,43822,0,0,0,0,0,0,0,0,0,0,1.2,0
14,43232,2.506,0,0,0,0,0,0,0,0,0,0,0
14,45201,0.136,0,0,0,0,0,0,0,0,0,0.68,0
14,43231,0.42,0,0,0,0,0,0,0,0,0,0,0
14,45202,0,0,0.036,0,0,0,0,0,0,0,0,0
16,43822,0,0,0,0,0,0,0,0,0,0,1.47,0
16,43204,0.5985,0,0,0,0,0,0,0,0,0,0.5985,0
16,43201,0.00111,0,0,0,0,0,0,0,0,0,0.10989,0
23,43212,0.72,0,0,0,0,0,0,0,0,0,0,0
23,43220,0.9,0,0,0,0,0,0,0,0,0,0,0
23,43232,0.98,0,0,0,0,0,0,0,0,0,0,0
23,43204,0.195,0,0,0,0,0,0,0,0,0,0.195,0
23,43105,0.699996,0,0,0,0,0,0,0,0,0,0.020004,0
23,43106,0.749045,0,0,0,0,0,0,0,0,0,0.020955,0
23,43214,0.32,0,0,0,0,0,0,0,0,0,0,0
23,43203,0,0,0,0,0,0,0.02,0,0,0,0,0
23,43231,0.12,0,0,0,0,0,0,0,0,0,0,0
23,43107,0.0775,0,0,0,0,0,0,0,0,0,0.0025,0
23,43202,0.004,0,0,0,0,0,0,0,0,0,0.016,0
24,43201,0.00213,0,0,0,0,0,0,0,0,0,0.21087,0
24,43212,0.464,0,0,0,0,0,0,0,0,0,0,0
24,43204,0.153,0,0,0,0,0,0,0,0,0,0.153,0
24,43107,0.5735,0,0,0,0,0,0,0,0,0,0.0185,0
24,43213,0.14,0.07,0,0,0,0,0,0,0,0,0,0
24,43220,0.315,0,0,0,0,0,0,0,0,0,0,0
24,43202,0.0216,0,0,0,0,0,0,0,0,0,0.0864,0
24,43231,0.294,0,0,0,0,0,0,0,0,0,0,0
24,43105,0.1983322,0,0,0,0,0,0,0,0,0,0.0056678,0
24,43224,0.096,0.032,0,0,0,0,0,0,0,0,0,0
24,43115,0.1933343,0,0,0,0,0,0,0,0,0,0.0096657,0
24,43233,0.216,0,0,0,0,0,0,0,0,0,0,0
24,43242,0.125,0,0,0,0,0,0,0,0,0,0,0
24,43205,0.02,0.02,0,0,0,0,0,0,0,0,0,0
24,43232,0.14,0,0,0,0,0,0,0,0,0,0,0
24,45202,0,0,0.019,0,0,0,0,0,0,0,0,0
24,43117,0.1328565,0,0,0,0,0,0,0,0,0,0.0021435,0
24,43122,0.055,0,0,0,0,0,0,0,0,0,0,0
24,45201,0.008,0,0,0,0,0,0,0,0,0,0.04,0
24,43214,0.028,0,0,0,0,0,0,0,0,0,0,0
24,43121,0.012,0.001,0,0,0.001,0.005,0,0,0,0,0,0
24,43116,0.0314284,0,0,0,0,0,0,0,0,0,0.0005716,0
24,43203,0,0,0,0,0,0,0.003,0,0,0,0,0
25,43201,0.0056,0,0,0,0,0,0,0,0,0,0.5544,0
25,43122,0.45,0,0,0,0,0,0,0,0,0,0,0
