0	OVOC	0
0	VOC	0
0	CRC__VOC	1305
0	EVP__VOC	1305
0	RFL__VOC	1305
0	DNL__VOC	1306
0	RST__VOC	1306
0	WDL__VOC	1306
0	HOT__VOC	1307
0	RNL__VOC	1308
0	EXH__VOC	1313
10100101	VOC	1178
10100102	VOC	1178
10100201	VOC	1178
10100202	VOC	1178
10100203	VOC	1178
10100204	VOC	1178
10100205	VOC	1178
10100211	VOC	1178
10100212	VOC	1178
10100215	VOC	1178
10100217	VOC	1178
10100218	VOC	1178
10100221	VOC	1178
10100222	VOC	1178
10100223	VOC	1178
10100224	VOC	1178
10100225	VOC	1178
10100226	VOC	1178
10100235	VOC	1178
10100238	VOC	1178
10100300	VOC	1178
10100301	VOC	1178
10100302	VOC	1178
10100303	VOC	1178
10100304	VOC	1178
10100306	VOC	1178
10100316	VOC	1178
10100317	VOC	1178
10100318	VOC	1178
10100401	VOC	1
10100404	VOC	1
10100405	VOC	1
10100406	VOC	1
10100501	VOC	2
10100504	VOC	2
10100505	VOC	2
10100601	VOC	3
10100602	VOC	3
10100604	VOC	3
10100701	VOC	4
10100702	VOC	4
10100801	VOC	5
10100901	VOC	1084
10100902	VOC	1084
10100903	VOC	1084
10100910	VOC	1084
10100911	VOC	1084
10100912	VOC	1084
10101001	VOC	3
10101002	VOC	3
10101003	VOC	3
10101101	VOC	3
10101201	VOC	122
10101202	VOC	122
10101301	VOC	122
10101302	VOC	1
10101501	VOC	3
10101502	VOC	3
10200101	VOC	1185
10200104	VOC	1185
10200107	VOC	1185
10200117	VOC	1185
10200201	VOC	1185
10200202	VOC	1185
10200203	VOC	1185
10200204	VOC	1185
10200205	VOC	1185
10200206	VOC	1185
10200210	VOC	1185
10200212	VOC	1185
10200213	VOC	1085
10200217	VOC	1185
10200218	VOC	1185
10200219	VOC	1185
10200221	VOC	1185
10200222	VOC	1185
10200223	VOC	1185
10200224	VOC	1185
10200225	VOC	1185
10200226	VOC	1185
10200229	VOC	1185
10200300	VOC	1185
10200301	VOC	1185
10200302	VOC	1185
10200303	VOC	1185
10200304	VOC	1185
10200306	VOC	1185
10200307	VOC	1185
10200401	VOC	1
10200402	VOC	1
10200403	VOC	1
10200404	VOC	1
10200405	VOC	1
10200501	VOC	2
10200502	VOC	2
10200503	VOC	2
10200504	VOC	2
10200505	VOC	2
10200601	VOC	3
10200602	VOC	3
10200603	VOC	3
10200604	VOC	3
10200699	VOC	3
10200701	VOC	4
10200704	VOC	4
10200707	VOC	5
10200710	VOC	4
10200799	VOC	4
10200802	VOC	5
10200804	VOC	5
10200901	VOC	1084
10200902	VOC	1084
10200903	VOC	1084
10200904	VOC	1084
10200905	VOC	1084
10200906	VOC	1084
10200907	VOC	1084
10200910	VOC	1084
10200911	VOC	1084
10200912	VOC	1084
10201001	VOC	3
10201002	VOC	3
10201003	VOC	3
10201101	VOC	1084
10201201	VOC	122
10201202	VOC	122
10201301	VOC	122
10201302	VOC	1
10201401	VOC	3
10201402	VOC	4
10201403	VOC	2
10201404	VOC	1
10201601	VOC	3
10201701	VOC	3
10300101	VOC	1178
10300102	VOC	1178
10300103	VOC	1178
10300203	VOC	1178
10300205	VOC	1178
10300206	VOC	1178
10300207	VOC	1178
10300208	VOC	1178
10300209	VOC	1178
10300211	VOC	1178
10300214	VOC	1178
10300216	VOC	1178
10300217	VOC	1178
10300218	VOC	1178
10300221	VOC	1178
10300222	VOC	1178
10300223	VOC	1178
10300224	VOC	1178
10300225	VOC	1178
10300226	VOC	1178
10300300	VOC	1178
10300305	VOC	1178
10300306	VOC	1178
10300307	VOC	1178
10300309	VOC	1178
10300401	VOC	1
10300402	VOC	1
10300403	VOC	1
10300404	VOC	1
10300501	VOC	2
10300502	VOC	2
10300503	VOC	2
10300504	VOC	2
10300601	VOC	3
10300602	VOC	3
10300603	VOC	3
10300701	VOC	4
10300799	VOC	4
10300811	VOC	1178
10300901	VOC	1084
10300902	VOC	1084
10300903	VOC	1084
10300910	VOC	1084
10300911	VOC	1084
10300912	VOC	1084
10301001	VOC	3
10301002	VOC	3
10301003	VOC	3
10301201	VOC	122
10301202	VOC	122
10301301	VOC	122
10301302	VOC	1
10301303	VOC	122
10500102	VOC	1178
10500105	VOC	2
10500106	VOC	3
10500110	VOC	3
10500113	VOC	1
10500114	VOC	1
10500202	VOC	1178
10500205	VOC	2
10500206	VOC	3
10500209	VOC	1084
10500210	VOC	3
10500213	VOC	1
10500214	VOC	1
20100101	VOC	1098
20100102	VOC	9
20100105	VOC	9
20100106	VOC	9
20100107	VOC	9
20100108	VOC	9
20100109	VOC	9
20100201	VOC	7
20100202	VOC	1001
20100205	VOC	7
20100206	VOC	7
20100207	VOC	7
20100208	VOC	7
20100209	VOC	7
20100501	VOC	1001
20100702	VOC	1001
20100705	VOC	1001
20100706	VOC	1001
20100707	VOC	1001
20100801	VOC	7
20100802	VOC	1001
20100805	VOC	7
