ID_DB,RADM-2 Lumped Species,,,,,,,,,,,,,,,,,,,,
0,43561,0,0,0,0.0050668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43264,0,0,0,0,0,0,0.00085,0.00425,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43562,0,0,0,0.0048756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43438,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43602,0,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90001,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43434,0,0,0.0059535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43444,0,0,0.0057105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45101,0,0,0.000342921,0.000403151,0.002812318,0,0,6.24507E-05,0.000278016,0.0004032,0,0,7.9157E-05,0,0,0,0,0,0,0,0
0,43111,0,0,0,0,0.004948067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43377,0,0,0,0,0.0052486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43441,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43317,0,0,0,0,0.0051345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43407,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43308,0,0,0,0,0.0050204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43433,0,0,0.0017776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43510,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0
0,43777,0,0,0,0,0.0050204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43778,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0
0,43440,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43824,0,0,0.0051514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43114,0,0,0,0,0.0047922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43214,0,0,0.0040488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43303,0,0,0,0.004515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43306,0,0,0,0,0.0042462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43309,0,0,0.0016968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0
0,43504,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0
0,43511,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0
0,43837,0,0,0.0004578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43860,0,0,0,0,0.0042462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43863,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45810,0,0,0,0,0,0,0,0,0.0012306,0,0,0,0,0,0,0,0,0,0,0,0
0,45221,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0
0,43109,0,0,0,0,0.00378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43213,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0
0,43292,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0
0,43409,0,0,0,0,0.004044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45206,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
0,45750,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45805,0,0,0,0,0,0,0,0,0.001172,0,0,0,0,0,0,0,0,0,0,0,0
0,90011,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43310,0,0,0,0,0.0039429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43373,0,0,0,0,0.0044499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43378,0,0,0,0,0.0044499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43379,0,0,0,0,0.0044499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43451,0,0,0,0.0041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43369,0,0,0,0,0.0043358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43437,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43468,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45210,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0
0,45236,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0
0,45605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0
0,43370,0,0,0,0,0.0042217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45503,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46210,0,0,0,0,0,0,0,0,0.000267515,0.001365378,0,0,0,0,0.002067107,0,0,0,0,0,0
0,43119,0,0,0.000262663,0.000308797,0.002154116,0,0,4.78346E-05,0.000212949,0.000308834,0,0,6.06309E-05,0,0,0,0,0,0,0,0
0,43311,0,0,0,0,0.0041076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43371,0,0,0,0,0.0041076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43450,0,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43452,0,0,0,0,0.0041076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43256,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43820,0,0,0.0003815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43314,0,0,0,0,0.0034374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43862,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43376,0,0,0.0040095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43902,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43812,0,0,0.0011716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43262,0,0,0,0.0025812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43106,0,0,0.000229524,0.001251905,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43257,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43233,0,0,0,0,0.0019845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43430,0,0,0.0002289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45455,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45601,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43108,0,0,0,0.00022705,0.001571063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43255,0,0,0,0,0.0017955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46701,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0
0,43260,0,0,0,0,0.0019397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43457,0,0,0,0.0018275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43107,0,0,0.00018075,0.0003585,0.000885938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43140,0,0,0.000109443,0.000128665,0.000897548,0,0,1.99311E-05,8.87286E-05,0.000128681,0,0,2.52629E-05,0,0,0,0,0,0,0,0
0,43241,0,0,0,0,0.001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43261,0,0,0,0,0.0012285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90010,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0
0,43520,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0
0,46112,0,0,0,0,0,0,0,0,0.0003516,0,0,0,0,0,0,0,0,0,0,0,0
0,43456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45107,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0
0,43132,0,0,0,1.99839E-05,0.000945761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43258,0,0,0,0,0.001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43235,0,0,0,0,0.0008505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43458,0,0,0,0,0.0009684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43934,0,0,0.0010935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43221,0,0,0,0.0007648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43259,0,0,0,0,0.0007987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43563,0,0,0,0.0006692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43603,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43277,0,0,0,0,0.000567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45105,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0
0,45451,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46708,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0
0,43110,0,0,0,0,0.0004725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43116,0,0,0,0,0.0004725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43120,0,0,0,0,0,0,0.00025,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43121,0,0,0,0,0,0,0.0001,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43367,0,0,0,0,0.0005705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45456,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43247,0,0,0,0.0003824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43322,0,0,0,0,0.0004044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45104,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0
0,45402,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45452,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45740,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0
0,46702,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0
0,46711,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0
0,43125,0,0,0,0,0,0,0.0001,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43230,0,0,0,0.0002868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43245,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43455,0,0,0,0,0.0003423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45106,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0
0,45109,0,0,0,0,0,0,0,0,8.54629E-05,0.000214537,0,0,0,0,0,0,0,0,0,0,0
0,45207,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0
0,45212,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0
0,45228,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0
0,46114,0,0,0,0,0,0,0,0,0.0000879,0,0,0,0,0,0,0,0,0,0,0,0
0,90020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90028,0,0,0,0,0.0002835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43141,0,0,0.0000241,0.0000478,0.000118125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43229,0,0,0,0.0001912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43281,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43288,0,0,0,0,0.000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43459,0,0,0.000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0
0,43514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0
0,43568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002
0,43838,0,0,0.000088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45108,0,0,0,0,0,0,0,0,0.0000668,0.0001332,0,0,0,0,0,0,0,0,0,0,0
0,45238,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0
0,45501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45808,0,0,0,0,0,0,0,0,0.0000586,0,0,0,0,0,0,0,0,0,0,0,0
0,46705,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0
0,90047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43113,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43126,0,0,0,0,0.0000945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43127,0,0,0,0,0.00009842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43129,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43130,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43131,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43143,0,0,0,0,0,0,0.00002,0.00008,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43144,0,0,0,0.0000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43150,0,0,0,0,0.000028525,0,0.000025,0.00005,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43155,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43156,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43216,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43225,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43226,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43242,0,0,0,0.0000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43250,0,0,0.0000964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43273,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43282,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43283,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43284,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43285,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43295,0,0,0,0,0.0000945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43467,0,0,0,0.0000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43469,0,0,0,0,0.0001141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43472,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43570,0,0,2.16653E-07,1.16435E-05,4.73334E-05,0,7.85936E-06,4.33046E-06,9.54422E-06,7.40859E-06,0,0,0,0,5.05864E-07,0,0,0,0,0,1.17172E-07
0,43835,0,0,0.0001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45110,0,0,0,0,0,0,0,0,6.09847E-06,9.39015E-05,0,0,0,0,0,0,0,0,0,0,0
0,45208,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
0,45226,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
0,45233,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0
0,45703,0,0,0,0,0,0,0,0,0.0000293,0,0,0,0,0,0,0,0,0,0,0,0
0,45705,0,0,0,0,0,0,0,0,0.0000293,0,0,0,0,0,0,0,0,0,0,0,0
0,45830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46102,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
0,46707,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
0,46710,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
0,46713,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
