ID_DB,RADM-2 Lumped Species,,,,,,,,,,,,,,,,,,,,
1101,43216,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43241,0,0,0,0,0.0050085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,98044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43217,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43261,0,0,0,0,0.004725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,45209,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0,0
1101,98033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43297,0,0,0,0,0.0042525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43284,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43227,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,99917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43292,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43298,0,0,0,0,0.003402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43242,0,0,0,0.003346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43224,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43233,0,0,0,0,0.0029295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43245,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,90042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43503,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0
1101,90009,0,0,0,0,0.002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43291,0,0,0.0020244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,99913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43235,0,0,0,0,0.0017955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43296,0,0,0,0,0.0017955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,99916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43135,0,0,0,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43238,0,0,0,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43285,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43223,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43252,0,0,0,0.0011472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43286,0,0,0,0,0,0,0.0003,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,45216,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0
1101,90003,0,0,0,0,0.0010395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,90002,0,0,0,0,0.0008505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43208,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,45501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0
1101,99910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43209,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43287,0,0,0,0.000478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,43504,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0
1101,43515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0
1101,43272,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,90008,0,0,0,0,0.0000945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,43224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,43503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105,43404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1106,43604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,43505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,43407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,43704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,43409,0,0,0,0,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,45701,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0
1112,45810,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0
1114,43440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,43379,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,43308,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,43377,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,43804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,43206,0,0,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,43803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,45605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1123,45210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1124,43317,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,43561,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,43292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,43373,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,45236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,43374,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,90001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,43863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,43777,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,43438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,45203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1136,43351,0,0,0,0,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,43902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,43837,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,43778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,43502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1141,43403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1142,45503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,43264,0,0,0,0,0,0,0.166666667,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,43511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1146,43468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,43306,0,0,0,0,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,43243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1149,43301,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,43432,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,43437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,43378,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,43310,0,0,0,0,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,45221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155,90011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,43376,0,0,1.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,45205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1160,45702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,43510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1163,43238,0,0,0,0,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,43111,0,0,0,0,1.075666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,45204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1166,43114,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46701,0,0,0,0,0,0,0,0,0,0.4365,0,0,0,0,0,0,0,0,0,0,0
1167,46708,0,0,0,0,0,0,0,0,0,0.1684,0,0,0,0,0,0,0,0,0,0,0
1167,46705,0,0,0,0,0,0,0,0,0,0.0719,0,0,0,0,0,0,0,0,0,0,0
1167,45300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684,0,0,0,0,0,0
1167,46710,0,0,0,0,0,0,0,0,0,0.0363,0,0,0,0,0,0,0,0,0,0,0
1167,46713,0,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0
1167,46707,0,0,0,0,0,0,0,0,0,0.0259,0,0,0,0,0,0,0,0,0,0,0
1167,46715,0,0,0,0,0,0,0,0,0,0.0239,0,0,0,0,0,0,0,0,0,0,0
1167,43510,0,0,0,0,0,0,0,0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0
1167,43511,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0
1167,46714,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0
1167,46706,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0
1167,46717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46727,0,0,0,0,0,0,0,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,0
1167,46719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,43502,0,0,0,0,0,0,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0
1167,46720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46733,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
1167,46742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,43319,0,0,0,0,0.0025275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,43503,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0
1167,46734,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0
1167,46736,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0
1167,43504,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0
1167,46729,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0
1167,46731,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0
1167,46724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46735,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0
1167,46723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,46745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,45750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,43504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1172,43405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1173,43602,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,45206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1175,43309,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,45731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,45205,0,0,0,0,0,0,0,0,0,0.3923,0,0,0,0,0,0,0,0,0,0,0
1178,45203,0,0,0,0,0,0,0,0,0.1125,0,0,0,0,0,0,0,0,0,0,0,0
1178,43231,0,0,0,0.090342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,45204,0,0,0,0,0,0,0,0,0,0.0866,0,0,0,0,0,0,0,0,0,0,0
1178,43247,0,0,0,0.0610884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,45202,0,0,0,0,0,0,0,0,0.0562,0,0,0,0,0,0,0,0,0,0,0,0
1178,43264,0,0,0,0,0,0,0.00615,0.03075,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43245,0,0,0,0,0,0,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,90014,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43202,0,0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43204,0,0,0.0092382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43232,0,0,0,0.01434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43221,0,0,0,0.0116632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43227,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43212,0,0,0.0094472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,43213,0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43202,0,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43206,0,0,0.0529249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,90010,0,0,0,0,0,0,0,0,0,0.1176,0,0,0,0,0,0,0,0,0,0,0
1185,45202,0,0,0,0,0,0,0,0,0.0839,0,0,0,0,0,0,0,0,0,0,0,0
1185,43231,0,0,0,0.074568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43212,0,0,0.0615032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43213,0,0,0,0,0,0,0.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,45203,0,0,0,0,0,0,0,0,0.0567,0,0,0,0,0,0,0,0,0,0,0,0
1185,43204,0,0,0.026988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,45201,0,0,0,0,0,0,0,0,0.0110754,0,0,0,0,0,0,0,0,0,0,0,0
1185,43214,0,0,0.02892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43262,0,0,0,0.027724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,45204,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0
1185,43221,0,0,0,0.0118544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43220,0,0,0,0.0112808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,43205,0,0,0,0,0,0,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43212,0,0,0.2161288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43221,0,0,0,0.1055424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43220,0,0,0,0.0464616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43203,0,0,0,0,0,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43214,0,0,0.0330652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45202,0,0,0,0,0,0,0,0,0.0298,0,0,0,0,0,0,0,0,0,0,0,0
1186,43229,0,0,0,0.0268636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43206,0,0,0.0091238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43201,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45205,0,0,0,0,0,0,0,0,0,0.0186,0,0,0,0,0,0,0,0,0,0,0
1186,45201,0,0,0,0,0,0,0,0,0.0051275,0,0,0,0,0,0,0,0,0,0,0,0
1186,98054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43273,0,0,0,0,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43205,0,0,0,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43230,0,0,0,0.0147224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43231,0,0,0,0.0146268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43250,0,0,0.01446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45208,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
1186,45207,0,0,0,0,0,0,0,0,0,0.0121,0,0,0,0,0,0,0,0,0,0,0
1186,43213,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43262,0,0,0,0.0106116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43276,0,0,0,0.0093688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43227,0,0,0,0,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45204,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0,0,0,0,0,0,0
1186,43216,0,0,0,0,0,0,0,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43226,0,0,0,0,0,0,0,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43232,0,0,0,0.0069788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43202,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43217,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45203,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0
1186,43247,0,0,0,0.0061184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43242,0,0,0,0.0045888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90033,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43277,0,0,0,0,0.003969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43280,0,0,0,0.0040152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43224,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90016,0,0,0,0,0.0036855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43298,0,0,0,0,0.0033075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43284,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90017,0,0,0,0,0.0031185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,98044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45209,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0
1186,90015,0,0,0,0,0.0029295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45217,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
1186,43292,0,0,0,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43245,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43252,0,0,0,0.0024856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43261,0,0,0,0,0.002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43296,0,0,0,0,0.002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45225,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0
1186,45241,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0
1186,43297,0,0,0,0,0.0023625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43209,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43233,0,0,0,0,0.002268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,98033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45218,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0
1186,45242,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0
1186,43291,0,0,0.0021208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45235,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0
1186,90036,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90034,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43223,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43241,0,0,0,0,0.001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90032,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90005,0,0,0,0,0.0012285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43208,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43228,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43235,0,0,0,0,0.0010395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43238,0,0,0,0,0.0010395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,98035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0
1186,90002,0,0,0,0,0.000756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90003,0,0,0,0,0.000756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,99909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,45216,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0
1186,90008,0,0,0,0,0.000378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,43272,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,90037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,45102,0,0,0,0,0,0,0,0,0.06735,0.20205,0,0,0,0,0,0,0,0,0,0,0
1187,45202,0,0,0,0,0,0,0,0,0.2012,0,0,0,0,0,0,0,0,0,0,0,0
1187,43248,0,0,0,0,0.1357965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,43231,0,0,0,0.1083148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,45107,0,0,0,0,0,0,0,0,0,0.0967,0,0,0,0,0,0,0,0,0,0,0
1187,45203,0,0,0,0,0,0,0,0,0.0868,0,0,0,0,0,0,0,0,0,0,0,0
1187,45104,0,0,0,0,0,0,0,0,0,0.0651,0,0,0,0,0,0,0,0,0,0,0
1187,45108,0,0,0,0,0,0,0,0,0.0044756,0.0089244,0,0,0,0,0,0,0,0,0,0,0
1187,45201,0,0,0,0,0,0,0,0,0.0030472,0,0,0,0,0,0,0,0,0,0,0,0
1188,43302,0,0,1.1927288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,43433,0,0,0.0012928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,43330,0,0,0,0,0.0009099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,43306,0,0,0,0,0.0003033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,43256,0,0,0,0,0,0,0,0.5271,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,43257,0,0,0,0,0,0,0,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,90053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,90051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
