GRIDCODE,CVENTMUN,Suma de Fpv
15463,27004,0.028651941
15464,27004,0.003600892
15471,27011,0.27625976
15472,4007,0.021758113
15473,4007,0.118675492
15474,4007,0.099951864
15475,4007,0.097223006
15477,4003,0.02693511
15477,4007,0.007421428
15483,4011,0.019281608
15485,4011,0.042556401
15486,4011,0.069357759
15489,4011,0.005575777
15490,4011,0.025096643
15690,16008,0.092202383
15704,16010,0.000783265
15707,16010,0.009842946
15708,16010,0.118546799
15709,16010,0.092951849
15720,12073,0.571290704
15721,12073,0.052115326
15723,16077,0.168369121
15724,16077,0.170894387
15725,12027,0.18059398
15725,16077,0.012762194
15728,15105,0.11983366
15729,15105,0.205031079
15731,12031,0.087895874
15732,12058,0.061016742
15733,12047,0.698621624
15733,12058,0.106799696
15734,12037,0.048636983
15735,12037,0.32217108
15735,12055,0.018095584
15735,12058,0.009883161
15737,12035,0.018380728
15737,12055,0.131923513
15738,12015,0.241522789
15739,12015,0.150683315
15741,12034,0.018079336
15741,17025,0.030398694
15742,12034,0.063764555
15742,17025,0.122261247
15746,17003,0.049569781
15746,21073,0.110727629
15746,21087,0.036034729
15746,21160,0.907961756
15747,17003,0.109883397
15747,21047,0.412212843
15747,21073,0.164587984
15751,21085,0.011474951
15751,21157,0.261313445
15752,21157,0.081948102
15755,21147,0.739766484
15757,21037,0.460144445
15757,21082,0.257636789
15758,21018,0.11894634
15758,21037,0.521066153
15759,21018,0.621658944
15760,21018,0.124943997
15760,21156,0.027949063
15762,21156,0.104187625
15762,21209,0.259504052
15763,21010,0.116307969
15763,21013,0.364695306
15763,21120,1
15763,21124,0.102674636
15763,21156,0.312823583
15764,21010,0.484110815
15764,21013,0.542370098
15764,21214,0.043194239
15766,21010,0.177761781
15775,30174,0.033081518
15775,30207,0.063064172
15776,30207,0.366312154
15777,30207,0.075219853
15780,30045,0.080177719
15780,30084,0.046736903
15781,30045,0.324400942
15781,30054,0.373615653
15781,30208,0.146944149
15782,30045,0.000517171
15782,30208,0.238386249
15786,30143,0.19108141
15789,30032,0.151714209
15789,30073,0.125293745
15794,30122,0.647639104
15802,27002,0.010241223
15803,27002,0.041210077
15804,27002,0.007459083
15806,27002,0.004615373
15807,27002,0.034919332
15808,27002,0.028218173
15808,27005,0.010721428
15809,27005,0.077433581
15810,27005,0.109261112
15810,27006,0.010808273
15811,27005,0.174951017
15812,27005,0.069899371
15812,27010,0.147167803
15813,27005,0.00563947
15813,27010,0.357487942
15814,27010,0.007734056
15814,27013,0.138755418
15815,27013,0.050354953
15816,27004,0.052326925
15817,27004,0.013909745
15824,4007,0.114023976
15824,27011,0.006958404
15825,4007,0.097961257
15830,4003,0.028287361
15836,4011,0.053097576
15837,4011,0.120617321
15838,4011,0.060454936
15859,4010,0.032865248
15859,23004,0.00210295
15863,23004,0.007432419
16042,16008,0.052253809
16043,16008,0.08992691
16044,16008,0.007978441
16062,16010,0.078460901
16073,16038,0.046839382
16074,16038,0.093696211
16075,16038,0.094357862
16075,16077,0.084600465
16076,16077,0.234252156
16078,12027,0.167701283
16081,15105,0.12128032
16082,15105,0.113972782
16086,12047,0.301378376
16087,12037,0.087519857
16088,12037,0.35401565
16088,12055,0.091308691
16089,12055,0.240292246
16090,12055,0.100770576
16091,12015,0.304805825
16091,12055,0.064412039
16092,12015,0.207550855
16092,17001,0.056919932
16093,17012,0.051803709
16093,17017,0.072742609
16094,17012,0.101931328
16094,17017,0.006605325
16094,17025,0.240240534
16095,17025,0.087089397
16096,17025,0.127842362
16099,17003,0.200764809
16099,17019,0.123888533
16100,17003,0.460317405
16100,21051,0.233722581
16101,21051,0.614729075
16102,21085,0.048579455
16103,21085,0.10935937
16104,21085,0.099624857
16108,21147,0.260233515
16108,21169,0.085305649
16109,21169,0.314651568
16110,21082,0.742363212
16110,21169,0.064455742
16112,21018,0.032738774
16113,21018,0.101711945
16113,21156,0.060295762
16114,21156,0.004486491
16114,21161,0.45539496
16115,21149,0.102284128
16115,21156,0.302123336
16115,21161,0.080527802
16116,21156,0.052748109
16118,21195,0.306127361
16119,21010,0.180756162
16119,21195,0.205186956
16127,30174,0.01513789
16128,30174,0.102801742
16132,30084,0.309498709
16132,30174,0.025786324
16133,30045,0.020188199
16133,30084,0.381481877
16134,30045,0.008470411
16134,30084,0.210340281
16135,30012,0.540108589
16135,30208,0.085344499
16139,30143,0.262477395
16140,30141,0.030198247
16140,30143,0.051821794
16141,30141,0.462073018
16142,30032,0.358668958
16142,30141,0.099091278
16157,27002,0.002685836
16162,27005,0.138189567
16163,27005,0.066768229
16163,27014,0.019214038
16164,27005,0.102520501
16164,27014,0.040337932
16165,27005,0.1073356
16165,27014,0.105491228
16166,27010,0.139149985
16166,27014,0.037055225
16169,27003,0.015019756
16169,27004,0.026857897
16177,4007,0.110311507
16178,4007,0.022209044
16183,4003,0.001526637
16184,4003,0.034027434
16185,4003,0.005984502
16190,4011,0.137640038
16212,4010,0.017325457
16212,23004,0.003721922
16215,23004,0.003600956
16216,23004,0.021747972
16395,16008,0.036823786
16395,16014,0.20206375
16396,16008,0.027234727
16397,16008,0.044158453
16397,16026,0.02154473
16398,16026,0.11550323
16415,16010,0.051942842
16415,16035,0.037891798
16418,16029,0.175304297
16419,16029,0.020002805
16427,16038,0.245481323
16429,16077,0.017930387
16431,12027,0.165330251
16434,15105,0.062854064
16435,15008,0.095365961
16435,15105,0.130279621
16436,15105,0.070612748
16442,12055,0.041549286
16442,12060,1
16443,12055,0.170603663
16444,12049,0.010548432
16444,12055,0.137174807
16444,17001,0.098484651
16445,17001,0.774236113
16445,17014,0.211142135
16446,17001,0.070359305
16446,17012,0.268322934
16446,17017,0.329223225
16447,17012,0.50762027
16447,17025,0.034407465
16447,17031,0.427058217
16448,17012,0.024478011
16448,17025,0.261782508
16449,17004,0.130383551
16449,17024,0.042421807
16449,17025,0.058084148
16450,17004,0.037928541
16450,17019,0.063646611
16451,17013,0.024885402
16451,17019,0.419421469
16452,17003,0.110936658
16452,17010,0.127463562
16452,17013,0.403056723
16452,17019,0.143078378
16453,17003,0.068527951
16454,21051,0.046128824
16454,21168,0.068825145
16455,21051,0.105419521
16455,21085,0.145472332
16455,21168,0.009829614
16455,21176,0.907360364
16456,21062,0.057508497
16456,21085,0.479842676
16457,21007,0.010752042
16457,21062,0.527590726
16457,21201,0.439965473
16458,21007,0.703203401
16459,21007,0.286044556
16459,21031,0.696980225
16459,21070,1
16460,21031,0.303019775
16460,21146,0.839867983
16460,21206,0.032097174
16461,21146,0.160132017
16461,21206,0.268787152
16462,21098,0.062306571
16462,21169,0.535587042
16462,21206,0.036010857
16465,21177,0.129182649
16466,21161,0.230204257
16466,21177,0.155737476
16467,21046,0.091671159
16467,21149,0.049390415
16467,21156,0.041767481
16467,21161,0.185897673
16468,21046,0.14397841
16468,21103,0.110060968
16468,21149,0.848325457
16468,21156,0.023726937
16469,21103,0.013922641
16469,21195,0.001740091
16470,21103,0.032259685
16470,21156,0.06989161
16470,21195,0.226357133
16471,21195,0.260588459
16476,30173,0.060664012
16477,20002,0.189807674
16477,20021,0.131710035
16478,20002,0.380659582
16479,20002,0.374471371
16480,20002,0.055061373
16480,30174,0.103669481
16483,30174,0.075601896
16484,30174,0.146374659
16485,30174,0.012152302
16487,30005,0.563522374
16487,30084,0.05194223
16488,30005,0.425863837
16488,30012,0.45989141
16491,30143,0.042288788
16492,30143,0.061008739
16493,30141,0.082131167
16493,30143,0.260002013
16494,30141,0.254087543
16495,30032,0.122888428
16496,30032,0.366728406
16514,27005,0.00130822
16514,27014,0.07359722
16515,27005,0.069787401
16515,27014,0.060403154
16516,27005,0.029747802
16517,27014,0.226118535
16518,27014,0.021318932
16519,27010,0.096358039
16519,27014,0.036092867
16520,27003,0.003376625
16521,27003,0.075560674
16522,27003,0.153763956
16530,4007,0.089917847
16531,4007,0.082921416
16538,4003,0.021396692
16539,4003,0.026322733
16540,4003,0.025254768
16542,4011,0.039241473
16543,4011,0.076351499
16544,4011,0.053660879
16557,4010,0.003409951
16558,4010,0.034038036
16562,4010,0.008503918
16563,4010,0.010326136
16565,4010,0.005372373
16566,23004,0.021017475
16567,23004,0.00355284
16569,23004,0.01119287
16570,23004,0.014644197
16747,6009,0.025843563
16747,16014,0.150904018
16748,16014,0.584148882
16751,16026,0.201530311
16752,16026,0.598395217
16753,16015,0.137949447
16753,16026,0.05835439
16758,16002,0.087006229
16767,16035,0.086960181
16768,16035,0.010909208
16769,16035,0.070689905
16770,16029,0.363276341
16770,16035,0.044490711
16771,16029,0.441416557
16780,16038,0.173114438
16784,12027,0.182783463
16785,12027,0.10493336
16787,15008,0.236782831
16788,15008,0.117987349
16788,15105,0.01666954
16789,15008,0.232098116
16789,15105,0.001316625
16793,15117,0.112757743
16794,15117,0.039392256
16795,12049,0.136616144
16796,12049,0.394571201
16797,12049,0.312710248
16797,12055,0.002894864
16797,17005,0.527810092
16797,17021,0.242258217
16798,17014,0.653934654
16798,17015,0.000229685
16798,17021,0.720276517
16799,17015,0.191739652
16799,17017,0.371555624
16799,17028,0.088243323
16800,17012,0.040059401
16800,17017,0.219873216
16800,17024,0.105999371
16800,17028,0.009268037
16800,17031,0.572941784
16801,17012,0.005784349
16801,17024,0.455382015
16801,17025,0.037893645
16802,17004,0.036116668
16802,17024,0.142029726
16803,17004,0.208823697
16803,17019,0.137424888
16803,17024,0.003750905
16804,17004,0.085084873
16804,17019,0.05575728
16805,17010,0.372861632
16805,17013,0.572057876
16805,17019,0.056782843
16806,17010,0.183706276
16806,21168,0.443011137
16807,21168,0.478334105
16808,21176,0.092639636
16808,21185,1
16809,21085,0.105646359
16809,21166,0.35848448
16810,21062,0.414900776
16810,21133,1
16810,21201,0.499418469
16811,21159,0.856126565
16811,21201,0.060616058
16814,21206,0.12444815
16815,21098,0.237235617
16815,21206,0.538656666
16818,21177,0.249961433
16819,21177,0.382005912
16820,21046,0.108297423
16820,21099,0.035498452
16820,21161,0.047975308
16821,21046,0.474057928
16821,21099,0.088624796
16821,21103,0.318029813
16822,21046,0.14805101
16822,21103,0.503789219
16823,21103,0.009479278
16825,30137,0.122342009
16826,30137,0.113025268
16826,30201,1
16829,30173,0.548973021
16830,20021,0.868289965
16830,30173,0.1471072
16833,30174,0.116070586
16834,30174,0.019914344
16835,30174,0.152792341
16836,30174,0.070730933
16841,30005,0.010613789
16841,30178,0.493084023
16842,30178,0.124712782
16843,30097,0.059846255
16843,30139,1
16844,30015,0.179521254
16844,30097,0.167611271
16845,30015,0.388799113
16846,30015,0.08965625
16846,30143,0.05443545
16868,27014,0.013642195
16869,27014,0.076876407
16870,27014,0.098314734
16871,27014,0.074848999
16872,27014,0.092587172
16873,27003,0.048145737
16873,27014,0.02410136
16874,27003,0.058703523
16875,27003,0.1198615
16876,27003,0.026415027
16877,27003,0.099308637
16878,27003,0.036649634
16884,4007,0.000388916
16893,4003,0.012205738
16894,4003,0.02732963
16895,4003,0.013772256
16895,4011,0.051148847
16897,4009,0.020225914
16897,4011,0.046012587
16898,4009,0.042602836
16910,4010,0.019373262
16911,4010,0.04579792
16918,23004,0.005784707
16919,23004,9.22698E-05
16920,23004,0.02070586
16923,23004,0.018112223
17099,6009,0.036398167
17100,6009,0.075551066
17101,16014,0.062883349
17106,16015,0.063401408
17107,16015,0.239159607
17111,16002,0.208074239
17112,16002,0.012483644
17119,16035,0.088991898
17120,16035,0.105008754
17121,16035,0.088651979
17122,16035,0.033197814
17133,16038,0.232187689
17138,12027,0.082198668
17139,12027,0.045420648
17139,15082,0.094170893
17140,15008,0.126451027
17140,15082,0.136094165
17141,15082,0.057840753
17142,15008,0.191314714
17142,15082,0.046550446
17144,15080,0.025800722
17145,15080,0.341486862
17146,15004,0.005149726
17146,15021,0.033064653
17146,15117,0.200208922
17147,12049,0.080268319
17147,15040,0.159574356
17147,15107,0.005042728
17147,15117,0.581316245
17148,12049,0.065285656
17148,15040,0.005078612
17148,15107,0.994957273
17149,15119,0.376847038
17150,15052,0.203930563
17150,15119,0.173576966
17150,17005,0.437053659
17151,17005,0.035136249
17151,17014,0.13492321
17151,17015,0.284658948
17151,17021,0.037465265
17152,17015,0.26382723
17152,17018,0.044360662
17152,17028,0.132539924
17153,17008,0.37743684
17153,17018,0.011175241
17153,17024,0.033381399
17153,17028,0.736881944
17154,17024,0.217034775
17154,17029,0.007066904
17156,17004,0.291797518
17156,17006,0.078576777
17157,17004,0.209865151
17157,17006,0.048750582
17157,17010,0.034208829
17158,17010,0.2817597
17158,17032,0.362171721
17158,17033,1
17158,21033,0.500172094
17159,21005,1
17159,21033,0.499827906
17161,21069,0.434968731
17162,21069,0.267700102
17162,21166,0.64151552
17164,21159,0.143873435
17167,21131,0.288092346
17167,21193,0.023102983
17168,21020,0.078690529
17168,21079,0.238024016
17168,21098,0.700457812
17168,21131,0.711907654
17168,21193,0.484467504
17169,21079,0.295835089
17170,21203,0.945930544
17171,21177,0.083112532
17171,21205,0.573938447
17173,21099,0.210332883
17173,21110,0.008691475
17174,21046,0.028820695
17174,21099,0.487763495
17175,21046,0.005123375
17175,21099,0.007574088
17175,21103,0.012458398
17175,30006,0.468825108
17176,30006,0.386541009
17176,30147,0.366593095
17177,30147,0.633406906
17178,30020,1
17178,30137,0.724824293
17178,30140,0.135093656
17178,30168,1
17179,30137,0.03980843
17181,30117,0.3957927
17182,30117,0.434464248
17182,30173,0.243255768
17185,30174,0.041603821
17186,30174,0.024991161
17186,30181,0.115162534
17187,30174,0.047341408
17187,30181,0.120604491
17188,30174,0.002839598
17188,30181,0.067953585
17189,30181,0.092422209
17190,30075,0.548422778
17190,30181,0.039513414
17191,30075,0.256793433
17195,30011,0.007874637
17195,30178,0.382203195
17196,30011,0.066274351
17196,30097,0.66878133
17197,30097,0.103761144
17198,30015,0.342023383
17229,27003,0.071012905
17230,27003,0.127994257
17247,4003,0.038561806
17249,4009,0.006423723
17250,4009,0.013385942
17251,4009,0.068236134
17262,4010,0.007055411
17263,4010,0.039734774
17272,23004,0.017090309
17273,23004,0.00691558
17276,23004,0.009755745
17277,23004,0.011158046
17451,6009,0.012217682
17452,6009,0.13009319
17453,6009,0.047624252
17460,16015,0.230175574
17464,16002,0.186993393
17465,16002,0.068252007
17472,16035,0.01863582
17472,16055,0.181283376
17474,16035,0.144627869
17475,16035,0.003628175
17485,16013,0.12324058
17486,16013,0.220114892
17486,16038,0.09508421
17486,16092,0.002954377
17487,16038,0.019238883
17487,16092,0.271628806
17488,16092,0.215268614
17494,15082,0.157637208
17494,15123,0.151954702
17495,15082,0.198415126
17496,15082,0.163721674
17497,15004,0.090089638
17497,15080,0.582159017
17497,15082,0.016617986
17497,15097,0.212323293
17498,15004,0.574302978
17498,15080,0.050553399
17498,15097,0.009384681
17499,15004,0.330457658
17499,15021,0.186844787
17499,15117,0.066324835
17500,15021,0.190802844
17500,15040,0.403714102
17501,15040,0.411569099
17501,15113,0.049234327
17501,15119,0.205991705
17502,15119,0.160273571
17503,15052,0.298288361
17503,15063,0.035283707
17503,17015,0.074510003
17504,17015,0.185034482
17505,17007,0.013377941
17505,17018,0.239129131
17506,17007,0.12000443
17506,17008,0.62256316
17506,17011,0.162096701
17506,17018,0.705334967
17506,17028,0.033066772
17507,17011,0.362384356
17507,17029,0.248289288
17508,17029,0.199246715
17509,17006,0.87267264
17509,17029,0.093444554
17509,17030,0.172734817
17510,17030,0.417695824
17511,17016,0.590690892
17511,17030,0.07088539
17511,17032,0.496650314
17512,17022,0.465493798
17512,17032,0.141177965
17512,21188,0.498346879
17515,21019,0.074883298
17515,21069,0.297331166
17521,21020,0.921309471
17521,21079,0.415676059
17521,21153,0.185925844
17522,21079,0.050464836
17522,21154,0.000499235
17522,21171,1
17522,21182,0.770416537
17522,21189,0.689947893
17523,21154,0.261825864
17523,21189,0.004197437
17523,21203,0.054069456
17524,21154,0.083276013
17524,21205,0.426061555
17525,21110,0.060177528
17526,21099,0.031134523
17526,21110,0.410811136
17527,21099,0.092471118
17527,21110,0.165404253
17528,21063,0.185846111
17528,21099,0.046600644
17528,30099,0.127285926
17529,30006,0.144633883
17529,30099,0.419999507
17529,30115,0.374078716
17530,30030,0.999999999
17530,30074,0.718733922
17530,30115,0.625921284
17530,30138,0.635602674
17531,30074,0.281266078
17531,30085,0.002394939
17531,30118,0.074318624
17531,30135,0.999999999
17531,30140,0.864906343
17531,30185,1
17532,30068,0.059790821
17532,30085,0.17540624
17533,30014,0.147112986
17533,30052,0.478351565
17534,30052,0.291107271
17534,30053,0.021305017
17534,30117,0.169743052
17534,30196,0.245015145
17535,30031,0.009125792
17535,30052,0.230541164
17535,30053,0.386323522
17535,30196,0.027853684
17536,30031,0.390595009
17536,30053,0.170270664
17537,30031,0.38912201
17537,30053,0.163196448
17538,30031,0.211157189
17538,30049,0.196763271
17538,30053,0.080340962
17538,30174,0.006937537
17539,30049,0.185806323
17539,30181,0.056685762
17540,30049,0.040540373
17540,30181,0.023784044
17541,30181,0.092050698
17542,30181,0.17510361
17543,30181,0.035117432
17544,30075,0.194783789
17546,30011,0.073111161
17547,30011,0.117405282
17548,30011,0.121805011
17583,27003,0.039896342
17584,27003,0.070752722
17600,4003,0.00495323
17601,4003,0.030209632
17604,4009,0.0077704
17605,4009,0.053435732
17615,4010,0.040951156
17625,23004,0.017112114
17629,23004,0.001332112
17630,23004,0.032655725
17801,6007,0.071773871
17802,6001,0.345835499
17802,6007,0.018985675
17803,6001,0.39439097
17804,6001,0.11306709
17804,6009,0.210114429
17805,6009,0.102626454
17808,6002,0.010846404
17809,6002,0.031505763
17809,16026,0.004672122
17813,14087,0.01435777
17813,16015,0.093623078
17814,14087,0.002393258
17814,16015,0.170971816
17818,16002,0.232555592
17824,16055,0.08118808
17824,16064,0.026727876
17825,16055,0.385520355
17827,16035,0.043689161
17828,16035,0.093059207
17829,16035,0.07432273
17837,16013,0.272460589
17838,16013,0.260943374
17841,16092,0.208204154
17846,15123,0.509649996
17847,15123,0.07163946
17848,15077,0.014759796
17848,15082,0.119856782
17849,15077,0.34669405
17849,15082,0.009094966
17850,15097,0.154662029
17851,15021,0.066795182
17851,15097,0.530382713
17852,15021,0.378400545
17853,15021,0.112625746
17853,15113,0.372515911
17854,15040,0.020063832
17854,15088,0.376002393
17854,15113,0.402059624
17854,15119,0.083310719
17855,15052,0.018031275
17855,15088,0.393713587
17856,15052,0.381883117
17856,15063,0.159708273
17857,15063,0.010185216
17858,17007,0.065115688
17859,17007,0.594550121
17859,17011,0.303488603
17860,17011,0.172030342
17860,17020,0.009006155
17861,17020,0.221435428
17861,17026,0.090287999
17861,17029,0.302835968
17862,17002,0.151106081
17862,17026,0.669765424
17862,17027,0.05088746
17862,17029,0.149116573
17862,17030,0.030750786
17863,17002,0.724979248
17863,17027,0.013536219
17863,17030,0.307933183
17864,15034,0.146532004
17864,17016,0.405319633
17864,17022,0.180478495
17865,17016,0.003989475
17865,17022,0.354027708
17865,21188,0.02154205
17866,21188,0.105676484
17867,21019,0.134576235
17867,21022,1
17867,21188,0.374434587
17868,21019,0.563331374
17868,21175,0.481716393
17869,21019,0.227209092
17869,21106,0.051990709
17869,21148,0.252690805
17870,21106,0.010805255
17870,21114,0.052519009
17871,21114,0.074369821
17871,21193,0.045003855
17872,21040,0.630486177
17872,21114,0.031081692
17872,21193,0.447425657
17873,21040,0.026115931
17873,21153,0.397248122
17874,21153,0.298083491
17874,21182,0.005166811
17875,21038,0.733125138
17875,21151,1
17875,21164,0.205368666
17875,21182,0.224416652
17875,21189,0.305854668
17876,21038,0.103188732
17876,21144,1
17876,21154,0.466078656
17877,21110,0.036576897
17877,21115,0.4597739
17877,21154,0.121426088
17878,21110,0.18727044
17878,21115,0.14877039
17879,21045,0.158714077
17879,21110,0.05527978
17880,21045,0.187555631
17880,21063,0.543567182
17880,21110,0.075788489
17881,21023,1
17881,21063,0.270586708
17881,30099,0.141079555
17882,30099,0.311635011
17883,30081,0.999999999
17883,30101,0.574059055
17883,30118,0.039994357
17883,30138,0.364397326
17884,30022,1
17884,30085,0.591917317
17884,30101,0.380255051
17884,30118,0.885687019
17885,30044,0.520226792
17885,30068,0.693542537
17885,30085,0.230281503
17886,30014,0.674494122
17886,30044,0.476135234
17887,30014,0.178392893
17887,30021,0.560838482
17887,30196,0.589074432
17888,30021,0.199715286
17888,30053,0.178563386
17888,30196,0.138056737
17892,30049,0.271775553
17893,30049,0.12260005
17896,30181,0.097477382
17897,30011,0.011308254
17898,30011,0.113211113
17899,30011,0.049437357
17937,27003,0.023143633
17938,4003,0.016459263
17938,27003,0.030395071
17939,4003,0.0265463
17940,4003,0.025854141
17941,4003,0.026528511
17942,4003,0.025951898
17943,4003,0.026010559
17944,4003,0.026433563
17945,4003,0.032554808
17946,4003,0.010989259
17954,4003,0.021931303
17955,4003,0.008654685
17958,4009,0.058353076
17968,4010,0.038357332
17978,23004,0.011384931
17979,23004,0.005866257
17983,23004,0.012746883
17984,23004,0.009193742
18152,6007,0.032582426
18153,6007,0.219813204
18154,6007,0.074142968
18155,6001,0.026726759
18155,6007,0.032835676
18157,6001,0.119979679
18157,6009,0.020342636
18158,6009,0.19768885
18159,6004,0.039644
18159,6006,1
18159,6009,0.07969955
18161,6002,0.076318934
18167,16015,0.06471907
18167,16089,0.003728732
18168,16089,0.345162816
18169,16089,0.187540945
18171,16002,0.097510514
18172,16002,0.107124382
18172,16012,0.06127366
18175,16006,0.063800045
18176,16006,0.173242033
18176,16064,0.370710799
18177,16064,0.289322345
18178,16055,0.287031841
18179,16033,0.010169712
18179,16055,0.005254197
18181,16035,0.025099197
18182,16009,0.106844848
18182,16035,0.030145591
18182,16059,0.187555518
18185,16097,0.000199811
18186,16097,0.368787048
18188,16057,0.332521314
18189,16057,0.371950509
18190,16013,0.123240565
18190,16057,0.033616863
18194,16092,0.301944048
18194,16099,0.009657676
18195,16099,0.085063669
18196,16099,0.024403401
18197,16099,0.143837172
18199,15116,0.175272072
18199,15123,0.266755842
18200,15086,0.070998736
18200,15116,0.416030486
18201,15086,0.098150674
18202,15077,0.496131419
18202,15086,0.211148544
18203,15077,0.142414735
18203,15086,0.11724046
18204,15021,0.031466244
18204,15086,0.099125847
18204,15097,0.093247284
18207,15090,0.082271606
18207,15113,0.176190137
18208,15049,0.590826582
18208,15088,0.230284019
18208,15090,0.126355085
18209,15049,0.217283639
18209,15052,0.097866683
18209,15063,0.170780065
18210,15063,0.295241488
18211,17007,0.048081239
18211,17009,0.22983493
18212,17007,0.158870581
18212,17009,0.496821715
18212,17020,0.161673902
18213,17020,0.587466812
18214,17020,0.020417701
18214,17023,0.053361767
18215,17023,0.788202913
18215,17026,0.239946577
18215,17027,0.935576322
18216,15094,0.713393016
18216,17002,0.123914672
18217,15015,0.45639997
18217,15034,0.853467996
18217,15068,0.667339363
18217,15094,0.283493921
18221,21175,0.518283607
18222,21106,0.861437342
18222,21119,0.13629477
18222,21125,1
18222,21148,0.747309194
18223,21106,0.075766695
18223,21114,0.091359064
18223,21119,0.615790615
18224,21114,0.093457566
18226,21001,0.044727035
18226,21040,0.036221454
18227,21001,0.12753028
18227,21040,0.278107729
18227,21153,0.118742544
18227,21164,0.680825866
18228,21004,0.217357639
18228,21038,0.163686129
18228,21118,1.000000001
18228,21164,0.113805467
18229,21004,0.626061923
18229,21065,0.364354323
18229,21115,0.152054261
18229,21154,0.066894146
18230,21065,0.19801282
18230,21115,0.239401448
18232,21045,0.207665686
18233,21045,0.218813568
18236,30101,0.045685894
18236,30127,1
18237,30062,0.018589652
18238,30044,0.003637975
18238,30062,0.300836277
18238,30068,0.246666641
18240,30021,0.239446233
18240,30125,0.011282415
18241,30125,0.382742073
18245,30049,0.036138859
18246,30049,0.109752675
18246,30090,0.296488093
18247,30049,0.036622897
18247,30105,0.099274719
18249,30011,0.068623108
18249,30105,0.064819564
18249,30181,0.084124837
18250,30011,0.099047424
18299,4003,0.023128035
18300,4003,0.026706458
18308,4003,0.038704636
18308,4009,0.006968689
18309,4003,0.004823724
18309,4009,0.045451673
18310,4009,0.055907995
18311,4009,0.118401538
18312,4009,0.058919583
18313,4009,0.056427469
18314,4004,0.001464623
18314,4009,0.052878181
18315,4009,0.071396458
18318,4010,0.001334221
18319,4010,0.041454797
18320,4010,0.040404619
18321,4010,0.050278247
18322,4010,0.041596078
18323,4010,0.037051932
18324,4010,0.037517107
18325,4010,0.039861956
18326,4010,0.036778735
18327,4010,0.057578362
18328,4010,0.036802141
18329,4010,0.036990284
18330,4010,0.009618606
18330,23004,0.012566616
18331,23004,0.017010823
18332,23004,0.02129298
18333,23004,0.022990828
18334,23004,0.034623267
18335,23004,0.015485584
18336,23004,0.001940269
18337,23004,0.018089662
18504,6007,0.030619025
18505,6007,0.154174762
18506,6007,0.14367685
18511,6004,0.083738109
18511,6009,0.044472773
18512,6002,0.188902604
18512,6009,0.017327388
18513,6002,0.045589746
18514,6002,0.031387272
18522,16089,0.309154125
18525,16012,0.025988445
18526,16006,0.033651695
18526,16012,0.182450411
18527,16006,0.34649576
18527,16012,0.038651274
18528,16006,0.382810466
18530,16064,0.313238979
18531,16055,0.028589193
18532,16033,0.421589516
18532,16055,0.031132958
18533,16033,0.067538456
18535,16009,0.138853573
18536,16009,0.150563306
18538,16082,0.064394047
18538,16097,0.436822717
18539,16082,0.039748533
18539,16097,0.194190424
18540,16057,0.107425511
18540,16082,0.036344351
18541,16057,0.112102797
18542,16057,0.042383007
18548,16099,0.176463969
18550,16081,0.107371609
18550,16099,0.033624623
18551,15066,0.402400696
18551,16081,0.177659377
18552,15066,0.597599305
18552,15078,0.001395037
18552,15116,0.035488935
18553,15116,0.373208507
18555,15086,0.034153906
18555,15110,0.124197252
18556,15086,0.097451844
18557,15086,0.054385338
18558,15086,0.038122917
18558,15118,0.105865637
18560,15018,0.02074513
18560,15072,0.304676056
18560,15090,0.496702102
18561,15049,0.191889778
18561,15072,0.041479349
18561,15090,0.294671203
18561,15098,0.412906155
18562,15098,0.450244472
18562,15101,0.21267494
18563,15063,0.273617726
18563,15101,0.028845904
18564,15063,0.055183526
18564,17009,0.027930203
18565,9012,0.162277995
18565,17009,0.245413151
18568,15050,0.492725294
18568,17023,0.158435321
18569,15050,0.390369456
18569,15068,0.128669647
18569,15089,0.033088376
18569,15094,0.003113063
18570,15009,0.535578611
18570,15015,0.090766632
18570,15017,0.255032347
18570,15068,0.203990989
18571,15009,0.23640921
18571,15015,0.346224819
18572,15009,0.005891437
18572,15015,0.106608579
18574,21026,1
18574,21060,0.104114178
18575,21034,0.126012078
18575,21090,0.475084057
18575,21119,0.055642955
18575,21140,0.544079103
18576,21034,1.37569E-05
18576,21041,0.47174627
18576,21114,0.16942686
18576,21119,0.192271659
18576,21140,0.455920896
18577,21114,0.30820587
18577,29025,0.015823321
18578,21015,0.408107522
18578,21114,0.10985838
18579,21001,0.464527548
18579,21015,0.591892478
18579,21040,0.02906871
18579,21163,1
18580,21001,0.14424465
18582,21004,0.05261839
18582,21065,0.121288447
18583,21004,0.103962048
18583,21065,0.316344408
18583,21096,0.248647489
18584,21012,0.144972441
18584,21130,0.198992503
18585,21045,0.157957409
18585,21130,0.574575765
18586,21045,0.069293631
18586,21179,0.136081081
18590,30047,0.407917566
18590,30062,0.680574071
18590,30186,1
18591,30047,0.040646539
18591,30080,1
18593,30125,0.16719495
18593,30165,1
18593,30200,0.173412732
18594,30125,0.228284234
18594,30200,0.352857975
18595,30007,0.384184497
18595,30125,0.210496329
18595,30200,0.052762885
18596,30007,0.511900331
18597,30007,0.103915173
18597,30148,0.727431945
18598,30100,0.041072617
18598,30148,0.272568055
18599,30090,0.372651419
18600,30090,0.330860489
18600,30105,0.084897573
18601,30105,0.263142639
18602,30011,0.069705116
18602,30105,0.048201242
18603,30011,0.030848555
