GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES,Fter
294,07087,75871.412,4931.564,0.064998977
294,07087,75871.412,4279.097,0.056399335
645,07089,477718.355,58.684,0.000122843
645,07089,477718.355,4708.356,0.009855923
646,07087,75871.412,5928.012,0.078132355
646,07087,75871.412,2112.439,0.027842359
646,07089,477718.355,22.730,4.75797E-05
997,07089,477718.355,9423.294,0.019725627
997,07054,121557.373,11084.994,0.091191461
998,07089,477718.355,3323.658,0.006957358
998,07089,477718.355,4626.689,0.009684971
999,07087,75871.412,2607.507,0.034367455
999,07089,477718.355,7011.088,0.014676196
1000,07087,75871.412,1921.770,0.025329297
1000,07035,30190.107,8685.593,0.287696669
1000,07087,75871.412,1773.915,0.023380542
1000,07102,126617.212,4036.835,0.031882196
1000,07035,30190.107,2444.954,0.080985261
1349,07054,121557.373,18510.573,0.15227849
1349,07054,121557.373,3764.997,0.030973003
1350,07054,121557.373,15567.078,0.128063626
1350,07054,121557.373,5088.734,0.041862819
1350,07054,121557.373,3826.141,0.031476011
1350,07054,121557.373,3226.827,0.026545715
1350,07054,121557.373,2570.965,0.021150219
1350,07054,121557.373,524.634,0.004315938
1351,07089,477718.355,11652.694,0.024392394
1351,07054,121557.373,6867.625,0.056496981
1351,07089,477718.355,4027.422,0.008430536
1351,07089,477718.355,4865.750,0.010185394
1352,07089,477718.355,6891.770,0.014426428
1352,07089,477718.355,1470.285,0.003077723
1352,07089,477718.355,2581.444,0.005403694
1352,07089,477718.355,151.650,0.000317446
1352,07089,477718.355,921.173,0.001928276
1352,07089,477718.355,192.982,0.000403966
1352,07089,477718.355,8178.360,0.017119627
1353,07102,126617.212,6694.048,0.052868385
1353,07102,126617.212,14915.787,0.117802207
1353,07055,12404.874,486.967,0.039256097
1353,07102,126617.212,999.756,0.00789589
1353,07055,12404.874,2692.610,0.217060642
1701,07054,121557.373,11328.087,0.09319128
1702,07054,121557.373,1111.663,0.009145168
1702,07054,121557.373,1233.394,0.010146599
1703,07037,106950.180,6177.071,0.057756527
1703,07054,121557.373,7156.348,0.058872183
1703,07054,121557.373,2748.014,0.022606728
1703,07054,121557.373,1778.978,0.01463488
1705,07089,477718.355,222.544,0.000465849
1706,07102,126617.212,12553.375,0.099144301
1706,07102,126617.212,8675.647,0.068518703
1706,07102,126617.212,2013.010,0.015898388
1706,07102,126617.212,3360.866,0.026543518
1707,07102,126617.212,19881.758,0.15702255
2056,07037,106950.180,12735.196,0.119075968
2056,07037,106950.180,2017.529,0.018864198
2057,07037,106950.180,2014.437,0.018835285
2057,07037,106950.180,3657.678,0.034199833
2057,07037,106950.180,456.241,0.004265921
2057,07037,106950.180,1307.030,0.01222092
2058,07089,477718.355,2858.094,0.005982802
2059,07102,126617.212,2049.640,0.016187687
2059,07089,477718.355,12246.463,0.02563532
2059,07089,477718.355,4440.258,0.00929472
2060,07102,126617.212,205.088,0.00161975
2409,07103,78345.114,558.221,0.007125151
2410,07089,477718.355,1762.058,0.003688488
2410,07037,106950.180,1748.612,0.016349781
2410,07089,477718.355,2366.525,0.004953807
2410,07037,106950.180,7787.047,0.072810044
2410,07103,78345.114,8587.765,0.109614554
2411,07089,477718.355,7505.345,0.015710815
2412,07089,477718.355,12057.131,0.025238995
2758,07003,51483.693,2280.127,0.044288332
2762,07103,78345.114,6954.083,0.088762173
2763,07089,477718.355,13728.826,0.028738325
2763,07103,78345.114,1706.368,0.02178014
2764,07089,477718.355,4738.850,0.009919756
2765,07089,477718.355,21714.878,0.045455398
3111,07003,51483.693,9377.942,0.182153633
3112,07003,51483.693,406.408,0.007893917
3112,07003,51483.693,1961.189,0.03809341
3112,07003,51483.693,286.933,0.005573271
3113,07032,99228.344,653.782,0.006588663
3113,07071,36090.464,706.903,0.019586972
3117,07057,161141.549,7331.117,0.04549489
3118,07089,477718.355,16287.343,0.034094027
3118,07057,161141.549,9043.852,0.056123648
3461,07051,134001.364,5333.857,0.039804497
3462,07051,134001.364,15423.148,0.115096951
3462,07051,134001.364,2248.875,0.016782482
3464,07001,48473.214,1789.342,0.036914027
3464,07001,48473.214,584.824,0.012064892
3464,07003,51483.693,118.466,0.002301041
3464,07001,48473.214,553.770,0.011424237
3464,07001,48473.214,1072.888,0.022133616
3465,07003,51483.693,277.116,0.00538259
3465,07001,48473.214,2765.639,0.057054993
3467,07032,99228.344,325.561,0.003280927
3467,07032,99228.344,15312.482,0.154315605
3468,07057,161141.549,5105.765,0.031684972
3468,07057,161141.549,4487.974,0.027851127
3469,07057,161141.549,1095.368,0.006797549
3470,07057,161141.549,17428.644,0.108157357
3471,07057,161141.549,4294.160,0.026648371
3471,07053,18755.150,226.110,0.012055892
3812,07069,290206.572,12284.594,0.042330515
3812,07069,290206.572,4055.401,0.013974188
3813,07069,290206.572,4899.930,0.016884282
3813,07051,134001.364,9305.809,0.069445626
3814,07051,134001.364,7725.794,0.057654589
3815,07051,134001.364,6157.461,0.045950733
3815,07051,134001.364,778.874,0.005812431
3816,07051,134001.364,1245.112,0.009291785
3823,07057,161141.549,7806.272,0.048443572
3824,07057,161141.549,634.495,0.003937498
4122,20439,132072.025,461.571,0.003494841
4125,20324,119476.018,1687.366,0.01412305
4128,20413,226584.738,11243.156,0.049620096
4164,07069,290206.572,3133.552,0.01079766
4165,07069,290206.572,2664.021,0.00917974
4167,07051,134001.364,3052.957,0.022783032
4167,07051,134001.364,183.539,0.00136968
4168,07051,134001.364,2946.808,0.021990883
4176,07036,27625.947,9906.024,0.358576822
4176,07070,35213.016,4194.447,0.119116382
4177,07010,15567.303,12804.166,0.822503797
4177,07070,35213.016,1327.072,0.037686972
4177,07036,27625.947,1479.275,0.053546563
4474,20401,100577.870,12614.387,0.125419112
4475,20439,132072.025,17828.551,0.134991122
4476,20439,132072.025,5094.478,0.038573485
4478,20439,132072.025,4471.948,0.033859921
4481,20413,226584.738,14836.914,0.065480639
4481,20413,226584.738,5050.413,0.02228929
4482,20413,226584.738,715.609,0.003158241
4517,07069,290206.572,17256.157,0.059461634
4528,07080,31139.571,4891.138,0.157071464
4529,07036,27625.947,2800.576,0.101374846
4529,07036,27625.947,11827.092,0.428115368
4529,07011,19535.262,2832.240,0.144980922
4529,07011,19535.262,1552.149,0.07945371
4529,07011,19535.262,2466.846,0.126276575
4530,07006,67357.398,209.388,0.003108614
4827,20401,100577.870,6341.294,0.063048598
4829,20439,132072.025,3438.033,0.026031498
4829,20509,5890.780,5890.780,1
4833,20413,226584.738,7814.989,0.03449036
4833,20324,119476.018,4328.171,0.036226276
4834,20413,226584.738,18859.316,0.083232947
4834,20266,109116.113,1997.782,0.018308776
4834,20413,226584.738,5162.401,0.022783533
4834,20266,109116.113,462.779,0.004241165
4834,20324,119476.018,1764.160,0.014765809
4834,20266,109116.113,2820.012,0.025844142
4837,20307,110558.456,863.079,0.007806544
4837,20307,110558.456,6335.105,0.057300953
4870,07069,290206.572,3236.925,0.011153867
4870,07069,290206.572,3016.980,0.010395976
4882,07011,19535.262,1271.223,0.065073228
4882,07011,19535.262,1097.267,0.056168522
4884,07006,67357.398,1693.992,0.025149316
4885,07034,118730.468,1058.217,0.008912769
4885,07006,67357.398,4843.805,0.071912001
5177,20318,103895.978,2015.946,0.019403508
5177,20318,103895.978,6505.323,0.062613808
5178,20318,103895.978,14133.653,0.136036572
5185,20071,34146.392,1234.783,0.036161459
5185,20071,34146.392,13602.906,0.398370235
5185,20012,32243.022,121.227,0.00375978
5186,20324,119476.018,244.070,0.002042835
5187,20413,226584.738,11976.090,0.052854796
5187,20324,119476.018,5907.373,0.049444005
5187,20266,109116.113,4198.012,0.038472886
5188,20266,109116.113,11237.414,0.102985833
5188,20266,109116.113,2722.939,0.024954508
5188,20266,109116.113,11416.855,0.104630329
5189,20266,109116.113,13426.814,0.123050697
5189,20266,109116.113,8052.127,0.073794114
5189,20266,109116.113,1027.524,0.009416796
5189,20266,109116.113,519.385,0.004759933
5190,20266,109116.113,17522.680,0.160587468
5190,20307,110558.456,3814.449,0.034501647
5191,20307,110558.456,530.289,0.004796461
5218,07097,440323.741,761.341,0.001729049
5219,07097,440323.741,11383.171,0.025851823
5220,07097,440323.741,1015.224,0.002305632
5231,07117,170.031,170.031,1
5234,07030,61927.631,1043.749,0.016854335
5237,07034,118730.468,199.118,0.00167706
5238,07034,118730.468,640.056,0.005390833
5526,20334,235050.102,18574.591,0.079023966
5526,20364,66282.549,508.255,0.007668004
5531,20159,221744.701,7352.567,0.033157801
5536,20085,34994.960,6841.402,0.195496784
5536,20085,34994.960,11019.922,0.314900273
5537,20306,29610.785,4728.985,0.159704824
5542,20266,109116.113,12159.249,0.111434033
5542,20266,109116.113,7754.520,0.071066678
5571,07097,440323.741,5582.576,0.012678343
5582,07008,28390.149,16855.014,0.593692335
5587,07030,61927.631,8825.039,0.142505676
5587,07030,61927.631,7898.236,0.127539777
5587,07030,61927.631,7625.621,0.123137625
5872,20414,38982.796,729.098,0.018703074
5873,20414,38982.796,4968.836,0.127462281
5877,20334,235050.102,14676.394,0.062439429
5879,20334,235050.102,1790.544,0.007617711
5879,20364,66282.549,10110.852,0.15254169
5880,20364,66282.549,10877.512,0.164108231
5882,20526,21618.424,8884.720,0.410979098
5882,20526,21618.424,7639.039,0.353357803
5882,20433,11323.373,9690.926,0.855833849
5882,20526,21618.424,2344.115,0.108431338
5883,20526,21618.424,1790.827,0.082838007
5883,20153,49219.549,8865.423,0.180119962
5883,20159,221744.701,3104.704,0.014001257
5883,20159,221744.701,859.087,0.003874216
5883,20153,49219.549,7978.135,0.162092814
5883,20159,221744.701,286.398,0.001291567
5883,20202,47048.637,2198.693,0.046732333
5884,20159,221744.701,8877.811,0.040036182
5884,20159,221744.701,11606.992,0.052343945
5885,20159,221744.701,23492.010,0.105941697
5887,20113,8323.037,8323.037,1
5887,20366,26936.905,5799.169,0.215287119
5887,20366,26936.905,1513.286,0.056178921
5887,20291,59000.285,1223.589,0.020738691
5887,20366,26936.905,19624.450,0.72853396
5889,20254,89716.368,13874.528,0.154648789
5889,20085,34994.960,10432.074,0.298102191
5890,20254,89716.368,14381.176,0.160296014
5890,20279,34948.192,7016.771,0.200776368
5890,20306,29610.785,319.651,0.010795074
5890,20254,89716.368,3539.194,0.039448696
5891,20236,7286.301,7205.423,0.98889999
5891,20236,7286.301,80.878,0.01110001
5891,20424,24926.966,8032.715,0.322250018
5892,20424,24926.966,3078.422,0.123497649
5923,07097,440323.741,841.237,0.001910496
5923,07097,440323.741,20217.687,0.045915504
5924,07097,440323.741,2813.313,0.006389192
5925,07097,440323.741,3982.320,0.009044073
5939,07030,61927.631,7489.250,0.120935522
5939,07020,217955.663,11152.402,0.051168214
5940,07030,61927.631,12666.903,0.204543634
5944,07034,118730.468,3075.825,0.025905948
6226,20414,38982.796,19575.069,0.502146357
6228,20467,143552.134,14140.742,0.09850597
6229,20467,143552.134,21105.018,0.147019886
6230,20467,143552.134,7515.022,0.052350469
6230,20334,235050.102,4660.258,0.019826658
6231,20334,235050.102,21067.685,0.089630615
6233,20364,66282.549,6671.316,0.100649661
6233,20364,66282.549,1618.761,0.024422134
6233,20364,66282.549,561.428,0.008470218
6234,20364,66282.549,339.474,0.005121614
6235,20526,21618.424,405.836,0.018772692
6235,20433,11323.373,1632.447,0.144166151
6235,20526,21618.424,553.887,0.025621061
6235,20202,47048.637,230.405,0.004897164
6235,20202,47048.637,8293.332,0.176271461
6236,20202,47048.637,8033.440,0.170747567
6236,20202,47048.637,3264.425,0.069384049
6236,20202,47048.637,9295.153,0.197564766
6237,20159,221744.701,28090.997,0.126681708
6237,20159,221744.701,17977.921,0.081074862
6238,20159,221744.701,13768.029,0.062089549
6238,20159,221744.701,10575.190,0.047690834
6238,20159,221744.701,29982.972,0.135213929
6238,20159,221744.701,21349.134,0.096277989
6239,20159,221744.701,2283.001,0.01029563
6239,20344,32825.095,5884.669,0.179273474
6239,20344,32825.095,7710.745,0.234903965
6239,20159,221744.701,6272.059,0.028285046
6239,20344,32825.095,11304.825,0.344395808
6239,20291,59000.285,11508.311,0.195055175
6239,20344,32825.095,7924.856,0.241426753
6240,20291,59000.285,35965.857,0.609587854
6242,20391,16169.148,11524.584,0.7127515
6243,20254,89716.368,10952.929,0.122083955
6243,20254,89716.368,9396.183,0.104732095
6243,20347,34073.433,5633.111,0.165322676
6243,20095,33703.191,2762.908,0.081977645
6243,20347,34073.433,5578.042,0.163706475
6244,20254,89716.368,1696.097,0.018905105
6244,20347,34073.433,10664.098,0.312973977
6244,20424,24926.966,3688.212,0.14796074
6244,20512,3064.921,1821.137,0.59418729
6244,20424,24926.966,345.786,0.013871965
6244,20424,24926.966,5423.868,0.217590377
6244,20347,34073.433,12198.182,0.357996873
6245,20424,24926.966,2905.138,0.11654598
6245,20424,24926.966,1323.505,0.053095312
6245,20424,24926.966,129.320,0.005187959
6245,20512,3064.921,1243.784,0.40581271
6250,20125,107114.522,5821.283,0.054346344
6251,20125,107114.522,10909.256,0.101846657
6251,20410,103286.629,2111.583,0.020443911
6251,20008,38326.251,7974.279,0.208063122
6276,07097,440323.741,2484.772,0.005643057
6276,07097,440323.741,3735.562,0.00848367
6280,07107,330951.457,986.623,0.002981172
6280,07107,330951.457,1361.354,0.004113456
6281,07107,330951.457,11469.696,0.034656733
6282,07107,330951.457,7168.197,0.021659361
6285,07020,217955.663,93.306,0.000428096
6285,07107,330951.457,656.491,0.001983647
6285,07107,330951.457,669.626,0.002023335
6285,07020,217955.663,59.127,0.000271278
6285,07107,330951.457,1171.790,0.00354067
6286,07020,217955.663,7839.125,0.035966604
6291,07020,217955.663,12970.745,0.059510932
6292,07020,217955.663,3309.966,0.015186419
6296,07099,438485.668,18072.707,0.041216185
6297,07099,438485.668,14596.447,0.03328831
6297,07099,438485.668,1631.452,0.003720652
6298,07099,438485.668,20425.542,0.046582006
6573,20485,6743.161,1445.373,0.214346452
6574,20482,141308.327,2586.862,0.018306508
6574,20507,6449.814,6449.814,1
6575,20482,141308.327,4531.135,0.032065594
6579,20414,38982.796,11957.810,0.306745824
6579,20090,44913.951,3099.311,0.06900554
6579,20090,44913.951,1961.074,0.043662922
6579,20414,38982.796,1751.983,0.044942465
6580,20367,20548.342,11422.525,0.555885495
6580,20367,20548.342,153.906,0.007489967
6580,20467,143552.134,12929.344,0.090067234
6581,20489,14248.209,4225.524,0.296565253
6581,20467,143552.134,1484.452,0.010340854
6581,20489,14248.209,5165.182,0.362514497
6581,20489,14248.209,959.043,0.067309689
6581,20489,14248.209,2262.311,0.158778639
6583,20467,143552.134,536.763,0.003739148
6583,20543,18793.711,3295.984,0.175376976
6583,20543,18793.711,7479.233,0.397964678
6584,20334,235050.102,2472.483,0.010518964
6584,20543,18793.711,8018.494,0.426658346
6585,20272,16749.541,1339.667,0.079982316
6586,20272,16749.541,13218.800,0.789203676
6586,20364,66282.549,4453.625,0.067191521
6586,20364,66282.549,4320.207,0.065178647
6586,20364,66282.549,228.780,0.003451582
6586,20364,66282.549,410.961,0.006200138
6586,20364,66282.549,387.200,0.005841657
6586,20364,66282.549,435.849,0.006575628
6586,20213,17084.622,17084.622,1
6586,20272,16749.541,2191.075,0.130814007
6586,20364,66282.549,8278.610,0.124898786
6588,20364,66282.549,486.597,0.007341251
6588,20202,47048.637,5199.157,0.110506012
6588,20364,66282.549,994.604,0.015005514
6588,20202,47048.637,3231.136,0.068676503
6588,20202,47048.637,3345.649,0.071110438
6590,20159,221744.701,18012.750,0.081231932
6591,20159,221744.701,5938.099,0.026778991
6592,20159,221744.701,2387.206,0.01076556
6592,20291,59000.285,3072.459,0.052075333
6593,20291,59000.285,265.016,0.00449178
6593,20291,59000.285,234.851,0.003980503
6593,20059,165401.280,23408.515,0.141525598
6593,20291,59000.285,6461.291,0.109512885
6594,20059,165401.280,11422.664,0.069060314
6594,20263,89.970,89.970,1
6594,20291,59000.285,268.910,0.004557779
6594,20362,16236.288,6640.614,0.408998305
6594,20391,16169.148,745.468,0.046104342
6594,20533,28597.636,1836.692,0.064225295
6595,20391,16169.148,3899.096,0.241144158
6595,20533,28597.636,10949.357,0.382876309
6595,20059,165401.280,5390.857,0.032592595
6596,20095,33703.191,5062.583,0.150210784
6596,20059,165401.280,1909.293,0.011543397
6597,20126,38867.404,5368.491,0.138123218
6598,20209,12328.000,2747.910,0.222899888
6598,20319,2871.082,2871.082,1
6598,20209,12328.000,675.182,0.054768184
6598,20209,12328.000,5625.038,0.456281493
6598,20126,38867.404,3109.932,0.080013876
6601,20428,13363.783,9977.112,0.746578463
6602,20410,103286.629,913.938,0.008848565
6602,20428,13363.783,1239.646,0.092761644
6602,20410,103286.629,3248.976,0.031455923
6602,20428,13363.783,1778.841,0.133109075
6602,20410,103286.629,9877.003,0.095627117
6602,20410,103286.629,6171.992,0.059755959
6603,20410,103286.629,6707.635,0.064941948
6604,20125,107114.522,2669.514,0.024922054
6604,20410,103286.629,1614.370,0.015629998
6604,20008,38326.251,1162.910,0.030342382
6604,20008,38326.251,4135.164,0.107893768
6605,20008,38326.251,1135.465,0.029626304
6605,20052,123021.015,9289.528,0.075511721
6605,20008,38326.251,10911.529,0.28470118
6612,20248,45625.918,8825.653,0.193435078
6612,20308,10085.319,4677.833,0.46382604
6613,20248,45625.918,18233.824,0.399637417
6614,20248,45625.918,8597.689,0.188438704
6614,20248,45625.918,9899.703,0.216975427
6615,20043,246013.958,18138.906,0.073731205
6615,20248,45625.918,69.049,0.001513375
6616,20043,246013.958,6031.509,0.024516938
6629,07097,440323.741,16945.842,0.03848496
6630,07097,440323.741,11164.433,0.025355055
6631,07107,330951.457,5045.114,0.015244272
6633,07107,330951.457,1488.888,0.004498811
6633,07107,330951.457,2574.319,0.007778541
6633,07107,330951.457,5158.739,0.015587599
6634,07107,330951.457,10538.952,0.031844404
6635,07107,330951.457,13048.957,0.039428615
6636,07107,330951.457,11567.561,0.034952441
6638,07107,330951.457,807.109,0.002438752
6638,07107,330951.457,766.223,0.002315212
6638,07020,217955.663,364.929,0.001674326
6638,07107,330951.457,16744.710,0.050595668
6639,07020,217955.663,3536.004,0.0162235
6639,07020,217955.663,4820.768,0.022118114
6640,07020,217955.663,1505.181,0.006905905
6642,07020,217955.663,7534.379,0.034568401
6643,07020,217955.663,11122.073,0.05102906
6647,07104,69061.153,253.796,0.00367495
6648,07099,438485.668,16695.794,0.038076031
6648,07019,235389.188,1205.266,0.005120312
6649,07099,438485.668,11107.957,0.025332544
6649,07099,438485.668,8822.569,0.020120542
6649,07099,438485.668,4808.189,0.010965443
6649,07099,438485.668,7422.167,0.016926818
6649,07099,438485.668,2183.010,0.004978521
6650,07099,438485.668,21544.776,0.049134504
6651,07099,438485.668,119.809,0.000273233
6651,07099,438485.668,24308.842,0.055438167
6652,07099,438485.668,4961.777,0.01131571
6925,12023,152406.752,8522.091,0.055916755
6925,12023,152406.752,4920.166,0.032283123
6926,20485,6743.161,3448.917,0.511468871
6930,20482,141308.327,10902.388,0.077153192
6932,20090,44913.951,11346.791,0.252634007
6932,20225,12908.522,4052.213,0.313917661
6932,20225,12908.522,745.081,0.057720107
6933,20082,17754.304,11532.480,0.649559689
6933,20367,20548.342,7069.659,0.344050115
6933,20225,12908.522,5969.282,0.462429583
6934,20489,14248.209,1040.850,0.073051303
6934,20467,143552.134,17052.642,0.118790588
6934,20467,143552.134,4256.373,0.029650366
6940,20277,201648.542,4254.988,0.021101009
6940,20477,5625.496,418.571,0.074406124
6941,20277,201648.542,21774.893,0.107984379
6942,20277,201648.542,5003.793,0.024814425
6942,20314,21364.727,638.697,0.029894931
6942,20314,21364.727,1198.001,0.056073764
6942,20314,21364.727,4898.641,0.229286399
6942,20159,221744.701,9527.772,0.042967303
6942,20277,201648.542,1019.318,0.005054921
6942,20314,21364.727,45.857,0.002146379
6942,20277,201648.542,2970.382,0.014730492
6946,20059,165401.280,8480.208,0.051270509
6946,20353,15451.625,8947.027,0.579034697
6946,20353,15451.625,2162.171,0.139931622
6946,20353,15451.625,4342.427,0.281033681
6946,20384,14550.396,4963.949,0.34115563
6947,20362,16236.288,1893.681,0.116632604
6947,20059,165401.280,2500.198,0.015115956
6947,20362,16236.288,7569.415,0.466203557
6947,20059,165401.280,525.462,0.003176895
6947,20384,14550.396,5225.574,0.359136188
6947,20059,165401.280,2075.476,0.012548125
6947,20061,9004.521,99.665,0.011068323
6947,20362,16236.288,132.578,0.008165534
6947,20384,14550.396,4360.873,0.299708182
6947,20059,165401.280,466.182,0.002818492
6948,20059,165401.280,10345.751,0.062549401
6948,20059,165401.280,7489.506,0.045280824
6948,20538,6289.797,2616.542,0.415997873
6948,20059,165401.280,2207.580,0.013346814
6948,20059,165401.280,1846.812,0.011165646
6948,20059,165401.280,3811.038,0.023041164
6948,20538,6289.797,1511.386,0.240291692
6948,20235,16004.370,553.309,0.034572343
6948,20538,6289.797,1487.046,0.236421904
6949,20059,165401.280,5391.855,0.032598628
6949,20167,1920.419,1920.419,1
6949,20538,6289.797,674.823,0.107288531
6949,20059,165401.280,4652.267,0.028127151
6949,20154,5861.682,5861.682,1
6949,20235,16004.370,2585.278,0.16153576
6950,20059,165401.280,2232.948,0.013500184
6950,20126,38867.404,5806.873,0.149402127
6950,20126,38867.404,4194.581,0.107920272
6950,20146,16308.455,9692.700,0.594335906
6950,20126,38867.404,10563.975,0.27179523
6950,20146,16308.455,6364.142,0.390235718
6950,20170,27864.746,8.643,0.000310159
6951,20209,12328.000,3279.870,0.266050435
6951,20126,38867.404,4983.698,0.128223083
6951,20074,5149.677,2126.406,0.412920315
6952,20074,5149.677,3023.271,0.587079685
6952,20361,31188.952,1637.761,0.052510944
6952,20361,31188.952,1223.877,0.03924071
6952,20361,31188.952,538.533,0.01726679
6952,20361,31188.952,21814.550,0.699431971
6952,20125,107114.522,5472.465,0.051089852
6952,20361,31188.952,5974.231,0.191549585
6953,20125,107114.522,8742.374,0.081617075
6954,20428,13363.783,368.183,0.027550817
6956,20125,107114.522,1181.547,0.011030692
6956,20410,103286.629,9875.540,0.095612953
6956,20410,103286.629,6104.254,0.059100138
6957,20410,103286.629,16005.024,0.154957365
6958,20052,123021.015,9467.097,0.076955122
6958,20008,38326.251,13006.904,0.339373244
6959,20052,123021.015,418.175,0.003399219
6960,20282,28255.799,22735.863,0.804644109
6961,20052,123021.015,183.972,0.001495454
6961,20282,28255.799,5519.937,0.195355891
6961,20515,225058.841,6493.747,0.028853552
6964,20124,66994.428,2200.827,0.032850901
6964,20515,225058.841,9761.969,0.043375185
6965,20308,10085.319,605.046,0.059992796
6965,20043,246013.958,4241.671,0.017241588
6965,20124,66994.428,15121.513,0.225712993
6966,20043,246013.958,24.589,9.9949E-05
6966,20043,246013.958,3858.745,0.015685065
6971,20141,39243.134,11010.719,0.280576963
6972,20141,39243.134,2639.584,0.067262315
6972,20143,24893.850,966.130,0.038809969
6973,20141,39243.134,802.286,0.020443994
6973,20143,24893.850,1957.825,0.078646956
6976,20025,20778.646,8342.399,0.401489066
6976,20327,103899.989,9430.320,0.090763438
6984,07107,330951.457,7738.103,0.023381385
6985,07108,320959.842,11974.053,0.037307014
6985,07107,330951.457,9921.202,0.029977815
6986,07108,320959.842,14708.515,0.045826654
6986,07107,330951.457,11427.240,0.034528447
6987,07108,320959.842,8859.350,0.027602675
6987,07107,330951.457,8558.742,0.025861019
6989,07107,330951.457,382.859,0.001156843
6994,07020,217955.663,3633.291,0.016669863
6995,07020,217955.663,19341.382,0.088739984
6996,07020,217955.663,4791.555,0.021984079
7000,07019,235389.188,10091.813,0.042872883
7000,07104,69061.153,4775.587,0.069150123
7000,07019,235389.188,2278.444,0.009679475
7000,07104,69061.153,6043.341,0.087507097
7001,07019,235389.188,3483.588,0.014799268
7001,07019,235389.188,6733.836,0.028607245
7004,07099,438485.668,1096.429,0.002500489
7004,07099,438485.668,1565.310,0.003569809
7004,07099,438485.668,324.282,0.00073955
7005,07099,438485.668,913.026,0.002082227
7005,07099,438485.668,24177.549,0.055138743
7005,07099,438485.668,1195.445,0.002726303
7006,07099,438485.668,940.380,0.002144607
7278,12023,152406.752,6122.719,0.040173541
7278,12023,152406.752,5817.700,0.038172195
7279,12023,152406.752,2581.351,0.016937246
7279,20180,14799.681,1932.738,0.130593232
7279,12023,152406.752,2105.591,0.013815603
7280,20180,14799.681,227.607,0.015379154
7280,20474,13411.840,847.592,0.063197286
7280,20474,13411.840,337.666,0.025176721
7280,20402,28971.727,843.377,0.029110345
7280,20474,13411.840,1435.028,0.106997117
7280,20180,14799.681,5239.984,0.354060567
7280,20474,13411.840,2379.737,0.177435561
7281,20474,13411.840,2195.975,0.163734088
7281,20402,28971.727,1230.499,0.042472393
7281,20474,13411.840,59.522,0.004438006
7284,20070,11747.411,3045.414,0.259241318
7284,20312,26703.754,4394.033,0.164547405
7284,20070,11747.411,3675.136,0.312846474
7284,20070,11747.411,5026.861,0.427912209
7284,20188,18162.417,3307.381,0.182100284
7284,20302,4494.429,4494.429,1
7284,20312,26703.754,12491.565,0.467783113
7285,20188,18162.417,921.794,0.050752819
7285,20188,18162.417,13933.242,0.767146897
7286,20225,12908.522,2141.945,0.16593265
7287,20082,17754.304,785.337,0.0442336
7287,20467,143552.134,16107.537,0.112206881
7288,20489,14248.209,595.299,0.04178062
7288,20082,17754.304,5436.487,0.306206712
7288,20466,32091.777,7454.553,0.232288587
7293,20477,5625.496,5206.925,0.925593876
7298,20534,10175.029,10175.029,1
7298,20563,17844.242,3717.072,0.20830649
7298,20563,17844.242,6218.630,0.348495048
7298,20563,17844.242,1610.305,0.090242257
7299,20351,6757.081,858.341,0.127028431
7299,20289,16677.108,6391.504,0.383250129
7299,20563,17844.242,2940.877,0.16480819
7299,20289,16677.108,1162.944,0.069732945
7299,20059,165401.280,6105.124,0.036910983
7299,20351,6757.081,3148.976,0.466026123
7299,20059,165401.280,964.036,0.005828466
7299,20289,16677.108,8749.062,0.524615073
7300,20059,165401.280,4159.532,0.025148127
7302,20126,38867.404,2051.232,0.052775124
7302,20235,16004.370,11108.284,0.694078163
7302,20235,16004.370,1757.500,0.109813734
7303,20126,38867.404,2788.622,0.07174707
7303,20170,27864.746,253.828,0.009109284
7304,20146,16308.455,251.613,0.015428376
7304,20170,27864.746,7523.164,0.269988596
7304,20170,27864.746,20079.112,0.720591961
7304,20316,34808.186,10580.623,0.303969392
7305,20316,34808.186,9165.650,0.263318799
7305,20125,107114.522,2347.264,0.021913589
7305,20125,107114.522,3570.731,0.033335639
7305,20316,34808.186,15061.913,0.43271181
7306,20125,107114.522,6161.521,0.057522737
7308,20122,33123.176,9240.188,0.278964428
7309,20122,33123.176,3922.021,0.118407153
7310,20410,103286.629,18267.562,0.176862796
7312,20052,123021.015,28101.640,0.228429591
7313,20052,123021.015,762.176,0.006195495
7314,20515,225058.841,10371.129,0.046081856
7314,20418,163291.418,5706.784,0.03494846
7315,20515,225058.841,15212.597,0.067593864
7317,20515,225058.841,150.572,0.000669033
7317,20124,66994.428,145.137,0.002166402
7317,20515,225058.841,1598.325,0.00710181
7317,20515,225058.841,6761.983,0.030045402
7317,20515,225058.841,2761.982,0.012272265
7317,20515,225058.841,10125.081,0.044988596
7320,20043,246013.958,7515.780,0.030550217
7323,20130,30799.951,17469.189,0.567182372
7324,20141,39243.134,217.087,0.005531837
7325,20141,39243.134,22720.729,0.578973365
7325,20143,24893.850,1395.170,0.056044778
7326,20141,39243.134,478.388,0.012190356
7326,20143,24893.850,5600.182,0.224962477
7326,20141,39243.134,1374.340,0.03502117
7326,20143,24893.850,6131.877,0.246320947
7329,20025,20778.646,3903.602,0.187866036
7329,20025,20778.646,585.202,0.028163615
7340,07108,320959.842,1075.849,0.003351975
