GRIDCODE,CVENTMUN,Fpv,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
16431,12027,0.165330251,113979.2774,18844.22251
16434,15105,0.062854064,175555.5317,11034.37871
16435,15105,0.032637217,175555.5317,5729.644051
16435,15008,0.019735715,97758.10903,1929.326203
16435,15105,0.061372602,175555.5317,10774.29984
16435,15105,0.019393849,175555.5317,3404.697485
16435,15105,0.008633572,175555.5317,1515.671357
16435,15105,0.008242381,175555.5317,1446.995547
16435,15008,0.075630246,97758.10903,7393.469835
16436,15105,0.029598131,175555.5317,5196.115604
16436,15105,0.020597797,175555.5317,3616.057242
16436,15105,0.002214536,175555.5317,388.7740438
16436,15105,0.015243375,175555.5317,2676.058785
16436,15105,0.002958909,175555.5317,519.4527807
16442,12055,0.003736818,175349.4509,655.2489447
16442,12060,1,17324.21764,17324.21764
16442,12055,0.037812468,175349.4509,6630.395468
16443,12055,0.028240917,175349.4509,4952.029343
16443,12055,0.041033134,175349.4509,7195.13757
16443,12055,0.014389263,175349.4509,2523.149374
16443,12055,0.0291749,175349.4509,5115.802646
16443,12055,0.057765449,175349.4509,10129.13985
16444,12055,0.009356097,175349.4509,1640.586411
16444,12049,0.010548432,58517.94475,617.2725699
16444,12055,0.053503407,175349.4509,9381.793124
16444,12055,0.074315303,175349.4509,13031.1476
16444,17001,0.092096345,62081.44365,5717.474026
16444,17001,0.006388306,62081.44365,396.5952361
16445,17001,0.013049497,62081.44365,810.1316274
16445,17014,0.065369273,40582.3115,2652.836197
16445,17001,0.055983696,62081.44365,3475.548679
16445,17001,0.243239973,62081.44365,15100.68869
16445,17014,0.053044683,40582.3115,2152.675865
16445,17001,0.066730172,62081.44365,4142.705431
16445,17001,0.066095016,62081.44365,4103.274012
16445,17014,0.092728179,40582.3115,3763.123863
16445,17001,0.21850872,62081.44365,13565.33676
16445,17001,0.110629039,62081.44365,6868.010457
16446,17001,0.035955836,62081.44365,2232.190209
16446,17017,0.054614463,172891.0239,9442.350388
16446,17017,0.003468998,172891.0239,599.7586316
16446,17012,0.015627292,184106.9955,2877.093811
16446,17017,0.074700861,172891.0239,12915.10833
16446,17017,0.006723087,172891.0239,1162.361345
16446,17012,0.030680159,184106.9955,5648.431897
16446,17012,0.00479175,184106.9955,882.194617
16446,17012,0.072265953,184106.9955,13304.66741
16446,17017,0.011574268,172891.0239,2001.087051
16446,17012,0.021406039,184106.9955,3941.001478
16446,17012,0.005683029,184106.9955,1046.285474
16446,17012,0.002476041,184106.9955,455.8563777
16446,17017,0.031600227,172891.0239,5463.395538
16446,17012,0.001457195,184106.9955,268.2798187
16446,17017,0.004764956,172891.0239,823.8180909
16446,17017,0.002892811,172891.0239,500.1410699
16446,17001,0.034403469,62081.44365,2135.816994
16446,17017,0.063954165,172891.0239,11057.10109
16446,17017,0.007915738,172891.0239,1368.560095
16446,17012,0.004474516,184106.9955,823.7896616
16446,17012,0.10946096,184106.9955,20152.52854
16446,17017,0.067013651,172891.0239,11586.05865
16447,17031,0.087983706,37666.29406,3314.020127
16447,17012,0.074929686,184106.9955,13795.07938
16447,17031,0.07731216,37666.29406,2912.062543
16447,17031,0.090528601,37666.29406,3409.876918
16447,17012,0.00473987,184106.9955,872.6431461
16447,17012,0.084566234,184106.9955,15569.23518
16447,17012,0.021461647,184106.9955,3951.239299
16447,17012,0.002314775,184106.9955,426.1662373
16447,17012,0.001613193,184106.9955,297.0001563
16447,17012,0.026698056,184106.9955,4915.298922
16447,17012,0.01569599,184106.9955,2889.741576
16447,17031,0.124948317,37666.29406,4706.340066
16447,17012,0.041476009,184106.9955,7636.023322
16447,17012,0.022550922,184106.9955,4151.782543
16447,17012,0.009153505,184106.9955,1685.224306
16447,17012,0.009470563,184106.9955,1743.596917
16447,17031,0.046285433,37666.29406,1743.400713
16447,17012,0.012441858,184106.9955,2290.633082
16447,17012,0.012792705,184106.9955,2355.22647
16447,17025,0.010470893,89239.02886,934.4123649
16447,17012,0.009704561,184106.9955,1786.677494
16447,17012,0.013710743,184106.9955,2524.243758
16447,17012,0.04206349,184106.9955,7744.182841
16447,17025,0.023936572,89239.02886,2136.076442
16447,17012,0.102236463,184106.9955,18822.44798
16448,17012,0.00445234,184106.9955,819.7069336
16448,17012,0.009531232,184106.9955,1754.766408
16448,17025,0.202817157,89239.02886,18099.20615
16448,17012,0.010494439,184106.9955,1932.09971
16448,17025,0.058965351,89239.02886,5262.010681
16449,17004,0.112882286,141371.4764,15958.33539
16449,17025,0.058084148,89239.02886,5183.372926
16449,17004,0.001974434,141371.4764,279.1285827
16449,17004,0.013924629,141371.4764,1968.545359
16449,17024,0.001454415,119114.3453,173.241693
16449,17004,0.001602202,141371.4764,226.5056718
16449,17024,0.02962638,119114.3453,3528.926857
16449,17024,0.011341012,119114.3453,1350.877172
16450,17004,0.011687545,141371.4764,1652.285506
16450,17004,0.026240996,141371.4764,3709.72841
16450,17019,0.030633786,70470.66813,2158.78334
16450,17019,0.00947857,70470.66813,667.9611439
16450,17019,0.023534255,70470.66813,1658.474651
16451,17019,0.252481187,70470.66813,17792.51792
16451,17019,0.05312681,70470.66813,3743.881808
16451,17013,0.024885402,39480.38446,982.4852345
16451,17019,0.113813472,70470.66813,8020.511383
16452,17019,0.054575644,70470.66813,3845.982103
16452,17019,0.044926086,70470.66813,3165.9713
16452,17003,0.075717426,69256.47779,5243.922218
16452,17019,0.043576648,70470.66813,3070.875491
16452,17013,0.11288405,39480.38446,4456.705681
16452,17003,0.035219232,69256.47779,2439.15998
16452,17013,0.012112668,39480.38446,478.2127888
16452,17013,0.013658031,39480.38446,539.2243017
16452,17013,0.080921435,39480.38446,3194.809367
16452,17013,0.017963291,39480.38446,709.1976478
16452,17010,0.127463562,63332.94007,8072.642148
16452,17013,0.165517248,39480.38446,6534.684586
16453,17003,0.068527951,69256.47779,4746.004536
16454,21168,0.068825145,39042.0623,2687.07559
16454,21051,0.046128824,42553.3944,1962.938026
16455,21168,0.009829614,39042.0623,383.7683985
16455,21176,0.473441994,28861.73251,13664.35619
16455,21085,0.016385081,126603.3619,2074.406318
16455,21176,0.122920901,28861.73251,3547.710155
16455,21051,0.052201006,42553.3944,2221.329995
16455,21051,0.046274891,42553.3944,1969.153667
16455,21051,0.006454808,42553.3944,274.6740033
16455,21085,0.017573406,126603.3619,2224.852289
16455,21051,0.000488816,42553.3944,20.8007648
16455,21085,0.01628106,126603.3619,2061.236917
16455,21085,0.009666359,126603.3619,1223.793581
16455,21085,0.058095702,126603.3619,7355.111237
16455,21176,0.209233134,28861.73251,6038.830736
16455,21085,0.000147238,126603.3619,18.64078815
16455,21085,0.027323486,126603.3619,3459.245174
16455,21176,0.101764335,28861.73251,2937.095027
16456,21085,0.038904362,126603.3619,4925.423005
16456,21085,0.034198363,126603.3619,4329.627754
16456,21085,0.019054434,126603.3619,2412.355466
16456,21085,0.003989007,126603.3619,505.0217431
16456,21085,0.025051694,126603.3619,3171.628712
16456,21085,0.016945841,126603.3619,2145.400485
16456,21085,0.050929793,126603.3619,6447.882951
16456,21085,0.018900782,126603.3619,2392.902561
16456,21085,0.074648878,126603.3619,9450.798884
16456,21085,0.029389308,126603.3619,3720.785189
16456,21085,0.02213714,126603.3619,2802.636288
16456,21085,0.014204455,126603.3619,1798.33176
16456,21085,0.019664642,126603.3619,2489.609767
16456,21062,0.057508497,21706.96135,1248.334728
16456,21085,0.111823977,126603.3619,14157.29147
16457,21062,0.356612684,21706.96135,7740.977755
16457,21007,0.010752042,28149.8567,302.6684452
16457,21062,0.170978042,21706.96135,3711.413745
16457,21201,0.439965473,22102.769,9724.455209
16458,21007,0.413627526,28149.8567,11643.55559
16458,21007,0.289575875,28149.8567,8151.519395
16459,21007,0.286044556,28149.8567,8052.113271
16459,21031,0.433431161,17474.07937,7573.810507
16459,21031,0.263549064,17474.07937,4605.277262
16459,21070,1,972.0836215,972.0836215
16460,21031,0.303019775,17474.07937,5294.991597
16460,21146,0.839867983,17860.99583,15000.87854
16460,21206,0.018518141,45989.96078,851.6485882
16460,21206,0.013579033,45989.96078,624.4992028
16461,21146,0.160132017,17860.99583,2860.117288
16461,21206,0.268787152,45989.96078,12361.51058
16462,21169,0.068138582,62880.67723,4284.600168
16462,21169,0.053770755,62880.67723,3381.141507
16462,21169,0.022026288,62880.67723,1385.027923
16462,21169,0.013975169,62880.67723,878.7680993
16462,21098,0.062306571,27224.67883,1696.276397
16462,21169,0.377676248,62880.67723,23748.53822
16462,21206,0.036010857,45989.96078,1656.137914
16465,21177,0.026843922,59838.1964,1606.291854
16465,21177,0.072446885,59838.1964,4335.090923
16465,21177,0.029891842,59838.1964,1788.673938
16466,21161,0.015616553,60603.28714,946.4144676
16466,21161,0.02450882,60603.28714,1485.315065
16466,21161,0.128307742,60603.28714,7775.870928
16466,21161,0.055791047,60603.28714,3381.120861
16466,21177,0.065176204,59838.1964,3900.026491
16466,21161,0.005980095,60603.28714,362.4134038
16466,21177,0.043291401,59838.1964,2590.479329
16466,21177,0.047269871,59838.1964,2828.543834
16467,21161,0.161971911,60603.28714,9816.030202
16467,21156,0.014601141,184554.6149,2694.707943
16467,21161,0.023925762,60603.28714,1449.979797
16467,21149,0.046877216,37202.18704,1743.934946
16467,21156,0.02716634,184554.6149,5013.673438
16467,21046,0.091671159,29710.82969,2723.626184
16467,21149,0.002513199,37202.18704,93.49651434
16468,21103,0.048540464,57180.24837,2775.555772
16468,21149,0.139727927,37202.18704,5198.18448
16468,21046,0.14397841,29710.82969,4277.718011
16468,21103,0.03327107,57180.24837,1902.448028
16468,21149,0.127913331,37202.18704,4758.655662
16468,21149,0.002974296,37202.18704,110.6503172
16468,21149,0.026203331,37202.18704,974.8212188
16468,21149,0.041220348,37202.18704,1533.487084
16468,21103,0.028249434,57180.24837,1615.309641
16468,21149,0.199398518,37202.18704,7418.060967
16468,21156,0.015119463,184554.6149,2790.366739
16468,21149,0.00732757,37202.18704,272.6016424
16468,21156,0.008607474,184554.6149,1588.548961
16468,21149,0.037287089,37202.18704,1387.161247
16468,21149,0.266273047,37202.18704,9905.939702
16469,21103,0.013922641,57180.24837,796.1000649
16469,21195,0.001740091,56103.22106,97.62471071
16470,21103,0.032259685,57180.24837,1844.616815
16470,21156,0.009000894,184554.6149,1661.156612
16470,21195,0.060684972,56103.22106,3404.622413
16470,21156,0.060890716,184554.6149,11237.66272
16470,21195,0.165672161,56103.22106,9294.741854
16471,21195,0.230855624,56103.22106,12951.74413
16471,21195,0.029732835,56103.22106,1668.107791
16476,30173,0.060664012,40167.15152,2436.700549
16477,20021,0.131710035,13692.13485,1803.391565
16477,20002,0.189807674,57961.80213,11001.59484
16478,20002,0.021360965,57961.80213,1238.120023
16478,20002,0.296674129,57961.80213,17195.76714
16478,20002,0.041852475,57961.80213,2425.844873
16478,20002,0.020772013,57961.80213,1203.983309
16479,20002,0.036805092,57961.80213,2133.289453
16479,20002,0.002151751,57961.80213,124.7193587
16479,20002,0.026695678,57961.80213,1547.329605
16479,20002,0.192438948,57961.80213,11154.10825
16479,20002,0.041622714,57961.80213,2412.527508
16479,20002,0.014044414,57961.80213,814.0395471
16479,20002,0.060712774,57961.80213,3519.021806
16480,30174,0.025037942,289854.5436,7257.36132
16480,30174,0.041710119,289854.5436,12089.86747
16480,20002,0.055061373,57961.80213,3191.456422
16480,30174,0.03692142,289854.5436,10701.84136
16483,30174,0.075601896,289854.5436,21913.55316
16484,30174,0.146374659,289854.5436,42427.36
16485,30174,0.012152302,289854.5436,3522.400046
16487,30005,0.563522374,20482.52476,11542.36098
16487,30084,0.05194223,92257.4443,4792.057366
16488,30005,0.184903885,20482.52476,3787.298413
16488,30012,0.45989141,29546.02474,13587.96299
16488,30005,0.012063801,20482.52476,247.0970987
16488,30005,0.228896151,20482.52476,4688.371085
16491,30143,0.042288788,121303.4392,5129.775401
16492,30143,0.061008739,121303.4392,7400.569872
16493,30143,0.099149939,121303.4392,12027.22856
16493,30143,0.03782945,121303.4392,4588.842372
16493,30141,0.082131167,64436.12902,5292.214498
16493,30143,0.070712691,121303.4392,8577.69265
16493,30143,0.052309933,121303.4392,6345.374795
16494,30141,0.13307519,64436.12902,8574.850089
16494,30141,0.046491629,64436.12902,2995.740608
16494,30141,0.074520724,64436.12902,4801.826998
16495,30032,0.048623479,86802.75734,4220.652085
16495,30032,0.060395191,86802.75734,5242.469129
16495,30032,0.013869758,86802.75734,1203.933201
16496,30032,0.205112846,86802.75734,17804.3606
16496,30032,0.16161556,86802.75734,14028.6762
16514,27014,0.07359722,251726.4523,18526.36701
16514,27005,0.00130822,342487.0603,448.0485507
16515,27014,0.060403154,251726.4523,15205.07156
16515,27005,0.027625527,342487.0603,9461.385593
16515,27005,0.042161874,342487.0603,14439.89633
16516,27005,0.007320116,342487.0603,2507.044988
16516,27005,0.022427686,342487.0603,7681.192164
16517,27014,0.058778706,251726.4523,14796.1551
16517,27014,0.018776062,251726.4523,4726.431511
16517,27014,0.049678118,251726.4523,12505.29632
16517,27014,0.041277941,251726.4523,10390.74957
16517,27014,0.029527071,251726.4523,7432.744815
16517,27014,0.005471103,251726.4523,1377.221422
16517,27014,0.0058696,251726.4523,1477.533665
16517,27014,0.005836749,251726.4523,1469.264076
16517,27014,0.010903185,251726.4523,2744.620155
16518,27014,0.013058801,251726.4523,3287.245576
16518,27014,0.008260131,251726.4523,2079.293401
16519,27010,0.016758767,159158.893,2667.306842
16519,27014,0.006102979,251726.4523,1536.281223
16519,27010,0.014294074,159158.893,2275.029002
16519,27014,0.029989888,251726.4523,7549.248052
16519,27010,0.065305198,159158.893,10393.90309
16520,27003,0.003376625,249146.2974,841.2736089
16521,27003,0.038381697,249146.2974,9562.65777
16521,27003,0.006263976,249146.2974,1560.646528
16521,27003,0.030915001,249146.2974,7702.35791
16522,27003,0.026618477,249146.2974,6631.895105
16522,27003,0.047236778,249146.2974,11768.86824
16522,27003,0.000149789,249146.2974,37.31937684
16522,27003,0.013368367,249146.2974,3330.679166
16522,27003,0.016173823,249146.2974,4029.648215
16522,27003,0.041628501,249146.2974,10371.58697
16522,27003,0.008588221,249146.2974,2139.723526
16530,4007,0.089917847,181487.4474,16318.96047
16531,4007,0.082921416,181487.4474,15049.19605
16538,4003,0.021324343,698294.8082,14890.67788
16538,4003,7.23E-05,698294.8082,50.52105331
16539,4003,0.026322733,698294.8082,18381.02768
16540,4003,0.025254768,698294.8082,17635.27317
16542,4011,0.039241473,233871.3009,9177.454244
16543,4011,0.049233732,233871.3009,11514.357
16543,4011,0.008231338,233871.3009,1925.073722
16543,4011,0.008045063,233871.3009,1881.509265
16543,4011,0.010841366,233871.3009,2535.484297
16544,4011,0.000215201,233871.3009,50.32925207
16544,4011,0.011416004,233871.3009,2669.875752
16544,4011,0.007016515,233871.3009,1640.961419
16544,4011,0.000901206,233871.3009,210.7663261
16544,4011,0.034111953,233871.3009,7977.806753
16557,4010,0.003409951,489518.9881,1669.235815
16558,4010,0.034038036,489518.9881,16662.26481
16562,4010,0.008503918,489518.9881,4162.829552
16563,4010,0.010326136,489518.9881,5054.839776
16565,4010,0.005372373,489518.9881,2629.878581
16566,23004,0.021017475,1059075.553,22259.09435
16567,23004,0.00355284,1059075.553,3762.725924
16569,23004,0.01119287,1059075.553,11854.09547
16570,23004,0.014644197,1059075.553,15509.31053
16747,16014,0.06692408,51247.61209,3429.699275
16747,6009,0.025843563,251268.598,6493.675915
16747,16014,0.043227944,51247.61209,2215.328919
16747,16014,0.040751994,51247.61209,2088.4424
16748,16014,0.055712657,51247.61209,2855.140635
16748,16014,0.139747532,51247.61209,7161.727311
16748,16014,0.076118169,51247.61209,3900.874415
16748,16014,0.132816486,51247.61209,6806.527764
16748,16014,0.092141608,51247.61209,4722.037372
16748,16014,0.08761243,51247.61209,4489.927817
16751,16026,0.137530609,51993.77122,7150.73502
16751,16026,0.063999702,51993.77122,3327.585885
16752,16026,0.537366811,51993.77122,27939.72705
16752,16026,0.061028406,51993.77122,3173.096992
16753,16026,0.05835439,51993.77122,3034.064783
16753,16015,0.137949447,101607.48,14016.69571
16758,16002,0.087006229,93827.84973,8163.607397
16767,16035,0.010840861,222203.256,2408.874685
16767,16035,0.075670183,222203.256,16814.16101
16767,16035,0.000449137,222203.256,99.79974845
16768,16035,0.010909208,222203.256,2424.061484
16769,16035,0.070689905,222203.256,15707.52701
16770,16035,0.003888791,222203.256,864.1020711
16770,16029,0.363276341,31388.50994,11402.70303
16770,16035,0.04060192,222203.256,9021.878888
16771,16029,0.441416557,31388.50994,13855.408
16780,16038,0.173114438,133505.3899,23111.71059
16784,12027,0.182783463,113979.2774,20833.527
16785,12027,0.10493336,113979.2774,11960.22859
16787,15008,0.073673771,97758.10903,7202.208587
16787,15008,0.064016376,97758.10903,6258.119886
16787,15008,0.099092684,97758.10903,9687.113414
16788,15105,0.01666954,175555.5317,2926.430042
16788,15008,0.050909571,97758.10903,4976.82335
16788,15008,0.067077778,97758.10903,6557.396764
16789,15105,0.001316625,175555.5317,231.1407275
16789,15008,0.056986731,97758.10903,5570.915083
16789,15008,0.028971418,97758.10903,2832.191068
16789,15008,0.146139967,97758.10903,14286.36681
16793,15117,0.10572265,39530.99172,4179.321191
16793,15117,0.007035093,39530.99172,278.1041961
16794,15117,0.039392256,39530.99172,1557.214934
16795,12049,0.136616144,58517.94475,7994.49598
16796,12049,0.009187385,58517.94475,537.626865
16796,12049,0.385383816,58517.94475,22551.86883
16797,12049,0.077812195,58517.94475,4553.409719
16797,12049,0.063417069,58517.94475,3711.036559
16797,12049,0.171480984,58517.94475,10034.71475
16797,12055,0.002894864,175349.4509,507.6128106
16797,17005,0.05402015,37729.52446,2038.15456
16797,17005,0.200785296,37729.52446,7575.533737
16797,17021,0.242258217,24395.29987,5909.961857
16797,17005,0.273004646,37729.52446,10300.33548
16798,17014,0.056336837,40582.3115,2286.279057
16798,17021,0.193257547,24395.29987,4714.575818
16798,17021,0.18460663,24395.29987,4503.534105
16798,17014,0.081057128,40582.3115,3289.485617
16798,17021,0.112009476,24395.29987,2732.504744
16798,17014,0.065768051,40582.3115,2669.019539
16798,17014,0.028780647,40582.3115,1167.985188
16798,17014,0.308419046,40582.3115,12516.35781
16798,17021,0.230402864,24395.29987,5620.746963
16798,17014,0.113572945,40582.3115,4609.052634
16798,17015,0.000229685,71740.76473,16.47776688
16799,17017,0.092875516,172891.0239,16057.34304
16799,17028,0.014531363,126849.6459,1843.298204
16799,17017,0.012260913,172891.0239,2119.801873
16799,17017,0.002568583,172891.0239,444.0850132
16799,17017,0.005296763,172891.0239,915.7627675
16799,17017,0.00159162,172891.0239,275.1768127
16799,17017,0.008099524,172891.0239,1400.335043
16799,17017,0.015915627,172891.0239,2751.669102
16799,17017,0.007674659,172891.0239,1326.879622
16799,17015,0.040088534,71740.76473,2875.982094
16799,17015,0.151651118,71740.76473,10879.56716
16799,17017,0.012833664,172891.0239,2218.825366
16799,17028,0.019898363,126849.6459,2524.100324
16799,17028,0.019089325,126849.6459,2421.474115
16799,17017,0.005962705,172891.0239,1030.898233
16799,17017,0.001105061,172891.0239,191.0551606
16799,17028,0.015787175,126849.6459,2002.597567
16799,17017,0.000602012,172891.0239,104.0823983
16799,17017,0.001662399,172891.0239,287.4138976
16799,17028,0.018937097,126849.6459,2402.164047
16799,17017,0.203106578,172891.0239,35115.30417
16800,17017,0.04209381,172891.0239,7277.641888
16800,17031,0.193327406,37666.29406,7281.926918
16800,17017,0.045664782,172891.0239,7895.030952
16800,17031,0.099495995,37666.29406,3747.645418
16800,17031,0.062313742,37666.29406,2347.12772
16800,17012,0.00263385,184106.9955,484.9101233
16800,17017,0.013574488,172891.0239,2346.907075
16800,17017,0.023134332,172891.0239,3999.718427
16800,17017,0.012210106,172891.0239,2111.01774
16800,17031,0.090656209,37666.29406,3414.683415
16800,17024,0.002798012,119114.3453,333.2833685
16800,17024,0.04597435,119114.3453,5476.204612
16800,17012,0.000579537,184106.9955,106.6968697
16800,17024,0.057227009,119114.3453,6816.557739
16800,17012,0.000571011,184106.9955,105.1272059
16800,17017,0.026540604,172891.0239,4588.632179
16800,17031,0.127148432,37666.29406,4789.21022
16800,17012,0.036275003,184106.9955,6678.481768
16800,17017,0.056655094,172891.0239,9795.157231
16800,17028,0.009268037,126849.6459,1175.647227
16801,17024,0.040715019,119114.3453,4849.742883
16801,17025,0.037893645,89239.02886,3381.592103
16801,17024,0.020656654,119114.3453,2460.503862
16801,17024,0.033545239,119114.3453,3995.719191
16801,17024,0.058653355,119114.3453,6986.456018
16801,17024,0.059897664,119114.3453,7134.671063
16801,17024,0.067308027,119114.3453,8017.351528
16801,17024,0.079852061,119114.3453,9511.525973
16801,17012,0.005784349,184106.9955,1064.939035
16801,17024,0.094753996,119114.3453,11286.56019
16802,17004,0.036116668,141371.4764,5105.866713
16802,17024,0.099982766,119114.3453,11909.3817
16802,17024,0.04204696,119114.3453,5008.396097
16803,17004,0.010509082,141371.4764,1485.684408
16803,17004,0.078819905,141371.4764,11142.88639
16803,17019,0.039929873,70470.66813,2813.884822
16803,17004,0.091685579,141371.4764,12961.72572
16803,17024,0.003750905,119114.3453,446.7866037
16803,17019,0.04064769,70470.66813,2864.469907
16803,17019,0.056847325,70470.66813,4006.068995
16803,17004,0.005318022,141371.4764,751.8165696
16803,17004,0.022491109,141371.4764,3179.601353
16804,17004,0.002464551,141371.4764,348.4172494
16804,17004,0.06950088,141371.4764,9825.441979
16804,17019,0.037748346,70470.66813,2660.151186
16804,17019,0.018008934,70470.66813,1269.101588
16804,17004,0.006239145,141371.4764,882.0371503
16804,17004,0.006880297,141371.4764,972.6778006
16805,17010,0.111616077,63332.94007,7068.974299
16805,17010,0.081523558,63332.94007,5163.126624
16805,17010,0.021079367,63332.94007,1335.018317
16805,17013,0.006606377,39480.38446,260.82229
16805,17019,0.004198164,70470.66813,295.8473875
16805,17019,0.009328285,70470.66813,657.3704487
16805,17019,0.006491404,70470.66813,457.4535492
16805,17010,0.015627093,63332.94007,989.7097499
16805,17013,0.189778856,39480.38446,7492.542197
16805,17019,0.03676499,70470.66813,2590.8534
16805,17013,0.266851521,39480.38446,10535.40063
16805,17013,0.108821122,39480.38446,4296.299739
16805,17010,0.063730973,63332.94007,4036.26989
16805,17010,0.009238337,63332.94007,585.0910204
16805,17010,0.027332136,63332.94007,1731.024543
16805,17010,0.042714091,63332.94007,2705.208954
16806,17010,0.067064995,63332.94007,4247.42332
16806,21168,0.029777945,39042.0623,1162.592401
16806,17010,0.017695437,63332.94007,1120.704029
16806,21168,0.238901353,39042.0623,9327.201495
16806,21168,0.041582089,39042.0623,1623.450504
16806,21168,0.13274975,39042.0623,5182.823991
16806,17010,0.098945844,63332.94007,6266.531188
16807,21168,0.198855334,39042.0623,7763.722346
16807,21168,0.279478771,39042.0623,10911.42757
16808,21176,0.092639636,28861.73251,2673.7404
16808,21185,1,12835.10981,12835.10981
16809,21085,0.07630013,126603.3619,9659.852914
16809,21085,0.016290467,126603.3619,2062.427846
16809,21085,0.013055762,126603.3619,1652.903377
16809,21166,0.35848448,22610.59006,8105.545625
16810,21062,0.154865353,21706.96135,3361.656235
16810,21062,0.124154785,21706.96135,2695.023128
16810,21062,0.050147146,21706.96135,1088.542169
16810,21062,0.085733492,21706.96135,1861.013592
16810,21133,0.153856991,1301.597453,200.2598679
16810,21201,0.162701829,22102.769,3596.160946
16810,21133,0.846143009,1301.597453,1101.337585
16810,21201,0.33671664,22102.769,7442.370123
16811,21159,0.856126565,13531.33404,11584.53454
16811,21201,0.060616058,22102.769,1339.782724
16814,21206,0.078026172,45989.96078,3588.420611
16814,21206,0.046421978,45989.96078,2134.944925
16815,21206,0.165419417,45989.96078,7607.632502
16815,21098,0.032254895,27224.67883,878.1291602
16815,21206,0.068651887,45989.96078,3157.297605
16815,21206,0.084010454,45989.96078,3863.637471
16815,21098,0.204980722,27224.67883,5580.53431
16815,21206,0.220574908,45989.96078,10144.23138
16818,21177,0.111543423,59838.1964,6674.557227
16818,21177,0.063340176,59838.1964,3790.161871
16818,21177,0.033988408,59838.1964,2033.805026
16818,21177,0.041089426,59838.1964,2458.717128
16819,21177,0.160525102,59838.1964,9605.532569
16819,21177,0.053261277,59838.1964,3187.058724
16819,21177,0.063322284,59838.1964,3789.091253
16819,21177,0.015069562,59838.1964,901.7354104
16819,21177,0.089827687,59838.1964,5375.126802
16820,21046,0.108297423,29710.82969,3217.60629
16820,21099,0.035498452,103023.5263,3657.175695
16820,21161,0.047975308,60603.28714,2907.461395
16821,21046,0.133411882,29710.82969,3963.777713
16821,21046,0.099485077,29710.82969,2955.784179
16821,21103,0.023290637,57180.24837,1331.764383
16821,21103,0.014369288,57180.24837,821.6394832
16821,21103,0.027178327,57180.24837,1554.063477
16821,21103,0.02749589,57180.24837,1572.221824
16821,21046,0.113073839,29710.82969,3359.517587
16821,21099,0.024938059,103023.5263,2569.206734
16821,21103,0.060511992,57180.24837,3460.090742
16821,21046,0.018329726,29710.82969,544.5913775
16821,21103,0.075605481,57180.24837,4323.140163
16821,21103,0.089578198,57180.24837,5122.103609
16821,21046,0.109757404,29710.82969,3260.983538
16821,21099,0.063686737,103023.5263,6561.232179
16822,21046,0.14805101,29710.82969,4398.718347
16822,21103,0.066183466,57180.24837,3784.387029
16822,21103,0.087495699,57180.24837,5003.025773
16822,21103,0.324302473,57180.24837,18543.69595
16822,21103,0.025807581,57180.24837,1475.683868
16823,21103,0.009479278,57180.24837,542.0274619
16825,30137,0.012690198,15792.82927,200.414133
16825,30137,0.109651811,15792.82927,1731.712329
16826,30137,0.113025268,15792.82927,1784.988762
16826,30201,1,5573.851391,5573.851391
16829,30173,0.118169742,40167.15152,4746.541914
16829,30173,0.099585278,40167.15152,4000.056957
16829,30173,0.171272848,40167.15152,6879.542446
16829,30173,0.159945153,40167.15152,6424.541187
16830,20021,0.033075801,13692.13485,452.8783235
16830,30173,0.073364313,40167.15152,2946.835464
16830,20021,0.782912182,13692.13485,10719.73917
16830,20021,0.052301982,13692.13485,716.1257872
16830,30173,0.008108483,40167.15152,325.6946513
16830,30173,0.065634404,40167.15152,2636.34705
16833,30174,0.041921202,289854.5436,12151.05093
16833,30174,0.013848032,289854.5436,4013.915037
16833,30174,0.010769313,289854.5436,3121.534372
16833,30174,0.049532039,289854.5436,14357.08652
16834,30174,0.007028989,289854.5436,2037.384441
16834,30174,0.012885355,289854.5436,3734.878674
16835,30174,0.00532701,289854.5436,1544.058188
16835,30174,0.094258177,289854.5436,27321.16079
16835,30174,0.011002424,289854.5436,3189.102475
16835,30174,0.04220473,289854.5436,12233.23271
16836,30174,0.070730933,289854.5436,20501.68236
16841,30005,0.010613789,20482.52476,217.3971865
16841,30178,0.493084023,50770.66732,25034.20487
16842,30178,0.027214706,50770.66732,1381.708776
16842,30178,0.097498076,50770.66732,4950.042391
16843,30097,0.059846255,25052.95111,1499.325292
16843,30139,1,3960.460822,3960.460822
16844,30015,0.061085499,59468.34558,3632.653545
16844,30097,0.167611271,25052.95111,4199.156965
16844,30015,0.118435755,59468.34558,7043.178395
16845,30015,0.218478612,59468.34558,12992.56162
16845,30015,0.100415783,59468.34558,5971.560491
16845,30015,0.069904718,59468.34558,4157.117928
16846,30015,0.08965625,59468.34558,5331.708843
16846,30143,0.05443545,121303.4392,6603.207304
16868,27014,0.013642195,251726.4523,3434.101466
16869,27014,0.076025347,251726.4523,19137.59098
16869,27014,0.00085106,251726.4523,214.2343754
16870,27014,0.010007919,251726.4523,2519.257958
16870,27014,0.008767963,251726.4523,2207.128289
16870,27014,0.071703611,251726.4523,18049.69572
16870,27014,0.007835241,251726.4523,1972.337334
16871,27014,0.040945281,251726.4523,10307.01037
