GRIDCODE,CVENTMUN,Fter,,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
294,7087,0.209369973,,23554.304,4931.564
294,7087,0.181669431,,23554.304,4279.097
645,7089,0.000345126,,170036.344,58.684
645,7089,0.027690292,,170036.344,4708.356
646,7087,0.251674259,,23554.304,5928.012
646,7087,0.089683779,,23554.304,2112.439
646,7089,0.000133677,,170036.344,22.73
997,7089,0.055419293,,170036.344,9423.294
997,7054,0.115002625,,96389.052,11084.994
998,7089,0.019546751,,170036.344,3323.658
998,7089,0.02721,,170036.344,4626.689
999,7087,0.110701934,,23554.304,2607.507
999,7089,0.041232879,,170036.344,7011.088
1000,7087,0.08158891,,23554.304,1921.77
1000,7035,0.780338379,,11130.547,8685.593
1000,7087,0.075311714,,23554.304,1773.915
1000,7102,0.053549003,,75385.81,4036.835
1000,7035,0.219661621,,11130.547,2444.954
1349,7054,0.192040202,,96389.052,18510.573
1349,7054,0.039060422,,96389.052,3764.997
1350,7054,0.161502553,,96389.052,15567.078
1350,7054,0.052793693,,96389.052,5088.734
1350,7054,0.039694767,,96389.052,3826.141
1350,7054,0.033477111,,96389.052,3226.827
1350,7054,0.026672791,,96389.052,2570.965
1350,7054,0.00544288,,96389.052,524.634
1351,7089,0.068530608,,170036.344,11652.694
1351,7054,0.071249015,,96389.052,6867.625
1351,7089,0.023685654,,170036.344,4027.422
1351,7089,0.028615941,,170036.344,4865.75
1352,7089,0.040531158,,170036.344,6891.77
1352,7089,0.008646887,,170036.344,1470.285
1352,7089,0.015181719,,170036.344,2581.444
1352,7089,0.000891868,,170036.344,151.65
1352,7089,0.005417507,,170036.344,921.173
1352,7089,0.001134946,,170036.344,192.982
1352,7089,0.048097717,,170036.344,8178.36
1353,7102,0.088797189,,75385.81,6694.048
1353,7102,0.197859345,,75385.81,14915.787
1353,7055,0.153154649,,3179.577,486.967
1353,7102,0.013261859,,75385.81,999.756
1353,7055,0.846845351,,3179.577,2692.61
1701,7054,0.117524623,,96389.052,11328.087
1702,7054,0.011533084,,96389.052,1111.663
1702,7054,0.012795997,,96389.052,1233.394
1703,7037,0.162979787,,37900.841,6177.071
1703,7054,0.074244407,,96389.052,7156.348
1703,7054,0.028509607,,96389.052,2748.014
1703,7054,0.018456225,,96389.052,1778.978
1705,7089,0.001308803,,170036.344,222.544
1706,7102,0.166521723,,75385.81,12553.375
1706,7102,0.11508329,,75385.81,8675.647
1706,7102,0.026702771,,75385.81,2013.01
1706,7102,0.04458221,,75385.81,3360.866
1707,7102,0.263733427,,75385.81,19881.758
2056,7037,0.336013547,,37900.841,12735.196
2056,7037,0.053231774,,37900.841,2017.529
2057,7037,0.053150193,,37900.841,2014.437
2057,7037,0.096506513,,37900.841,3657.678
2057,7037,0.012037754,,37900.841,456.241
2057,7037,0.034485514,,37900.841,1307.03
2058,7089,0.016808724,,170036.344,2858.094
2059,7102,0.027188671,,75385.81,2049.64
2059,7089,0.07202262,,170036.344,12246.463
2059,7089,0.026113582,,170036.344,4440.258
2060,7102,0.002720512,,75385.81,205.088
2409,7103,0.031349393,,17806.437,558.221
2410,7089,0.010362832,,170036.344,1762.058
2410,7037,0.046136496,,37900.841,1748.612
2410,7089,0.01391776,,170036.344,2366.525
2410,7037,0.205458422,,37900.841,7787.047
2410,7103,0.4822843,,17806.437,8587.765
2411,7089,0.044139652,,170036.344,7505.345
2412,7089,0.07090914,,170036.344,12057.131
2758,7003,0.155024404,,14708.181,2280.127
2762,7103,0.39053759,,17806.437,6954.083
2763,7089,0.080740539,,170036.344,13728.826
2763,7103,0.095828716,,17806.437,1706.368
2764,7089,0.02786963,,170036.344,4738.85
2765,7089,0.127707274,,170036.344,21714.878
3111,7003,0.637600394,,14708.181,9377.942
3112,7003,0.027631425,,14708.181,406.408
3112,7003,0.13334001,,14708.181,1961.189
3112,7003,0.019508395,,14708.181,286.933
3113,7032,0.040129451,,16291.825,653.782
3113,7071,1,,706.903,706.903
3117,7057,0.128104463,,57227.647,7331.117
3118,7089,0.095787422,,170036.344,16287.343
3118,7057,0.158032917,,57227.647,9043.852
3461,7051,0.098044816,,54402.234,5333.857
3462,7051,0.283502108,,54402.234,15423.148
3462,7051,0.041337916,,54402.234,2248.875
3464,7001,0.264442738,,6766.463,1789.342
3464,7001,0.086429794,,6766.463,584.824
3464,7003,0.008054429,,14708.181,118.466
3464,7001,0.081840394,,6766.463,553.77
3464,7001,0.158559649,,6766.463,1072.888
3465,7003,0.018840943,,14708.181,277.116
3465,7001,0.408727425,,6766.463,2765.639
3467,7032,0.01998309,,16291.825,325.561
3467,7032,0.939887459,,16291.825,15312.482
3468,7057,0.089218503,,57227.647,5105.765
3468,7057,0.078423179,,57227.647,4487.974
3469,7057,0.019140539,,57227.647,1095.368
3470,7057,0.304549373,,57227.647,17428.644
3471,7057,0.075036459,,57227.647,4294.16
3471,7053,1,,226.11,226.11
3812,7069,0.243030405,,50547.56,12284.594
3812,7069,0.080229412,,50547.56,4055.401
3813,7069,0.096937023,,50547.56,4899.93
3813,7051,0.171055641,,54402.234,9305.809
3814,7051,0.14201244,,54402.234,7725.794
3815,7051,0.113183973,,54402.234,6157.461
3815,7051,0.014316949,,54402.234,778.874
3816,7051,0.022887148,,54402.234,1245.112
3823,7057,0.136407356,,57227.647,7806.272
3824,7057,0.011087211,,57227.647,634.495
4122,20439,0.014749231,,31294.581,461.571
4125,20324,0.12112189,,13931.14,1687.366
4128,20413,0.148603241,,75658.888,11243.156
4164,7069,0.061992152,,50547.56,3133.552
4165,7069,0.052703256,,50547.56,2664.021
4167,7051,0.056118229,,54402.234,3052.957
4167,7051,0.00337374,,54402.234,183.539
4168,7051,0.05416704,,54402.234,2946.808
4176,7036,0.380811001,,26012.967,9906.024
4176,7070,0.759654544,,5521.519,4194.447
4177,7010,1,,12804.166,12804.166
4177,7070,0.240345456,,5521.519,1327.072
4177,7036,0.056866831,,26012.967,1479.275
4474,20401,0.66546736,,18955.681,12614.387
4475,20439,0.569700901,,31294.581,17828.551
4476,20439,0.16279106,,31294.581,5094.478
4478,20439,0.142898478,,31294.581,4471.948
4481,20413,0.196102724,,75658.888,14836.914
4481,20413,0.066752409,,75658.888,5050.413
4482,20413,0.00945836,,75658.888,715.609
4517,7069,0.341384569,,50547.56,17256.157
4528,7080,1,,4891.138,4891.138
4529,7036,0.107660768,,26012.967,2800.576
4529,7036,0.4546614,,26012.967,11827.092
4529,7011,0.307193544,,9219.725,2832.24
4529,7011,0.1683509,,9219.725,1552.149
4529,7011,0.267561777,,9219.725,2466.846
4530,7006,0.031033387,,6747.185,209.388
4827,20401,0.33453264,,18955.681,6341.294
4829,20439,0.10986033,,31294.581,3438.033
4829,20509,1,,5890.78,5890.78
4833,20413,0.103292412,,75658.888,7814.989
4833,20324,0.310683189,,13931.14,4328.171
4834,20413,0.249267687,,75658.888,18859.316
4834,20266,0.020959106,,95318.092,1997.782
4834,20413,0.068232578,,75658.888,5162.401
4834,20266,0.004855101,,95318.092,462.779
4834,20324,0.126634288,,13931.14,1764.16
4834,20266,0.029585275,,95318.092,2820.012
4837,20307,0.074771275,,11542.922,863.079
4837,20307,0.54883027,,11542.922,6335.105
4870,7069,0.064037216,,50547.56,3236.925
4870,7069,0.059685967,,50547.56,3016.98
4882,7011,0.137880794,,9219.725,1271.223
4882,7011,0.119012986,,9219.725,1097.267
4884,7006,0.251066482,,6747.185,1693.992
4885,7034,0.212783237,,4973.216,1058.217
4885,7006,0.717900132,,6747.185,4843.805
5177,20318,0.088984901,,22654.922,2015.946
5177,20318,0.287148329,,22654.922,6505.323
5178,20318,0.623866769,,22654.922,14133.653
5185,20071,0.083219361,,14837.689,1234.783
5185,20071,0.916780639,,14837.689,13602.906
5185,20012,1,,121.227,121.227
5186,20324,0.017519744,,13931.14,244.07
5187,20413,0.15829059,,75658.888,11976.09
5187,20324,0.42404089,,13931.14,5907.373
5187,20266,0.044042132,,95318.092,4198.012
5188,20266,0.11789382,,95318.092,11237.414
5188,20266,0.028566864,,95318.092,2722.939
5188,20266,0.119776369,,95318.092,11416.855
5189,20266,0.140863227,,95318.092,13426.814
5189,20266,0.084476376,,95318.092,8052.127
5189,20266,0.010779947,,95318.092,1027.524
5189,20266,0.005448966,,95318.092,519.385
5190,20266,0.183833726,,95318.092,17522.68
5190,20307,0.330457834,,11542.922,3814.449
5191,20307,0.045940621,,11542.922,530.289
5218,7097,0.009407695,,80927.478,761.341
5219,7097,0.140658912,,80927.478,11383.171
5220,7097,0.012544861,,80927.478,1015.224
5231,7117,1,,170.031,170.031
5234,7030,0.022914963,,45548.798,1043.749
5237,7034,0.040038076,,4973.216,199.118
5238,7034,0.128700623,,4973.216,640.056
5526,20334,0.293706781,,63241.955,18574.591
5526,20364,0.010027912,,50684.031,508.255
5531,20159,0.033157803,,221744.699,7352.567
5536,20085,0.241802063,,28293.398,6841.402
5536,20085,0.389487399,,28293.398,11019.922
5537,20306,0.936685671,,5048.636,4728.985
5542,20266,0.127564964,,95318.092,12159.249
5542,20266,0.081354125,,95318.092,7754.52
5571,7097,0.068982454,,80927.478,5582.576
5582,7008,1,,16855.014,16855.014
5587,7030,0.193749108,,45548.798,8825.039
5587,7030,0.173401634,,45548.798,7898.236
5587,7030,0.167416514,,45548.798,7625.621
5872,20414,0.018703071,,38982.796,729.098
5873,20414,0.127462278,,38982.796,4968.836
5877,20334,0.232067367,,63241.955,14676.394
5879,20334,0.028312597,,63241.955,1790.544
5879,20364,0.199487922,,50684.031,10110.852
5880,20364,0.214614185,,50684.031,10877.512
5882,20526,0.41097908,,21618.424,8884.72
5882,20526,0.353357812,,21618.424,7639.039
5882,20433,0.855833858,,11323.373,9690.926
5882,20526,0.108431355,,21618.424,2344.115
5883,20526,0.082838,,21618.424,1790.827
5883,20153,0.526339091,,16843.558,8865.423
5883,20159,0.014001255,,221744.699,3104.704
5883,20159,0.003874217,,221744.699,859.087
5883,20153,0.473660909,,16843.558,7978.135
5883,20159,0.001291566,,221744.699,286.398
5883,20202,0.051023952,,43091.39,2198.693
5884,20159,0.040036181,,221744.699,8877.811
5884,20159,0.052343944,,221744.699,11606.992
5885,20159,0.105941698,,221744.699,23492.01
5887,20113,1,,8323.037,8323.037
5887,20366,0.215287131,,26936.905,5799.169
5887,20366,0.056178911,,26936.905,1513.286
5887,20291,0.020738697,,59000.284,1223.589
5887,20366,0.728533957,,26936.905,19624.45
5889,20254,0.257698745,,53840.107,13874.528
5889,20085,0.368710538,,28293.398,10432.074
5890,20254,0.267108979,,53840.107,14381.176
5890,20279,1,,7016.771,7016.771
5890,20306,0.063314329,,5048.636,319.651
5890,20254,0.065735271,,53840.107,3539.194
5891,20236,0.988899992,,7286.301,7205.423
5891,20236,0.011100008,,7286.301,80.878
5891,20424,0.322250008,,24926.966,8032.715
5892,20424,0.123497661,,24926.966,3078.422
5923,7097,0.010394949,,80927.478,841.237
5923,7097,0.249824751,,80927.478,20217.687
5924,7097,0.034763384,,80927.478,2813.313
5925,7097,0.049208502,,80927.478,3982.32
5939,7030,0.164422561,,45548.798,7489.25
5939,7020,0.121124028,,92074.233,11152.402
5940,7030,0.27809522,,45548.798,12666.903
5944,7034,0.618478063,,4973.216,3075.825
6226,20414,0.502146357,,38982.796,19575.069
6228,20467,0.148649797,,95127.893,14140.742
6229,20467,0.221859408,,95127.893,21105.018
6230,20467,0.078999143,,95127.893,7515.022
6230,20334,0.073689341,,63241.955,4660.258
6231,20334,0.333128301,,63241.955,21067.685
6233,20364,0.1316256,,50684.031,6671.316
6233,20364,0.031938284,,50684.031,1618.761
6233,20364,0.01107702,,50684.031,561.428
6234,20364,0.006697849,,50684.031,339.474
6235,20526,0.018772691,,21618.424,405.836
6235,20433,0.144166142,,11323.373,1632.447
6235,20526,0.025621063,,21618.424,553.887
6235,20202,0.005346892,,43091.39,230.405
6235,20202,0.192459143,,43091.39,8293.332
6236,20202,0.186427962,,43091.39,8033.44
6236,20202,0.075755853,,43091.39,3264.425
6236,20202,0.215707894,,43091.39,9295.153
6237,20159,0.126681707,,221744.699,28090.997
6237,20159,0.081074863,,221744.699,17977.921
6238,20159,0.062089552,,221744.699,13768.029
6238,20159,0.047690836,,221744.699,10575.19
6238,20159,0.135213929,,221744.699,29982.972
6238,20159,0.09627799,,221744.699,21349.134
6239,20159,0.010295628,,221744.699,2283.001
6239,20344,0.17927348,,32825.095,5884.669
6239,20344,0.234903966,,32825.095,7710.745
6239,20159,0.028285046,,221744.699,6272.059
6239,20344,0.344395804,,32825.095,11304.825
6239,20291,0.19505518,,59000.284,11508.311
6239,20344,0.24142675,,32825.095,7924.856
6240,20291,0.609587862,,59000.284,35965.857
6242,20391,0.71275147,,16169.148,11524.584
6243,20254,0.203434384,,53840.107,10952.929
6243,20254,0.17452014,,53840.107,9396.183
6243,20347,0.165322672,,34073.433,5633.111
6243,20095,0.35306513,,7825.491,2762.908
6243,20347,0.163706487,,34073.433,5578.042
6244,20254,0.031502482,,53840.107,1696.097
6244,20347,0.312973982,,34073.433,10664.098
6244,20424,0.147960727,,24926.966,3688.212
6244,20512,0.594187256,,3064.921,1821.137
6244,20424,0.013871965,,24926.966,345.786
6244,20424,0.21759038,,24926.966,5423.868
6244,20347,0.357996859,,34073.433,12198.182
6245,20424,0.116545993,,24926.966,2905.138
6245,20424,0.053095311,,24926.966,1323.505
6245,20424,0.005187956,,24926.966,129.32
6245,20512,0.405812744,,3064.921,1243.784
6250,20125,0.080031073,,72737.785,5821.283
6251,20125,0.149980591,,72737.785,10909.256
6251,20410,0.026101835,,80897.877,2111.583
6251,20008,0.208063111,,38326.251,7974.279
6276,7097,0.030703688,,80927.478,2484.772
6276,7097,0.046159377,,80927.478,3735.562
6280,7107,0.007633299,,129252.495,986.623
6280,7107,0.010532516,,129252.495,1361.354
6281,7107,0.088738682,,129252.495,11469.696
6282,7107,0.055458868,,129252.495,7168.197
6285,7020,0.001013378,,92074.233,93.306
6285,7107,0.005079136,,129252.495,656.491
6285,7107,0.005180759,,129252.495,669.626
6285,7020,0.000642167,,92074.233,59.127
6285,7107,0.009065898,,129252.495,1171.79
6286,7020,0.085139183,,92074.233,7839.125
6291,7020,0.140872691,,92074.233,12970.745
6292,7020,0.035948885,,92074.233,3309.966
6296,7099,0.089423961,,202101.392,18072.707
6297,7099,0.072223387,,202101.392,14596.447
6297,7099,0.008072443,,202101.392,1631.452
6298,7099,0.101065816,,202101.392,20425.542
6573,20485,0.295318218,,4894.29,1445.373
6574,20482,0.143551983,,18020.385,2586.862
6574,20507,1,,6449.814,6449.814
6575,20482,0.251444961,,18020.385,4531.135
6579,20414,0.306745827,,38982.796,11957.81
6579,20090,0.188899723,,16407.176,3099.311
6579,20090,0.119525383,,16407.176,1961.074
6579,20414,0.044942466,,38982.796,1751.983
6580,20367,0.61259626,,18646.09,11422.525
6580,20367,0.008254063,,18646.09,153.906
6580,20467,0.135915383,,95127.893,12929.344
6581,20489,0.296565274,,14248.209,4225.524
6581,20467,0.015604803,,95127.893,1484.452
6581,20489,0.362514475,,14248.209,5165.182
6581,20489,0.067309723,,14248.209,959.043
6581,20489,0.158778623,,14248.209,2262.311
6583,20467,0.005642541,,95127.893,536.763
6583,20543,0.175376965,,18793.711,3295.984
6583,20543,0.39796467,,18793.711,7479.233
6584,20334,0.039095613,,63241.955,2472.483
6584,20543,0.426658365,,18793.711,8018.494
6585,20272,0.079982306,,16749.542,1339.667
6586,20272,0.789203669,,16749.542,13218.8
6586,20364,0.087870379,,50684.031,4453.625
6586,20364,0.085238031,,50684.031,4320.207
6586,20364,0.004513848,,50684.031,228.78
6586,20364,0.008108294,,50684.031,410.961
6586,20364,0.007639487,,50684.031,387.2
6586,20364,0.008599336,,50684.031,435.849
6586,20213,1,,17084.622,17084.622
6586,20272,0.130814025,,16749.542,2191.075
6586,20364,0.16333764,,50684.031,8278.61
6588,20364,0.009600598,,50684.031,486.597
6588,20202,0.120654196,,43091.39,5199.157
6588,20364,0.019623617,,50684.031,994.604
6588,20202,0.074983332,,43091.39,3231.136
6588,20202,0.077640777,,43091.39,3345.649
6590,20159,0.081231931,,221744.699,18012.75
6591,20159,0.02677899,,221744.699,5938.099
6592,20159,0.010765561,,221744.699,2387.206
6592,20291,0.052075326,,59000.284,3072.459
6593,20291,0.004491775,,59000.284,265.016
6593,20291,0.003980506,,59000.284,234.851
6593,20059,0.222123143,,105385.304,23408.515
6593,20291,0.10951288,,59000.284,6461.291
6594,20059,0.108389534,,105385.304,11422.664
6594,20263,1,,89.97,89.97
6594,20291,0.004557775,,59000.284,268.91
6594,20362,0.408998288,,16236.288,6640.614
6594,20391,0.046104346,,16169.148,745.468
6594,20533,0.143648128,,12786.049,1836.692
6595,20391,0.241144184,,16169.148,3899.096
6595,20533,0.856351872,,12786.049,10949.357
6595,20059,0.051153783,,105385.304,5390.857
6596,20095,0.64693487,,7825.491,5062.583
6596,20059,0.01811726,,105385.304,1909.293
6597,20126,0.13812322,,38867.404,5368.491
6598,20209,0.222899903,,12328,2747.91
6598,20319,1,,2871.082,2871.082
6598,20209,0.05476817,,12328,675.182
6598,20209,0.456281473,,12328,5625.038
6598,20126,0.080013885,,38867.404,3109.932
6601,20428,0.746578476,,13363.782,9977.112
6602,20410,0.011297429,,80897.877,913.938
6602,20428,0.092761615,,13363.782,1239.646
6602,20410,0.040161449,,80897.877,3248.976
6602,20428,0.1331091,,13363.782,1778.841
6602,20410,0.12209224,,80897.877,9877.003
6602,20410,0.076293621,,80897.877,6171.992
6603,20410,0.082914846,,80897.877,6707.635
6604,20125,0.036700513,,72737.785,2669.514
6604,20410,0.019955653,,80897.877,1614.37
6604,20008,0.030342389,,38326.251,1162.91
6604,20008,0.107893778,,38326.251,4135.164
6605,20008,0.0296263,,38326.251,1135.465
6605,20052,0.14777671,,62861.922,9289.528
6605,20008,0.284701183,,38326.251,10911.529
6612,20248,0.193435078,,45625.918,8825.653
6612,20308,0.885470404,,5282.879,4677.833
6613,20248,0.399637417,,45625.918,18233.824
6614,20248,0.188438707,,45625.918,8597.689
6614,20248,0.216975426,,45625.918,9899.703
6615,20043,0.210906841,,86004.351,18138.906
6615,20248,0.001513372,,45625.918,69.049
6616,20043,0.070130277,,86004.351,6031.509
6629,7097,0.209395405,,80927.478,16945.842
6630,7097,0.137956023,,80927.478,11164.433
6631,7107,0.039033011,,129252.495,5045.114
6633,7107,0.011519221,,129252.495,1488.888
6633,7107,0.019916977,,129252.495,2574.319
6633,7107,0.039912104,,129252.495,5158.739
6634,7107,0.081537706,,129252.495,10538.952
6635,7107,0.1009571,,129252.495,13048.957
6636,7107,0.089495843,,129252.495,11567.561
6638,7107,0.006244437,,129252.495,807.109
6638,7107,0.00592811,,129252.495,766.223
6638,7020,0.003963422,,92074.233,364.929
6638,7107,0.129550381,,129252.495,16744.71
6639,7020,0.038403839,,92074.233,3536.004
6639,7020,0.052357406,,92074.233,4820.768
6640,7020,0.016347473,,92074.233,1505.181
6642,7020,0.081829397,,92074.233,7534.379
6643,7020,0.120794631,,92074.233,11122.073
6647,7104,0.022920828,,11072.724,253.796
6648,7099,0.08261098,,202101.392,16695.794
6648,7019,0.05065644,,23792.947,1205.266
6649,7099,0.054962298,,202101.392,11107.957
6649,7099,0.043654172,,202101.392,8822.569
6649,7099,0.023790974,,202101.392,4808.189
6649,7099,0.036724967,,202101.392,7422.167
6649,7099,0.010801558,,202101.392,2183.01
6650,7099,0.106603798,,202101.392,21544.776
6651,7099,0.000592816,,202101.392,119.809
6651,7099,0.120280428,,202101.392,24308.842
6652,7099,0.024550929,,202101.392,4961.777
6925,12023,0.169288034,,50340.776,8522.091
6925,12023,0.09773719,,50340.776,4920.166
6926,20485,0.704681782,,4894.29,3448.917
6930,20482,0.605003056,,18020.385,10902.388
6932,20090,0.691574894,,16407.176,11346.791
6932,20225,0.313917683,,12908.521,4052.213
6932,20225,0.05772009,,12908.521,745.081
6933,20082,0.649559679,,17754.304,11532.48
6933,20367,0.379149677,,18646.09,7069.659
6933,20225,0.462429584,,12908.521,5969.282
6934,20489,0.073051287,,14248.209,1040.85
6934,20467,0.179260167,,95127.893,17052.642
6934,20467,0.04474369,,95127.893,4256.373
6940,20277,0.040595477,,104814.337,4254.988
6940,20477,0.074406061,,5625.496,418.571
6941,20277,0.207747276,,104814.337,21774.893
6942,20277,0.047739585,,104814.337,5003.793
6942,20314,0.094186483,,6781.196,638.697
6942,20314,0.176665149,,6781.196,1198.001
6942,20314,0.722385992,,6781.196,4898.641
6942,20159,0.042967304,,221744.699,9527.772
6942,20277,0.009724986,,104814.337,1019.318
6942,20314,0.006762376,,6781.196,45.857
6942,20277,0.028339463,,104814.337,2970.382
6946,20059,0.080468601,,105385.304,8480.208
6946,20353,0.579034697,,15451.625,8947.027
6946,20353,0.139931625,,15451.625,2162.171
6946,20353,0.281033678,,15451.625,4342.427
6946,20384,0.341155595,,14550.396,4963.949
6947,20362,0.116632632,,16236.288,1893.681
6947,20059,0.023724352,,105385.304,2500.198
6947,20362,0.466203544,,16236.288,7569.415
6947,20059,0.004986103,,105385.304,525.462
6947,20384,0.359136205,,14550.396,5225.574
6947,20059,0.019694169,,105385.304,2075.476
6947,20061,1,,99.665,99.665
6947,20362,0.008165536,,16236.288,132.578
6947,20384,0.2997082,,14550.396,4360.873
6947,20059,0.004423596,,105385.304,466.182
6948,20059,0.098170718,,105385.304,10345.751
6948,20059,0.071067841,,105385.304,7489.506
6948,20538,0.415997845,,6289.797,2616.542
6948,20059,0.020947703,,105385.304,2207.58
6948,20059,0.017524379,,105385.304,1846.812
6948,20059,0.036162898,,105385.304,3811.038
6948,20538,0.240291698,,6289.797,1511.386
6948,20235,0.034572368,,16004.371,553.309
6948,20538,0.236421939,,6289.797,1487.046
6949,20059,0.051163253,,105385.304,5391.855
6949,20167,1,,1920.419,1920.419
6949,20538,0.107288518,,6289.797,674.823
6949,20059,0.044145311,,105385.304,4652.267
6949,20154,1,,5861.682,5861.682
6949,20235,0.161535745,,16004.371,2585.278
6950,20059,0.021188419,,105385.304,2232.948
6950,20126,0.149402131,,38867.404,5806.873
6950,20126,0.107920277,,38867.404,4194.581
6950,20146,0.594335883,,16308.455,9692.7
6950,20126,0.27179523,,38867.404,10563.975
6950,20146,0.39023574,,16308.455,6364.142
6950,20170,0.000310177,,27864.747,8.643
6951,20209,0.266050454,,12328,3279.87
6951,20126,0.128223074,,38867.404,4983.698
6951,20074,0.412920267,,5149.677,2126.406
6952,20074,0.587079733,,5149.677,3023.271
6952,20361,0.052510934,,31188.952,1637.761
6952,20361,0.039240722,,31188.952,1223.877
6952,20361,0.017266787,,31188.952,538.533
6952,20361,0.699431966,,31188.952,21814.55
6952,20125,0.075235519,,72737.785,5472.465
6952,20361,0.191549591,,31188.952,5974.231
6953,20125,0.12019027,,72737.785,8742.374
6954,20428,0.027550809,,13363.782,368.183
6956,20125,0.016243923,,72737.785,1181.547
6956,20410,0.122074155,,80897.877,9875.54
6956,20410,0.075456294,,80897.877,6104.254
6957,20410,0.197842324,,80897.877,16005.024
6958,20052,0.150601456,,62861.922,9467.097
6958,20008,0.339373241,,38326.251,13006.904
6959,20052,0.006652278,,62861.922,418.175
6960,20282,0.804644108,,28255.8,22735.863
6961,20052,0.002926605,,62861.922,183.972
6961,20282,0.195355892,,28255.8,5519.937
6961,20515,0.101323934,,64088.974,6493.747
6964,20124,0.064250048,,34254.091,2200.827
6964,20515,0.152319009,,64088.974,9761.969
6965,20308,0.114529596,,5282.879,605.046
6965,20043,0.049319261,,86004.351,4241.671
6965,20124,0.4414513,,34254.091,15121.513
6966,20043,0.000285904,,86004.351,24.589
6966,20043,0.044866858,,86004.351,3858.745
6971,20141,0.280576961,,39243.133,11010.719
6972,20141,0.067262316,,39243.133,2639.584
6972,20143,0.060190575,,16051.184,966.13
6973,20141,0.020443984,,39243.133,802.286
6973,20143,0.121973868,,16051.184,1957.825
6976,20025,0.650164992,,12831.203,8342.399
6976,20327,1,,9430.32,9430.32
6984,7107,0.059868113,,129252.495,7738.103
6985,7108,0.127669441,,93789.5,11974.053
6985,7107,0.076758302,,129252.495,9921.202
6986,7108,0.156824751,,93789.5,14708.515
6986,7107,0.088410208,,129252.495,11427.24
6987,7108,0.094459934,,93789.5,8859.35
6987,7107,0.066217229,,129252.495,8558.742
6989,7107,0.002962101,,129252.495,382.859
6994,7020,0.039460454,,92074.233,3633.291
6995,7020,0.210062917,,92074.233,19341.382
6996,7020,0.052040129,,92074.233,4791.555
7000,7019,0.424151451,,23792.947,10091.813
7000,7104,0.431292878,,11072.724,4775.587
7000,7019,0.09576132,,23792.947,2278.444
7000,7104,0.545786294,,11072.724,6043.341
7001,7019,0.146412632,,23792.947,3483.588
7001,7019,0.283018157,,23792.947,6733.836
7004,7099,0.005425143,,202101.392,1096.429
7004,7099,0.007745172,,202101.392,1565.31
7004,7099,0.001604551,,202101.392,324.282
7005,7099,0.004517663,,202101.392,913.026
7005,7099,0.119630789,,202101.392,24177.549
7005,7099,0.005915076,,202101.392,1195.445
7006,7099,0.004653011,,202101.392,940.38
7278,12023,0.121625439,,50340.776,6122.719
7278,12023,0.115566355,,50340.776,5817.7
7279,12023,0.051277537,,50340.776,2581.351
7279,20180,0.130593211,,14799.682,1932.738
7279,12023,0.041826749,,50340.776,2105.591
7280,20180,0.015379182,,14799.682,227.607
7280,20474,0.063197299,,13411.839,847.592
7280,20474,0.025176711,,13411.839,337.666
7280,20402,0.406667033,,2073.876,843.377
7280,20474,0.106997109,,13411.839,1435.028
7280,20180,0.35406058,,14799.682,5239.984
7280,20474,0.177435548,,13411.839,2379.737
7281,20474,0.163734071,,13411.839,2195.975
7281,20402,0.593332967,,2073.876,1230.499
7281,20474,0.004438019,,13411.839,59.522
7284,20070,0.259241292,,11747.411,3045.414
7284,20312,0.260223713,,16885.598,4394.033
7284,20070,0.312846465,,11747.411,3675.136
7284,20070,0.427912244,,11747.411,5026.861
7284,20188,0.182100268,,18162.417,3307.381
7284,20302,1,,4494.429,4494.429
7284,20312,0.739776287,,16885.598,12491.565
7285,20188,0.050752827,,18162.417,921.794
7285,20188,0.767146906,,18162.417,13933.242
7286,20225,0.165932642,,12908.521,2141.945
7287,20082,0.044233612,,17754.304,785.337
7287,20467,0.169325069,,95127.893,16107.537
7288,20489,0.04178062,,14248.209,595.299
7288,20082,0.306206709,,17754.304,5436.487
7288,20466,0.232288578,,32091.776,7454.553
7293,20477,0.925593939,,5625.496,5206.925
7298,20534,1,,10175.029,10175.029
7298,20563,0.208306511,,17844.243,3717.072
7298,20563,0.34849503,,17844.243,6218.63
7298,20563,0.09024227,,17844.243,1610.305
7299,20351,0.214193437,,4007.317,858.341
7299,20289,0.392032391,,16303.51,6391.504
7299,20563,0.164808168,,17844.243,2940.877
7299,20289,0.071330897,,16303.51,1162.944
7299,20059,0.057931455,,105385.304,6105.124
7299,20351,0.785806563,,4007.317,3148.976
7299,20059,0.009147727,,105385.304,964.036
7299,20289,0.536636712,,16303.51,8749.062
7300,20059,0.039469754,,105385.304,4159.532
7302,20126,0.052775122,,38867.404,2051.232
7302,20235,0.694078137,,16004.371,11108.284
7302,20235,0.10981375,,16004.371,1757.5
7303,20126,0.071747061,,38867.404,2788.622
7303,20170,0.009109288,,27864.747,253.828
7304,20146,0.015428377,,16308.455,251.613
7304,20170,0.269988599,,27864.747,7523.164
7304,20170,0.720591936,,27864.747,20079.112
7304,20316,0.303969388,,34808.186,10580.623
7305,20316,0.263318807,,34808.186,9165.65
7305,20125,0.032270216,,72737.785,2347.264
7305,20125,0.049090456,,72737.785,3570.731
7305,20316,0.432711805,,34808.186,15061.913
7306,20125,0.08470867,,72737.785,6161.521
