kg,PM10,PM2.5,NOx,SO2,CO,VOC, NH3,CN, CO2,CH4
12050,0.029251288,0.030357756,0.027692658,0.027310426,0.029707613,0.02870414,0.024516332,0.031341365,0.029707613,0.02870414
12051,0.014965083,0.01460039,0.016689101,0.016144427,0.018515291,0.017886756,0.015524972,0.01369237,0.018515291,0.017886756
12052,0.006902773,0.006963981,0.006705003,0.007082221,0.008761312,0.008012192,0.006691246,0.006879335,0.008761312,0.008012192
12053,0.011776075,0.011585499,0.012641591,0.012524063,0.017900849,0.016802555,0.012578061,0.011189247,0.017900849,0.016802555
12054,0.008928946,0.009075727,0.009865335,0.008781247,0.009709212,0.008896834,0.008309644,0.00914517,0.009709212,0.008896834
12055,0.039974946,0.041171697,0.037851477,0.037998405,0.042030578,0.044935007,0.034752682,0.042416394,0.042030578,0.044935007
12056,0.004588802,0.004145696,0.00800412,0.005363877,0.007180555,0.006283178,0.006419037,0.003720227,0.007180555,0.006283178
12057,0.017213174,0.018212206,0.015628605,0.015308138,0.014736503,0.013651608,0.01307475,0.019146147,0.014736503,0.013651608
12058,0.007207812,0.007713219,0.005814567,0.00622626,0.006236025,0.006423208,0.004767418,0.008079082,0.006236025,0.006423208
12059,0.005365733,0.005550567,0.003615798,0.004990969,0.004104483,0.004402762,0.00432133,0.005635629,0.004104483,0.004402762
12060,0.005707543,0.005566369,0.006338054,0.006160404,0.007016225,0.006780329,0.005930757,0.005218426,0.007016225,0.006780329
12061,0.012458949,0.012249679,0.012779363,0.01296323,0.012594651,0.01242619,0.013325514,0.012012312,0.012594651,0.01242619
12062,0.004026443,0.003991293,0.004698957,0.00404261,0.003752274,0.003603498,0.004281529,0.003996478,0.003752274,0.003603498
12063,0.00094141,0.000923238,0.001164927,0.000962449,0.000832202,0.000715289,0.001040898,0.000913216,0.000832202,0.000715289
12064,0.001099239,0.001189734,0.000802512,0.000939807,0.000713934,0.000672787,0.000752315,0.001288518,0.000713934,0.000672787
12065,0.00070859,0.000694852,0.000906797,0.000724465,0.000651203,0.000557612,0.000781837,0.000687115,0.000651203,0.000557612
12066,0.00703698,0.006894743,0.008912048,0.00718919,0.006378128,0.005516857,0.007822655,0.006815802,0.006378128,0.005516857
12067,0.00417119,0.004625557,0.002763776,0.003287567,0.00245533,0.002628324,0.002337817,0.005062467,0.00245533,0.002628324
12068,0.007096786,0.007317791,0.005006662,0.006886046,0.004570255,0.004449597,0.006316388,0.007617736,0.004570255,0.004449597
12069,0.001350519,0.001325813,0.001691487,0.001373106,0.001216361,0.001053404,0.001492736,0.001313577,0.001216361,0.001053404
12070,0.001529482,0.001555226,0.001596666,0.001488768,0.001522887,0.001422304,0.001404895,0.001561186,0.001522887,0.001422304
12071,0.005610248,0.005553188,0.006558637,0.005648012,0.005247771,0.005043342,0.005993722,0.005551701,0.005247771,0.005043342
12072,0.001035989,0.00101601,0.001301535,0.001053773,0.00093622,0.000799318,0.00114897,0.001004759,0.00093622,0.000799318
12073,0.001863094,0.00199972,0.001393961,0.001628733,0.001284688,0.001214904,0.001323358,0.002143274,0.001284688,0.001214904
12074,0.001281276,0.00133732,0.001558236,0.001142195,0.001191143,0.001167364,0.00107828,0.001406886,0.001191143,0.001167364
12075,0.01223732,0.012678437,0.010291192,0.011496964,0.011077583,0.010579967,0.010671349,0.013143681,0.011077583,0.010579967
12076,0.003056157,0.002996541,0.003865461,0.003116775,0.002754955,0.002382796,0.003391007,0.002964537,0.002754955,0.002382796
12077,0.006617576,0.006804111,0.005710471,0.006494852,0.007211743,0.006555326,0.005961073,0.006928717,0.007211743,0.006555326
12078,0.003460966,0.003426803,0.004052563,0.003482609,0.003244719,0.003113967,0.003695468,0.003426946,0.003244719,0.003113967
12079,0.000906032,0.000933723,0.001158965,0.000829438,0.000896034,0.000875999,0.000809114,0.000970705,0.000896034,0.000875999
12080,0.001019575,0.001027804,0.000980403,0.00104885,0.001282635,0.001174877,0.000988727,0.001013925,0.001282635,0.001174877
12081,0.001691751,0.001715222,0.001630674,0.001714281,0.00208655,0.001911846,0.001605433,0.001704979,0.00208655,0.001911846
13001,0.014745205,0.014884376,0.015291623,0.014781613,0.015586428,0.015359679,0.014056296,0.014989436,0.015586428,0.015359679
13002,0.012229246,0.012412907,0.012798264,0.012230072,0.013236663,0.013057245,0.011314839,0.012540082,0.013236663,0.013057245
13003,0.027860117,0.028451637,0.028584152,0.027919501,0.027294742,0.026927599,0.026296799,0.028875335,0.027294742,0.026927599
13004,0.003097852,0.003202508,0.002911236,0.002875742,0.003150985,0.003091196,0.002878665,0.003253953,0.003150985,0.003091196
13005,0.005156045,0.005264021,0.005048468,0.004995314,0.005118598,0.005013273,0.004972177,0.005327308,0.005118598,0.005013273
13006,0.0060403,0.006083962,0.006180926,0.005997392,0.006393521,0.006301741,0.005806478,0.006119094,0.006393521,0.006301741
13007,0.002739349,0.002572521,0.002724249,0.002797182,0.00323392,0.003160759,0.003189731,0.002456451,0.00323392,0.003160759
13008,0.016929235,0.016857793,0.017272273,0.017246866,0.016824414,0.016512771,0.017325293,0.016852037,0.016824414,0.016512771
13009,0.005372848,0.005196359,0.005556638,0.005481079,0.006002965,0.005913508,0.005706669,0.005088173,0.006002965,0.005913508
13010,0.011732557,0.011122427,0.01184079,0.012178879,0.01236389,0.012133553,0.013569923,0.010751772,0.01236389,0.012133553
13011,0.001859803,0.002167109,0.001467552,0.001542098,0.001117511,0.00128515,0.001199806,0.002351911,0.001117511,0.00128515
13012,0.012138593,0.012157606,0.012512262,0.01223459,0.012712934,0.012570247,0.011861744,0.012185533,0.012712934,0.012570247
13013,0.012630365,0.012341748,0.013081269,0.0131264,0.013047622,0.012782343,0.013504391,0.01218623,0.013047622,0.012782343
13014,0.001347568,0.00137875,0.000966328,0.001172425,0.001276603,0.00147948,0.001351403,0.001378339,0.001276603,0.00147948
13015,0.003960329,0.003935488,0.004051861,0.003969532,0.004420041,0.004345012,0.003947595,0.003913723,0.004420041,0.004345011
13016,0.01812742,0.017883542,0.018960657,0.01873197,0.019153866,0.01894036,0.01849752,0.017750969,0.019153866,0.01894036
13017,0.003101427,0.002987893,0.003171039,0.003171358,0.003612107,0.00354179,0.003350914,0.002908762,0.003612107,0.00354179
13018,0.001359232,0.001361636,0.00112807,0.001305212,0.001380357,0.00160841,0.00135424,0.001350612,0.001380357,0.00160841
13019,0.003424731,0.003388768,0.003471358,0.003418392,0.003889816,0.003816388,0.003471291,0.0033547,0.003889816,0.003816388
13020,0.000390659,0.000379408,0.00035639,0.000380044,0.00051869,0.000503543,0.000436268,0.000363605,0.00051869,0.000503543
13021,0.004742673,0.004275595,0.004638059,0.004917013,0.005595763,0.005459521,0.006079869,0.003968395,0.005595763,0.005459521
13022,0.004734275,0.004435476,0.0046915,0.004817548,0.005489994,0.005398208,0.005512915,0.004229521,0.005489994,0.005398208
13023,0.00960063,0.009145518,0.009721015,0.009782008,0.010702935,0.010551016,0.010709745,0.008858204,0.010702935,0.010551016
13024,0.006668218,0.006597976,0.006945681,0.006766624,0.007307637,0.007225476,0.006640988,0.006558318,0.007307637,0.007225476
13025,0.001918191,0.002244686,0.001532593,0.001595098,0.001179962,0.00135643,0.001200038,0.002439299,0.001179962,0.00135643
13026,0.000313689,0.000312267,0.000224352,0.000286448,0.000336576,0.000388631,0.000335247,0.000305019,0.000336576,0.000388631
13027,0.001969557,0.00244226,0.001587153,0.001560943,0.000889942,0.001022093,0.000893592,0.002735628,0.000889942,0.001022093
13028,0.022175423,0.023353974,0.020480222,0.021977044,0.017482753,0.020400697,0.019092295,0.0241597,0.017482753,0.020400697
13029,0.018717199,0.01867983,0.019567929,0.019075655,0.019745764,0.019654292,0.018236539,0.018671452,0.019745764,0.019654292
13030,0.034019698,0.034366938,0.035304794,0.03436074,0.034874689,0.034461053,0.032584415,0.034644338,0.034874689,0.034461053
13031,0.003488948,0.003456509,0.00310067,0.003496758,0.003438126,0.004004793,0.003509025,0.003427825,0.003438126,0.004004793
13032,0.00091514,0.001013078,0.000596834,0.000693087,0.000735225,0.000853182,0.000729935,0.001060488,0.000735225,0.000853182
13033,0.000348665,0.000332574,0.000322065,0.000344623,0.00047737,0.000463134,0.000405189,0.000314478,0.00047737,0.000463134
13034,0.001203622,0.001260192,0.000876802,0.001042807,0.001032464,0.001193556,0.001144236,0.001282157,0.001032464,0.001193556
13035,0.005784666,0.005663315,0.006126724,0.00597601,0.006554625,0.006458486,0.005905806,0.005592745,0.006554625,0.006458486
13036,0.003760468,0.003888442,0.003747025,0.003652108,0.003764272,0.003690457,0.003447679,0.003966029,0.003764272,0.003690457
13037,0.004368033,0.004301702,0.004042372,0.004479168,0.004294948,0.005015149,0.004369237,0.00426117,0.004294948,0.005015149
13038,0.002372785,0.00227937,0.002238615,0.00232549,0.00265927,0.002606261,0.00266361,0.002209431,0.00265927,0.002606261
13039,0.005004835,0.004956356,0.004679993,0.004859332,0.004843314,0.004751883,0.005360423,0.004915924,0.004843314,0.004751883
13040,0.001390633,0.001436847,0.001397459,0.001357404,0.001562199,0.00154317,0.001231432,0.001459618,0.001562199,0.00154317
13041,0.011724093,0.011427465,0.011956881,0.011918005,0.012529515,0.012361215,0.012394332,0.011253177,0.012529515,0.012361215
13042,0.00232225,0.00241759,0.002155688,0.002155255,0.002215262,0.002162618,0.002164784,0.002466922,0.002215262,0.002162618
13043,0.000861094,0.000861231,0.000772827,0.000799988,0.001056912,0.001026697,0.000895989,0.000844948,0.001056912,0.001026697
13044,0.006168125,0.006131566,0.006357525,0.006193548,0.006700455,0.006617589,0.006097783,0.006111904,0.006700455,0.006617589
13045,0.00295393,0.002741317,0.002919209,0.003025128,0.003501425,0.003423566,0.003527769,0.002594193,0.003501425,0.003423566
13046,0.003772185,0.004162944,0.003188262,0.003402173,0.002734019,0.003171127,0.0028684,0.004403024,0.002734019,0.003171127
13047,0.001587512,0.001693815,0.001501928,0.001447415,0.001639319,0.001621024,0.001293251,0.00175255,0.001639319,0.001621024
13048,0.186358929,0.182806846,0.181593006,0.18563262,0.182331165,0.184446354,0.196485281,0.180204573,0.182331165,0.184446354
13049,0.000554314,0.000545367,0.000428368,0.000531587,0.000617333,0.000717056,0.000596943,0.000529027,0.000617333,0.000717056
13050,0.009435738,0.009642491,0.009971592,0.009737035,0.009136882,0.008938915,0.008951907,0.009809173,0.009136882,0.008938915
13051,0.022642858,0.02027534,0.021691142,0.023085081,0.026128478,0.026893089,0.028092488,0.01862196,0.026128478,0.026893089
13052,0.010308108,0.010452789,0.010857184,0.010591482,0.010157973,0.010009421,0.009863759,0.010578148,0.010157973,0.010009421
13053,0.002199829,0.002349801,0.001813438,0.002011055,0.001737286,0.002013155,0.001888065,0.002433582,0.001737286,0.002013155
13054,0.009020616,0.00907653,0.009244849,0.008999809,0.00944577,0.009337358,0.008711864,0.009116634,0.00944577,0.009337358
13055,0.005078395,0.005145527,0.005138051,0.004976552,0.005341174,0.005259431,0.004811657,0.005186682,0.005341174,0.005259431
13056,0.011710685,0.011911815,0.012036821,0.011832731,0.011245307,0.011109094,0.011215598,0.012063724,0.011245307,0.011109094
13057,0.006079183,0.006014343,0.006248283,0.006104381,0.006662237,0.006590848,0.006068292,0.005974456,0.006662237,0.006590848
13058,0.007347264,0.007276582,0.00767614,0.007425735,0.00816325,0.008056885,0.007253582,0.007233734,0.00816325,0.008056885
13059,0.011249029,0.011556739,0.01184864,0.011259352,0.011960555,0.011823951,0.010012067,0.01176,0.011960555,0.011823951
13060,0.003377607,0.003647184,0.003278213,0.003147284,0.0031146,0.00305661,0.002717667,0.003807979,0.0031146,0.00305661
13061,0.028956121,0.027417446,0.029246742,0.029947114,0.031013582,0.030452056,0.03340608,0.026474813,0.031013582,0.030452056
13062,0.000524918,0.00050244,0.000383003,0.00049873,0.000571946,0.000664493,0.000615825,0.00047911,0.000571946,0.000664493
13063,0.038072979,0.037527209,0.039137293,0.038822276,0.040057683,0.039554191,0.039196968,0.037224194,0.040057683,0.039554191
13064,0.002723195,0.002622188,0.002642662,0.002687301,0.003080246,0.003022792,0.002989129,0.002546044,0.003080246,0.003022792
13065,0.002530393,0.002201409,0.002425892,0.002650571,0.003117315,0.003033606,0.003499878,0.001980619,0.003117315,0.003033606
13066,0.004208684,0.004059769,0.00411053,0.004165948,0.004726407,0.004642069,0.004611272,0.003949617,0.004726407,0.004642069
13067,0.014476152,0.015031927,0.014946098,0.014458833,0.013783508,0.013548907,0.013014495,0.015425232,0.013783508,0.013548907
13068,0.001623222,0.001751972,0.001130256,0.001320996,0.001284812,0.001484438,0.001414754,0.00181459,0.001284812,0.001484438
13069,0.06204691,0.059969523,0.063768943,0.063733554,0.067568811,0.067107865,0.066421037,0.058663984,0.067568811,0.067107865
13070,0.005504843,0.005256597,0.005442183,0.005583624,0.006032134,0.005894331,0.006270494,0.005091068,0.006032134,0.005894331
13071,0.000914579,0.000920877,0.000878137,0.000879203,0.001163181,0.001129513,0.000907631,0.000908447,0.001163181,0.001129513
13072,0.003851212,0.003596843,0.003501375,0.003755542,0.004157028,0.004073488,0.004692702,0.003421031,0.004157028,0.004073488
13073,0.002026108,0.002004231,0.00167227,0.001967434,0.001982093,0.002307591,0.002097323,0.001980489,0.001982093,0.002307591
13074,0.007245227,0.006848206,0.007238462,0.007365979,0.007977482,0.007834849,0.008318375,0.006599276,0.007977482,0.007834849
13075,0.004929635,0.00457444,0.004877051,0.005042061,0.005744777,0.005644478,0.005878095,0.00433316,0.005744777,0.005644478
13076,0.072812229,0.079744132,0.072442519,0.069777885,0.056196064,0.055228781,0.057587479,0.084391049,0.056196064,0.055228781
13077,0.088357414,0.091680717,0.089336891,0.08722904,0.081677888,0.081249211,0.080017691,0.093903062,0.081677888,0.081249211
13078,0.000391805,0.000407424,0.000278302,0.0003473,0.00040564,0.0004734,0.000370374,0.000408248,0.00040564,0.0004734
13079,0.001017386,0.000920192,0.00091559,0.001002065,0.00126622,0.001234908,0.001315928,0.000844172,0.00126622,0.001234908
13080,0.001366183,0.001671597,0.001104777,0.001104821,0.000653437,0.000749375,0.000682256,0.001860573,0.000653437,0.000749375
13081,0.010553994,0.010393489,0.010686867,0.010619704,0.011097489,0.010896335,0.010961297,0.01030271,0.011097489,0.010896335
13082,0.007223241,0.00715647,0.007128356,0.007132406,0.00733675,0.007242237,0.007452222,0.007112706,0.00733675,0.007242237
13083,0.010533945,0.009895632,0.01051972,0.010725691,0.011878801,0.011756398,0.012092535,0.009476343,0.011878801,0.011756398
13084,0.015617653,0.015234623,0.016310772,0.015984137,0.017504285,0.017297151,0.016130426,0.015005309,0.017504285,0.017297151
14001,0.00403334,0.004379299,0.003627347,0.003488387,0.004537756,0.0042678,0.003005091,0.004752494,0.004537756,0.0042678
14002,0.002359584,0.002439224,0.002294354,0.002306536,0.002683105,0.00272666,0.002237704,0.002531896,0.002683105,0.00272666
14003,0.003709182,0.004001317,0.003361719,0.003261857,0.003839041,0.003716131,0.002874383,0.004335631,0.003839041,0.003716131
14004,0.000781798,0.000819013,0.000795296,0.000750884,0.001052732,0.000943043,0.000713519,0.00084988,0.001052732,0.000943043
14005,0.001953679,0.002049231,0.001802705,0.001865507,0.002076979,0.002018706,0.001674974,0.002106467,0.002076979,0.002018706
14006,0.008951966,0.009002715,0.008356139,0.008617247,0.010924156,0.011072794,0.008120015,0.008909325,0.010924156,0.011072794
14007,0.001281187,0.001336438,0.001227971,0.001242825,0.001771401,0.001661983,0.001154363,0.001367366,0.001771401,0.001661983
14008,0.011127204,0.011311513,0.011538031,0.011339994,0.013164419,0.012412518,0.01104173,0.01135999,0.013164419,0.012412518
14009,0.002559295,0.002804047,0.002400985,0.002252995,0.002218731,0.002215516,0.001957179,0.003096187,0.002218731,0.002215516
14010,0.000710702,0.000778114,0.00066995,0.000623993,0.000875875,0.000748063,0.00050743,0.000836676,0.000875875,0.000748063
14011,0.000502861,0.000500112,0.000530221,0.000552988,0.000858867,0.000772703,0.000557227,0.000472851,0.000858867,0.000772703
14012,0.000772994,0.000789753,0.000752571,0.00079725,0.001071214,0.001002274,0.000777983,0.000791115,0.001071214,0.001002274
14013,0.009335542,0.009815472,0.008771713,0.008580503,0.010037213,0.009613946,0.007619197,0.010263699,0.010037213,0.009613946
14014,0.000843249,0.000853611,0.00088433,0.000873089,0.001203567,0.001109465,0.000865579,0.000837245,0.001203567,0.001109465
14015,0.008366504,0.008168291,0.007870187,0.008242887,0.009458489,0.00996214,0.008024796,0.007837531,0.009458489,0.00996214
14016,0.004214898,0.004290187,0.004135893,0.004129117,0.004960824,0.004779652,0.003892494,0.004294977,0.004960824,0.004779652
14017,0.001796252,0.001823873,0.001826092,0.001865929,0.002628186,0.002400188,0.001848966,0.001810115,0.002628186,0.002400188
14018,0.009119601,0.009657389,0.008836174,0.008417505,0.009632566,0.008989441,0.007619247,0.010268229,0.009632566,0.008989441
14019,0.000300964,0.000309068,0.000279202,0.000304801,0.000354454,0.000343365,0.000299241,0.000310486,0.000354454,0.000343365
14020,0.000877289,0.000901007,0.000869791,0.000880347,0.000989534,0.000976811,0.000848569,0.000909235,0.000989534,0.000976811
14021,0.002981155,0.003129396,0.002829716,0.002839772,0.003207435,0.003096395,0.002645784,0.003255532,0.003207435,0.003096395
14022,0.004579505,0.004507204,0.003967028,0.004210682,0.004401114,0.0048096,0.003813743,0.004372126,0.004401114,0.0048096
14023,0.013189448,0.013237589,0.01239733,0.012347243,0.012900488,0.013738385,0.011692696,0.013282519,0.012900488,0.013738385
14024,0.003683037,0.003846998,0.003538579,0.003550143,0.004680299,0.004424423,0.003357738,0.003988211,0.004680299,0.004424423
14025,0.002241535,0.002215517,0.002442839,0.002446482,0.003147367,0.002871321,0.002555105,0.002151074,0.003147367,0.002871321
14026,0.000686862,0.000683587,0.000737633,0.00075268,0.001203904,0.001025897,0.000768025,0.000653156,0.001203904,0.001025897
14027,0.000910985,0.000881529,0.000933548,0.001024269,0.001281909,0.001235239,0.001080525,0.000806344,0.001281909,0.001235239
14028,0.000564992,0.000568664,0.000593652,0.000606708,0.000871208,0.000756086,0.00059202,0.000553773,0.000871208,0.000756086
14029,0.002689645,0.002701792,0.002745887,0.002859092,0.004482114,0.00397838,0.002919204,0.002631898,0.004482114,0.00397838
14030,0.005427406,0.005279393,0.005879071,0.005796101,0.006560963,0.006431188,0.006013445,0.005111804,0.006560963,0.006431188
14031,0.000154598,0.000149124,0.000163139,0.000176186,0.000204294,0.000201271,0.00018853,0.000134805,0.000204294,0.000201271
14032,0.000624674,0.000652896,0.000603232,0.000616801,0.000983852,0.000834573,0.000593806,0.000669198,0.000983852,0.000834573
14033,0.004074257,0.00420313,0.004117069,0.004097623,0.004954299,0.00457153,0.00386992,0.00427435,0.004954299,0.00457153
14034,0.0003225,0.00031931,0.000339338,0.00034945,0.000512565,0.000478343,0.000350973,0.000302831,0.000512565,0.000478343
14035,0.006435556,0.006527947,0.006647375,0.006754427,0.008472728,0.00775972,0.0067836,0.00651654,0.008472728,0.00775972
14036,0.002683482,0.002881761,0.002557479,0.002484978,0.002984376,0.002800022,0.002222261,0.003086392,0.002984376,0.002800022
14037,0.003923038,0.003916939,0.003834258,0.003844568,0.004644661,0.004737403,0.003673324,0.003829699,0.004644661,0.004737403
14038,0.000680556,0.000699461,0.000693511,0.000700229,0.001016029,0.000899592,0.000678469,0.000701561,0.001016029,0.000899592
14039,0.295352555,0.292376354,0.298103823,0.29434973,0.253118558,0.262441037,0.300814903,0.29195524,0.253118558,0.262441037
14040,0.000675133,0.0006453,0.000731812,0.000766859,0.00096626,0.0009238,0.000782313,0.000566119,0.00096626,0.0009238
14041,0.000747393,0.000700496,0.000845343,0.000884327,0.00143047,0.00124813,0.00097252,0.000609437,0.00143047,0.00124813
14042,0.001027843,0.001073907,0.001006339,0.001011062,0.001556715,0.001333095,0.000970522,0.001096748,0.001556715,0.001333095
14043,0.003114788,0.003086353,0.003182082,0.003332794,0.003853307,0.00377691,0.003342361,0.002958231,0.003853307,0.00377691
14044,0.003277816,0.003429464,0.003356772,0.003136569,0.003587473,0.003308652,0.002892706,0.003574479,0.003587473,0.003308652
14045,0.003357731,0.003410482,0.00348034,0.003496225,0.00483289,0.004353616,0.003465841,0.003379429,0.00483289,0.004353616
14046,0.004369569,0.004286748,0.004822272,0.004867962,0.006454007,0.005845861,0.005007263,0.004065414,0.006454007,0.005845861
14047,0.002688609,0.00275625,0.002681721,0.002656151,0.003392603,0.003148577,0.002510659,0.002794854,0.003392603,0.003148577
14048,0.003441679,0.00337722,0.00392901,0.003866724,0.004751703,0.004463008,0.003976358,0.003199217,0.004751703,0.004463008
14049,0.000454441,0.000443475,0.000484228,0.000499818,0.000581377,0.000589724,0.000499007,0.000403888,0.000581377,0.000589724
14050,0.004471223,0.00446047,0.004283576,0.004310477,0.00575138,0.005685494,0.004090074,0.004410031,0.00575138,0.005685494
14051,0.001949728,0.001954507,0.001969591,0.00191843,0.002526911,0.002517219,0.001902011,0.001953478,0.002526911,0.002517219
14052,0.000827347,0.000823081,0.000860589,0.000909953,0.001307799,0.001189167,0.00092554,0.000792358,0.001307799,0.001189167
14053,0.016294216,0.016652794,0.016313924,0.016297166,0.016978998,0.016343906,0.01586126,0.016929584,0.016978998,0.016343906
14054,0.001078245,0.001045236,0.001178356,0.001174595,0.001693541,0.001579734,0.001201893,0.000957069,0.001693541,0.001579734
14055,0.002176563,0.002189429,0.002258376,0.002281005,0.002660572,0.00262218,0.002252967,0.002144977,0.002660572,0.00262218
14056,0.000249769,0.000243942,0.000273535,0.00026916,0.000331731,0.000331053,0.000262768,0.000217406,0.000331731,0.000331053
14057,0.0005373,0.000535165,0.000588402,0.000580045,0.000863942,0.000772329,0.000588607,0.000515277,0.000863942,0.000772329
14058,0.001930675,0.001934578,0.001937185,0.002070252,0.002926418,0.0026838,0.002080433,0.001886431,0.002926418,0.0026838
14059,0.002148238,0.002157451,0.002330378,0.002284541,0.002805494,0.002649705,0.002271971,0.002122901,0.002805494,0.002649705
14060,0.001055218,0.001013037,0.00119958,0.001199734,0.001801705,0.001664247,0.001302668,0.000930137,0.001801705,0.001664247
14061,0.000748433,0.000792428,0.000638654,0.000721575,0.000925553,0.000852412,0.00067553,0.000826197,0.000925553,0.000852412
14062,0.000541206,0.000535532,0.00057024,0.000606841,0.000947755,0.000828129,0.000612879,0.000506191,0.000947755,0.000828129
14063,0.01458878,0.014557731,0.013093136,0.013022924,0.014544836,0.015919239,0.011918936,0.014580987,0.014544836,0.015919239
14064,0.001744859,0.001753885,0.001924068,0.001894232,0.002357396,0.002171367,0.001879634,0.001712175,0.002357396,0.002171367
14065,0.001383581,0.001371521,0.001516053,0.001491631,0.001808533,0.001735235,0.001513579,0.001305931,0.001808533,0.001735235
14066,0.004324714,0.004337151,0.004275216,0.004179569,0.005478272,0.00531276,0.003981847,0.004295646,0.005478272,0.00531276
14067,0.031548032,0.032194862,0.028273561,0.030700343,0.021731502,0.024033067,0.029358918,0.03327063,0.021731502,0.024033066
14068,0.001199471,0.001183084,0.001239659,0.001304737,0.001617544,0.001584104,0.001342911,0.001121365,0.001617544,0.001584104
14069,0.001121094,0.001058075,0.001350564,0.001352994,0.001839779,0.001741709,0.001461871,0.000949088,0.001839779,0.001741709
14070,0.011412362,0.011639595,0.011855715,0.011066269,0.012392159,0.011993128,0.010764783,0.011908557,0.012392159,0.011993128
14071,0.00074513,0.00073873,0.000781334,0.000821981,0.000949115,0.000925395,0.000835355,0.000701019,0.000949115,0.000925395
14072,0.00089335,0.000877162,0.001004187,0.001004791,0.001486661,0.001321392,0.001046624,0.000828571,0.001486661,0.001321392
14073,0.010645008,0.010442048,0.009966272,0.010331748,0.012869512,0.013588051,0.009875723,0.010130859,0.012869512,0.013588051
14074,0.002290992,0.002233183,0.002577907,0.002624627,0.003677753,0.003280829,0.002718832,0.002091779,0.003677753,0.003280829
14075,0.000503581,0.000508434,0.000539226,0.00052749,0.000784738,0.000709875,0.000523155,0.000494355,0.000784738,0.000709875
14076,0.000338656,0.000340542,0.00031855,0.000360133,0.000454453,0.000436621,0.000365717,0.000330032,0.000454453,0.000436621
14077,0.004812613,0.004954144,0.004821907,0.004846842,0.006782172,0.006236,0.004734744,0.005011441,0.006782172,0.006236
14078,0.004672677,0.004503426,0.005103766,0.005287208,0.00708394,0.006478283,0.00556764,0.004200383,0.00708394,0.006478283
14079,0.001747606,0.001923697,0.00161036,0.001502471,0.001934161,0.001689244,0.001269024,0.002115588,0.001934161,0.001689244
14080,0.000521268,0.000537281,0.000501504,0.000528131,0.000671516,0.000641586,0.000495241,0.000533441,0.000671516,0.000641586
14081,0.000475933,0.00046759,0.000511859,0.000527498,0.000879224,0.000763444,0.000553639,0.000439101,0.000879224,0.000763444
14082,0.004165491,0.004343152,0.00394695,0.003757347,0.004301142,0.004451721,0.003387625,0.004518473,0.004301142,0.004451721
14083,0.007549519,0.00772855,0.007422916,0.007306423,0.008161813,0.008395886,0.006784278,0.007830908,0.008161813,0.008395886
14084,0.001412607,0.001420342,0.001409504,0.001494603,0.001977047,0.001847774,0.001455848,0.001374743,0.001977047,0.001847774
14085,0.006176688,0.006261687,0.00630545,0.006122638,0.007349144,0.007387178,0.005991357,0.006265695,0.007349144,0.007387178
14086,0.00184949,0.001949088,0.001832163,0.001781673,0.002352592,0.002055195,0.00160177,0.00200636,0.002352592,0.002055195
14087,0.002521913,0.002700594,0.002426025,0.00223823,0.002324604,0.002349193,0.00192818,0.002863785,0.002324604,0.002349193
14088,0.002731039,0.002799767,0.002689674,0.002771089,0.003672373,0.003478526,0.002677821,0.002817044,0.003672373,0.003478526
14089,0.000347729,0.000347963,0.000376449,0.000377234,0.000487392,0.000462049,0.000380833,0.00033765,0.000487392,0.000462049
14090,0.001010695,0.000997825,0.001090024,0.001111571,0.0017848,0.001540177,0.001119264,0.000941448,0.0017848,0.001540177
14091,0.0042754,0.004208577,0.004613759,0.004728222,0.006777371,0.006040726,0.004874648,0.00399349,0.006777371,0.006040726
14092,0.001529287,0.00158918,0.001569893,0.001522788,0.002179949,0.001986831,0.00148857,0.001625272,0.002179949,0.001986831
14093,0.026799921,0.027701397,0.0256818,0.02559594,0.029987468,0.029350363,0.023849521,0.028541649,0.029987468,0.029350363
14094,0.003630191,0.003728216,0.003536551,0.003668374,0.003621961,0.003685492,0.003541719,0.003806024,0.003621961,0.003685492
14095,0.001062975,0.001081981,0.001126428,0.001081016,0.001332152,0.001275496,0.001052863,0.001076435,0.001332152,0.001275496
14096,0.002033108,0.002000032,0.002118882,0.002183247,0.003105133,0.002834426,0.002226592,0.001909915,0.003105133,0.002834426
14097,0.024044843,0.024574853,0.023514771,0.023156212,0.022343006,0.022381756,0.022152647,0.025263116,0.022343006,0.022381756
14098,0.059118532,0.059893264,0.061606331,0.057637495,0.059742217,0.059433225,0.05735889,0.06104203,0.059742217,0.059433225
14099,0.001036247,0.001119026,0.000942801,0.000945397,0.00117387,0.001094046,0.000835268,0.00118693,0.00117387,0.001094046
14100,0.00340814,0.003419582,0.003363608,0.003573934,0.004040122,0.004001043,0.003537794,0.003305723,0.004040122,0.004001043
14101,0.036338482,0.035465454,0.040956806,0.037878248,0.044516519,0.044280499,0.039681907,0.034453037,0.044516519,0.044280499
14102,0.000783977,0.000738832,0.000806911,0.000927155,0.001340034,0.001233742,0.000987719,0.000647013,0.001340034,0.001233742
14103,0.000921032,0.000970448,0.000855646,0.000875822,0.001072201,0.001007383,0.000818336,0.001016879,0.001072201,0.001007383
14104,0.000846992,0.000845841,0.000889571,0.000912051,0.001442101,0.001263392,0.000951388,0.000823472,0.001442101,0.001263392
14105,0.003951859,0.004220821,0.00359021,0.003576451,0.004305887,0.003812631,0.003055161,0.004433749,0.004305887,0.003812631
