Estado,SCC,PM10,PM25,NO2,NO,SO2 ,CO ,VOC,NH3 ,CN,CO2,CH4,GSO4,OTHER,POA
20,2201080000,11941,10564,23513,499859,26742,10603561,824299,20348,1442,161535123,18217,971,779,5758
20,2201001000,48880,43241,896346,6892762,151067,32378560,3382178,66705,5893,912538765,72898,4051,8477,23532
20,2230001000,57,52,309,2822,169,14901,1084,12,0,589937,74,28,0,15
20,2201070000,47292,41837,1036892,7504409,153802,33061282,3134940,56524,5701,929071306,89284,3919,6868,22766
20,2230060000,4122,3797,6455,37647,1776,91154,9571,193,1170,6271838,1161,2322,36,219
20,2201020000,1622,1435,35011,257804,5284,1106009,111180,1989,192,31919982,3401,136,246,780
20,2230060000,133,123,205,1283,57,2749,294,0,42,210615,36,67,0,5
20,2201070000,10253,9071,21861,276461,9369,2292157,143468,1451,1233,56596454,4745,858,675,4932
20,2230070000,80583,74141,155161,1028337,24705,319965,53642,1249,35037,87210486,8475,31383,840,5610
20,2201040000,3869,3421,39492,366909,13437,2127243,166370,3052,469,81164251,5664,321,834,1858
20,2230060000,173068,159221,254393,1083502,39029,401950,107240,3068,22768,139605249,36370,123692,1883,9291
20,2201070000,261,231,2204,20667,748,118919,8896,181,28,4518167,249,18,53,126
20,2230060000,10608,9761,13988,60431,2160,23644,6253,183,1341,7734442,2071,7562,119,626
20,2230070000,128566,118276,311120,1318113,47327,352715,60197,2334,35000,169807242,23632,77036,1825,4548
20,2230070000,309539,284772,706713,3564445,115275,928728,143399,5510,106280,411056870,46458,160152,4608,13352
21,2201080000,37408.5,33095.6,71886.2,1529348.9,80253.6,31898259.4,2530922.6,60253.1,4547.5,484782346.2,56394.1,3036.2,2544.9,18035.3
21,2201001000,246816.2,218339.5,2689060,22975409.9,459669.8,143096758.8,13386469.8,200882.2,50615.8,2776741228,299786.5,15124.9,27521.3,110545.9
21,2230001000,238,219.3,1020,9339.8,506.6,60159.6,4420,27.2,22.1,1783558.4,341.7,105.4,0,57.8
21,2201070000,230916.1,204273.7,3070534.9,24345946.5,465890.1,145522356.2,12229631.7,169620.9,46506.9,2814272363,383290.5,14370.1,22368.6,103766.3
21,2230060000,14235.8,13096.8,19395.3,114722.8,5334.6,344430.2,34572.9,578,3826.7,18842407.3,3887.9,8109,108.8,848.3
21,2201020000,8146.4,7208,104174.3,844706.2,16044.6,5127664.1,435568.9,5965.3,1686.4,96911699.4,14597.9,498.1,783.7,3648.2
21,2230060000,469.2,436.9,617.1,3915.1,178.5,10288.4,1050.6,25.5,146.2,633879,124.1,234.6,0,32.3
21,2201070000,36091,31932.8,67797.7,865461.5,27618.2,8570611.2,450738,4372.4,4673.3,166841418.7,17586.5,2941,2204.9,17229.5
21,2230070000,355075.6,326672,478485.4,3165706,72372.4,1058896,166084.9,3758.7,116750.9,255452536.6,26635.6,163368.3,2767.6,33828.3
21,2201040000,16699.1,14774.7,124744.3,1192878.1,40208.4,9927127.9,574533.7,9265,2993.7,242891537.5,24211.4,1132.2,2721.7,7648.3
21,2230060000,864018.2,794899.6,807498.3,3440568.8,117549.9,1416623.6,343877.7,9317.7,86249.5,420393742.9,115985.9,631937.6,6145.5,55829.7
21,2201070000,1011.5,892.5,6920.7,65912.4,2230.4,485861.7,29166.9,554.2,153,13477804,1003,78.2,166.6,472.6
21,2230060000,52934.6,48699.9,44499.2,192574.3,6514.4,79575.3,19813.5,554.2,5009.9,23288767.5,6555.2,38545.8,394.4,3745.1
21,2230070000,626621.7,576488.7,969032.3,4087940.7,140420,1157162.8,188907.4,7055,137334.5,503797711.5,74568.8,401332.6,6038.4,27550.2
21,2230070000,1461005.5,1344120.3,2200350.8,11050236.3,342009.4,2942810.5,444330.7,16666.8,397131.9,1219523665,145734.2,835089.3,15281.3,81423.2
22,2201080000,9147,8087,17068,363050,19740,7843378,613580,14891,1108,119227196,13723,746,608,4406
22,2201001000,57011,50434,646218,5336063,112177,27467796,2806029,49339,11218,677615054,55638,3614,6580,25722
22,2230001000,53,51,240,2177,124,14428,987,3,2,436027,74,24,0,14
22,2201070000,53700,47503,736421,5616851,113884,26997828,2479337,41717,10365,687940909,69217,3456,5348,24308
22,2230060000,3407,3136,4638,27313,1309,83096,7978,146,936,4617097,918,1921,25,202
22,2201020000,1888,1670,24942,194467,3918,969505,88409,1467,374,23671973,2692,122,186,850
22,2230060000,112,103,148,933,42,2483,244,0,37,155229,29,55,0,3
22,2201070000,8794,7778,16022,204031,6814,2055683,107768,1074,1126,41156713,4038,720,526,4200
22,2230070000,86202,79301,114163,755797,17890,257077,40435,925,28707,63151314,6455,39300,659,8211
22,2201040000,3935,3478,29300,278041,9859,2321784,133056,2268,676,59554474,5339,275,650,1814
22,2230060000,209129,192396,190710,812461,28751,339771,82791,2283,21086,102829604,27957,152764,1466,13499
22,2201070000,243,213,1629,15444,549,114993,6871,134,35,3307839,223,11,36,112
22,2230060000,12817,11790,10500,45418,1593,19183,4786,135,1225,5695997,1585,9320,95,905
22,2230070000,150958,138882,230383,973379,34544,279966,45765,1728,33528,123950501,18024,96269,1433,6621
22,2230070000,352280,324100,523189,2631548,84151,715115,108043,4087,96921,300063030,35291,200269,3629,19581
23,2201080000,6689,5918,9917,210940,15149,6017389,495027,11434,803,91488607,10510,543,469,3225
23,2201001000,26597,23529,433976,3704504,90285,25506806,2200835,37885,3206,545373915,42854,2202,5051,12806
23,2230001000,33,32,176,1601,100,13610,754,0,0,352928,52,16,0,3
23,2201070000,25385,22458,489702,3841262,91531,25022289,1981951,32033,3059,552917027,53157,2102,4102,12222
23,2230060000,2434,2240,3466,20513,1058,78270,6236,109,665,3732584,720,1395,16,130
23,2201020000,871,768,16619,133505,3149,888969,71326,1125,105,19012567,2069,69,141,419
23,2230060000,81,73,111,705,34,2352,189,0,26,125455,23,39,0,0
23,2201070000,5351,4732,9362,120347,5517,1573784,89857,825,646,33327427,3040,447,404,2573
23,2230070000,46542,42817,72439,479574,14512,197401,30749,708,19851,51232393,4872,18493,505,3254
23,2201040000,2077,1844,17178,167118,8071,1769197,109483,1745,250,48757191,3928,171,494,1003
23,2230060000,100781,92716,121123,516007,23589,260897,62210,1752,13031,84378587,21142,72239,1126,5422
23,2201070000,141,124,954,9139,448,87815,5714,104,12,2713444,164,6,25,69
23,2230060000,6177,5682,6667,28829,1306,14730,3633,104,767,4681783,1205,4413,70,364
23,2230070000,75499,69460,146179,617626,28089,214975,34888,1326,20092,100798879,13749,45682,1103,2688
23,2230070000,181390,166880,331972,1669761,68353,549109,83020,3138,61031,243760073,27018,95023,2787,7880
24,2201080000,16042,14189,24849,528518,35541,14190895,1173219,26822,1948,214689142,24573,1303,1096,7733
24,2201001000,91882,81280,1021570,8729193,207198,55780288,5492490,88880,17653,1251600488,100987,5933,11861,41626
24,2230001000,99,91,404,3711,231,29173,1765,15,5,808092,124,44,0,26
24,2201070000,86235,76282,1155602,9075203,210217,54919966,4856223,75146,16228,1269851278,125681,5654,9630,39203
24,2230060000,6140,5647,7887,46697,2422,167863,14513,259,1687,8551716,1671,3462,48,364
24,2201020000,3031,2677,39201,315299,7232,1956792,171928,2641,584,43677437,4884,196,340,1372
24,2230060000,203,186,253,1595,82,5035,442,2,64,287463,53,100,0,13
24,2201070000,14178,12537,23419,300670,12634,3715218,206030,1935,1800,76307672,7192,1165,948,6781
24,2230070000,155280,142858,177395,1174415,33201,463093,72471,1665,51713,117206235,11526,70795,1187,14787
24,2201040000,6314,5590,42924,415288,18390,4180255,252891,4088,1043,111089947,9380,452,1170,2927
24,2230060000,376716,346573,296533,1263277,53695,612057,147465,4113,37981,192058907,49964,275180,2642,24316
24,2201070000,392,342,2381,22809,1021,207369,13160,244,55,6176855,395,27,71,185
24,2230060000,23087,21240,16322,70587,2979,34552,8571,246,2208,10648446,2838,16786,172,1631
24,2230070000,271932,250176,357988,1512546,64199,504325,82152,3116,60393,230352263,32361,173416,2585,11927
24,2230070000,634587,583819,812982,4089232,156289,1288195,194717,7362,174589,557317728,63478,360755,6537,35273
25,2201080000,19823,17537,37320,793606,44007,17488005,1456362,33217,2392,265841125,30565,1614,1349,9562
25,2201001000,82870,73309,1512375,12364157,256268,87115202,7259499,110064,9990,1548037524,156286,6870,14685,39895
25,2230001000,94,87,550,5050,283,36176,2185,16,0,1000407,155,46,0,20
25,2201070000,79327,70175,1732189,13255165,260070,89153993,6715772,93061,9561,1570995283,197702,6576,11929,38190
25,2230060000,7076,6510,11104,65381,3001,208167,17950,319,1929,10589013,2068,4058,57,377
25,2201020000,2717,2403,58638,457909,8946,3097667,238091,3272,330,54028869,7484,227,421,1308
25,2230060000,229,214,352,2235,99,6246,548,9,72,355926,66,118,0,13
25,2201070000,16965,15008,35045,446501,15649,4578132,257258,2396,2042,94515774,8909,1421,1177,8158
25,2230070000,135211,124396,251091,1662282,41130,573491,89689,2058,57665,145191334,14256,53728,1465,9453
25,2201040000,6466,5717,64098,608982,22780,5157290,315641,5062,780,137596774,11623,535,1448,3109
25,2230060000,292793,269371,419476,1787044,66516,757966,182370,5093,37861,237913818,61819,209873,3275,15759
25,2201070000,435,387,3563,33799,1265,255737,16456,299,56,7651371,493,37,89,211
25,2230060000,17946,16512,23092,99893,3688,42787,10605,301,2229,13191372,3514,12830,210,1058
25,2230070000,219339,201789,506701,2140832,79534,624555,101666,3858,58365,285366376,40064,132710,3203,7811
25,2230070000,526976,484815,1150701,5787770,193614,1595290,241087,9118,177306,690424330,78592,276060,8100,22893
26,2201080000,20020,17712,37279,792913,43395,17247257,1409719,32744,2428,262130467,30163,1627,1335,9651
26,2201001000,123413,109174,1476252,12112221,251014,83077270,7084925,108504,24252,1516287463,155074,7836,14473,55698
26,2230001000,63,55,538,4930,1,34391,2172,16,9,977870,161,0,0,29
26,2201070000,116099,102704,1691434,12979132,254737,84900748,6531989,91741,22364,1538787039,196016,7485,11758,52574
26,2230060000,3152,2897,10737,63215,88,197948,17732,314,2061,10350450,2055,229,57,444
26,2201020000,4080,3611,57260,448453,8763,2956061,231470,3229,806,52935450,7422,257,416,1839
26,2230060000,122,110,340,2159,0,5931,540,8,80,347952,66,7,0,16
26,2201070000,18982,16796,35000,445805,15284,4518425,247261,2359,2427,92334162,8849,1553,1156,9072
26,2230070000,100846,92777,249835,1653982,1205,565352,88769,2034,63136,141765843,14143,4802,1448,18053
26,2201040000,8480,7502,64001,607639,22217,5099269,304535,4990,1447,134179013,11659,593,1426,3915
26,2230060000,114363,105215,417355,1778013,1943,747209,181268,5017,46369,231853429,61282,18058,3232,29686
26,2201070000,522,461,3557,33739,1236,252644,15844,294,77,7457570,490,41,88,246
26,2230060000,7107,6535,22980,99388,105,42183,10500,294,2694,12850616,3477,1106,206,1991
26,2230070000,114159,105027,504170,2130150,2330,615689,100560,3806,73726,278499755,39588,11312,3157,14558
26,2230070000,321794,296054,1144954,5758900,5671,1572653,237806,8992,213142,673921303,77554,23730,7981,43061
27,2201080000,8390,7421,12696,269981,18969,7535420,612595,14318,1014,114573340,13168,682,582,4046
27,2201001000,33508,29641,543558,4657579,112043,39595787,2969489,47442,4039,676798557,67443,2776,6330,16130
27,2230001000,41,37,217,1995,125,16467,937,2,0,437704,64,21,0,7
27,2201070000,31993,28299,617270,4907912,113623,40532335,2790499,40112,3853,686362144,85236,2653,5143,15400
27,2230060000,3048,2804,4279,25346,1312,94717,7768,137,831,4630450,891,1749,25,162
27,2201020000,1094,970,20938,170325,3909,1404469,99803,1412,133,23602839,3226,91,179,527
27,2230060000,99,93,137,865,42,2845,237,0,33,155639,28,50,0,0
27,2201070000,6752,5973,11973,153832,6844,1971079,111075,1031,813,41334723,3813,566,507,3247
27,2230070000,58279,53617,92016,609174,17995,247189,38523,888,24855,63527300,6107,23158,630,4073
27,2201040000,2621,2317,21965,213259,9989,2216440,135709,2181,314,60352771,4934,219,627,1264
27,2230060000,126205,116105,153838,655389,29192,326699,77999,2193,16320,104418221,26505,90459,1411,6795
27,2201070000,179,156,1216,11685,558,110001,7062,127,17,3357904,211,8,35,85
27,2230060000,7736,7116,8464,36617,1619,18445,4554,128,958,5792243,1510,5532,84,456
27,2230070000,94538,86974,185684,784538,34820,269197,43692,1663,25159,124940095,17227,57199,1379,3369
27,2230070000,227139,208965,421682,2121010,84740,687610,103901,3930,76421,302198862,33847,118988,3487,9868
28,2201080000,27728,24528,44208,940156,61843,24693261,2025439,46675,3349,373576010,42755,2258,1905,13370
28,2201001000,114594,101370,1840381,15625001,362676,125791199,9936797,154669,13812,2190794256,219403,9498,20633,55165
28,2230001000,59,55,720,6593,13,52056,3075,24,1,1415446,220,1,2,32
28,2201070000,109610,96964,2095191,16533679,367887,128762916,9260583,130773,13214,2222269623,277510,9084,16761,52766
28,2230060000,4073,3752,14163,83735,126,299497,25324,450,2714,14976748,2920,307,86,531
28,2201020000,3757,3322,71028,573207,12655,4467824,329763,4596,453,76429787,10503,310,593,1809
28,2230060000,153,141,453,2863,0,8989,772,17,100,503423,92,10,0,18
28,2201070000,23368,20668,41646,534252,22127,6462776,362693,3365,2811,133662318,12488,1959,1651,11234
28,2230070000,112461,103461,313352,2074479,1743,805883,125965,2898,81029,205354509,20011,4156,2062,13286
28,2201040000,8942,7911,76312,736610,32254,7266845,444520,7114,1078,194841522,16225,741,2036,4306
28,2230060000,108042,99398,523784,2231405,2826,1065112,255889,7152,53203,336953177,86776,15788,4601,22140
28,2201070000,604,536,4231,40511,1794,360599,23142,423,75,10836678,689,53,130,289
28,2230060000,6674,6139,28830,124688,158,60127,14889,428,3132,18686004,4934,965,299,1487
28,2230070000,116319,107014,632341,2671700,3376,877639,142800,5420,82023,403716918,56265,9938,4504,10971
28,2230070000,341480,314164,1436033,7223005,8213,2241743,338852,12814,249157,976640140,110416,20816,11375,32170
29,2201080000,7702.7,6815.3,12491.6,265861.3,16014,6366088.6,485979,12075.1,929.9,96727832.5,11153.7,630.7,491.3,3714.5
29,2201001000,37308.2,33007.2,466111.1,3982345.2,90382.2,22072364.8,2259391.8,40012.9,4498.2,545993040.9,47288.9,3100.8,5336.3,17960.5
29,2230001000,28.9,25.5,175.1,1647.3,93.5,11143.5,819.4,0,0,350154.1,64.6,17,0,0
29,2201070000,35963.5,31807,529255.9,4154772.8,91747.3,21714191.8,1996301.5,33831.7,4336.7,554232602.6,58782.6,2988.6,4333.3,17307.7
29,2230060000,2572.1,2359.6,3398.3,20056.6,1052.3,64195.4,6514.4,113.9,700.4,3707210.4,758.2,1477.3,3.4,144.5
29,2201020000,1232.5,1089.7,17940.1,144245,3153.5,779880.1,71316.7,1186.6,146.2,19079557.3,2283.1,100.3,147.9,596.7
29,2230060000,79.9,73.1,107.1,678.3,30.6,1921,197.2,0,28.9,124664.4,23.8,44.2,0,0
29,2201070000,7978.1,7056.7,11743.6,150106.6,5465.5,1670557.7,84962.6,872.1,965.6,33017034.5,3316.7,669.8,428.4,3838.6
29,2230070000,49155.5,45221.7,86098.2,569979.4,14342.9,208489.7,33014,753.1,20959.3,50619733.8,5285.3,19533,532.1,3435.7
29,2201040000,2888.3,2550,21508.4,206021.3,7891.4,1892798.7,105386.4,1839.4,346.8,47671904.9,4464.2,243.1,521.9,1394
29,2230060000,106447.2,97925.1,143852.3,612846.6,22987.4,275551.3,68074.8,1847.9,13764.9,82224573.2,22876.9,76301.1,1190,5729
29,2201070000,198.9,173.4,1193.4,11381.5,436.9,93600.3,5441.7,108.8,13.6,2645786.5,190.4,8.5,23.8,93.5
29,2230060000,6524.6,6001,7918.6,34246.5,1276.7,15556.7,3911.7,110.5,810.9,4552178.4,1283.5,4659.7,69.7,384.2
29,2230070000,79736.8,73355,173746.8,734097.4,27679.4,227046.9,37332,1407.6,21222.8,99288246.7,14672.7,48251.1,1157.7,2842.4
29,2230070000,191569.6,176252.6,394568.3,1984676.9,67423.7,579949.9,87737,3315,64460.6,240405945.4,28660.3,100356.1,2941,8323.2
30,2201080000,30117,26641,56516,1201791,67407,26780863,2136162,50875,3636,407195341,46805,2453,2072,14526
30,2201001000,123384,109151,2221585,18293078,387449,102591659,9619333,168574,14873,2340454207,193983,10226,22489,59399
30,2230001000,141,130,821,7519,426,52593,3323,26,3,1511321,237,72,7,32
30,2201070000,117974,104361,2531379,19297504,393322,101697591,8656935,142531,14220,2375905195,242264,9781,18262,56789
30,2230060000,10837,9969,16235,95683,4533,302760,27185,488,2955,16002998,3108,6217,96,580
30,2201020000,4042,3576,85734,667948,13532,3621510,311002,5013,488,81716616,9384,333,642,1946
30,2230060000,355,325,515,3267,151,9069,828,17,113,537925,100,179,0,20
30,2201070000,25090,22195,53083,676528,23636,7008976,383027,3668,3021,142777141,13608,2101,1797,12060
30,2230070000,207086,190520,381463,2525412,62121,878341,137137,3156,88318,219290846,21807,82284,2248,14476
30,2201040000,9634,8526,97085,923274,34307,7890663,471202,7756,1162,207231362,17699,801,2216,4637
30,2230060000,448441,412561,637273,2714906,100160,1160871,278659,7797,57987,358245098,94567,321436,5020,24133
30,2201070000,649,573,5396,51215,1908,391394,24358,464,78,11521139,748,57,140,315
30,2230060000,27483,25287,35087,151751,5555,65534,16216,467,3410,19857405,5379,19647,328,1620
30,2230070000,335933,309056,769789,3252432,120066,956542,155372,5911,89391,430780257,61326,203257,4903,11958
30,2230070000,807094,742527,1748165,8793013,292370,2443290,368657,13968,271558,1042562742,120345,422805,12403,35062
31,2201080000,9942,8796,15244,324267,22444,8916791,741333,16942,1199,135568488,15583,809,690,4797
31,2201001000,39885,35278,654825,5564541,133084,37837195,3378770,56138,4807,803909389,64619,3304,7491,19199
31,2230001000,45,43,259,2386,148,19768,1115,8,0,520032,76,24,0,10
31,2201070000,38086,33691,740185,5788353,134957,37273222,3027896,47465,4593,815213067,80311,3154,6084,18335
31,2230060000,3609,3323,5160,30542,1556,113695,9225,162,985,5500865,1062,2071,32,193
31,2201020000,1307,1156,25109,201048,4640,1322205,108370,1671,154,28033236,3115,111,209,629
31,2230060000,115,106,164,1043,50,3414,280,0,38,184892,33,59,0,2
31,2201070000,8050,7116,14376,184574,8130,2332636,132899,1221,970,49111678,4515,677,601,3870
31,2230070000,68961,63446,109941,727840,21382,292497,45613,1050,29410,75482348,7236,27399,752,4819
31,2201040000,3117,2756,26366,255597,11880,2623560,162808,2583,377,71771743,5845,258,735,1502
31,2230060000,149333,137386,183783,782947,34719,386582,92398,2597,19311,124181338,31382,107038,1669,8034
31,2201070000,210,188,1462,14014,658,130199,8480,154,25,3993397,249,13,41,95
31,2230060000,9153,8418,10113,43744,1928,21820,5388,156,1135,6889077,1788,6545,105,539
31,2230070000,111866,102918,221855,937388,41382,318540,51750,1968,29769,148474571,20391,67687,1635,3982
31,2230070000,268769,247267,503833,2534267,100694,813638,123010,4650,90430,359089630,40052,140797,4129,11674
32,2201080000,12781,11305,23540,500709,27154,10792817,853057,20483,1545,164021767,18889,1043,833,6164
32,2201001000,59129,52306,893533,7401013,154630,48248014,4363829,67869,7126,934064116,96982,4909,9057,28461
32,2230001000,58,52,325,3000,170,19885,1361,12,0,600490,102,29,0,15
32,2201070000,56888,50325,1024162,7918568,156967,49276527,3998143,57384,6858,948178168,122699,4723,7356,27384
32,2230060000,4362,4016,6395,37672,1805,114519,11031,196,1189,6357488,1282,2503,36,232
32,2201020000,1953,1725,34669,273761,5400,1723030,141079,2016,234,32631174,4646,164,264,941
32,2230060000,141,131,204,1287,58,3424,339,0,43,213755,42,71,0,5
32,2201070000,12489,11045,22090,281346,9379,2830403,147986,1479,1504,56663214,5589,1047,724,6009
32,2230070000,83376,76706,157304,1041407,24625,353630,55777,1269,35557,86921778,8913,33131,906,5830
32,2201040000,4590,4060,40401,383399,13579,3201564,182964,3120,554,82018370,7447,383,895,2212
32,2230060000,180545,166102,262768,1119437,39585,467383,114511,3139,23347,141568837,38597,129412,2013,9717
32,2201070000,313,275,2244,21297,753,158452,9476,187,38,4554488,314,22,56,149
32,2230060000,11064,10179,14468,62572,2191,26385,6604,187,1373,7841084,2182,7912,130,652
32,2230070000,135249,124428,317445,1341224,47549,385113,63132,2378,35990,170596320,24836,81836,1972,4814
32,2230070000,324945,298949,720908,3626040,115816,983695,148776,5625,109330,412966085,48575,170228,4991,14117
